"","20210112_30102534301221-01_P0091-3 D0 media_06.RCC","20210113_30102534541221-01_P0091-7 LUNG D3 NMC2 100ug.ml_07.RCC","20210113_30102534541221-01_P0091-8 LUNG D3 IFNy 100ng.ml_08.RCC","20210113_30102534541221-01_P0091-9 LUNG D3 IgG1 100ug.ml_09.RCC","20210113_30102534541221-01_P0091-10 LUNG D3 NMC2 30ug.ml_10.RCC","20210112_30102534301221-01_P0091-2 D0 media_05.RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0091-1 D3 IgG1 100ug]mL_07.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0091-1 D0 media_04.RCC","20210112_30102534301221-01_P0091-3 D3 NMC2 100ug]mL_09.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210112_30102534301221-01_P0091-5 D3 IgG1 100ug]mL_11.RCC","20210112_30102534301221-01_P0091-6 D3 NMC2 30ug]mL_12.RCC","20210112_30102534301221-01_P0091-4 D3 IFNy 100ng]mL_10.RCC","20210113_30102534541221-01_P0091-11 LUNG D3 NMC2 100ug.ml_11.RCC","20210112_30102534301221-01_P0091-2 D3 NMC2 30ug]mL_08.RCC","20210113_30102534541221-01_P0091-12 LUNG D3 IFNy 100ng.ml_12.RCC"
"AXIN1 - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,5.87576003914788,4.50542934588126,3.19980204416031,7.28474574501116,2.75168158722949,6.52592196739464,7.38917060989401,3.91156206901603,6.46935601729441,6.87663543914425,4.26985221203887,6.85309354361047,6.35222396441639,6.17863172963434,5.79943617429573,6.28358366584438,6.46377617310239,6.03707552884819,5.96096384835275,6.60720013979214,6.94697086832873,6.68831477255355,6.47316653949942
"EGF - mRNA",6.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,3.19980204416031,6.93682248616989,6.13153750587477,6.88849196676063,4.09524779768106,3.91156206901603,3.22973526082972,7.13967000662845,4.26985221203887,3.93411062164778,6.68664317885846,4.35155787445556,6.10429079899782,6.48152305342829,6.67676986310567,2.8094449030964,6.42039550699433,6.22868851505859,6.84743513547733,6.3443603971623,6.11059641371779
"LTB - mRNA",6.99650857058257,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,6.72353346971827,6.93682248616989,6.32418259925047,7.41900668158606,7.62049604858206,3.91156206901603,3.22973526082972,7.13967000662845,7.42223714741598,7.24011671810478,6.82866210713906,6.28966306120229,6.29693580354497,6.75070963883881,6.61905427315769,2.8094449030964,7.13088881119443,6.71411531199821,6.56364224301224,6.59811692296832,6.71827909011246
"PARP9 - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.50329633474323,7.8900026831177,7.60158514598879,7.74566591483845,3.19980204416031,2.91043833744184,6.78361426044629,2.56744030814171,4.09524779768106,3.91156206901603,6.46935601729441,6.55470747009866,4.26985221203887,6.40058137372345,4.45440721921336,5.99420719108816,6.13823804557785,5.83997694103187,5.95854086063391,2.8094449030964,2.81824358531489,6.3661919985843,4.380265096346,5.64392059024394,6.92773248240396
"IL1B - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.38781922202002,9.01611149827109,9.0579633070712,8.63875075642452,7.10204489764652,2.91043833744184,6.64611061491351,2.56744030814171,4.09524779768106,3.91156206901603,7.53974525602318,6.13966999639742,4.26985221203887,7.05954449345743,7.2549268172703,4.35155787445556,6.29693580354497,7.19612076266973,6.88698758388053,6.18907861130815,2.81824358531489,5.90676043459948,6.62504269743652,6.4512756441992,6.47316653949942
"OLR1 - mRNA",8.83300973390279,3.89990153342207,7.65300236692543,4.99184601639063,5.4308195266067,8.58421636309,8.92427247541218,8.86182079666583,8.35864274907053,7.10204489764652,7.93682248616989,8.07907000138322,7.17799854299741,4.09524779768106,3.91156206901603,6.73239031458239,7.72463240162888,6.71174384642911,7.05954449345743,4.45440721921336,6.17863172963434,5.29693580354497,5.71968273797587,5.81169954190256,6.45211301714194,6.76831882003973,6.22868851505859,6.74051987662916,6.03623802401417,6.24184106046678
"MSH6 - mRNA",6.99650857058257,3.89990153342207,8.08042362208855,7.77443459711337,5.4308195266067,6.80285661362027,6.35948791032928,6.4232477620353,6.46555806286544,7.10204489764652,6.47739081601437,7.13153750587477,6.30352951474652,4.09524779768106,7.11080092615341,6.95478275142539,7.0141390064226,7.2065085510545,6.61208556663003,4.45440721921336,6.28966306120229,6.49333300700726,6.51804882410639,6.49619770019288,6.32658214404588,5.96096384835275,6.71411531199821,6.49951187647544,6.1033521669138,6.4187187660948
"ICOS - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,7.56498118021175,5.4308195266067,6.89031947843322,6.35948791032928,6.17532035786089,6.52327348229871,6.86103700339678,6.79931897890579,7.23107319725973,6.30352951474652,4.09524779768106,7.11080092615341,7.46935601729441,7.46159809946961,6.8372747055733,6.61208556663003,4.45440721921336,5.92709298445209,4.95990088193683,4.01929466474245,4.3416253841596,7.45211301714194,6.6614035468966,6.3661919985843,4.380265096346,5.10335218789752,6.36213512642935
"JAK3 - mRNA",6.18915358920855,7.62616074854846,4.65347160813647,4.99184601639063,5.4308195266067,6.50329633474323,6.61582773509589,7.0579633016576,6.31027980102777,7.20896020132605,7.47739080791864,6.32418259925047,6.52592196739464,4.09524779768106,6.95033625825809,7.05431846916995,7.13967000662845,4.26985221203887,6.61208556663003,6.35222396441639,6.39275645051219,5.41241311694331,5.44404830977115,5.86232549097623,6.56759024216694,6.54592635679403,2.76562024472676,4.380265096346,4.96584863896712,6.17771059913702
"DUSP2 - mRNA",7.5110817117769,3.89990153342207,7.49546104141786,4.99184601639063,5.4308195266067,7.05078412502363,7.21193076219183,7.19768824705447,7.09877570061824,7.20896020132605,7.64731579766713,7.84774450677084,6.52592196739464,4.09524779768106,7.18480165946758,3.22973526082972,6.55470747009866,4.26985221203887,6.24011670856184,6.2880937176994,6.05833745175314,4.79943617429573,5.83997694103187,6.17426954137854,2.8094449030964,5.96096384835275,6.71411531199821,6.43239751509185,6.16748245597973,6.96620662086331
"TNFRSF1B - mRNA",6.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.7097471825245,7.64899462176469,7.24140947442711,7.07966690924611,6.86103700339678,7.28474574501116,7.13153750587477,6.88849196676063,4.09524779768106,3.91156206901603,3.22973526082972,7.0141390064226,4.26985221203887,6.7376163282704,6.35222396441639,6.11973794680552,5.41241311694331,4.01929466474245,5.81169954190256,2.8094449030964,6.42039550699433,6.3661919985843,4.380265096346,5.55081123201664,4.26616241200163
"IRF8 - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.38781922202002,8.00974184035985,7.98267525140044,7.68373825396536,7.10204489764652,6.79931897890579,6.49410750066207,7.04049508699455,4.09524779768106,3.91156206901603,6.46935601729441,6.55470747009866,4.26985221203887,6.24011670856184,4.45440721921336,4.35155787445556,6.06952531997279,6.24051491869874,5.70478428266462,2.8094449030964,5.96096384835275,6.60720013979214,6.43239751509185,6.1033521669138,6.24184106046678
"HERC6 - mRNA",6.18915358920855,8.08559240037893,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.14375920963854,6.46072246616084,5.55128793689132,7.20896020132605,7.17783070977035,6.64611061491351,6.71856705512193,4.09524779768106,3.91156206901603,6.60685947443669,7.36206247327378,6.57424022908534,3.93411062164778,6.41362469670674,4.35155787445556,5.2355353003651,5.65555233211482,4.3416253841596,6.86715051642078,2.81824358531489,2.76562024472676,6.74051987662916,5.22888324484569,6.30324159083361
"ADGRE1 - mRNA",6.18915358920855,7.533051282816,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,5.55128793689132,6.86103700339678,7.38428141054345,6.64611061491351,6.71856705512193,4.09524779768106,3.91156206901603,6.46935601729441,7.72463240162888,6.57424022908534,3.93411062164778,4.45440721921336,6.2352151913558,6.10429079899782,6.40557413866893,6.78570418953391,2.8094449030964,2.81824358531489,2.76562024472676,7.08447429215621,5.891848115836,4.26616241200163
"MAGEB2 - mRNA",6.5110817117769,7.533051282816,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,5.43581075280117,7.20896020132605,7.17783070977035,6.78361426044629,7.30352951474652,4.09524779768106,3.91156206901603,6.46935601729441,6.36206246450432,6.64462977182308,3.93411062164778,4.45440721921336,4.35155787445556,5.61886400118568,5.78108331914206,6.09180741879068,2.8094449030964,6.28289202198539,5.90676043459948,6.62504269743652,5.81384556603949,6.47316653949942
"NECTIN2 - mRNA",6.5110817117769,7.533051282816,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,7.78947583820079,7.79003015308801,7.65820309081316,6.98656773448367,7.28474574501116,7.4116454553289,6.52592196739464,4.09524779768106,6.86287351252155,3.22973526082972,7.0141390064226,4.26985221203887,3.93411062164778,6.2880937176994,6.2352151913558,5.5193282773066,5.95100825062212,5.64820078085254,2.8094449030964,6.13088881119443,5.71411531199821,6.49951187647544,5.96584866204921,7.0036814073451
"FAS - mRNA",7.35907860602919,7.94808886972482,8.6776643777879,4.99184601639063,5.4308195266067,3.47136437156448,6.18956293304606,6.08221094282266,6.27711297345233,6.72353346971827,6.79931897890579,6.64611061491351,7.52592195956672,4.09524779768106,3.91156206901603,3.22973526082972,7.13967000662845,7.15920292158209,6.67621579183532,6.63601706727374,6.89232749978619,6.71197338080627,6.55367287935007,6.25227201973404,2.8094449030964,5.96096384835275,5.90676043459948,6.99427651370315,6.81384556603949,6.47316653949942
"MS4A2 - mRNA",6.5110817117769,7.533051282816,7.60237628131166,4.99184601639063,7.71062642646526,6.38781922202002,4.41174369862063,4.42126935699206,4.50542934588126,6.98656773448367,7.56485375727068,6.78361426044629,2.56744030814171,4.09524779768106,3.91156206901603,6.84786758418782,7.0141390064226,6.95275191522904,6.67621579183532,6.87305626149766,6.2352151913558,5.41241311694331,4.01929466474245,6.04873863023697,6.86715051642078,2.81824358531489,6.3661919985843,6.56364224301224,5.3443603971623,4.26616241200163
"KLRB1 - mRNA",6.77411603061328,8.38104820148769,7.96494637224463,4.99184601639063,7.71062642646526,3.47136437156448,6.18956293304606,6.53287226510026,6.43581075280117,3.19980204416031,6.93682248616989,6.49410750066207,2.56744030814171,4.09524779768106,3.91156206901603,6.46935601729441,6.87663543914425,6.57424022908534,6.47458194406728,4.45440721921336,6.28966306120229,4.79943617429573,5.71968273797587,4.3416253841596,6.03707552884819,2.81824358531489,6.07668529977496,4.380265096346,5.10335218789752,4.26616241200163
"CCL14 - mRNA",6.5110817117769,3.89990153342207,7.49546104141786,4.99184601639063,7.71062642646526,3.47136437156448,6.18956293304606,5.63475190390678,6.09877569009304,3.19980204416031,6.47739081601437,6.32418259925047,2.56744030814171,4.09524779768106,3.91156206901603,6.60685947443669,7.55470746242538,6.77587416529762,6.67621579183532,4.45440721921336,6.05833745175314,4.95990088193683,4.01929466474245,5.7592320420997,6.03707552884819,2.81824358531489,6.71411531199821,6.89806114849799,5.22888324484569,6.36213512642935
"CD38 - mRNA",7.18915358920855,8.53305127892134,7.96494637224463,7.65244413126287,7.74304792038089,6.89031947843322,4.41174369862063,5.76028280534835,5.8508481937529,3.19980204416031,2.91043833744184,6.90914506396057,6.88849196676063,4.09524779768106,3.91156206901603,6.84786758418782,6.36206246450432,6.89616839058949,6.85309354361047,4.45440721921336,6.11973794680552,5.46686086207248,4.01929466474245,5.64820078085254,6.45211301714194,6.28289202198539,6.49172284714798,6.68393631750107,5.73138347222738,7.11059641371779
"HNF1A - mRNA",6.18915358920855,7.71362354770205,7.5499089634272,4.99184601639063,5.4308195266067,3.47136437156448,5.94445042862068,5.76028280534835,5.49470437652837,3.19980204416031,6.93682248616989,6.78361426044629,6.52592196739464,7.11353616365691,3.91156206901603,7.14742792240705,7.0141390064226,6.8372747055733,3.93411062164778,4.45440721921336,6.48897180398796,5.95990088193683,6.00347570299873,6.36189653675834,6.03707552884819,6.28289202198539,6.49172284714798,4.380265096346,6.1033521669138,6.47316653949942
"TNFRSF9 - mRNA",7.18915358920855,8.01847815672223,8.25445299678851,7.92253322887039,5.4308195266067,6.50329633474323,6.99691787487019,6.76028280534835,6.9593726755284,3.19980204416031,7.17783070977035,6.49410750066207,7.41900668158606,4.09524779768106,3.91156206901603,7.05431846916995,6.36206246450432,6.89616839058949,3.93411062164778,6.2880937176994,6.2352151913558,4.61886400118568,4.01929466474245,5.95854086063391,2.8094449030964,6.13088881119443,5.71411531199821,6.74051987662916,5.3443603971623,6.30324159083361
"KLRD1 - mRNA",6.99650857058257,8.2111232151913,8.08042362208855,8.1499436783933,5.4308195266067,3.47136437156448,5.99691788616535,6.2627830581985,6.60573563203428,3.19980204416031,6.47739081601437,6.78361426044629,6.52592196739464,4.09524779768106,3.91156206901603,6.60685947443669,6.72463240162888,7.05966726389232,6.54497127736634,4.45440721921336,6.28966306120229,5.56995431566748,6.10301128809736,6.64820078085254,2.8094449030964,2.81824358531489,6.60720013979214,6.94697086832873,6.03623802401417,6.52563394953421
"MMP1 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,7.30849582482043,2.91043833744184,6.49410750066207,7.30352951474652,4.09524779768106,3.91156206901603,7.84786759045008,7.36206247327378,4.26985221203887,7.10685011613101,7.03811538735184,6.17863172963434,6.73434112375637,7.53597086794703,8.0377676213824,6.77404111862036,6.42039550699433,7.90676043459948,7.9469708624822,6.22888326408076,7.71827909011246
"ARNT2 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,7.10204489764652,2.91043833744184,2.75168158722949,6.52592196739464,4.09524779768106,3.91156206901603,3.22973526082972,6.87663543914425,4.26985221203887,3.93411062164778,4.45440721921336,4.35155787445556,5.5193282773066,6.92404126902398,6.7322649522835,6.56759024216694,2.81824358531489,6.07668529977496,7.04008014921233,6.1033521669138,6.17771059913702
"C5AR1 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,5.81917659235191,5.37441017480725,7.4016053133979,2.91043833744184,2.75168158722949,7.04049508699455,4.09524779768106,3.91156206901603,3.22973526082972,6.87663543914425,6.89616839058949,3.93411062164778,6.52910188678928,6.34213056079025,5.95990088193683,5.58843821121584,6.52790648209607,6.77404111862036,6.76831882003973,6.22868851505859,6.74051987662916,6.77320361378379,6.4187187660948
"UBE2C - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,7.30849582482043,2.91043833744184,2.75168158722949,6.71856705512193,4.09524779768106,3.91156206901603,6.60685947443669,6.87663543914425,6.77587416529762,3.93411062164778,6.47251831468308,6.11973794680552,7.15491681638864,6.86854612335356,6.95854086063391,6.67450532548886,6.86785446712164,6.22868851505859,6.99427651370315,6.5508112474047,4.26616241200163
"WNT5A - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,5.43581075280117,6.72353346971827,6.79931897890579,2.75168158722949,6.71856705512193,4.09524779768106,3.91156206901603,6.84786758418782,2.54527724159701,6.95275191522904,3.93411062164778,6.47251831468308,6.28966306120229,6.26656209984541,7.2622100026134,6.78570418953391,6.67450532548886,2.81824358531489,6.49172284714798,6.84743513547733,6.5508112474047,6.47316653949942
"HDC - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,5.64899462176469,4.42126935699206,4.50542934588126,6.86103700339678,6.47739081601437,2.75168158722949,6.52592196739464,4.09524779768106,3.91156206901603,3.22973526082972,2.54527724159701,6.57424022908534,3.93411062164778,6.2880937176994,6.39275645051219,6.29693580354497,6.36604574990096,6.25227201973404,6.03707552884819,2.81824358531489,6.07668529977496,6.49951187647544,6.59811692296832,6.24184106046678
"PRF1 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,5.87576003914788,4.50542934588126,7.10204489764652,6.47739081601437,6.49410750066207,6.52592196739464,4.09524779768106,3.91156206901603,6.60685947443669,2.54527724159701,4.26985221203887,3.93411062164778,6.2880937176994,6.17863172963434,6.17140496816718,6.51804882410639,6.25227201973404,2.8094449030964,6.54592635679403,5.71411531199821,6.62504269743652,6.1033521669138,4.26616241200163
"MAGEA12 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,7.10204489764652,6.79931897890579,2.75168158722949,6.71856705512193,4.09524779768106,3.91156206901603,3.22973526082972,2.54527724159701,6.71174384642911,3.93411062164778,6.58354960601191,4.35155787445556,5.75636748223293,6.054101806311,5.64820078085254,2.8094449030964,6.28289202198539,6.22868851505859,6.56364224301224,6.3443603971623,6.76267319950612
"ARG1 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,6.98656773448367,6.47739081601437,2.75168158722949,6.30352951474652,4.09524779768106,3.91156206901603,6.46935601729441,2.54527724159701,6.64462977182308,3.93411062164778,4.45440721921336,4.35155787445556,5.56995431566748,5.95100825062212,6.36189653675834,6.32658214404588,6.13088881119443,5.71411531199821,6.68393631750107,5.3443603971623,4.26616241200163
"CXCL9 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.97278157916972,7.25565217041246,6.98267525710405,6.89524225326924,6.72353346971827,7.47739080791864,2.75168158722949,6.52592196739464,4.09524779768106,3.91156206901603,6.73239031458239,2.54527724159701,7.38159522468096,6.40058137372345,6.47251831468308,4.35155787445556,5.71197336704466,5.95100825062212,5.7592320420997,6.45211301714194,5.96096384835275,6.22868851505859,6.74051987662916,6.1033521669138,7.74064679015547
"IGF2R - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.80285661362027,6.27702583592146,6.03330132545379,6.37441017480725,6.72353346971827,6.47739081601437,6.64611061491351,6.71856705512193,7.03553360651072,3.91156206901603,6.46935601729441,2.54527724159701,4.26985221203887,6.15265388162591,6.2880937176994,4.35155787445556,6.06952531997279,6.44404830977115,6.21379796603665,6.56759024216694,6.6614035468966,6.71411531199821,7.16936323287035,6.68831477255355,6.71827909011246
"TLR8 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.38781922202002,5.77452547988911,5.98267525710405,6.09877569009304,7.20896020132605,7.28474574501116,6.90914506396057,6.52592196739464,7.03553360651072,3.91156206901603,7.05431846916995,2.54527724159701,4.26985221203887,3.93411062164778,6.41362469670674,6.44166612882918,5.1042908199679,5.71968273797587,6.00434444005032,6.67450532548886,6.28289202198539,6.49172284714798,7.16936323287035,5.3443603971623,6.36213512642935
"TNFSF18 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.50329633474323,4.41174369862063,4.42126935699206,6.20840018434808,7.10204489764652,7.06235335451556,7.23107319725973,6.71856705512193,4.09524779768106,6.86287351252155,6.95478275142539,2.54527724159701,6.95275191522904,3.93411062164778,6.99858706768376,6.05833745175314,6.29693580354497,6.83997694103187,6.61905427315769,6.67450532548886,7.28289202198539,6.81365106066764,7.71250548538029,6.16748245597973,6.76267319950612
"ROR2 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,7.56498118021175,5.4308195266067,6.89031947843322,6.5818803793564,6.12951665279282,6.09877569009304,7.10204489764652,8.17783070977035,7.13153750587477,7.04049508699455,4.09524779768106,7.56331324687139,7.05431846916995,2.54527724159701,4.26985221203887,6.54497127736634,6.95794514185333,6.57916963145516,6.8204977372643,7.05410181716721,7.09180741879068,6.18907861130815,5.96096384835275,6.22868851505859,7.62504270474468,6.73138345864968,6.67247541110701
"FYN - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.97278157916972,7.33931002220494,7.03330133646766,6.68373826098216,7.86103700960213,6.79931897890579,6.90914506396057,6.52592196739464,7.03553360651072,3.91156206901603,3.22973526082972,7.13967000662845,6.57424022908534,6.61208556663003,6.73555272051688,6.48897180398796,6.66616971028183,6.58843821121584,6.86232549097623,2.8094449030964,6.13088881119443,6.71411531199821,6.89806114849799,6.68831477255355,4.26616241200163
"LOXL2 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.04754399428926,5.98267525710405,6.13625035556994,7.20896020132605,7.17783070977035,6.13153750587477,2.56744030814171,7.45057106455141,3.91156206901603,3.22973526082972,7.36206247327378,6.89616839058949,6.79651011358044,7.35222397324585,6.70470049593573,6.8204977372643,6.71968272428761,7.07043381030272,6.95461327043656,6.96096384835275,6.71411531199821,7.04008014921233,6.68831477255355,6.92773248240396
"FPR1 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.80285661362027,7.52941292153284,7.98267525140044,7.86207543696815,7.20896020132605,6.47739081601437,6.13153750587477,2.56744030814171,7.18753677583396,3.91156206901603,3.22973526082972,6.72463240162888,4.26985221203887,6.15265388162591,6.58354960601191,6.70470049593573,6.77806248561342,7.07876388556976,7.21379795631802,6.18907861130815,6.96096384835275,6.49172284714798,7.12754303624614,6.64392057581764,7.0036814073451
"HCK - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.2622881535543,7.16684283991699,7.53287227289055,7.49470436053007,7.30849582482043,6.93682248616989,6.90914506396057,6.71856705512193,4.09524779768106,3.91156206901603,3.22973526082972,7.0141390064226,6.8372747055733,7.10685011613101,6.73555272051688,7.05833746257753,6.59461642806888,7.21848858947201,7.23316324321751,6.32658214404588,7.13088881119443,6.71411531199821,7.4995118685029,6.39880813515202,6.84756206634412
"CLEC7A - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.38781922202002,6.51149100026028,7.0579633016576,6.68373826098216,7.10204489764652,7.56485375727068,6.49410750066207,6.52592196739464,4.09524779768106,3.91156206901603,3.22973526082972,6.55470747009866,6.77587416529762,6.32257887405545,6.41362469670674,5.92709298445209,6.10429079899782,6.32540386534969,6.61905427315769,7.11507795181239,6.42039550699433,7.07668529977496,7.04008014921233,6.39880813515202,6.24184106046678
"DLL4 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.7097471825245,6.8334191204488,6.93020783045008,6.98013121284049,6.72353346971827,6.93682248616989,7.13153750587477,6.88849196676063,4.09524779768106,3.91156206901603,3.22973526082972,6.72463240162888,6.64462977182308,6.61208556663003,6.58354960601191,6.44166612882918,5.95990088193683,6.65555234642528,6.25227201973404,6.77404111862036,6.28289202198539,6.3661919985843,6.74051987662916,6.28777690004553,6.84756206634412
"PPARG - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.05078412502363,6.51149100026028,6.30460337936874,6.55128793689132,6.72353346971827,7.38428141054345,6.32418259925047,2.56744030814171,4.09524779768106,3.91156206901603,3.22973526082972,6.72463240162888,4.26985221203887,6.40058137372345,6.41362469670674,6.28966306120229,6.46686086207248,6.58843821121584,6.7322649522835,6.67450532548886,6.6614035468966,6.3661919985843,7.04008014921233,7.07018548988009,6.84756206634412
"CD86 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,7.56498118021175,5.4308195266067,6.80285661362027,6.09645362748722,6.84774565286147,6.65820309795526,7.48906811650356,7.38428141054345,6.32418259925047,2.56744030814171,4.09524779768106,3.91156206901603,3.22973526082972,7.2551471728932,6.8372747055733,6.32257887405545,6.78285847198025,6.74422892217568,6.5448632899482,6.51804882410639,6.70478428266462,6.45211301714194,6.28289202198539,6.71411531199821,7.24953347780669,6.64392057581764,6.84756206634412
"CD4 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,7.56498118021175,5.4308195266067,7.12478472659764,6.97092264764889,6.90324068888173,6.37441017480725,6.86103700339678,7.17783070977035,6.78361426044629,2.56744030814171,4.09524779768106,3.91156206901603,3.22973526082972,7.0141390064226,6.95275191522904,6.85309354361047,6.41362469670674,6.17863172963434,5.95990088193683,6.00347570299873,6.46377617310239,6.77404111862036,6.54592635679403,6.49172284714798,6.43239751509185,6.16748245597973,6.76267319950612
"ICAM2 - mRNA",1.72672268392744,3.89990153342207,7.5499089634272,4.99184601639063,5.4308195266067,3.47136437156448,6.61582773509589,6.72990914497851,6.82812815494721,6.86103700339678,6.47739081601437,7.13153750587477,7.04049508699455,4.09524779768106,3.91156206901603,6.60685947443669,6.55470747009866,4.26985221203887,6.40058137372345,6.35222396441639,4.35155787445556,6.17140496816718,6.48152305342829,7.07043381030272,6.18907861130815,6.54592635679403,6.90676043459948,6.84743513547733,7.1033521669138,7.04020726172873
"RUNX3 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.38781922202002,7.14375920963854,6.4232477620353,6.70882920008617,6.98656773448367,6.79931897890579,6.90914506396057,6.88849196676063,4.09524779768106,3.91156206901603,6.46935601729441,7.2551471728932,4.26985221203887,3.93411062164778,6.99858706768376,6.39275645051219,6.35582961296675,6.71968272428761,6.64820078085254,6.77404111862036,2.81824358531489,6.22868851505859,7.21000523713452,6.81384556603949,7.04020726172873
"PTEN - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.89000268919971,6.60158514598879,6.27711297345233,6.98656773448367,6.93682248616989,6.13153750587477,6.71856705512193,4.09524779768106,3.91156206901603,6.46935601729441,6.13966999639742,4.26985221203887,6.24011670856184,7.15059021979572,6.2352151913558,6.06952531997279,6.054101806311,6.49619770019288,2.8094449030964,2.81824358531489,6.22868851505859,7.3976322048984,6.85337399954171,6.52563394953421
"BRD3 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.61021158182585,6.4374904787403,6.03330132545379,5.98013121284049,6.98656773448367,7.64731579766713,6.64611061491351,6.52592196739464,4.09524779768106,3.91156206901603,7.31735285148549,6.87663543914425,6.57424022908534,3.93411062164778,6.82866210713906,6.11973794680552,6.43989376708072,6.65555234642528,6.91123507161777,6.18907861130815,6.86785446712164,6.60720013979214,7.21000523713452,7.00147262301092,6.47316653949942
