"","20201209_30102534211221-01_P0094 D3 27 nmc2 30_12.RCC","20201209_30102534211221-01_P0094 D3 18 nmc2 30_03.RCC","20201209_30102534211221-01_P0094 D3 23 PD1 250_08.RCC","20201208_30102534591221-01_P0094 D3 8 nmc2 100_05.RCC","20201208_30102534591221-01_P0094 D3 9 nmc2 30_06.RCC","20201209_30102534211221-01_P0094 D3 17 nmc2 100_02.RCC","20201209_30102534211221-01_P0094 D3 16 IFN_01.RCC","20201209_30102534211221-01_P0094 D3 26 nmc2 100_11.RCC","20201204_30102534581221-01_P0094 D0 1_07.RCC","20201204_30102534581221-01_P0094 D0 2 _08.RCC","20201204_30102534581221-01_P0094 D0 3_09.RCC","20201209_30102534211221-01_P0094 D3 19 IgG 250_04.RCC","20201208_30102534591221-01_P0094 D3 14 PD1 250_11.RCC","20201209_30102534211221-01_P0094 D3 25 IFN_10.RCC","20201208_30102534591221-01_P0094 D3 10 IgG 250_07.RCC","20201204_30102534581221-01_P0094 IgG 250 D3 1_10.RCC","20201208_30102534591221-01_P0094 D3 7 IFN_04.RCC"
"CX3CR1 - mRNA",6.20555702386624,6.45947839070811,6.15669091837212,5.62063317999033,5.45111448924894,3.79098780053728,5.66638948153136,5.42907299363566,3.84415422471054,3.91962420721993,4.10960812001167,4.61955809452065,5.0108908557719,5.09269600740399,4.9833010583602,4.9950935814872,4.74517751445099
"IL17A - mRNA",6.65806926314974,6.21155088341217,6.40461849141763,6.33432894477153,6.41458846947314,3.79098780053728,4.27467830509831,5.79830685298999,3.84415422471054,4.08008899983569,4.10960812001167,4.71909383067205,5.11042659793206,5.72496425836294,5.62715712225382,5.70363084024754,5.29771857171231
"GPR160 - mRNA",6.1275545194672,6.16574718500725,6.01467196370624,6.06423982715387,6.19527548145516,5.32299853806237,4.27467830509831,4.38219183199292,3.84415422471054,4.29159302360736,4.10960812001167,4.2716348337825,4.90397566906507,5.47120768919727,5.30522918061302,4.68193568526083,5.66271542387477
"TNFAIP6 - mRNA",6.41706109351704,6.0695318718268,5.80054714050218,5.6772167985786,6.46903635246113,6.01105454666099,4.27467830509831,4.38219183199292,4.67355936364789,4.15408955142472,4.5322015515829,4.81220318713504,5.24793013307168,4.90005103817791,5.26870318951265,4.84699498773588,4.92574972528493
"PPARG - mRNA",6.54259207549129,5.7965133971117,6.28597389371737,5.93097323439124,6.31901079512743,5.47500158825867,5.66638948153136,5.23642798266487,3.84415422471054,3.75774548029958,4.10960812001167,4.33576528161907,4.72709793840736,5.35573056121276,4.84128198900595,4.80746667507007,4.95376422833289
"DEFB134 - mRNA",6.54259207549129,5.67098249143081,6.1108872444148,5.85941998739401,6.15155421246358,5.32299853806237,5.4737445131578,5.23642798266487,3.84415422471054,3.75774548029958,4.38781158974131,4.85659733450365,5.11042659793206,5.19703276357453,4.93749731725294,5.0298590890464,5.08621445493616
"IFNA1 - mRNA",6.71251702706657,6.29901372237221,6.58295566931197,6.33432894477153,6.27893347206304,5.67663537045233,5.72528324898752,5.23642798266487,3.84415422471054,3.75774548029958,4.10960812001167,4.33576528161907,4.66296755641934,5.60365803200692,5.07076382180679,5.41890133563159,5.08621445493616
"NLRP3 - mRNA",6.04509238962028,6.01890581103194,6.5996344644274,6.12652409113584,6.03607683607231,5.61250510611104,5.93940803177171,4.38219183199292,3.84415422471054,3.75774548029958,4.10960812001167,4.39716565362155,5.0108908557719,5.52565557439912,4.9833010583602,5.12939480086993,5.23060437236065
"STAT4 - mRNA",6.65806926314974,5.7965133971117,6.17905880357785,5.90751437825099,6.19527548145516,5.40100095901364,5.4737445131578,4.38219183199292,3.84415422471054,4.91962425488717,5.09408026219359,4.94148618940801,5.06151687792496,5.67765856449657,4.84128198900595,5.36546207667013,5.31941359573276
"WNT3A - mRNA",6.41706109351704,6.79651338413333,6.15669091837212,5.2247044573611,5.93654117508448,6.15307340822532,5.88878198808802,4.38219183199292,3.84415422471054,4.41712393024707,4.10960812001167,4.85659733450365,5.0108908557719,5.23019963108508,4.44273268114378,5.25225150407418,5.25332439962963
"IFIT2 - mRNA",6.20555702386624,6.21155088341217,5.77140080540766,5.85941998739401,6.15155421246358,5.32299853806237,4.27467830509831,6.12951288178159,5.15898603737461,4.41712393024707,4.78374024126317,4.61955809452065,4.66296755641934,5.35573056121276,4.8901916448469,4.76682469204475,5.00821198304444
"CMKLR1 - mRNA",6.48119141038367,6.11844148161637,6.26521541500831,5.62063317999033,5.80161167813643,5.47500158825867,4.27467830509831,5.54455039136376,4.76666872564051,3.83216139576162,4.94723898851038,4.85659733450365,4.95842358337107,5.55212766447634,4.9833010583602,4.80746667507007,5.29771857171231
"LRRC32 - mRNA",6.95762947804528,6.60386831175309,6.49654101113267,5.97677702228667,5.68377518288966,6.24053630790918,4.27467830509831,5.79830685298999,5.15898603737461,4.83216144640807,4.66344607130651,4.85659733450365,5.37346098984514,5.55212766447634,5.19275440303362,4.92294393608456,5.20752065389072
"CD86 - mRNA",6.48119141038367,6.11844148161637,6.01467196370624,5.731664476089,5.93654117508448,5.47500158825867,4.27467830509831,5.42907299363566,5.22610036355002,4.35572326814188,4.5322015515829,5.09760540336385,5.48893821797332,5.35573056121276,5.19275440303362,5.19213039485903,4.80791329154546
"CXCR3 - mRNA",6.7649843354354,6.38147588052836,6.17905880357785,5.731664476089,5.48673818180682,5.73803584812792,4.27467830509831,5.84411065197207,5.35163119102927,3.75774548029958,4.66344607130651,5.33576528161907,5.29099891972839,4.90005103817791,4.84128198900595,5.54443221771545,4.77688646422479
"SELE - mRNA",7.31518149596893,6.63781553398549,6.75660375555584,6.43620865550172,6.75854295781213,5.90796099072935,4.27467830509831,5.97339363806226,4.76666872564051,4.22447885230468,4.10960812001167,4.94148618940801,5.37346098984514,5.90005106233709,5.62715712225382,5.86636036206281,5.66271542387477
"WNT2 - mRNA",6.60148562278491,6.53347898608656,6.32661586588887,6.22470447665197,6.03607683607231,5.54539086672292,4.27467830509831,5.5989981811102,3.84415422471054,3.75774548029958,4.10960812001167,4.76639952071312,5.06151687792496,5.23019963108508,5.26870318951265,5.36546207667013,5.03468413653634
"CCNA1 - mRNA",6.1275545194672,5.85540697195561,6.72654664079818,6.56173951537186,6.48673818180682,5.90796099072935,4.27467830509831,6.0535639979168,3.84415422471054,4.29159302360736,4.10960812001167,3.94271801654841,5.48893821797332,5.57812284665382,5.07076382180679,5.56827902048129,5.38260739279957
"EIF5AL1 - mRNA",6.54259207549129,6.3408339059193,6.89815786697498,6.41972041360162,6.31901079512743,5.85351317159047,4.27467830509831,6.01403562830003,3.84415422471054,4.08008899983569,4.10960812001167,4.56709070071005,5.48893821797332,6.01869547936472,4.62715715144364,5.44489647792346,5.31941359573276
"DPP4 - mRNA",6.48119141038367,6.0695318718268,6.47861904561481,5.90751437825099,6.39597283655047,5.24053632698951,6.16888983709941,5.54455039136376,3.84415422471054,3.75774548029958,4.94723898851038,4.13413122040004,5.29099891972839,5.49868842930111,5.62715712225382,5.33798141158456,5.36184887723835
"MAGEA4 - mRNA",6.91182588765314,6.56910288708062,6.34651548833273,5.75813679703791,6.08338275793892,5.47500158825867,6.40335509274161,6.16603878201952,3.84415422471054,3.83216139576162,4.5322015515829,4.61955809452065,5.81824580979034,5.05617016823711,5.19275440303362,5.19213039485903,5.11130538171448
"S100A12 - mRNA",6.1275545194672,6.0695318718268,6.46047163992774,6.22470447665197,6.21664921621303,5.85351317159047,6.03562338191537,6.20166253836894,3.84415422471054,3.75774548029958,4.10960812001167,4.13413122040004,5.0108908557719,5.57812284665382,5.23122851659278,5.22250412282808,5.34078720083113
"NFAM1 - mRNA",6.27955759846801,6.53347898608656,6.49654101113267,6.12652409113584,6.08338275793892,6.05996408897982,5.78186663995269,5.88850480101111,3.84415422471054,4.15408955142472,4.10960812001167,4.51264294477764,5.20353606235663,5.29432990166121,5.07076382180679,5.12939480086993,5.08621445493616
"FAM30A - mRNA",6.54259207549129,6.60386831175309,6.49654101113267,6.02117112290229,5.9620763680269,5.85351317159047,5.6049890887815,6.20166253836894,3.84415422471054,4.00208634093009,4.10960812001167,4.71909383067205,5.15773226286527,5.47120768919727,5.23122851659278,4.88546913555051,5.16021504062683
"ROR2 - mRNA",5.95762948965226,6.29901372237221,6.44209305012385,5.8347580561207,6.25846926997184,6.28235645471073,5.8363144987552,5.84411065197207,3.84415422471054,3.91962420721993,4.46181213328202,4.94148618940801,5.15773226286527,5.57812284665382,5.23122851659278,5.78728874161161,5.25332439962963
"PF4 - mRNA",6.04509238962028,6.11844148161637,6.34651548833273,5.80966697094284,6.01182934870178,6.40100095901364,5.88878198808802,5.5989981811102,3.84415422471054,3.75774548029958,4.30980911985455,4.61955809452065,5.66296755641934,5.44319334236122,4.93749731725294,5.56827902048129,5.34078720083113
"ITGAL - mRNA",6.04509238962028,6.42100425219803,6.01467196370624,5.70469742541514,5.88407378659805,5.79692957934902,5.40335509274161,5.23642798266487,3.84415422471054,4.08008899983569,4.10960812001167,4.85659733450365,5.11042659793206,5.35573056121276,5.23122851659278,5.33798141158456,5.06067928926675
"PRKAA2 - mRNA",6.1275545194672,6.56910288708062,6.17905880357785,6.12652409113584,5.91054612587428,5.90796099072935,5.4737445131578,5.75100123586055,3.84415422471054,4.00208634093009,4.66344607130651,4.76639952071312,5.45146355313326,5.74804795547027,5.15322607500554,5.39242905557595,5.25332439962963
"MAPK10 - mRNA",6.81561049678706,6.88397622920084,6.51424294271906,5.8347580561207,5.98716735537387,6.15307340822532,5.4737445131578,5.97339363806226,3.84415422471054,3.75774548029958,4.10960812001167,5.13413126148162,5.24793013307168,5.65341104356926,5.23122851659278,5.25225150407418,5.62836376262011
"FPR1 - mRNA",6.65806926314974,6.63781553398549,6.17905880357785,5.75813679703791,5.88407378659805,6.10726977027527,5.93940803177171,5.6514655202132,3.84415422471054,4.35572326814188,4.66344607130651,5.13413126148162,5.37346098984514,5.16308530710967,4.73818848113006,5.30996700044607,5.08621445493616
"RAD51C - mRNA",6.65806926314974,6.70340397541573,6.40461849141763,5.75813679703791,6.19527548145516,6.01105454666099,5.72528324898752,5.5989981811102,3.84415422471054,4.41712393024707,4.89477149933695,5.45605944674843,5.52546405544876,5.32535694590214,4.8901916448469,4.9950935814872,5.18406173099188
"IL22RA1 - mRNA",6.48119141038367,6.85540698441485,6.22278000983222,5.64920233506182,6.05992367245576,5.61250510611104,5.8363144987552,5.6514655202132,3.84415422471054,3.83216139576162,4.46181213328202,5.30405629487626,4.78849852392578,5.41462422067134,5.07076382180679,4.80746667507007,4.77688646422479
"C7 - mRNA",6.65806926314974,6.60386831175309,6.01467196370624,5.78413187562056,6.23771077944823,5.79692957934902,5.98831769572701,5.42907299363566,3.84415422471054,3.75774548029958,4.10960812001167,4.98212824563508,5.15773226286527,5.52565557439912,4.9833010583602,4.68193568526083,4.80791329154546
"LAMA1 - mRNA",7.00202350419613,5.91199061053829,5.74165347301883,5.64920233506182,6.17358046375321,6.10726977027527,6.69613692058075,5.54455039136376,3.84415422471054,4.15408955142472,4.10960812001167,4.94148618940801,5.52546405544876,5.60365803200692,4.79065596087105,5.28139777478665,4.98124490414892
"BATF3 - mRNA",6.48119141038367,6.21155088341217,6.17905880357785,5.59148686125929,5.85710673070141,5.40100095901364,6.16888983709941,5.6514655202132,3.84415422471054,4.91962425488717,4.30980911985455,4.67018425663441,5.41298931264586,5.49868842930111,5.19275440303362,5.30996700044607,4.95376422833289
"NOD2 - mRNA",6.71251702706657,6.53347898608656,6.15669091837212,5.78413187562056,5.93654117508448,5.67663537045233,5.66638948153136,5.3676725741793,3.84415422471054,4.73905207915731,4.38781158974131,4.94148618940801,5.33281904909862,5.70150539285631,4.8901916448469,4.9950935814872,4.83828687513485
"CXorf36 - mRNA",6.54259207549129,6.3408339059193,6.64854398953653,6.24356363944042,5.91054612587428,5.61250510611104,6.12582113890512,5.79830685298999,3.84415422471054,4.53260110611095,4.10960812001167,4.71909383067205,5.15773226286527,5.81516210618286,5.19275440303362,5.59173805215509,5.16021504062683
"CCND2 - mRNA",6.20555702386624,5.91199061053829,6.15669091837212,6.0428661959909,6.12918631191633,5.85351317159047,5.88878198808802,5.5989981811102,3.84415422471054,4.58704899171481,4.46181213328202,4.76639952071312,5.11042659793206,5.60365803200692,5.07076382180679,5.12939480086993,5.36184887723835
"WNT2B - mRNA",6.34994704397683,6.21155088341217,6.49654101113267,5.9540569439685,6.35800495734215,6.24053630790918,5.88878198808802,6.01403562830003,3.84415422471054,4.73905207915731,4.5322015515829,4.94148618940801,5.48893821797332,5.74804795547027,5.40956574623967,5.22250412282808,5.16021504062683
"GPC4 - mRNA",6.7649843354354,6.82626073308954,6.6644855852373,5.99914472429989,6.08338275793892,6.15307340822532,6.03562338191537,6.09203817202469,4.85413152948008,4.69014238739633,4.84032384214897,5.27163487112937,5.59585343106833,5.85823090795938,5.59801092016057,5.33798141158456,5.23060437236065
"CLEC4E - mRNA",7.16708288978846,6.70340397541573,6.32661586588887,5.90751437825099,6.03607683607231,6.24053630790918,6.16888983709941,6.09203817202469,5.29023067248037,4.53260110611095,4.5322015515829,4.89966593776427,5.59585343106833,5.74804795547027,5.30522918061302,5.47043160373219,5.16021504062683
"SIGLEC5 - mRNA",6.60148562278491,6.49695297548573,6.44209305012385,6.31662694061001,6.21664921621303,6.28235645471073,5.98831769572701,5.79830685298999,5.41052485605681,4.58704899171481,4.5322015515829,4.85659733450365,5.37346098984514,6.03755448725401,5.40956574623967,5.95946969380991,4.77688646422479
"BCAT1 - mRNA",6.60148562278491,6.49695297548573,6.68025283926029,6.18623032414496,6.23771077944823,6.15307340822532,6.12582113890512,5.79830685298999,5.01459618329611,4.87655554888437,4.66344607130651,4.94148618940801,5.15773226286527,6.18015896305515,5.15322607500554,5.63754159312646,5.42324942628788
"CCL8 - mRNA",6.1275545194672,5.91199061053829,6.49654101113267,5.93097323439124,6.25846926997184,6.05996408897982,6.08142704472536,5.79830685298999,4.67355936364789,4.53260110611095,5.18427819147953,4.85659733450365,5.48893821797332,5.7707680340675,5.47515416178462,5.47043160373219,5.18406173099188
"OLFML2B - mRNA",6.41706109351704,6.16574718500725,6.34651548833273,5.43620865550172,6.21664921621303,6.4384757554823,5.8363144987552,5.84411065197207,5.35163119102927,4.63951639017129,4.84032384214897,5.09760540336385,5.45146355313326,5.60365803200692,5.40956574623967,5.7460660788851,5.08621445493616
"CD28 - mRNA",6.27955759846801,6.25594501102959,6.40461849141763,5.64920233506182,5.77304249179763,6.15307340822532,6.12582113890512,5.54455039136376,5.08859673573013,4.58704899171481,4.5322015515829,4.71909383067205,5.06151687792496,5.67765856449657,5.15322607500554,5.63754159312646,5.23060437236065
"AQP9 - mRNA",7.04509238962028,6.29901372237221,6.71127972530302,5.9540569439685,6.55545111071705,6.51062547267304,6.21071012680291,5.702091601201,4.93659365641804,4.96144441560067,4.94723898851038,4.61955809452065,5.59585343106833,5.85823090795938,5.02769513763793,5.33798141158456,5.36184887723835
"IL6 - mRNA",6.91182588765314,6.11844148161637,6.5996344644274,5.8347580561207,5.74389613752342,6.24053630790918,6.08142704472536,6.12951288178159,5.08859673573013,5.3240145978861,4.89477149933695,4.45605944674843,5.29099891972839,5.65341104356926,5.44273271431403,5.47043160373219,5.57525241886919
"GHR - mRNA",6.54259207549129,5.60386831175309,6.54900834885453,6.35181649751741,6.48673818180682,5.85351317159047,5.54085866917313,5.702091601201,4.67355936364789,4.47601759769149,4.10960812001167,4.76639952071312,5.59585343106833,5.52565557439912,5.65572636545415,5.63754159312646,5.67958909275793
"CLEC7A - mRNA",6.48119141038367,6.21155088341217,6.36614421841593,6.06423982715387,6.25846926997184,6.15307340822532,5.72528324898752,5.48796682466903,4.85413152948008,4.63951639017129,4.5322015515829,5.36679201914597,5.95842358337107,5.47120768919727,5.19275440303362,5.54443221771545,5.761119103838
"BMP2 - mRNA",6.81561049678706,5.85540697195561,6.36614421841593,6.26217916772614,6.39597283655047,6.47500160447695,5.4737445131578,5.702091601201,5.08859673573013,4.69014238739633,4.72484669187665,5.30405629487626,5.48893821797332,5.67765856449657,5.76466074949494,5.56827902048129,5.59317440905172
"TRAT1 - mRNA",6.34994704397683,6.29901372237221,6.68025283926029,6.64920233506182,6.74389612406298,6.05996408897982,5.8363144987552,6.12951288178159,5.01459618329611,5.00208634093009,4.66344607130651,4.39716565362155,5.81824580979034,5.7707680340675,5.62715712225382,5.30996700044607,5.69626791026011
"IL2 - mRNA",6.41706109351704,6.11844148161637,6.44209305012385,6.53136587932573,6.58861799800883,5.54539086672292,6.16888983709941,6.09203817202469,5.01459618329611,4.15408955142472,4.38781158974131,4.51264294477764,5.45146355313326,5.83685717995925,5.5682634830662,5.65990946367,5.20752065389072
"TPSAB1/B2 - mRNA",7.00202350419613,7.23391862396142,6.44209305012385,6.0428661959909,5.9620763680269,5.61250510611104,5.54085866917313,5.5989981811102,5.01459618329611,4.29159302360736,4.10960812001167,5.13413126148162,4.95842358337107,5.85823090795938,5.02769513763793,5.49552264921295,5.38260739279957
"IKBKG - mRNA",6.71251702706657,7.32007526965572,6.96404590976258,6.18623032414496,6.39597283655047,6.05996408897982,6.03562338191537,6.01403562830003,4.67355936364789,4.83216144640807,4.10960812001167,5.59356289879235,5.45146355313326,5.7707680340675,5.44273271431403,5.52018476577809,5.91153599248268
"CCR5 - mRNA",6.86452009299877,6.76613963650943,6.78604752374476,6.14670197536785,6.10646614511908,5.85351317159047,5.98831769572701,5.79830685298999,4.76666872564051,4.29159302360736,4.10960812001167,5.30405629487626,5.45146355313326,5.60365803200692,5.3408530574162,5.36546207667013,5.57525241886919
"LY9 - mRNA",6.34994704397683,6.3408339059193,6.46047163992774,6.06423982715387,6.33863969759953,5.61250510611104,5.40335509274161,5.9315734326525,5.08859673573013,3.91962420721993,4.10960812001167,4.81220318713504,5.11042659793206,5.3854777341983,5.30522918061302,5.06380650621018,5.36184887723835
"CXCL6 - mRNA",6.95762947804528,6.53347898608656,6.38550960671098,6.28055769942027,6.2991112858769,5.61250510611104,5.6049890887815,5.6514655202132,4.85413152948008,4.41712393024707,4.38781158974131,4.33576528161907,5.20353606235663,5.87929240238237,5.30522918061302,5.30996700044607,5.38260739279957
"CLECL1 - mRNA",6.60148562278491,5.96643828895889,6.47861904561481,6.16660153503707,6.35800495734215,5.85351317159047,5.8363144987552,5.48796682466903,4.93659365641804,4.53260110611095,4.38781158974131,5.13413126148162,5.48893821797332,5.70150539285631,5.19275440303362,5.28139777478665,5.11130538171448
"CCR2 - mRNA",6.7649843354354,6.3408339059193,6.30643806294079,5.99914472429989,6.03607683607231,5.73803584812792,6.12582113890512,5.84411065197207,5.15898603737461,4.47601759769149,4.10960812001167,4.76639952071312,5.52546405544876,5.47120768919727,5.30522918061302,5.47043160373219,5.03468413653634
"CCL7 - mRNA",7.12755452978452,6.88397622920084,6.77140080540766,6.06423982715387,6.48673818180682,5.73803584812792,6.03562338191537,6.36767255670845,5.15898603737461,3.75774548029958,4.10960812001167,5.02165658884915,5.72709791117117,5.81516210618286,5.44273271431403,5.54443221771545,5.53872665146656
"FCRL2 - mRNA",7.04509238962028,6.45947839070811,7.01467196370624,6.31662694061001,6.62103939542119,6.28235645471073,6.03562338191537,6.01403562830003,4.76666872564051,4.00208634093009,4.30980911985455,5.33576528161907,5.15773226286527,6.07454885014452,5.3408530574162,5.52018476577809,5.72905777534763
"VEGFC - mRNA",6.91182588765314,6.29901372237221,6.68025283926029,6.45251035364229,6.66834508135849,6.05996408897982,5.93940803177171,5.88850480101111,4.76666872564051,4.00208634093009,4.10960812001167,4.71909383067205,5.06151687792496,6.09269600740399,5.40956574623967,5.82736615557941,5.16021504062683
"IL10 - mRNA",6.04509238962028,5.67098249143081,5.91157841454386,4.50033896539574,4.65274827872707,5.40100095901364,5.72528324898752,5.702091601201,5.35163119102927,4.35572326814188,4.10960812001167,4.56709070071005,4.59585343106833,5.05617016823711,4.5068629608761,4.68193568526083,4.38260742738143
"SPIB - mRNA",6.04509238962028,5.67098249143081,5.54900834885453,5.18623034395721,4.88407378659805,5.90796099072935,5.8363144987552,5.30354219070007,5.08859673573013,4.73905207915731,4.59931565108024,4.51264294477764,5.15773226286527,5.19703276357453,4.23122847818512,4.59173805215509,4.42324945990912
"CD247 - mRNA",6.81561049678706,5.67098249143081,5.06358154633597,4.56173951537186,4.77304249179763,5.90796099072935,5.66638948153136,5.79830685298999,4.76666872564051,4.69014238739633,4.78374024126317,3.94271801654841,4.72709793840736,4.2110489614867,4.68374068879149,4.33798141158456,4.09456275091373
"CD40 - mRNA",6.27955759846801,5.7965133971117,5.32661586588887,5.2247044573611,4.88407378659805,5.85351317159047,5.98831769572701,5.88850480101111,4.85413152948008,4.53260110611095,4.84032384214897,4.39716565362155,5.15773226286527,4.41462422067134,4.79065596087105,4.23441678277783,4.50125186927712
"TNFRSF18 - mRNA",6.1275545194672,5.29901374069462,5.1108872444148,4.29870515840826,4.45111448924894,5.96042835055578,5.93940803177171,5.702091601201,5.15898603737461,4.41712393024707,4.94723898851038,4.2045205169912,5.24793013307168,4.2110489614867,3.85032798039789,4.4955226172345,4.09456275091373
"CD45RA - mRNA",6.20555702386624,5.38147588052836,4.91157841454386,4.50033896539574,4.88407378659805,6.3625268554936,6.16888983709941,5.5989981811102,5.89595166384472,4.91962425488717,4.46181213328202,4.33576528161907,4.95842358337107,4.35573052598063,4.44273268114378,4.23441678277783,4.09456275091373
"MGMT - mRNA",6.1275545194672,5.45947840710184,5.44209305012385,4.93097325803811,4.58861798301878,6.3625268554936,6.08142704472536,5.75100123586055,5.5740236174132,5.00208634093009,4.89477149933695,4.13413122040004,5.15773226286527,4.35573052598063,4.56826345266013,4.4955226172345,4.09456275091373
"CD70 - mRNA",6.1275545194672,6.38147588052836,6.01467196370624,5.6772167985786,5.52150377002877,6.19746747905179,6.12582113890512,5.30354219070007,4.93659365641804,4.08008899983569,4.46181213328202,4.56709070071005,5.52546405544876,5.09269600740399,4.73818848113006,4.39242905557595,4.67958909275793
"ADGRE1 - mRNA",6.04509238962028,5.67098249143081,5.77140080540766,5.6772167985786,5.62103938076426,5.73803584812792,5.8363144987552,5.23642798266487,5.22610036355002,4.22447885230468,4.46181213328202,4.33576528161907,5.0108908557719,5.32535694590214,4.9833010583602,4.80746667507007,4.42324945990912
"CD6 - mRNA",6.41706109351704,6.21155088341217,5.96404590976258,5.56173951537186,5.55545111071705,5.47500158825867,5.93940803177171,5.48796682466903,5.01459618329611,4.58704899171481,4.10960812001167,4.39716565362155,5.24793013307168,5.16308530710967,4.5068629608761,4.9950935814872,4.64564183321522
"GNLY - mRNA",6.54259207549129,5.85540697195561,5.91157841454386,5.64920233506182,5.65274827872707,5.24053632698951,6.16888983709941,5.6514655202132,5.22610036355002,4.73905207915731,4.5322015515829,4.33576528161907,4.95842358337107,5.09269600740399,4.8901916448469,4.4955226172345,4.61087649096592
"MFNG - mRNA",6.91182588765314,6.29901372237221,5.64854398953653,5.59148686125929,5.65274827872707,5.61250510611104,6.03562338191537,5.88850480101111,5.62464966959703,4.35572326814188,4.72484669187665,5.36679201914597,5.52546405544876,5.09269600740399,4.9833010583602,4.76682469204475,4.09456275091373
"GLI1 - mRNA",6.7649843354354,6.25594501102959,6.06358154633597,5.731664476089,5.17358044376649,5.32299853806237,5.78186663995269,5.88850480101111,4.76666872564051,4.58704899171481,4.46181213328202,4.85659733450365,5.06151687792496,4.90005103817791,4.73818848113006,5.12939480086993,4.74517751445099
"TNFRSF10C - mRNA",7.08691254970888,6.67098250558903,5.91157841454386,5.33432892689219,4.98716735537387,5.47500158825867,6.21071012680291,5.79830685298999,5.08859673573013,4.63951639017129,4.84032384214897,4.61955809452065,5.24793013307168,5.05617016823711,4.79065596087105,5.30996700044607,4.34078720083113
"COL5A1 - mRNA",6.20555702386624,5.60386831175309,5.51424294271906,4.83475803084301,5.17358044376649,6.19746747905179,5.98831769572701,6.0535639979168,4.67355936364789,4.58704899171481,5.38781158974131,4.85659733450365,5.11042659793206,4.85823090795938,4.73818848113006,4.9950935814872,4.09456275091373
"IL18R1 - mRNA",6.54259207549129,5.7965133971117,5.06358154633597,5.06423984871425,4.88407378659805,6.05996408897982,5.78186663995269,5.97339363806226,4.76666872564051,4.29159302360736,5.18427819147953,4.76639952071312,5.11042659793206,5.01869545711284,4.30522914412574,4.4955226172345,4.16021504062683
"PTGER4 - mRNA",6.41706109351704,5.53347897051252,5.64854398953653,5.2247044573611,5.45111448924894,5.67663537045233,5.40335509274161,5.6514655202132,4.93659365641804,4.96144441560067,5.13988401384381,4.76639952071312,5.11042659793206,4.41462422067134,4.56826345266013,5.0298590890464,4.64564183321522
"GNG4 - mRNA",6.27955759846801,5.91199061053829,5.28597389371737,5.06423984871425,5.25846928881647,5.61250510611104,5.8363144987552,5.54455039136376,4.76666872564051,4.47601759769149,4.59931565108024,5.06013071679503,4.90397566906507,4.72496425836294,4.56826345266013,5.0298590890464,4.42324945990912
"ADORA2A - mRNA",6.34994704397683,6.16574718500725,5.74165347301883,5.33432892689219,5.33863969759953,5.96042835055578,6.03562338191537,5.79830685298999,5.15898603737461,4.73905207915731,4.89477149933695,4.2045205169912,4.90397566906507,4.94069302670178,4.9833010583602,4.88546913555051,4.09456275091373
"COL17A1 - mRNA",6.65806926314974,6.11844148161637,5.40461849141763,4.6772167985786,5.12918631191633,6.10726977027527,5.72528324898752,6.01403562830003,5.35163119102927,4.87655554888437,5.30980911985455,4.81220318713504,5.29099891972839,4.94069302670178,4.73818848113006,5.06380650621018,4.09456275091373
"CSF2RB - mRNA",6.60148562278491,6.11844148161637,5.51424294271906,5.14670197536785,4.65274827872707,5.90796099072935,5.72528324898752,5.702091601201,4.67355936364789,3.75774548029958,4.72484669187665,4.33576528161907,5.29099891972839,4.98022134899074,4.15322603446413,4.39242905557595,4.61087649096592
"FCAR - mRNA",6.65806926314974,6.0695318718268,6.30643806294079,5.26217916772614,5.12918631191633,6.19746747905179,6.03562338191537,5.9315734326525,5.01459618329611,4.15408955142472,4.66344607130651,5.13413126148162,5.45146355313326,5.19703276357453,4.73818848113006,4.80746667507007,5.20752065389072
"CD80 - mRNA",6.7649843354354,6.25594501102959,5.9895809013168,4.78413190180102,5.33863969759953,5.40100095901364,6.03562338191537,5.5989981811102,4.67355936364789,4.29159302360736,4.78374024126317,5.16975515417851,5.20353606235663,5.01869545711284,4.62715715144364,4.54443221771545,4.50125186927712
"TNFRSF9 - mRNA",6.54259207549129,5.85540697195561,5.54900834885453,5.02117112290229,5.48673818180682,6.05996408897982,4.27467830509831,4.38219183199292,5.22610036355002,4.91962425488717,5.34933753319204,4.56709070071005,4.90397566906507,4.94069302670178,4.07076377888058,4.88546913555051,4.11130538171448
"NCAM1 - mRNA",6.60148562278491,5.73511273282084,5.6161226399582,5.33432892689219,5.2991112858769,5.24053632698951,5.54085866917313,4.38219183199292,5.29023067248037,5.08008899983569,5.49743608932004,4.39716565362155,4.28387185478812,4.94069302670178,4.84128198900595,4.95946971699429,5.16021504062683
"CD209 - mRNA",6.41706109351704,6.16574718500725,6.08742836467014,5.5003389972676,5.68377518288966,5.40100095901364,5.72528324898752,4.38219183199292,5.01459618329611,4.73905207915731,4.59931565108024,4.67018425663441,4.78849852392578,4.81516213180624,4.5068629608761,4.59173805215509,4.95376422833289
"ICOSLG - mRNA",6.48119141038367,6.21155088341217,5.85713064895757,4.83475803084301,5.55545111071705,5.47500158825867,5.4737445131578,4.38219183199292,4.93659365641804,4.91962425488717,5.22734681417607,4.13413122040004,4.28387185478812,4.72496425836294,4.07076377888058,4.63754162210693,4.74517751445099
