"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"ZEB2-mRNA",-0.262,0.708,-1.65,1.13,0.834,0.319,2.18,0.713,1,"lm.nb","NM_001171653.1:1879"
"BAD-mRNA",0.106,0.288,-0.458,0.67,1.08,0.728,1.59,0.714,1,"lm.nb","NM_004322.3:963"
"DPP4-mRNA",0.263,0.718,-1.14,1.67,1.2,0.453,3.18,0.715,1,"lm.nb","NM_001935.3:1861"
"SPP1-mRNA",0.46,1.26,-2.01,2.93,1.38,0.248,7.62,0.716,1,"loglinear","NM_000582.2:760"
"EIF4EBP1-mRNA",-0.168,0.46,-1.07,0.733,0.89,0.477,1.66,0.716,1,"lm.nb","NM_004095.3:673"
"IFIT3-mRNA",0.17,0.47,-0.751,1.09,1.13,0.594,2.13,0.718,1,"lm.nb","NM_001031683.3:712"
"TLR4-mRNA",0.172,0.476,-0.76,1.1,1.13,0.59,2.15,0.719,1,"lm.nb","NR_024168.1:2575"
"PDK1-mRNA",-0.137,0.382,-0.886,0.612,0.91,0.541,1.53,0.722,1,"lm.nb","NM_002610.3:401"
"FLT1-mRNA",0.226,0.633,-1.01,1.47,1.17,0.495,2.76,0.722,1,"lm.nb","NM_002019.4:530"
"CXCR4-mRNA",0.184,0.518,-0.831,1.2,1.14,0.562,2.3,0.723,1,"lm.nb","NM_001008540.1:1060"
"RELA-mRNA",-0.139,0.402,-0.927,0.648,0.908,0.526,1.57,0.73,1,"lm.nb","NM_021975.3:1990"
"DDB2-mRNA",-0.122,0.354,-0.816,0.572,0.919,0.568,1.49,0.732,1,"lm.nb","NM_000107.2:1556"
"MET-mRNA",0.175,0.509,-0.822,1.17,1.13,0.566,2.25,0.732,1,"lm.nb","NM_000245.2:1488"
"IL12RB2-mRNA",-0.217,0.633,-1.46,1.02,0.86,0.364,2.03,0.733,1,"lm.nb","NM_001319233.1:880"
"TWF1-mRNA",0.0973,0.284,-0.46,0.655,1.07,0.727,1.57,0.733,1,"lm.nb","NM_002822.4:1574"
"API5-mRNA",0.156,0.456,-0.737,1.05,1.11,0.6,2.07,0.734,1,"lm.nb","NM_001142930.1:1552"
"ENTPD1-mRNA",0.169,0.495,-0.8,1.14,1.12,0.574,2.2,0.734,1,"lm.nb","NM_001098175.1:1418"
"MAML2-mRNA",-0.13,0.388,-0.89,0.63,0.914,0.539,1.55,0.738,1,"lm.nb","NM_032427.1:4125"
"PLOD2-mRNA",-0.441,1.32,-3.02,2.14,0.737,0.123,4.4,0.738,1,"loglinear","NM_182943.2:2588"
"HMGB1-mRNA",0.151,0.455,-0.741,1.04,1.11,0.598,2.06,0.742,1,"lm.nb","NM_002128.5:3400"
"MYC-mRNA",-0.189,0.584,-1.33,0.956,0.877,0.397,1.94,0.747,1,"lm.nb","NM_002467.3:1615"
"NT5E-mRNA",0.224,0.691,-1.13,1.58,1.17,0.457,2.99,0.747,1,"lm.nb","NM_002526.3:3526"
"CSF1R-mRNA",0.168,0.521,-0.852,1.19,1.12,0.554,2.28,0.748,1,"lm.nb","NM_005211.3:958"
"RB1-mRNA",0.178,0.554,-0.908,1.26,1.13,0.533,2.4,0.749,1,"lm.nb","NM_000321.2:2769"
"ZC3H12A-mRNA",-0.147,0.458,-1.05,0.751,0.903,0.484,1.68,0.749,1,"lm.nb","NM_025079.2:1379"
"CD74-mRNA",0.131,0.408,-0.669,0.931,1.1,0.629,1.91,0.749,1,"lm.nb","NM_001025159.2:1161"
"NFKBIE-mRNA",0.104,0.327,-0.536,0.745,1.08,0.689,1.68,0.75,1,"lm.nb","NM_004556.2:876"
"TMEM173-mRNA",-0.111,0.35,-0.797,0.575,0.926,0.575,1.49,0.752,1,"lm.nb","NM_198282.1:725"
"PROM1-mRNA",0.173,0.546,-0.897,1.24,1.13,0.537,2.37,0.752,1,"lm.nb","NM_001145847.1:596"
"ID4-mRNA",-0.229,0.722,-1.64,1.19,0.853,0.32,2.28,0.753,1,"lm.nb","NM_001546.3:2048"
"BIRC5-mRNA",0.219,0.693,-1.14,1.58,1.16,0.454,2.98,0.753,1,"lm.nb","NM_001168.2:1215"
"EPCAM-mRNA",0.213,0.677,-1.11,1.54,1.16,0.462,2.91,0.754,1,"lm.nb","NM_002354.2:499"
"JAG1-mRNA",0.391,1.25,-2.06,2.84,1.31,0.24,7.17,0.756,1,"loglinear","NM_000214.2:3509"
"RIPK2-mRNA",0.105,0.342,-0.564,0.775,1.08,0.676,1.71,0.759,1,"lm.nb","NM_003821.5:1306"
"SBNO2-mRNA",0.168,0.55,-0.911,1.25,1.12,0.532,2.37,0.761,1,"lm.nb","NM_001100122.1:1686"
"EPM2AIP1-mRNA",0.137,0.449,-0.743,1.02,1.1,0.597,2.02,0.762,1,"lm.nb","NM_014805.3:1322"
"CD40-mRNA",0.151,0.496,-0.822,1.12,1.11,0.566,2.18,0.763,1,"lm.nb","NM_001250.5:166"
"P4HA1-mRNA",-0.0839,0.285,-0.643,0.475,0.944,0.64,1.39,0.77,1,"lm.nb","NM_000917.3:805"
"MB21D1-mRNA",-0.118,0.403,-0.907,0.671,0.921,0.533,1.59,0.77,1,"lm.nb","NM_138441.2:1198"
"S100A8-mRNA",0.172,0.589,-0.983,1.33,1.13,0.506,2.51,0.771,1,"lm.nb","NM_002964.4:365"
"MLH1-mRNA",0.0694,0.238,-0.397,0.536,1.05,0.759,1.45,0.772,1,"lm.nb","NM_000249.2:1605"
"SREBF1-mRNA",0.178,0.621,-1.04,1.4,1.13,0.486,2.63,0.775,1,"lm.nb","NM_001005291.1:1392"
"ADAM12-mRNA",-0.123,0.43,-0.965,0.72,0.919,0.512,1.65,0.776,1,"lm.nb","NM_003474.5:638"
"TNKS-mRNA",-0.168,0.618,-1.38,1.04,0.89,0.384,2.06,0.787,1,"lm.nb","NM_003747.2:1948"
"IFITM2-mRNA",0.0818,0.302,-0.51,0.674,1.06,0.702,1.59,0.787,1,"lm.nb","NM_006435.2:390"
"HK1-mRNA",-0.079,0.294,-0.655,0.497,0.947,0.635,1.41,0.789,1,"lm.nb","NM_000188.2:3355"
"P4HA2-mRNA",0.169,0.627,-1.06,1.4,1.12,0.48,2.63,0.789,1,"lm.nb","NM_001017973.1:1748"
"TAP1-mRNA",0.154,0.574,-0.972,1.28,1.11,0.51,2.43,0.79,1,"lm.nb","NM_000593.5:1000"
"NRAS-mRNA",-0.0772,0.292,-0.649,0.495,0.948,0.638,1.41,0.792,1,"lm.nb","NM_002524.4:2168"
"IL32-mRNA",0.185,0.699,-1.18,1.55,1.14,0.44,2.94,0.792,1,"lm.nb","NM_004221.4:358"
"ADM-mRNA",-0.0991,0.375,-0.835,0.636,0.934,0.561,1.55,0.792,1,"lm.nb","NM_001124.2:1413"
"ZEB1-mRNA",0.152,0.577,-0.98,1.28,1.11,0.507,2.43,0.793,1,"lm.nb","NM_001128128.2:2292"
"IER3-mRNA",0.13,0.505,-0.859,1.12,1.09,0.551,2.17,0.797,1,"lm.nb","NM_003897.3:204"
"PALMD-mRNA",0.114,0.443,-0.754,0.982,1.08,0.593,1.97,0.798,1,"lm.nb","NM_017734.4:224"
"NF1-mRNA",0.157,0.614,-1.05,1.36,1.12,0.484,2.57,0.798,1,"lm.nb","NM_000267.3:1260"
"RASAL1-mRNA",0.0873,0.344,-0.586,0.761,1.06,0.666,1.69,0.8,1,"lm.nb","NM_001193520.1:3097"
"TPM1-mRNA",0.311,1.24,-2.11,2.74,1.24,0.231,6.66,0.802,1,"loglinear","NM_000366.5:830"
"PFKFB3-mRNA",-0.0788,0.318,-0.701,0.544,0.947,0.615,1.46,0.805,1,"lm.nb","NM_004566.3:1925"
"MMP9-mRNA",0.108,0.435,-0.746,0.961,1.08,0.596,1.95,0.806,1,"lm.nb","NM_004994.2:2011"
"BCL2-mRNA",0.136,0.562,-0.965,1.24,1.1,0.512,2.36,0.809,1,"lm.nb","NM_000633.2:1525"
"SAMD9-mRNA",0.0853,0.352,-0.604,0.775,1.06,0.658,1.71,0.809,1,"lm.nb","NM_017654.3:490"
"GPR160-mRNA",0.177,0.739,-1.27,1.63,1.13,0.414,3.09,0.812,1,"lm.nb","NM_014373.1:760"
"A2M-mRNA",-0.25,1.05,-2.31,1.81,0.841,0.202,3.5,0.812,1,"loglinear","NM_000014.4:1685"
"LIF-mRNA",0.169,0.717,-1.24,1.57,1.12,0.425,2.98,0.814,1,"lm.nb","NM_002309.4:3740"
"FBP1-mRNA",0.101,0.43,-0.743,0.944,1.07,0.597,1.92,0.816,1,"lm.nb","NM_001127628.1:488"
"PC-mRNA",0.106,0.458,-0.792,1,1.08,0.578,2.01,0.817,1,"lm.nb","NM_000920.3:262"
"AKT1-mRNA",-0.108,0.469,-1.03,0.811,0.928,0.491,1.75,0.818,1,"lm.nb","NM_005163.2:2207"
"HEY1-mRNA",0.118,0.514,-0.889,1.13,1.09,0.54,2.18,0.819,1,"lm.nb","NM_001040708.1:1859"
"PSMB10-mRNA",0.107,0.468,-0.81,1.02,1.08,0.57,2.03,0.82,1,"lm.nb","NM_002801.3:249"
"HLA-DPB1-mRNA",0.113,0.495,-0.857,1.08,1.08,0.552,2.12,0.82,1,"lm.nb","NM_002121.5:987"
"DNMT1-mRNA",-0.0992,0.441,-0.964,0.765,0.934,0.513,1.7,0.823,1,"lm.nb","NM_001130823.2:2500"
"CD3D-mRNA",0.11,0.495,-0.86,1.08,1.08,0.551,2.11,0.825,1,"lm.nb","NM_000732.4:127"
"TLR3-mRNA",0.11,0.501,-0.872,1.09,1.08,0.547,2.13,0.826,1,"lm.nb","NM_003265.2:37"
"CTNNB1-mRNA",-0.105,0.48,-1.05,0.835,0.93,0.485,1.78,0.827,1,"lm.nb","NM_001098209.1:1938"
"ITGB3-mRNA",-0.106,0.485,-1.06,0.844,0.929,0.481,1.79,0.827,1,"lm.nb","NM_000212.2:4485"
"DAB2-mRNA",0.0882,0.403,-0.702,0.878,1.06,0.615,1.84,0.827,1,"lm.nb","NM_001244871.1:2475"
"ITGAV-mRNA",0.0925,0.431,-0.753,0.938,1.07,0.594,1.92,0.831,1,"lm.nb","NM_001144999.2:2701"
"UBE2C-mRNA",0.148,0.702,-1.23,1.53,1.11,0.427,2.88,0.833,1,"lm.nb","NM_007019.2:445"
"TPSAB1/B2-mRNA",-0.127,0.616,-1.33,1.08,0.916,0.397,2.12,0.838,1,"lm.nb","NM_003294.3:556"
"CYBB-mRNA",0.109,0.532,-0.934,1.15,1.08,0.524,2.22,0.839,1,"lm.nb","NM_000397.3:1034"
"PIK3R1-mRNA",-0.118,0.582,-1.26,1.02,0.922,0.418,2.03,0.84,1,"lm.nb","NM_001242466.1:889"
"RPL7A-mRNA",0.0975,0.486,-0.855,1.05,1.07,0.553,2.07,0.842,1,"lm.nb","NM_000972.2:657"
"F2RL1-mRNA",0.127,0.634,-1.12,1.37,1.09,0.461,2.59,0.842,1,"lm.nb","NM_005242.4:1388"
"FLNB-mRNA",0.107,0.542,-0.955,1.17,1.08,0.516,2.25,0.844,1,"lm.nb","NM_001164319.1:8980"
"NFIL3-mRNA",0.0774,0.395,-0.698,0.852,1.06,0.617,1.81,0.845,1,"lm.nb","NM_001289999.1:1466"
"ITGAE-mRNA",0.0712,0.37,-0.655,0.797,1.05,0.635,1.74,0.848,1,"lm.nb","NM_002208.4:3647"
"DUSP1-mRNA",0.0885,0.463,-0.819,0.996,1.06,0.567,1.99,0.849,1,"lm.nb","NM_004417.3:1428"
"MAP3K8-mRNA",-0.0666,0.349,-0.751,0.618,0.955,0.594,1.53,0.849,1,"lm.nb","NM_001244134.1:493"
"TREM2-mRNA",0.0944,0.499,-0.883,1.07,1.07,0.542,2.1,0.85,1,"lm.nb","NM_018965.3:848"
"IRF2-mRNA",-0.0378,0.203,-0.436,0.36,0.974,0.739,1.28,0.853,1,"lm.nb","NM_002199.3:1624"
"CDKN2A-mRNA",-0.0865,0.473,-1.01,0.84,0.942,0.496,1.79,0.855,1,"lm.nb","NM_000077.4:1052"
"RPTOR-mRNA",-0.0767,0.421,-0.901,0.747,0.948,0.536,1.68,0.856,1,"lm.nb","NM_001163034.1:3139"
"ROCK1-mRNA",-0.0912,0.505,-1.08,0.898,0.939,0.473,1.86,0.857,1,"lm.nb","NM_005406.2:3796"
"CCND3-mRNA",0.0701,0.39,-0.694,0.834,1.05,0.618,1.78,0.858,1,"lm.nb","NM_001136017.2:760"
"TPI1-mRNA",-0.0768,0.428,-0.916,0.763,0.948,0.53,1.7,0.858,1,"lm.nb","NM_000365.5:153"
"RSAD2-mRNA",0.0784,0.44,-0.783,0.94,1.06,0.581,1.92,0.859,1,"lm.nb","NM_080657.4:1057"
"ALDOA-mRNA",-0.0722,0.407,-0.87,0.725,0.951,0.547,1.65,0.86,1,"lm.nb","NM_000034.3:2049"
"RIPK1-mRNA",0.0827,0.473,-0.844,1.01,1.06,0.557,2.01,0.862,1,"lm.nb","NM_003804.3:1304"
"PTPRC-mRNA",-0.0774,0.443,-0.946,0.791,0.948,0.519,1.73,0.862,1,"lm.nb","NM_080921.3:99"
"CD44-mRNA",-0.1,0.58,-1.24,1.04,0.933,0.424,2.05,0.864,1,"lm.nb","NM_001001392.1:566"
"IFI27-mRNA",0.0853,0.495,-0.885,1.06,1.06,0.541,2.08,0.864,1,"lm.nb","NM_005532.3:390"
"PTGS2-mRNA",-0.102,0.592,-1.26,1.06,0.932,0.417,2.08,0.864,1,"lm.nb","NM_000963.1:495"
"IFI35-mRNA",0.0763,0.449,-0.804,0.957,1.05,0.573,1.94,0.866,1,"lm.nb","NM_005533.4:729"
"FADD-mRNA",0.0682,0.404,-0.724,0.86,1.05,0.606,1.82,0.867,1,"lm.nb","NM_003824.3:810"
"CCL4-mRNA",0.0979,0.593,-1.06,1.26,1.07,0.478,2.39,0.869,1,"lm.nb","NM_002984.2:35"
"IRF1-mRNA",0.0556,0.348,-0.627,0.738,1.04,0.648,1.67,0.874,1,"lm.nb","NM_002198.2:557"
"HLA-A-mRNA",-0.0614,0.39,-0.825,0.703,0.958,0.564,1.63,0.875,1,"lm.nb","NM_002116.7:298"
"CDKN2B-mRNA",0.0528,0.343,-0.619,0.724,1.04,0.651,1.65,0.878,1,"lm.nb","NM_004936.3:906"
"TGFBR2-mRNA",0.0582,0.383,-0.693,0.809,1.04,0.619,1.75,0.88,1,"lm.nb","NM_001024847.2:870"
"RNLS-mRNA",-0.0706,0.472,-0.995,0.854,0.952,0.502,1.81,0.881,1,"lm.nb","NM_001031709.2:726"
"MGMT-mRNA",-0.0626,0.42,-0.885,0.76,0.958,0.541,1.69,0.882,1,"lm.nb","NM_002412.3:323"
"SFXN1-mRNA",0.0681,0.459,-0.831,0.967,1.05,0.562,1.95,0.882,1,"lm.nb","NM_001322977.1:191"
"VTCN1-mRNA",0.0583,0.398,-0.723,0.839,1.04,0.606,1.79,0.884,1,"lm.nb","NM_001253849.1:871"
"LAMA1-mRNA",-0.0557,0.381,-0.803,0.692,0.962,0.573,1.62,0.884,1,"lm.nb","NM_005559.3:9002"
"PTPN11-mRNA",0.0326,0.225,-0.408,0.473,1.02,0.754,1.39,0.885,1,"lm.nb","NM_001330437.1:228"
"TYMP-mRNA",-0.0586,0.404,-0.851,0.734,0.96,0.554,1.66,0.885,1,"lm.nb","NM_001113755.2:645"
"RPL23-mRNA",0.0786,0.547,-0.994,1.15,1.06,0.502,2.22,0.886,1,"lm.nb","NM_000978.3:100"
"B2M-mRNA",0.0679,0.473,-0.86,0.995,1.05,0.551,1.99,0.886,1,"lm.nb","NM_004048.2:573"
"LYZ-mRNA",-0.0919,0.682,-1.43,1.24,0.938,0.372,2.37,0.893,1,"lm.nb","NM_000239.2:381"
"TRAF1-mRNA",0.0458,0.342,-0.624,0.716,1.03,0.649,1.64,0.894,1,"lm.nb","NM_001190945.1:712"
"DEPTOR-mRNA",0.0567,0.427,-0.781,0.894,1.04,0.582,1.86,0.895,1,"lm.nb","NM_001283012.1:1141"
"HLA-B-mRNA",0.058,0.444,-0.813,0.929,1.04,0.569,1.9,0.897,1,"lm.nb","NM_005514.6:1247"
"IRF9-mRNA",0.0478,0.367,-0.671,0.767,1.03,0.628,1.7,0.897,1,"lm.nb","NM_006084.4:723"
"TP53-mRNA",0.0863,0.666,-1.22,1.39,1.06,0.429,2.62,0.897,1,"lm.nb","NM_000546.2:1330"
"GOT2-mRNA",0.0342,0.27,-0.496,0.564,1.02,0.709,1.48,0.9,1,"lm.nb","NM_002080.3:674"
"CCL20-mRNA",0.131,1.05,-1.93,2.19,1.09,0.263,4.56,0.901,1,"loglinear","NM_001130046.1:295"
"APOE-mRNA",-0.0629,0.508,-1.06,0.932,0.957,0.48,1.91,0.902,1,"lm.nb","NM_000041.2:96"
"APOL6-mRNA",-0.0654,0.529,-1.1,0.971,0.956,0.466,1.96,0.902,1,"lm.nb","NM_030641.3:289"
"SERPINA1-mRNA",-0.154,1.26,-2.62,2.31,0.899,0.163,4.95,0.903,1,"loglinear","NM_001127702.1:963"
"CCL2-mRNA",0.141,1.18,-2.17,2.45,1.1,0.222,5.46,0.905,1,"loglinear","NM_002982.3:303"
"IGF2R-mRNA",0.0675,0.568,-1.05,1.18,1.05,0.484,2.27,0.906,1,"lm.nb","NM_000876.2:7820"
"NECTIN2-mRNA",0.0684,0.594,-1.1,1.23,1.05,0.468,2.35,0.909,1,"lm.nb","NM_001042724.1:1120"
"ENO1-mRNA",0.0594,0.522,-0.963,1.08,1.04,0.513,2.12,0.91,1,"lm.nb","NM_001428.3:782"
"MAP3K7-mRNA",-0.0282,0.249,-0.516,0.46,0.981,0.699,1.38,0.91,1,"lm.nb","NM_003188.3:1178"
"PSMB9-mRNA",-0.0625,0.551,-1.14,1.02,0.958,0.453,2.03,0.91,1,"lm.nb","NM_002800.4:394"
"CXCR2-mRNA",-0.0511,0.462,-0.956,0.854,0.965,0.515,1.81,0.912,1,"lm.nb","NM_001557.3:409"
"PVRIG-mRNA",-0.0533,0.494,-1.02,0.916,0.964,0.492,1.89,0.914,1,"lm.nb","NM_024070.3:1390"
"TNFRSF10B-mRNA",0.0706,0.682,-1.27,1.41,1.05,0.416,2.65,0.918,1,"lm.nb","NM_003842.3:565"
"HMGA1-mRNA",0.0559,0.557,-1.04,1.15,1.04,0.488,2.22,0.92,1,"lm.nb","NM_145902.2:906"
"APC-mRNA",-0.056,0.566,-1.17,1.05,0.962,0.446,2.07,0.921,1,"lm.nb","NM_001127510.2:462"
"RBL2-mRNA",0.0491,0.507,-0.945,1.04,1.03,0.519,2.06,0.923,1,"lm.nb","NM_001323611.1:1085"
"LDHA-mRNA",-0.0448,0.47,-0.966,0.877,0.969,0.512,1.84,0.924,1,"lm.nb","NM_001135239.1:1053"
"E2F3-mRNA",-0.0412,0.435,-0.894,0.812,0.972,0.538,1.76,0.925,1,"lm.nb","NM_001243076.2:2707"
"FCGR2A-mRNA",-0.0473,0.502,-1.03,0.936,0.968,0.489,1.91,0.925,1,"lm.nb","NM_021642.3:60"
"GLUL-mRNA",-0.0367,0.4,-0.82,0.747,0.975,0.566,1.68,0.927,1,"lm.nb","NM_002065.6:1485"
"PECAM1-mRNA",0.0518,0.569,-1.06,1.17,1.04,0.478,2.25,0.928,1,"lm.nb","NM_000442.4:2492"
"BRD4-mRNA",0.0585,0.647,-1.21,1.33,1.04,0.432,2.51,0.928,1,"lm.nb","NM_001330384.1:2083"
"IL33-mRNA",-0.0443,0.505,-1.03,0.946,0.97,0.488,1.93,0.93,1,"lm.nb","NM_033439.3:1842"
"LY96-mRNA",-0.0628,0.734,-1.5,1.37,0.957,0.353,2.59,0.932,1,"lm.nb","NM_001195797.1:135"
"PIAS4-mRNA",0.0263,0.315,-0.59,0.643,1.02,0.664,1.56,0.934,1,"lm.nb","NM_015897.2:454"
"GIMAP4-mRNA",0.039,0.49,-0.921,0.999,1.03,0.528,2,0.937,1,"lm.nb","NM_018326.2:315"
"PKM-mRNA",-0.0418,0.533,-1.09,1,0.971,0.471,2.01,0.938,1,"lm.nb","NM_001206796.2:1533"
"PRKCA-mRNA",-0.0277,0.357,-0.728,0.673,0.981,0.604,1.59,0.938,1,"lm.nb","NM_002737.2:818"
"IRF3-mRNA",-0.0442,0.576,-1.17,1.09,0.97,0.443,2.12,0.939,1,"lm.nb","NM_001197122.1:607"
"HDAC3-mRNA",0.0367,0.491,-0.925,0.998,1.03,0.527,2,0.941,1,"lm.nb","NM_003883.3:1464"
"TCF3-mRNA",0.0472,0.637,-1.2,1.3,1.03,0.435,2.46,0.941,1,"lm.nb","NM_003200.3:276"
"BID-mRNA",0.0227,0.313,-0.59,0.635,1.02,0.664,1.55,0.942,1,"lm.nb","NM_001196.3:1604"
"C1QB-mRNA",0.0383,0.533,-1.01,1.08,1.03,0.498,2.12,0.943,1,"lm.nb","NM_000491.3:816"
"IFITM1-mRNA",0.0307,0.46,-0.871,0.932,1.02,0.547,1.91,0.947,1,"lm.nb","NM_003641.3:536"
"PSMB8-mRNA",-0.0187,0.287,-0.58,0.543,0.987,0.669,1.46,0.948,1,"lm.nb","NM_004159.4:1080"
"OLFML2B-mRNA",0.0259,0.438,-0.832,0.883,1.02,0.562,1.84,0.953,1,"lm.nb","NM_015441.1:2920"
"CDKN1C-mRNA",-0.0276,0.472,-0.952,0.897,0.981,0.517,1.86,0.953,1,"lm.nb","NM_000076.2:1605"
"CD14-mRNA",0.0298,0.511,-0.972,1.03,1.02,0.51,2.04,0.954,1,"lm.nb","NM_001174105.1:1020"
"ITGA2-mRNA",-0.0262,0.481,-0.969,0.917,0.982,0.511,1.89,0.957,1,"lm.nb","NM_002203.3:903"
"RELB-mRNA",-0.026,0.482,-0.97,0.918,0.982,0.51,1.89,0.957,1,"lm.nb","NM_006509.3:956"
"EXO1-mRNA",-0.0206,0.389,-0.783,0.742,0.986,0.581,1.67,0.958,1,"lm.nb","NM_006027.3:820"
"EOMES-mRNA",-0.0295,0.558,-1.12,1.06,0.98,0.459,2.09,0.958,1,"lm.nb","NM_001278182.1:1522"
"CCND1-mRNA",-0.0227,0.464,-0.933,0.888,0.984,0.524,1.85,0.961,1,"lm.nb","NM_053056.2:857"
"HLA-DMA-mRNA",0.0224,0.46,-0.879,0.924,1.02,0.544,1.9,0.961,1,"lm.nb","NM_006120.3:396"
"SERPINH1-mRNA",0.0253,0.521,-0.997,1.05,1.02,0.501,2.07,0.961,1,"lm.nb","NM_001207014.1:1850"
"NOTCH2-mRNA",0.0194,0.412,-0.787,0.826,1.01,0.579,1.77,0.962,1,"lm.nb","NM_024408.3:2842"
"HLA-E-mRNA",0.0215,0.474,-0.907,0.95,1.02,0.533,1.93,0.964,1,"lm.nb","NM_005516.5:1287"
"TAPBP-mRNA",-0.0161,0.365,-0.731,0.699,0.989,0.602,1.62,0.965,1,"lm.nb","NM_003190.4:1082"
"TNFRSF11B-mRNA",0.0216,0.507,-0.972,1.01,1.02,0.51,2.02,0.966,1,"lm.nb","NM_002546.3:572"
"BBC3-mRNA",0.0178,0.424,-0.813,0.849,1.01,0.569,1.8,0.967,1,"lm.nb","NM_014417.4:1310"
"FCGR3A/B-mRNA",0.0215,0.523,-1,1.05,1.02,0.498,2.07,0.967,1,"lm.nb","NM_000570.4:255"
"CD70-mRNA",-0.0217,0.533,-1.07,1.02,0.985,0.477,2.03,0.968,1,"lm.nb","NM_001252.3:420"
"PSMB5-mRNA",-0.0177,0.484,-0.967,0.931,0.988,0.512,1.91,0.971,1,"lm.nb","NM_001130725.1:426"
"SLC1A5-mRNA",-0.016,0.482,-0.96,0.928,0.989,0.514,1.9,0.974,1,"lm.nb","NM_001145144.1:648"
"HLA-DRB5-mRNA",-0.0424,1.28,-2.55,2.46,0.971,0.171,5.52,0.974,1,"loglinear","NM_002125.3:135"
"RICTOR-mRNA",0.0202,0.626,-1.21,1.25,1.01,0.433,2.37,0.974,1,"lm.nb","NM_001285439.1:117"
"HLA-F-mRNA",0.0138,0.446,-0.861,0.889,1.01,0.551,1.85,0.975,1,"lm.nb","NM_001098479.1:285"
"CDH2-mRNA",-0.0117,0.385,-0.766,0.742,0.992,0.588,1.67,0.976,1,"lm.nb","NM_001792.3:3067"
"HLA-C-mRNA",-0.00902,0.299,-0.594,0.576,0.994,0.662,1.49,0.976,1,"lm.nb","NM_002117.4:898"
"BNIP3-mRNA",-0.00908,0.33,-0.656,0.638,0.994,0.635,1.56,0.978,1,"lm.nb","NM_004052.3:116"
"LDHB-mRNA",0.015,0.55,-1.06,1.09,1.01,0.479,2.13,0.978,1,"lm.nb","NM_001174097.2:1200"
"NBN-mRNA",-0.0142,0.556,-1.1,1.08,0.99,0.465,2.11,0.98,1,"lm.nb","NM_002485.4:1046"
"ARG2-mRNA",-0.00753,0.296,-0.588,0.573,0.995,0.665,1.49,0.98,1,"lm.nb","NM_001172.3:512"
"TYMS-mRNA",0.0117,0.495,-0.959,0.982,1.01,0.514,1.98,0.981,1,"lm.nb","NM_001071.1:395"
"VCAM1-mRNA",-0.0222,1.09,-2.16,2.11,0.985,0.224,4.32,0.984,1,"loglinear","NM_001078.3:2535"
"HLA-DRB1-mRNA",-0.0106,0.542,-1.07,1.05,0.993,0.475,2.07,0.984,1,"lm.nb","NM_002124.3:1016"
"SLC7A5-mRNA",-0.00602,0.315,-0.624,0.612,0.996,0.649,1.53,0.985,1,"lm.nb","NM_003486.6:2011"
"CD276-mRNA",0.00906,0.537,-1.04,1.06,1.01,0.485,2.09,0.987,1,"lm.nb","NM_001024736.1:2119"
"HK2-mRNA",0.00495,0.297,-0.576,0.586,1,0.671,1.5,0.987,1,"lm.nb","NM_000189.4:2883"
"SNAI1-mRNA",0.00646,0.468,-0.91,0.923,1,0.532,1.9,0.989,1,"lm.nb","NM_005985.3:960"
"PRKACB-mRNA",-0.00456,0.622,-1.22,1.21,0.997,0.428,2.32,0.994,1,"lm.nb","NM_182948.2:805"
"CSF1-mRNA",-0.00291,0.4,-0.786,0.78,0.998,0.58,1.72,0.994,1,"lm.nb","NM_000757.5:251"
"JAK2-mRNA",0.00088,0.37,-0.724,0.726,1,0.606,1.65,0.998,1,"lm.nb","NM_004972.2:455"
"BNIP3L-mRNA",0.000875,0.589,-1.15,1.16,1,0.449,2.23,0.999,1,"lm.nb","NM_001330491.1:2559"
