"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"CXCL14-mRNA",0.227,0.601,-0.95,1.41,1.17,0.518,2.65,0.706,1,"lm.nb","NM_004887.4:990"
"ATF3-mRNA",0.119,0.315,-0.499,0.736,1.09,0.708,1.67,0.708,1,"lm.nb","NM_001674.3:1487"
"CASP8-mRNA",-0.276,0.732,-1.71,1.16,0.826,0.305,2.23,0.708,1,"lm.nb","NM_001228.4:762"
"MFGE8-mRNA",-0.232,0.617,-1.44,0.978,0.852,0.368,1.97,0.708,1,"lm.nb","NM_001114614.1:328"
"KIR3DL1-mRNA",-0.208,0.554,-1.29,0.878,0.866,0.408,1.84,0.709,1,"lm.nb","NM_001322168.1:466"
"SERPINA1-mRNA",-0.54,1.44,-3.36,2.28,0.688,0.0972,4.87,0.709,1,"loglinear","NM_001127702.1:963"
"RB1-mRNA",0.237,0.635,-1.01,1.48,1.18,0.497,2.79,0.711,1,"lm.nb","NM_000321.2:2769"
"PLOD2-mRNA",-0.559,1.51,-3.51,2.4,0.679,0.0875,5.27,0.712,1,"loglinear","NM_182943.2:2588"
"CCND1-mRNA",0.196,0.532,-0.847,1.24,1.15,0.556,2.36,0.714,1,"lm.nb","NM_053056.2:857"
"MET-mRNA",0.214,0.583,-0.928,1.36,1.16,0.525,2.56,0.714,1,"lm.nb","NM_000245.2:1488"
"CRABP2-mRNA",0.187,0.513,-0.818,1.19,1.14,0.567,2.29,0.716,1,"lm.nb","NM_001199723.1:802"
"STAT3-mRNA",0.24,0.659,-1.05,1.53,1.18,0.483,2.89,0.717,1,"lm.nb","NM_003150.3:2936"
"UBE2T-mRNA",0.135,0.371,-0.593,0.863,1.1,0.663,1.82,0.717,1,"lm.nb","NM_014176.1:50"
"TREM2-mRNA",-0.208,0.572,-1.33,0.915,0.866,0.398,1.88,0.718,1,"lm.nb","NM_018965.3:848"
"NECTIN2-mRNA",0.245,0.68,-1.09,1.58,1.18,0.47,2.99,0.72,1,"lm.nb","NM_001042724.1:1120"
"PIAS4-mRNA",0.129,0.36,-0.577,0.835,1.09,0.67,1.78,0.722,1,"lm.nb","NM_015897.2:454"
"CXCL3-mRNA",-0.224,0.629,-1.46,1.01,0.856,0.364,2.01,0.723,1,"lm.nb","NM_002090.2:467"
"BIRC5-mRNA",0.279,0.794,-1.28,1.84,1.21,0.412,3.57,0.727,1,"lm.nb","NM_001168.2:1215"
"MYC-mRNA",0.234,0.67,-1.08,1.55,1.18,0.474,2.92,0.728,1,"lm.nb","NM_002467.3:1615"
"CDKN2A-mRNA",-0.189,0.542,-1.25,0.873,0.877,0.42,1.83,0.728,1,"lm.nb","NM_000077.4:1052"
"APOE-mRNA",0.202,0.582,-0.938,1.34,1.15,0.522,2.54,0.729,1,"lm.nb","NM_000041.2:96"
"IFNGR2-mRNA",0.19,0.547,-0.883,1.26,1.14,0.542,2.4,0.73,1,"lm.nb","NM_005534.3:1963"
"LY96-mRNA",-0.288,0.841,-1.94,1.36,0.819,0.261,2.57,0.733,1,"lm.nb","NM_001195797.1:135"
"MGMT-mRNA",0.163,0.481,-0.779,1.11,1.12,0.583,2.15,0.735,1,"lm.nb","NM_002412.3:323"
"PSMB5-mRNA",-0.189,0.555,-1.28,0.899,0.877,0.413,1.87,0.735,1,"lm.nb","NM_001130725.1:426"
"HK2-mRNA",0.115,0.34,-0.551,0.781,1.08,0.683,1.72,0.737,1,"lm.nb","NM_000189.4:2883"
"DNMT1-mRNA",0.17,0.505,-0.821,1.16,1.12,0.566,2.23,0.738,1,"lm.nb","NM_001130823.2:2500"
"IL12RB2-mRNA",-0.243,0.725,-1.66,1.18,0.845,0.315,2.26,0.739,1,"lm.nb","NM_001319233.1:880"
"CD44-mRNA",-0.221,0.665,-1.52,1.08,0.858,0.348,2.12,0.741,1,"lm.nb","NM_001001392.1:566"
"FPR3-mRNA",-0.199,0.602,-1.38,0.981,0.871,0.384,1.97,0.742,1,"lm.nb","NM_002030.4:733"
"APOL6-mRNA",0.198,0.605,-0.989,1.38,1.15,0.504,2.61,0.745,1,"lm.nb","NM_030641.3:289"
"CCL5-mRNA",0.196,0.605,-0.989,1.38,1.15,0.504,2.61,0.746,1,"lm.nb","NM_002985.2:277"
"KIF2C-mRNA",0.221,0.689,-1.13,1.57,1.17,0.457,2.97,0.749,1,"lm.nb","NM_006845.2:1020"
"CCL2-mRNA",-0.432,1.35,-3.08,2.22,0.741,0.118,4.64,0.75,1,"loglinear","NM_002982.3:303"
"FCGR3A/B-mRNA",-0.192,0.601,-1.37,0.985,0.875,0.387,1.98,0.75,1,"lm.nb","NM_000570.4:255"
"BBS1-mRNA",-0.114,0.358,-0.815,0.587,0.924,0.568,1.5,0.751,1,"lm.nb","NM_024649.4:82"
"CD68-mRNA",0.134,0.428,-0.704,0.973,1.1,0.614,1.96,0.755,1,"lm.nb","NM_001251.2:1140"
"MAP3K8-mRNA",-0.126,0.401,-0.911,0.659,0.917,0.532,1.58,0.755,1,"lm.nb","NM_001244134.1:493"
"DUSP1-mRNA",0.166,0.531,-0.874,1.21,1.12,0.545,2.31,0.755,1,"lm.nb","NM_004417.3:1428"
"IFIH1-mRNA",0.182,0.59,-0.975,1.34,1.13,0.509,2.53,0.759,1,"lm.nb","NM_022168.3:3250"
"TRAF1-mRNA",0.121,0.392,-0.647,0.888,1.09,0.639,1.85,0.759,1,"lm.nb","NM_001190945.1:712"
"IFITM2-mRNA",-0.106,0.346,-0.785,0.573,0.929,0.58,1.49,0.76,1,"lm.nb","NM_006435.2:390"
"EDN1-mRNA",-0.2,0.659,-1.49,1.09,0.871,0.356,2.13,0.763,1,"lm.nb","NM_001955.2:770"
"ZEB2-mRNA",-0.242,0.811,-1.83,1.35,0.846,0.281,2.55,0.767,1,"lm.nb","NM_001171653.1:1879"
"PFKFB3-mRNA",0.108,0.363,-0.604,0.82,1.08,0.658,1.76,0.768,1,"lm.nb","NM_004566.3:1925"
"GIMAP4-mRNA",0.166,0.561,-0.934,1.27,1.12,0.523,2.4,0.769,1,"lm.nb","NM_018326.2:315"
"TAPBPL-mRNA",0.157,0.539,-0.899,1.21,1.12,0.536,2.32,0.772,1,"lm.nb","NM_018009.4:1425"
"BLM-mRNA",0.0975,0.338,-0.565,0.76,1.07,0.676,1.69,0.774,1,"lm.nb","NM_000057.3:1434"
"BCL2L1-mRNA",0.125,0.44,-0.737,0.987,1.09,0.6,1.98,0.777,1,"lm.nb","NM_001191.3:1421"
"RIPK1-mRNA",0.154,0.542,-0.909,1.22,1.11,0.533,2.32,0.777,1,"lm.nb","NM_003804.3:1304"
"LAMC2-mRNA",0.424,1.5,-2.51,3.36,1.34,0.175,10.3,0.778,1,"loglinear","NM_005562.2:1027"
"IER3-mRNA",0.162,0.579,-0.972,1.3,1.12,0.51,2.46,0.781,1,"lm.nb","NM_003897.3:204"
"CDH2-mRNA",-0.123,0.441,-0.987,0.742,0.918,0.504,1.67,0.782,1,"lm.nb","NM_001792.3:3067"
"PIK3R1-mRNA",-0.183,0.667,-1.49,1.12,0.881,0.356,2.18,0.784,1,"lm.nb","NM_001242466.1:889"
"ZC3H12A-mRNA",-0.144,0.526,-1.17,0.886,0.905,0.443,1.85,0.785,1,"lm.nb","NM_025079.2:1379"
"NBN-mRNA",0.175,0.638,-1.07,1.42,1.13,0.475,2.68,0.785,1,"lm.nb","NM_002485.4:1046"
"TP53-mRNA",0.209,0.764,-1.29,1.71,1.16,0.41,3.26,0.785,1,"lm.nb","NM_000546.2:1330"
"NOTCH2-mRNA",0.123,0.472,-0.802,1.05,1.09,0.573,2.07,0.796,1,"lm.nb","NM_024408.3:2842"
"ITGB3-mRNA",0.144,0.555,-0.944,1.23,1.1,0.52,2.35,0.796,1,"lm.nb","NM_000212.2:4485"
"TMEM140-mRNA",0.123,0.477,-0.812,1.06,1.09,0.57,2.08,0.798,1,"lm.nb","NM_018295.3:377"
"PRKAA2-mRNA",-0.126,0.488,-1.08,0.832,0.917,0.472,1.78,0.798,1,"lm.nb","NM_006252.3:4014"
"ITPK1-mRNA",0.0569,0.225,-0.385,0.498,1.04,0.766,1.41,0.801,1,"lm.nb","NM_001142593.2:958"
"CD276-mRNA",0.153,0.616,-1.05,1.36,1.11,0.482,2.57,0.805,1,"lm.nb","NM_001024736.1:2119"
"TGFBR2-mRNA",0.108,0.439,-0.753,0.968,1.08,0.593,1.96,0.807,1,"lm.nb","NM_001024847.2:870"
"PIK3CA-mRNA",0.109,0.446,-0.765,0.984,1.08,0.588,1.98,0.807,1,"lm.nb","NM_006218.2:3296"
"PARP4-mRNA",0.0745,0.305,-0.522,0.671,1.05,0.696,1.59,0.808,1,"lm.nb","NM_006437.3:1399"
"LOXL2-mRNA",0.109,0.45,-0.772,0.991,1.08,0.585,1.99,0.809,1,"lm.nb","NM_002318.2:40"
"EXO1-mRNA",0.107,0.445,-0.765,0.98,1.08,0.588,1.97,0.81,1,"lm.nb","NM_006027.3:820"
"HK1-mRNA",0.0791,0.336,-0.58,0.738,1.06,0.669,1.67,0.815,1,"lm.nb","NM_000188.2:3355"
"ICAM3-mRNA",-0.0711,0.302,-0.664,0.521,0.952,0.631,1.44,0.815,1,"lm.nb","NM_002162.3:1225"
"IGF2R-mRNA",0.153,0.652,-1.12,1.43,1.11,0.459,2.69,0.815,1,"lm.nb","NM_000876.2:7820"
"TLR3-mRNA",0.134,0.574,-0.991,1.26,1.1,0.503,2.39,0.816,1,"lm.nb","NM_003265.2:37"
"OASL-mRNA",-0.13,0.555,-1.22,0.958,0.914,0.43,1.94,0.816,1,"lm.nb","NM_003733.2:1570"
"LIF-mRNA",-0.191,0.822,-1.8,1.42,0.876,0.287,2.67,0.816,1,"lm.nb","NM_002309.4:3740"
"LYZ-mRNA",-0.181,0.782,-1.71,1.35,0.882,0.305,2.55,0.818,1,"lm.nb","NM_000239.2:381"
"DPP4-mRNA",0.185,0.823,-1.43,1.8,1.14,0.371,3.48,0.823,1,"lm.nb","NM_001935.3:1861"
"HMGB1-mRNA",-0.116,0.523,-1.14,0.909,0.923,0.454,1.88,0.826,1,"lm.nb","NM_002128.5:3400"
"TGFB1-mRNA",0.0902,0.418,-0.728,0.909,1.06,0.604,1.88,0.83,1,"lm.nb","NM_000660.4:1473"
"NF1-mRNA",0.149,0.704,-1.23,1.53,1.11,0.426,2.89,0.833,1,"lm.nb","NM_000267.3:1260"
"FCGR2A-mRNA",-0.121,0.576,-1.25,1.01,0.92,0.421,2.01,0.834,1,"lm.nb","NM_021642.3:60"
"PVRIG-mRNA",-0.119,0.567,-1.23,0.992,0.921,0.426,1.99,0.834,1,"lm.nb","NM_024070.3:1390"
"TLR2-mRNA",-0.0843,0.402,-0.872,0.704,0.943,0.546,1.63,0.834,1,"lm.nb","NM_001318787.1:484"
"IFI16-mRNA",-0.141,0.672,-1.46,1.18,0.907,0.364,2.26,0.835,1,"lm.nb","NM_001206567.1:2351"
"CCL18-mRNA",-0.0704,0.338,-0.734,0.593,0.952,0.601,1.51,0.836,1,"lm.nb","NM_002988.3:45"
"EOMES-mRNA",-0.131,0.64,-1.39,1.12,0.913,0.383,2.18,0.838,1,"lm.nb","NM_001278182.1:1522"
"NT5E-mRNA",0.161,0.792,-1.39,1.71,1.12,0.381,3.28,0.839,1,"lm.nb","NM_002526.3:3526"
"NFATC2-mRNA",-0.102,0.506,-1.09,0.89,0.932,0.469,1.85,0.841,1,"lm.nb","NM_173091.2:1840"
"EIF2B4-mRNA",0.0777,0.387,-0.68,0.835,1.06,0.624,1.78,0.841,1,"lm.nb","NM_001034116.1:1258"
"GPR160-mRNA",0.169,0.847,-1.49,1.83,1.12,0.356,3.56,0.842,1,"lm.nb","NM_014373.1:760"
"CDKN1A-mRNA",-0.0694,0.348,-0.751,0.612,0.953,0.594,1.53,0.842,1,"lm.nb","NM_000389.2:1975"
"VCAM1-mRNA",0.246,1.25,-2.2,2.69,1.19,0.218,6.46,0.844,1,"loglinear","NM_001078.3:2535"
"AQP9-mRNA",-0.113,0.587,-1.26,1.04,0.925,0.417,2.05,0.848,1,"lm.nb","NM_001320635.1:753"
"TNFRSF1A-mRNA",-0.0688,0.362,-0.779,0.641,0.953,0.583,1.56,0.85,1,"lm.nb","NM_001065.2:515"
"APH1B-mRNA",-0.0873,0.463,-0.995,0.82,0.941,0.502,1.77,0.851,1,"lm.nb","NM_001145646.1:541"
"ARID1A-mRNA",0.113,0.604,-1.07,1.3,1.08,0.476,2.46,0.852,1,"lm.nb","NM_006015.4:1670"
"PTCD2-mRNA",-0.0964,0.515,-1.11,0.912,0.935,0.465,1.88,0.852,1,"lm.nb","NM_001284403.1:326"
"PIK3R2-mRNA",-0.0753,0.403,-0.866,0.715,0.949,0.549,1.64,0.852,1,"lm.nb","NM_005027.3:344"
"SLC2A1-mRNA",-0.07,0.377,-0.809,0.669,0.953,0.571,1.59,0.853,1,"lm.nb","NM_006516.2:264"
"FCGR2B-mRNA",0.105,0.569,-1.01,1.22,1.08,0.496,2.33,0.854,1,"lm.nb","NM_001002273.1:870"
"BBC3-mRNA",-0.0883,0.486,-1.04,0.865,0.941,0.486,1.82,0.856,1,"lm.nb","NM_014417.4:1310"
"FZD8-mRNA",0.0698,0.388,-0.69,0.829,1.05,0.62,1.78,0.858,1,"lm.nb","NM_031866.1:890"
"SREBF1-mRNA",0.127,0.712,-1.27,1.52,1.09,0.415,2.87,0.859,1,"lm.nb","NM_001005291.1:1392"
"HRAS-mRNA",0.0782,0.44,-0.785,0.941,1.06,0.58,1.92,0.86,1,"lm.nb","NM_005343.3:842"
"TYMS-mRNA",0.0991,0.568,-1.01,1.21,1.07,0.495,2.32,0.862,1,"lm.nb","NM_001071.1:395"
"BAD-mRNA",-0.0576,0.33,-0.705,0.59,0.961,0.613,1.5,0.862,1,"lm.nb","NM_004322.3:963"
"S100A9-mRNA",0.104,0.6,-1.07,1.28,1.07,0.475,2.43,0.863,1,"lm.nb","NM_002965.3:137"
"EIF2AK2-mRNA",0.0726,0.423,-0.756,0.902,1.05,0.592,1.87,0.864,1,"lm.nb","NM_001135652.2:516"
"PSMB10-mRNA",-0.092,0.537,-1.14,0.96,0.938,0.452,1.95,0.864,1,"lm.nb","NM_002801.3:249"
"TNKS-mRNA",0.121,0.708,-1.27,1.51,1.09,0.416,2.85,0.865,1,"lm.nb","NM_003747.2:1948"
"LDHB-mRNA",0.105,0.631,-1.13,1.34,1.08,0.457,2.53,0.869,1,"lm.nb","NM_001174097.2:1200"
"APC-mRNA",-0.103,0.649,-1.37,1.17,0.931,0.386,2.25,0.874,1,"lm.nb","NM_001127510.2:462"
"TNFRSF10B-mRNA",0.123,0.782,-1.41,1.66,1.09,0.376,3.15,0.876,1,"lm.nb","NM_003842.3:565"
"CXCL2-mRNA",-0.119,0.761,-1.61,1.37,0.921,0.328,2.59,0.877,1,"lm.nb","NM_002089.1:435"
"NFIL3-mRNA",-0.0689,0.454,-0.958,0.82,0.953,0.515,1.77,0.88,1,"lm.nb","NM_001289999.1:1466"
"IRF3-mRNA",0.1,0.66,-1.19,1.39,1.07,0.437,2.63,0.88,1,"lm.nb","NM_001197122.1:607"
"PFKM-mRNA",-0.0393,0.26,-0.548,0.469,0.973,0.684,1.38,0.88,1,"lm.nb","NM_000289.5:2672"
"UBE2C-mRNA",0.119,0.805,-1.46,1.7,1.09,0.364,3.24,0.883,1,"lm.nb","NM_007019.2:445"
"ZEB1-mRNA",0.0969,0.662,-1.2,1.39,1.07,0.435,2.63,0.884,1,"lm.nb","NM_001128128.2:2292"
"DAB2-mRNA",0.0674,0.462,-0.838,0.973,1.05,0.559,1.96,0.884,1,"lm.nb","NM_001244871.1:2475"
"MKI67-mRNA",0.173,1.26,-2.29,2.64,1.13,0.204,6.22,0.891,1,"loglinear","NM_002417.2:2005"
"GOT2-mRNA",-0.0425,0.31,-0.65,0.565,0.971,0.637,1.48,0.891,1,"lm.nb","NM_002080.3:674"
"EPM2AIP1-mRNA",-0.0702,0.515,-1.08,0.939,0.953,0.473,1.92,0.892,1,"lm.nb","NM_014805.3:1322"
"TLR5-mRNA",0.0591,0.434,-0.792,0.91,1.04,0.578,1.88,0.892,1,"lm.nb","NM_003268.5:2570"
"S100A8-mRNA",-0.0914,0.676,-1.42,1.23,0.939,0.375,2.35,0.893,1,"lm.nb","NM_002964.4:365"
"IFNGR1-mRNA",0.0742,0.55,-1,1.15,1.05,0.499,2.22,0.893,1,"lm.nb","NM_000416.2:1025"
"PALMD-mRNA",-0.0672,0.508,-1.06,0.929,0.954,0.478,1.9,0.895,1,"lm.nb","NM_017734.4:224"
"PKM-mRNA",-0.0805,0.612,-1.28,1.12,0.946,0.412,2.17,0.896,1,"lm.nb","NM_001206796.2:1533"
"TNFRSF11B-mRNA",0.0761,0.581,-1.06,1.21,1.05,0.479,2.32,0.896,1,"lm.nb","NM_002546.3:572"
"IRF7-mRNA",0.0555,0.438,-0.803,0.914,1.04,0.573,1.88,0.9,1,"lm.nb","NM_004029.2:1705"
"API5-mRNA",-0.0655,0.522,-1.09,0.958,0.956,0.47,1.94,0.901,1,"lm.nb","NM_001142930.1:1552"
"CTNNB1-mRNA",-0.0687,0.55,-1.15,1.01,0.953,0.452,2.01,0.901,1,"lm.nb","NM_001098209.1:1938"
"FUT4-mRNA",0.0518,0.419,-0.769,0.872,1.04,0.587,1.83,0.902,1,"lm.nb","NM_002033.3:1151"
"SFXN1-mRNA",-0.0648,0.526,-1.1,0.966,0.956,0.468,1.95,0.902,1,"lm.nb","NM_001322977.1:191"
"RICTOR-mRNA",-0.0882,0.718,-1.5,1.32,0.941,0.355,2.5,0.903,1,"lm.nb","NM_001285439.1:117"
"KAT2B-mRNA",-0.0752,0.621,-1.29,1.14,0.949,0.408,2.21,0.904,1,"lm.nb","NM_003884.4:1180"
"TWF1-mRNA",-0.0383,0.326,-0.678,0.601,0.974,0.625,1.52,0.907,1,"lm.nb","NM_002822.4:1574"
"CCL3/L1-mRNA",0.0793,0.692,-1.28,1.44,1.06,0.412,2.71,0.909,1,"lm.nb","NM_021006.5:411"
"HLA-DRB1-mRNA",0.0702,0.621,-1.15,1.29,1.05,0.451,2.44,0.91,1,"lm.nb","NM_002124.3:1016"
"FLNB-mRNA",0.0677,0.621,-1.15,1.29,1.05,0.451,2.44,0.914,1,"lm.nb","NM_001164319.1:8980"
"SGK1-mRNA",-0.0325,0.298,-0.617,0.552,0.978,0.652,1.47,0.914,1,"lm.nb","NM_005627.3:1621"
"SMAP1-mRNA",0.0538,0.504,-0.935,1.04,1.04,0.523,2.06,0.915,1,"lm.nb","NM_001044305.2:823"
"ADAM12-mRNA",0.0524,0.492,-0.912,1.02,1.04,0.531,2.02,0.916,1,"lm.nb","NM_003474.5:638"
"RELB-mRNA",-0.0584,0.552,-1.14,1.02,0.96,0.453,2.03,0.916,1,"lm.nb","NM_006509.3:956"
"RAD51C-mRNA",-0.0344,0.333,-0.687,0.618,0.976,0.621,1.53,0.918,1,"lm.nb","NM_058216.2:15"
"JAK1-mRNA",0.0433,0.421,-0.782,0.869,1.03,0.582,1.83,0.918,1,"lm.nb","NM_002227.1:285"
"BRD4-mRNA",0.0755,0.741,-1.38,1.53,1.05,0.385,2.89,0.919,1,"lm.nb","NM_001330384.1:2083"
"GLUD1-mRNA",0.0391,0.385,-0.716,0.794,1.03,0.609,1.73,0.919,1,"lm.nb","NM_005271.2:2680"
"PDZK1IP1-mRNA",0.154,1.54,-2.86,3.17,1.11,0.137,9.01,0.92,1,"loglinear","NM_005764.3:229"
"RPL7A-mRNA",-0.0546,0.557,-1.15,1.04,0.963,0.452,2.05,0.922,1,"lm.nb","NM_000972.2:657"
"ID4-mRNA",0.0803,0.828,-1.54,1.7,1.06,0.343,3.25,0.923,1,"lm.nb","NM_001546.3:2048"
"SLC1A5-mRNA",0.0529,0.552,-1.03,1.13,1.04,0.49,2.2,0.924,1,"lm.nb","NM_001145144.1:648"
"SNAI1-mRNA",-0.0503,0.536,-1.1,1,0.966,0.466,2,0.926,1,"lm.nb","NM_005985.3:960"
"JAK2-mRNA",0.0391,0.424,-0.791,0.869,1.03,0.578,1.83,0.927,1,"lm.nb","NM_004972.2:455"
"VTCN1-mRNA",0.0419,0.457,-0.853,0.937,1.03,0.553,1.91,0.927,1,"lm.nb","NM_001253849.1:871"
"ITGB2-mRNA",0.0563,0.649,-1.22,1.33,1.04,0.43,2.51,0.931,1,"lm.nb","NM_000211.3:1412"
"PTEN-mRNA",0.0496,0.592,-1.11,1.21,1.03,0.463,2.31,0.934,1,"lm.nb","NM_000314.6:6696"
"CDK2-mRNA",-0.0399,0.481,-0.984,0.904,0.973,0.506,1.87,0.934,1,"lm.nb","NM_001290230.1:1543"
"ENO1-mRNA",0.0478,0.598,-1.12,1.22,1.03,0.459,2.33,0.937,1,"lm.nb","NM_001428.3:782"
"SBNO2-mRNA",0.0472,0.631,-1.19,1.28,1.03,0.438,2.44,0.941,1,"lm.nb","NM_001100122.1:1686"
"TMEM173-mRNA",-0.0298,0.401,-0.816,0.757,0.98,0.568,1.69,0.941,1,"lm.nb","NM_198282.1:725"
"ITGAV-mRNA",-0.034,0.494,-1,0.935,0.977,0.499,1.91,0.945,1,"lm.nb","NM_001144999.2:2701"
"CD3D-mRNA",0.0365,0.567,-1.08,1.15,1.03,0.475,2.22,0.949,1,"lm.nb","NM_000732.4:127"
"TCF3-mRNA",0.043,0.731,-1.39,1.47,1.03,0.382,2.78,0.953,1,"lm.nb","NM_003200.3:276"
"ROCK1-mRNA",0.0338,0.578,-1.1,1.17,1.02,0.467,2.25,0.954,1,"lm.nb","NM_005406.2:3796"
"RAD50-mRNA",-0.0386,0.661,-1.33,1.26,0.974,0.397,2.39,0.954,1,"lm.nb","NM_005732.3:1357"
"RBL2-mRNA",0.0321,0.582,-1.11,1.17,1.02,0.464,2.25,0.956,1,"lm.nb","NM_001323611.1:1085"
"KIR2DL3-mRNA",-0.0285,0.538,-1.08,1.03,0.98,0.472,2.04,0.958,1,"lm.nb","NM_015868.2:145"
"F2RL1-mRNA",-0.0378,0.728,-1.46,1.39,0.974,0.363,2.62,0.959,1,"lm.nb","NM_005242.4:1388"
"POLD1-mRNA",0.0204,0.407,-0.777,0.818,1.01,0.584,1.76,0.96,1,"lm.nb","NM_001256849.1:1356"
"ATM-mRNA",-0.0289,0.592,-1.19,1.13,0.98,0.439,2.19,0.961,1,"lm.nb","NM_000051.3:393"
"BMP2-mRNA",0.019,0.405,-0.774,0.812,1.01,0.585,1.76,0.963,1,"lm.nb","NM_001200.3:1193"
"RRM2-mRNA",0.027,0.589,-1.13,1.18,1.02,0.458,2.27,0.963,1,"lm.nb","NM_001034.1:490"
"JAG1-mRNA",0.0647,1.43,-2.74,2.87,1.05,0.149,7.33,0.964,1,"loglinear","NM_000214.2:3509"
"SIRPA-mRNA",-0.0188,0.422,-0.846,0.808,0.987,0.557,1.75,0.965,1,"lm.nb","NM_001040023.1:3355"
"MLH1-mRNA",0.012,0.273,-0.523,0.547,1.01,0.696,1.46,0.965,1,"lm.nb","NM_000249.2:1605"
"DTX4-mRNA",-0.0245,0.561,-1.12,1.07,0.983,0.459,2.11,0.965,1,"lm.nb","NM_015177.1:4820"
"GPSM3-mRNA",0.0253,0.593,-1.14,1.19,1.02,0.455,2.28,0.966,1,"lm.nb","NM_001276501.1:915"
"BAX-mRNA",-0.0201,0.5,-0.999,0.959,0.986,0.5,1.94,0.968,1,"lm.nb","NM_004324.3:330"
"ITGAE-mRNA",0.0166,0.425,-0.816,0.849,1.01,0.568,1.8,0.969,1,"lm.nb","NM_002208.4:3647"
"BCL2-mRNA",-0.0252,0.645,-1.29,1.24,0.983,0.409,2.36,0.969,1,"lm.nb","NM_000633.2:1525"
"C1QA-mRNA",-0.0239,0.615,-1.23,1.18,0.984,0.427,2.27,0.969,1,"lm.nb","NM_015991.3:636"
"SPP1-mRNA",-0.0533,1.44,-2.88,2.78,0.964,0.135,6.86,0.971,1,"loglinear","NM_000582.2:760"
"CCNE1-mRNA",0.0168,0.46,-0.885,0.919,1.01,0.541,1.89,0.971,1,"lm.nb","NM_001238.1:1155"
"MMP7-mRNA",-0.0526,1.49,-2.98,2.87,0.964,0.127,7.32,0.972,1,"loglinear","NM_002423.3:265"
"LILRA1-mRNA",0.0189,0.536,-1.03,1.07,1.01,0.489,2.1,0.972,1,"lm.nb","NM_001278318.1:486"
"P4HA2-mRNA",0.0252,0.719,-1.38,1.43,1.02,0.383,2.7,0.972,1,"lm.nb","NM_001017973.1:1748"
"BAMBI-mRNA",0.016,0.474,-0.914,0.945,1.01,0.531,1.93,0.973,1,"lm.nb","NM_012342.2:824"
"PPARGC1B-mRNA",0.0149,0.481,-0.928,0.957,1.01,0.526,1.94,0.975,1,"lm.nb","NM_001172699.1:1010"
"RSAD2-mRNA",-0.0148,0.504,-1,0.973,0.99,0.499,1.96,0.977,1,"lm.nb","NM_080657.4:1057"
"AKT1-mRNA",0.0148,0.538,-1.04,1.07,1.01,0.487,2.1,0.978,1,"lm.nb","NM_005163.2:2207"
"PDK1-mRNA",-0.0102,0.438,-0.869,0.848,0.993,0.548,1.8,0.981,1,"lm.nb","NM_002610.3:401"
"PTPN11-mRNA",0.0059,0.258,-0.499,0.511,1,0.708,1.42,0.982,1,"lm.nb","NM_001330437.1:228"
"HLA-DRB5-mRNA",-0.0306,1.47,-2.9,2.84,0.979,0.134,7.18,0.983,1,"loglinear","NM_002125.3:135"
"IL33-mRNA",0.0103,0.579,-1.12,1.15,1.01,0.459,2.21,0.986,1,"lm.nb","NM_033439.3:1842"
"RPL23-mRNA",-0.00902,0.627,-1.24,1.22,0.994,0.424,2.33,0.989,1,"lm.nb","NM_000978.3:100"
"E2F3-mRNA",-0.00689,0.499,-0.985,0.971,0.995,0.505,1.96,0.989,1,"lm.nb","NM_001243076.2:2707"
"GLUL-mRNA",-0.00573,0.458,-0.904,0.893,0.996,0.534,1.86,0.99,1,"lm.nb","NM_002065.6:1485"
"MAP3K7-mRNA",0.00322,0.285,-0.556,0.563,1,0.68,1.48,0.991,1,"lm.nb","NM_003188.3:1178"
"MTOR-mRNA",-3.55e-17,0.537,-1.05,1.05,1,0.482,2.08,1,1,"lm.nb","NM_004958.3:3444"
