raid,name,address,countryname,statename,countyname,cityname,zip,lat,lon,email,phone,website,facebook,instagram,twitter,linkedin
76b7d2c402b78781712072859f403ac8,Nevada Dispensary Association,521 S 7th St,US,NV,Clark,Las Vegas,89102,36.14543,-115.186825,info@nvdispense.com,+1 702-483-7255,https://www.nvdispense.com/,https://www.facebook.com/nvcannorg,https://www.instagram.com/nvcannorg/,https://twitter.com/nvcannorg,
7a015b6c61c9deb9ae3f1cd991d1ca88,Michigan Cannabis Manufacturers Association (MCMA),40600 Ann Arbor Rd E Suite 201,US,MI,Wayne,Plymouth,48170,42.367689,-83.534306,,,https://www.michigancma.com/,,,https://twitter.com/michigancma,
7a54f378822950a96ba71e3092accbfb,Association of Canadian Cannabis Retailers (ACCRES),,CAN,BC,,,,,,info@accres.ca,+1 604-710-1794,https://accres.ca/,,https://www.instagram.com/rccbc.ca/,https://twitter.com/rccbc_ca,https://www.linkedin.com/company/accres-ca/%20
7aa23adf7810229a325513c1f713da7b,National Cannabis Risk Management Association,100 Allegheny Dr.,US,PA,Allegheny,Warrendale,15086,40.674947,-80.106364,info@ncrma.net,(833) 696-2762,https://ncrma.net/,,,,https://www.linkedin.com/company/thencrma/
7ab2edf9009fc4994b07acbf25b4475f,Delaware Cannabis Policy Coalition,,US,DE,,,,,,,,https://www.delawarecannabispolicy.org/,https://www.facebook.com/Legalindelaware,,https://twitter.com/DECPCoalition,
7ab896e427b9a64d4ed3c8f419076fef,Hemp Industries Association of Florida,225 SOUTH ADAMS ST,US,FL,Leon,Tallahassee,32301,30.427753,-84.258472,info@hiafl.org,(954) 500-4367,"1. https://www.hiafl.org/
2. https://thehia.org/state_hemp_info/florida/",https://www.facebook.com/flhia/,,,https://www.linkedin.com/company/hiafl/?originalSubdomain=nz
7bb6e257993a7a93efb6e15059c2f8bb,Nevada County Cannabis Alliance (The Alliance),"419 Broad Street, Suite C",US,CA,Nevada,Nevada City,95959,39.347811,-120.918728,info@nccannabisalliance.org,(530) 264-7376,https://www.nccannabisalliance.org/,https://www.facebook.com/nevadacountyalliance/,https://www.instagram.com/nevadacountyalliance/,,
7bd1ebb8ed77a732feb8c388ece83c76,Umpqua Cannabis Association,2580 NE Stephens St,US,OR,Douglas,Roseburg,97470,43.250675,-123.242413,umpquacannabis@gmail.com,,www.umpquacannabisassociation.com,https://www.facebook.com/roseburguca/,,,
7c2dae9257729a9dcb826082dc28fea8,MS Cannabis Trade Association (MSCTA),1888 Main Street Ste. C #298,US,MS,,Madison,,,,info@mscta.org,+1 601-454-9969,https://www.mscta.org/,https://www.facebook.com/MSCTAssoc,https://www.instagram.com/msctassoc/,https://twitter.com/MSCTAssoc,https://www.linkedin.com/company/73430301/
7cb5b6b49307607c86162cbabd82e8be,Cannabis Industry Association of Wisconsin,2 E Mifflin St Ste 200,US,WI,Dane,Madison,53703,43.079575,-89.378389,info@ciaw.com,(608) 283-6704,https://ciawi.org/,,,,
7cfc0a1b1d321440867f24060346f80a,The Association of Cannabis Specialists,,US,MA,,Boston,,,,info@cannaspecialists.org,855-864-4404,https://cannaspecialists.org/,https://www.facebook.com/cannaspecialists/,,,https://www.linkedin.com/company/cannaspecialists/
7d0c450b255e05d4b62f9cd4fd53ff3f,New York Cannabis Growers & Processors Association,"165 Main St, Suite 8",US,NY,Cortland,Cortland,13045,42.573849,-76.202145,"contact@cany.org, press@cany.org",(607) 323-1436,https://www.cany.org/,https://www.facebook.com/thinkcany,https://www.instagram.com/thinkcany/,https://twitter.com/thinkcany,
8031a4f578cc2e7b398c25b751e7a7dd,Cannabis Business Association of Illinois,"524 S. Second St., Suite 200",US,IL,Sangamon,Springfield,62701,39.800708,-89.648813,info@cbail.org,,https://www.cbail.org/,https://www.facebook.com/cannabizil/,https://www.instagram.com/cannabiz.il/,https://twitter.com/CannabizIL,https://www.linkedin.com/company/cbail/
80a7905d8ab9fafa6ba205df2fb83cbd,West Virginia Hemp Industries Association,113 Ann St,US,WV,Wood,Parkersburg,26101,39.240324,-81.575872,info@thehia.org,(707) 874-3648,https://thehia.org/state_hemp_info/west-virginia/,https://www.facebook.com/thehia/,https://www.instagram.com/hempindustriesassociation/,https://twitter.com/thehia,https://www.linkedin.com/company/hemp-industries-association/
8505ee80deed3f223a58c5b9124d85fd,Pennsylvania Cannabis Coalition (PCC),P.O. Box 11501,US,PA,Dauphin,Harrisburg,17108,,,meredith@pcanna.org,(717) 220-3508,https://www.pcanna.org/,,,,
85ab23b5a5f711d95cd1f26e48590b22,Maryland Wholesale Medical Cannabis Association,,US,MD,,,,,,info@canmd.org,,https://www.canmd.org/,https://www.facebook.com/MWMCTA,,https://twitter.com/MWMCTA,https://www.linkedin.com/company/canmd/
85f364cad3d0524e361ffe2edb0e7169,America Israel Cannabis Association,2209 Larimer St.,US,CO,Denver,Denver,80205,39.758857,-104.962829,"michael@aicannabis.com,  sara@aicannabis.com, info@aicannabis.com",516-680-1874,https://aicannabis.com/,https://www.facebook.com/AICAssociation/,,,https://www.linkedin.com/company/aicannabis/
860c49c6ced0fcbb110b84a8569f3870,Maryland Medical Dispensary Association (MDMDA),,US,MD,,,,,,,,https://www.mdmda.org/,,,,
8638d988f5326c0557ac97f7c3428f3e,Arizona Cannabis Bar Association,402 E Southern Ave,US,AZ,Maricopa,Phoenix,85016,33.511517,-112.019166,azcannabar@gmail.com,,https://azcannabar.org/,https://www.facebook.com/ThemeFusionAvada,https://www.instagram.com/themefusion/,https://twitter.com/theme_fusion,
86d8242c146357cae573208c389816b3,Cannabis Executive Council (CEC),,US,FL,,,,,,members@cannexcouncil.com,,http://cannexcouncil.com/,https://www.facebook.com/cannexcouncil/,,,
870ab290c81cc215a1fd1343bc5989eb,Iowans for Medical Marijuana,Post Office Box 41381,US,IA,Polk,Des Moines,50311,41.601037,-93.672894,carl-olsen@mchsi.com,515-343-9933,https://www.iowamedicalmarijuana.org/,https://www.facebook.com/iowammj/,,,
8766c45e9266a2dc976de401a07cd3e1,Wisconsin Cannabis Association,"1345 N. Jefferson St, #136, Milwaukee, WI 53202, us",US,WI,Milwaukee,Milwaukee,53202,43.049579,-87.89252,,414-253-1347,https://wiscta.com/,,,,
88b3f1cdbb6fc406dbffc04407702816,Georgia Medical Cannabis Society,2847 Veterans Memorial Hwy SW Unit #1414,US,GA,Cobb,Austell,30168,33.783542,-84.588106,info@georgiamcs.org,(678) 403-8965,https://georgiamcs.org/,https://www.facebook.com/GMCS710/,,,https://www.linkedin.com/company/georgia-medical-cannabis-society-inc/
8a2f1e1b86781406f5ce0badbfd42baa,Monterey County Cannabis Industry Association (MCCIA),"108 Webster St, Monterey, California, 93940, United States",US,CA,Monterey,Monterey,93940,36.57469,-121.840854,info@mccia.com,(831) 402-4275,https://www.mccia.com,https://www.facebook.com/mcciassoc/,,https://twitter.com/mcciassoc?lang=en,
8af1ad434fa8c05b025af65e34bc6cda,National Hemp Association,"1629 K Street, NW, Suite 300",US,DC,District Of Columbia,Washington,20006,38.898609,-77.041461,execdir@nationalhempassociation.org,+1 202-706-3911,https://nationalhempassociation.org/,https://www.facebook.com/HempAssociation,https://www.instagram.com/nationalhempassociation/,https://twitter.com/NatHempAssoc,https://www.linkedin.com/company/nationalhempassociation/
8ba8048406e226598e1bc2d0ac6b4f4e,The National Cannabis Industry Association,"128 C St NW, Washington",US,DC,District Of Columbia,Washington,20001,38.910353,-77.017739,info@thecannabisindustry.org,+1 888-683-5650,https://thecannabisindustry.org/,https://www.facebook.com/TheNCIA,https://www.instagram.com/nationalcannabisindustry/,https://twitter.com/NCIAorg,https://www.linkedin.com/company/national-cannabis-industry-association/
8deaa162bc9c4f4f0306edac259b8a3f,The Minnesota Cannabis Association,703 W Lake St,US,MN,Hennepin,Minneapolis,55408,44.940425,-93.292639,contact@mncannabisassociation.org,,https://www.mncannabisassociation.org/,https://www.facebook.com/MNHempOfficial/,,,https://www.linkedin.com/company/minnesota-hemp-association/
8fc0969a5d68635d6d9c40a1ef052d91,Minorities for Medical Cannabis (M4MM),927 Goldwyn Avenue Suite 124,US,FL,Orange,Orlando,32805,28.52938,-81.403667,info@minorities4medicalmarijuana.org,877-900-0832,https://minorities4medicalmarijuana.org/#,https://www.facebook.com/m4mmunited,https://www.instagram.com/m4mmunited,https://www.twitter.com/m4mmunited,https://www.linkedin.com/company/m4mm/
902d318c3da1798217787ea88216347b,Tennessee Medical Cannabis Trade Association (TMCTA),,US,TN,,,,,,,,https://www.tmcta.com/,,,,
9032a0dcc9790a6e1cd828a2437bba5b,The Michigan Cannabis Industry Association,"101 S. Washington Square #820 , Lansing, MI 48933",US,MI,Ingham,Lansing,48933,42.731996,-84.554683,info@micia.org,(517)-657-7535,https://micia.org/,,,,
9191bbcf4507bcb96bcd48e6b089a2c4,Cannabis Business Association of Virginia,"919 E. Main Street, Suite 1300",US,VA,Richmond City,Richmond,23219,37.539769,-77.435528,info@cannabizva.org,804-823-4015,https://www.cannabizva.org/,https://www.facebook.com/CannaBizVA/,https://www.instagram.com/cannabizva/,https://twitter.com/cannabizva1,https://www.linkedin.com/company/cannabizva/
9431192a44eb66bbc025f9c53f0fd003,American Trade Association for Cannabis and Hemp (ATACH),712 H ST NE UNIT #518,US,DC,District Of Columbia,Washington,20002,38.905026,-76.983607,info@atach.org,,https://atach.org,https://m.facebook.com/people/American-Trade-Association-For-Cannabis-And-Hemp/100079745773380/,,https://twitter.com/atachorg,
94e3bcd1b053fc80d04c5de04bfa014a,Eastern Washington Cannabis Association,,US,WA,,,,,,,,http://ewaca.us/,https://www.facebook.com/ewca.us/,,,
967ef4fedf159dc96b08fd10905df1e5,Central Coast Cannabis Council (CCCC),"Union Station, 2 Washington Square",US,MA,Worcester,Worcester,01604,42.253254,-71.767957,commission@cccmass.com,(833) 869-6820,,,https://www.instagram.com/centralcoastcannabiscouncil/?hl=en,,
968542608d5bc1d65096022e1457da8b,"Alberta Gaming, Liquor and Cannabis (AGLC)",50 Corriveau Avenue,CAN,AB,,Saint Albert,,,,liquorservices@aglc.ca,+1 780-447-8727,https://www.aglc.ca,https://www.facebook.com/AGLC.Alberta/,https://instagram.com/aglc.ca,https://twitter.com/AGLC,https://www.linkedin.com/company/aglc
96d0eff1e434269caf2d893fb32177f6,Society of Cannabis Clinicians,1540 International Pkwy,US,FL,Seminole,Lake Mary,32746,28.771236,-81.35466,info@cannabisclinicians.org,,https://www.cannabisclinicians.org/,https://www.facebook.com/cannaclinicians/,,https://twitter.com/CannaClinicians,https://www.linkedin.com/company/cannaclinicians/
97b3f025b80279e86507f8fd1719cc3f,BIPOCANN,,US,CO,,Denver,,,,info@bipocann.com,720-644-9253,https://bipocann.com,https://www.facebook.com/bipocann,https://www.instagram.com/bipocann,https://www.twitter.com/bipocann,https://www.linkedin.com/in/ernestltoney/
9823dff117857730584694b1f4a091a8,Missouri Cannabis Trade Association,"131 W. High Street, #164",US,MO,Cole,Jefferson City,65102,,,director@mocanntrade.org,(800) 766-0599,https://www.mocanntrade.org/cpages/home,https://www.facebook.com/mocanntrade,https://www.instagram.com/mocanntrade/,https://twitter.com/mocanntrade,https://www.linkedin.com/company/mocanntrade/
988c897cc1c8c7b500d0026975c6ef8f,Cannabis Certification Council,,US,CO,,Denver,,,,,,https://www.cannabiscertificationcouncil.org,,https://www.instagram.com/cannacertcouncil/?hl=en,https://twitter.com/cannacouncil?lang=en,https://www.linkedin.com/company/cannabis-certification-council/
9958bd583fcc0db837e68d5993c49f1c,New Jersey Cannabis Industry Association (NJCIA),,US,NJ,,,,,,njcia@newjerseycia.org,,http://newjerseycia.org/,https://www.facebook.com/NJCIA/,https://www.instagram.com/_njcia/?hl=en,https://twitter.com/_NJCIA,https://www.linkedin.com/company/njcia/
9ca463d41d48649e07ae1e9e11512e58,Southeast Hemp Association,,,,,,,,,,,http://ww12.sehemp.org/,,,,
9cbcebb588135031254ece5654a48609,NORML,"1420 K Street NW   Suite 350   Washington, DC 20005",US,DC,District Of Columbia,Washington,20005,38.904674,-77.031578,norml@norml.org,202-483-5500,https://norml.org,https://facebook.com/norml,https://instagram.com/natlnorml,https://twitter.com/norml,https://www.linkedin.com/company/norml
9ccc42e9b1c662424b44a1f361e43ade,MassCBA,,,,,,,,,,,https://www.masscba.com/,,,,
9e81210ac66b0e707222f133caf29f38,American Association for Cannabis and Hemp,"712 H ST NE, UNIT #518",US,DC,District Of Columbia,Washington,20002,38.905026,-76.983607,info@atach.org,,https://atach.org/,https://m.facebook.com/people/American-Trade-Association-For-Cannabis-And-Hemp/100079745773380/,,,
9f83dea92dfdcf294c3779e1def25b40,Las Vegas Medical Marijuana Association (LVMMA),,US,NV,,,,,,"jlaub@lvmma.org, info@lvmma.org",,https://lvmma.org/,,,,
9f9b1c0f6683863376b5d6b6f4363995,Michigan Medical Marijuana Association,30903 Northwestern Hwy,US,MI,Oakland,Farmington Hills,48334,42.504694,-83.349204,mmmacontact@gmail.com,,https://michiganmedicalmarijuana.com/,https://www.facebook.com/MMMA.org/,https://www.instagram.com/medicalmarijuanaassociation/,,
9fc944a70d5b685e86d9cef92555a1c8,Craft Cannabis Alliance (CCA),"634 NW Flanders Street, #238",US,OR,Multnomah,Portland,97209,45.531124,-122.683951,adam@craftcannabisalliance.org,,http://www.craftcannabisalliance.org/,https://www.facebook.com/ourcraftfuture/,https://www.instagram.com/ourcraftfuture/?hl=en,,https://www.linkedin.com/in/thatadamsmith/
a004fa7d3ffcc77df671200c95d3727c,The Kentucky Hemp Association,P.O. Box 70773,US,KY,Jefferson,Louisville,40270,,,info@kyhempassociation.org,,https://kyhempassociation.org/,https://www.facebook.com/KYHempAssoc/,https://www.instagram.com/kyhempassoc,https://twitter.com/ky_hemp,https://www.linkedin.com/company/kentucky-hemp-association/
a068c8a513905aac78a7ee4355856f54,Cannabis Chamber of Commerce,"5694 Mission Center Rd, STE 602-224",US,CA,San Diego,San Diego,92108,32.774046,-117.142454,"info@thecannabischamber.com, events@thecannabischamber.com",(888) 860-3949,https://www.thecannabischamber.com/,https://www.facebook.com/cannabizchamberofcommerce/,https://www.instagram.com/cannabischamberofcommerce/,https://twitter.com/ChamberCannabis,https://www.linkedin.com/company/thecannabischamber/
a2c985541dd1cbdfa5eac493d22aafc1,South Carolina Compassionate Care Alliance,,US,SC,,,,,,jill@sccompassion.net,864-551-3334,https://www.sccompassion.com/,https://www.facebook.com/OfficialSCCCA,,https://twitter.com/officialsccca,https://www.linkedin.com/company/sc-compassionate-care-alliance/
a455d08b8e117f3183cf0cf6bca9ee28,New Jersey Trade Association (NJCTA),,US,NJ,,,,,,brandon@thomasboyd.com,856.840.4089,https://www.njcannabistrade.org/,,,,
a4a01f11279d7944ad7ec5f99a302b52,Iowa Hemp Association,11275 NW Aurora Ave.,US,IA,Polk,Urbandale,50322,41.634164,-93.73436,info@iowahia.org,(563) 506-8714,https://iowahia.org/,,,https://twitter.com/IowaHemp,
a4c61cf4338029a50a88ff51e87e8efb,The Cannabis Alliance,"12345 Lake City Way NE, #170",US,WA,King,Seattle,98125,47.716513,-122.295829,info@thecannabisalliance.us,253.235.9054,https://thecannabisalliance.us/,https://www.facebook.com/TheCannaAlliance/,https://www.instagram.com/thecannabisalliance/,https://twitter.com/CannAlliance,
a69d94e11fefa52e4b728b9cc20fcebd,Oregon Cannabis Association,,US,OR,,,,,,"info@orcannabisassociation.org
","(503)893-5081, 503-539-4394",https://orcannabisassociation.org/,https://www.facebook.com/orcannassociation/,https://www.instagram.com/oregoncannabisassociation/?hl=en,,
a717f7ad0f523793b10cd5bc96b23a39,Cannabis Trades Association,,,,,,,,,,+44 7798 871171,https://www.cannabistrades.org/,https://www.facebook.com/HempTradesUK,https://www.instagram.com/cannabistradesuk/,https://twitter.com/cannabis_trades,https://www.linkedin.com/company/cannabis-trades-association-uk/
a7acaeb5cfe8ba544e89ad711d37e577,NH Cannabis Association,184 Linden Street.,US,NH,Hillsborough,Manchester,03104,43.009552,-71.439782, info@newenglandwebstrategies.com,(617) 391-8648,https://nhcann.org/,https://www.facebook.com/NHCannAssociation/,https://www.instagram.com/nhcann/,https://twitter.com/NhcannO,https://www.linkedin.com/company/nhcannabisassociation/
aa23ca4d4a9aaa217ed8ae9a55e8b294,Florida for Care,801 N Magnolia Ave,US,FL,Orange,Orlando,32803,28.555829,-81.346291,info@floridaforcare.org,407-930-3525,floridaforcare.org,https://www.facebook.com/FloridaForCare/,,,
aa6aad8ec6f7d6e02ad986c460e5393c,National Cannabis Association of Ohio,"128 C Street Northwest,",US,DC,,Washington,,,,info@thecannabisindustry.org,+1 888-683-5650,https://thecannabisindustry.org/category/ohio/,https://www.facebook.com/TheNCIA,https://www.instagram.com/nationalcannabisindustry/,https://twitter.com/NCIAorg,https://www.linkedin.com/company/national-cannabis-industry-association/
aaae84610e1f30bd8b3a2d6296704512,Cascade Cannabis Assocaiton,,US,OR,,,,,,hello@cascade-cannabis.org,,,https://www.facebook.com/cascadecanna/,https://www.instagram.com/cascade_cannabis_association/?hl=en,,
ab895af3b4ed354f4ab696f76ab25c2d,Oregon Cannabis Business Council,1321 Upland Dr. PMB 20945,US,TX,Harris,Houston,77043,29.81093,-95.584639,info@natureandbloom.com,+20 3 4882378,https://www.natureandbloom.com/oregoncbc/,https://www.facebook.com/naturebloomcbd/,https://www.instagram.com/naturebloomcbd/,,
ac1060bf71f065978355f58675a4cded,The Canadian Medical Cannabis Industry Association,,CAN,,,,,,,,,,,,,
af5b0a01934354f8e06e3071d207dc08,Virginia Medical Cannabis Coalition (VMCC),"P.O. Box 12973, Newport News, VA 23612",US,VA,Newport News City,Newport News,23612,,,info@vmccequity.org,,https://vmccequity.org/,,,,
afdc4cd097b9c65d9e548b8a85594a13,Craft Cannabis Alliance,,,,,,,,,adam@craftcannabisalliance.org,,http://www.craftcannabisalliance.org/,https://www.facebook.com/ourcraftfuture/,https://www.instagram.com/ourcraftfuture/?hl=en,,
b1502d8afb89487923bc9482ac9da67f,Ohio Cannabis Association,,US,OH,Franklin,Columbus,43215,39.966856,-83.01296,,(614) 591-4210,https://ohiocannabisassociation.com/,,,,
b575df90db5f154410242dd927fb8e2b,New Jersey CannaBuisness Association,,US,NJ,,,,,,njcia@newjerseycia.org,,http://newjerseycia.org/,https://www.facebook.com/NJCIA/,https://www.instagram.com/_njcia/?hl=en,https://twitter.com/_NJCIA,https://www.linkedin.com/company/njcia/
b5d167b939e992b80126397ff2123398,The Georgia Cannabis Industry Association,,US,GA,,,,,,,,,,,,
b7424fe1e8750c5a120fe8eb5dc292f9,Southern Colorado Cannabis Council,,US,CO,El Paso,Colorado Springs,80903,38.831526,-104.815062,info@sococc.org,502-396-5663,https://www.sococc.org,https://www.sococc.org/#,,,
b76ef03429e4cef7f312ddf5fa03ce27,Cannabis Distribution Association,"1127-11th Street, Suite 609",US,CA,Sacramento,Sacramento,95814,38.580568,-121.49559,membership@distributeca.org,916-304-4714,https://www.distributeca.org/,https://www.facebook.com/distributeca/,https://www.instagram.com/distributeca/,,https://www.linkedin.com/company/distributeca
b835d3c3d873a1de1295a6940f9536a7,Santa Ana Cannabis Association,,US,CA,,,,,,info@sacannabis.org,,https://sacannabis.org,https://www.facebook.com/sacaorg/,,,
b8defc99581ceebad2881ffa67d63817,New Brunswick Cannabis Office (NBCO),,CAN,NB,,Fredericton,,,,info@cannabis-coordinator.com,,https://cannabis-coordinator.com/,https://www.facebook.com/profile.php?id=100028107655654,,https://twitter.com/nbcanofficer?lang=en,
bb5f4477884ff80acf102469c5a4346d,Grupo Promotor de la Industria de Cannabis,"Horacio #632, Polanco IV Seccion,Mexico City, Mexico 11550",MX,,,,,,,contacto@gpic.mx,+52 55 7601 0424,https://gpic.mx/,https://www.facebook.com/gpicmexico,,https://twitter.com/gpicmx,https://ca.linkedin.com/company/gpicmx
bb91bd8c24b4559fb878b4b7794253ad,Vermont Growers Association,"PO BOX 5324, Burlington, Vermont",US,VT,,Burlington,,,,,,https://www.vermontgrowers.org/,,https://www.instagram.com/vermontgrowers/,https://twitter.com/vermontgrowers,
bcae75029c384b73cdb77659545f2c39,Marijuana Policy Project (MPP),P.O. Box 21824,US,DC,District Of Columbia,Washington,20009,38.919144,-77.037381,media@mpp.org,202-462-5747,https://www.mpp.org,https://www.facebook.com/MarijuanaPolicyProject,https://instagram.com/marijuanapolicyproject,https://twitter.com/marijuanapolicy,
bcb043eb06bff07516441c5baa6af902,The Association of Food and Drug Officials,"155 Market Street, 3rd floor",US,PA,York,York,17401,39.959462,-76.733457,afdo@afdo.org,+1 (717) 757   2888,https://www.afdo.org/,https://www.facebook.com/profile.php?id=100063700746208,https://www.instagram.com/afdo1896/,https://twitter.com/afdonews,https://www.linkedin.com/company/association-of-food-and-drug-officials/
bf325acfc841703e443d80d40da11b2f,Project CBD,,,,,,,,,info@projectcbd.org,,https://projectcbd.org/,https://www.facebook.com/ProjectCBD/,https://www.instagram.com/project_cbd/,,https://www.linkedin.com/company/projectcbd/
bfff9a57f9d1f95bc64b31ca58a03d28,California Distribution Association (CDA),,US,CA,,,,,,,,https://www.distributeca.org,,https://www.instagram.com/distributeca/,,
c4212ad7bf5490fcbf7bc050aa0ae14b,Marijuana Industry Trade Association Arizona (MITA-AZ),410 W. 1st St Suite 104,US,AZ,Maricopa,Tempe,85281,33.42744,-111.934004,info@mita-az.org,(480) 616-1461,https://mita-az.org/,,,,
c4f222b13bc02550532e11639290fa5c,Wisconsin Cannabis Trade Association (WISCTA),"1345 N. Jefferson St, #136, Milwaukee, WI 53202, us",US,WI,Milwaukee,Milwaukee,53202,43.049579,-87.89252,,4142531347,https://wiscta.com/,,,,
c5be9f3ce72379eb0ca6234e0cdd0425,U.S. Cannabis Council (USCC),"1100 New Jersey Ave SE, Suite 2000 #249, Washington DC 20003",US,DC,District Of Columbia,Washington,20003,38.881904,-76.990935,info@uscc.org,,https://www.uscc.org,https://www.facebook.com/USCannCouncil/,,https://twitter.com/USCannabisCncl,https://www.linkedin.com/company/us-cannabis-council/?viewAsMember=true
c6088f57954bacc5391e0ffac6cad297,International Cannabis Bar Association,,,,,,,,,,,https://incba.org/,https://www.facebook.com/theINCBA,https://www.instagram.com/the.incba/,https://twitter.com/theINCBA,https://www.linkedin.com/company/international-cannabis-bar-association
c66314986328c9e8a9f5b6560a75e7a8,Texas Hemp Growers,P.O. Box 53031,US,TX,Lubbock,Lubbock,79453,,,info@txhempgrowersassociation.com,(806) 240-0210,https://txhempgrowersassociation.com/,https://www.facebook.com/growtexashemp/,https://www.instagram.com/texashempgrowers/,https://twitter.com/TXHempFarmers,
c6fa03a60c52ef6980bc8776f7a23d17,San Luis Obispo County Cannabis Growers Alliance,,US,CA,,San Luis Obispo,,,,,,https://slogrow.org,,,,
c73b522b884b26e52ebf5dc3a842c464,Medical Marijuana Caregivers of Maine (MMCM),,US,ME,,,,,,,,https://mmcm-online.org/,,,,
c7414518144dad7d19f2b06dbecd62c3,Americans for Safe Access (ASA),1624 U St NW Ste 200,US,DC,District Of Columbia,Washington,20009,38.919144,-77.037381,info@safeaccessnow.org,202.857.4272,https://www.safeaccessnow.org,https://www.facebook.com/safeaccessnow,https://www.instagram.com/americansforsafeaccess/,https://twitter.com/safeaccess,https://www.linkedin.com/company/americans-for-safe-access/
c87bbc2f4fed007540d7cfd73744355b,United Cannabis Business Association (UCBA),"13351 Riverside Dr 401, Sherman Oaks, California, 91423",US,CA,Los Angeles,Sherman Oaks,91423,34.148617,-118.433298,info@ucba.com,(213) 255-9210,https://ucba.com/,https://www.facebook.com/UCBANetwork/,https://www.instagram.com/ucbanetwork/,https://twitter.com/UCBA_Network,https://www.linkedin.com/company/ucba/
c96392e8426e9806456d785e7a526033,Vashon Island Marijuana Entrepreneurs Alliance (VIMEA),"PO Box 2327, Vashon Island",US,WA,King,Vashon,98070,47.407196,-122.473322,,,http://www.vimea.org/,,,,
cb9cc5facd0d4199fa001cadb60433ff,National Cannabis Industry Association of Ohio,"128 C Street Northwest,",US,DC,,Washington,,,,info@thecannabisindustry.org,+1 888-683-5650,https://thecannabisindustry.org/category/ohio/,https://www.facebook.com/TheNCIA,https://www.instagram.com/nationalcannabisindustry/,https://twitter.com/NCIAorg,https://www.linkedin.com/company/national-cannabis-industry-association/
ccda89673a98dd672debedc6dad10596,South Carolina Hemp Association (SCHA),,US,SC,,,,,,,,http://schempassociation.org/,,,,
cd6883ff16a1da28670a39327d6c4573,Oklahoma Medical Marijuana Authority,PO Box 262266,US,OK,Oklahoma,Oklahoma City,73126,,,ommacommunications@omma.ok.gov,+1 405-522-6662,https://oklahoma.gov/omma.html,https://www.facebook.com/OMMAOK/,https://www.instagram.com/ommaok/,https://twitter.com/OMMAOK,https://www.linkedin.com/company/ommaok/
ceb0c10694e0c252f36513076431e236,Maryland Medical Cannabis Commission,"849 International Drive, 4th Floor",US,MD,Anne Arundel,Linthicum,21090,39.208481,-76.672517,,410-487-8100,https://mmcc.maryland.gov/Pages/home.aspx,https://www.facebook.com/MCAdminOfficial/,https://www.instagram.com/mcadminofficial/,https://twitter.com/MDCannabis/,https://www.linkedin.com/company/maryland-medical-cannabis-commission/?viewAsMember=true
d0569261aa5cfc9c83a5b9fb3e1bc692,Central Coast Cannabis Council (CCCC),3940 Broad St # 7,US,CA,San Luis Obispo,San Luis Obispo,93401,35.23575,-120.615973,communications@ccccouncil.com,(805) 244-5349,https://ccccouncil.com/,,https://www.instagram.com/centralcoastcannabiscouncil/?hl=en,,
d11fa42c3e355f4a04fd92fe0b8b5320,Oregon Cannabis Retailers,PO Box 42516,US,OR,Multnomah,Portland,97242,45.5,-122.65,staff@oregoncannabisretailers.com,541.632.4442,https://oregoncannabisretailers.com/,https://www.facebook.com/OregonPotStores/,https://www.instagram.com/oregonpotstores/,https://twitter.com/OregonPotStores,https://www.linkedin.com/company/oregon-retailers-of-cannabis-association/
d409ede06fcf574e5d5e4dab09eb3d5c,Arizona Medical Cannabis Association,8376 N El Mirage Rd Bldg 2 Suite 2,US,AZ,Maricopa,El Mirage,85335,33.592283,-112.327691,info@theazcs.com,+(888) 249-2927,https://theazcs.com/,https://www.facebook.com/theazcs/,https://www.instagram.com/the.azcs/,https://twitter.com/the_azcs,
d41a5a552cba34225dfb705d5f59a317,Hemp Association of Louisiana,2742 Oscar Rivette Rd,US,LA,St. Landry Parish,Arnaudville,70512,30.415729,-91.920497,info@hempassociationla.com,337-418-9290,https://www.hempassociationla.com/,https://www.facebook.com/hempassociationla/,,,
d531db93c2a336bd101cf8f54a1dd39a,Kentucky Hemp Association (KYHA),P.O. Box 70773,US,KY,Jefferson,Louisville,40270,,,info@kyhempassociation.org,,https://kyhempassociation.org/,https://www.facebook.com/KYHempAssoc/,https://www.instagram.com/kyhempassoc,https://twitter.com/ky_hemp,
d53ab2d1f4f57224a88ac6830b44eca0,Mendocino Cannabis Alliance,,US,CA,,,,,,info@mendocannabis.com,,https://mendocannabis.com/,https://www.facebook.com/TheMCAlliance,https://www.instagram.com/mendo.cannabis/,,
d69f8306856ae9cdd1d9ff9da2e3ef87,Cannabis Industry Council,,UK,,,,,,,mikemg@cicouncil.org.uk ,,https://www.cicouncil.org.uk/,,https://www.instagram.com/ukcancouncil/,https://twitter.com/ukcancouncil?lang=en,https://www.linkedin.com/company/cannabis-industry-council/
d864a71ae23214fe8dc78e0e0e3e126d,Utah Cannabis Association (UCA),"189 N Highway 89, #C129",US,UT,Davis,North Salt Lake,84054,40.838866,-111.917284,info@cannabisutah.org,(801) 400-8160,http://cannabisutah.org/,,,,
dac4ca900883c0bb119283f1c0aa289b,New Brunswick Craft Cannabis Association,,CAN,NB,,,,,,,,,,,https://twitter.com/nbcca1?lang=en,
