"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"TNF-mRNA",-0.717,0.69,-2.07,0.636,0.608,0.238,1.55,0.307,1,"lm.nb","NM_000594.3:1366"
"APH1B-mRNA",0.66,0.639,-0.593,1.91,1.58,0.663,3.77,0.309,1,"lm.nb","NM_001145646.1:541"
"DPP4-mRNA",0.777,0.754,-0.701,2.26,1.71,0.615,4.77,0.31,1,"lm.nb","NM_001935.3:1861"
"PCK2-mRNA",0.361,0.352,-0.329,1.05,1.28,0.796,2.07,0.313,1,"lm.nb","NM_001018073.2:1307"
"S100A8-mRNA",-1.06,1.03,-3.08,0.966,0.481,0.118,1.95,0.313,1,"lm.nb","NM_002964.4:365"
"UBE2C-mRNA",1.35,1.33,-1.26,3.96,2.55,0.418,15.6,0.318,1,"lm.nb","NM_007019.2:445"
"BAD-mRNA",-0.554,0.557,-1.65,0.538,0.681,0.319,1.45,0.327,1,"lm.nb","NM_004322.3:963"
"MXI1-mRNA",0.844,0.851,-0.824,2.51,1.79,0.565,5.7,0.329,1,"lm.nb","NM_001008541.1:2037"
"PKM-mRNA",0.637,0.645,-0.627,1.9,1.56,0.647,3.74,0.331,1,"lm.nb","NM_001206796.2:1533"
"CEP55-mRNA",1.3,1.32,-1.29,3.88,2.46,0.41,14.7,0.333,1,"lm.nb","NM_018131.3:570"
"RPTOR-mRNA",0.706,0.726,-0.717,2.13,1.63,0.608,4.38,0.338,1,"lm.nb","NM_001163034.1:3139"
"IL1A-mRNA",0.634,0.654,-0.648,1.92,1.55,0.638,3.77,0.34,1,"lm.nb","NM_000575.3:2001"
"ALDOC-mRNA",-0.678,0.714,-2.08,0.721,0.625,0.237,1.65,0.349,1,"lm.nb","NM_005165.2:335"
"ENO1-mRNA",0.609,0.644,-0.653,1.87,1.53,0.636,3.66,0.351,1,"lm.nb","NM_001428.3:782"
"PC-mRNA",-0.585,0.619,-1.8,0.628,0.667,0.288,1.55,0.352,1,"lm.nb","NM_000920.3:262"
"ID4-mRNA",-1.19,1.26,-3.67,1.29,0.439,0.0788,2.44,0.354,1,"lm.nb","NM_001546.3:2048"
"CSF2-mRNA",0.934,0.994,-1.01,2.88,1.91,0.495,7.37,0.354,1,"lm.nb","NM_000758.3:108"
"CCL18-mRNA",-0.34,0.366,-1.06,0.379,0.79,0.48,1.3,0.361,1,"lm.nb","NM_002988.3:45"
"IRF5-mRNA",-0.6,0.65,-1.87,0.674,0.66,0.273,1.6,0.363,1,"lm.nb","NM_002200.3:1845"
"ZC3H12A-mRNA",-0.746,0.812,-2.34,0.845,0.596,0.198,1.8,0.365,1,"lm.nb","NM_025079.2:1379"
"TLR3-mRNA",0.324,0.359,-0.379,1.03,1.25,0.769,2.04,0.373,1,"lm.nb","NM_003265.2:37"
"PRKACB-mRNA",-0.918,1.02,-2.92,1.09,0.529,0.132,2.13,0.377,1,"lm.nb","NM_182948.2:805"
"LAMA1-mRNA",0.3,0.334,-0.355,0.955,1.23,0.782,1.94,0.377,1,"lm.nb","NM_005559.3:9002"
"E2F3-mRNA",0.589,0.658,-0.7,1.88,1.5,0.616,3.68,0.377,1,"lm.nb","NM_001243076.2:2707"
"PTCD2-mRNA",0.677,0.757,-0.806,2.16,1.6,0.572,4.47,0.377,1,"lm.nb","NM_001284403.1:326"
"STAT2-mRNA",0.359,0.407,-0.439,1.16,1.28,0.738,2.23,0.384,1,"lm.nb","NM_005419.2:1965"
"SLC1A5-mRNA",0.645,0.741,-0.807,2.1,1.56,0.572,4.28,0.39,1,"lm.nb","NM_001145144.1:648"
"FADD-mRNA",0.639,0.738,-0.807,2.09,1.56,0.572,4.24,0.393,1,"lm.nb","NM_003824.3:810"
"IL6-mRNA",0.737,0.851,-0.93,2.4,1.67,0.525,5.29,0.393,1,"lm.nb","NM_000600.3:484"
"FGFR1-mRNA",0.405,0.471,-0.517,1.33,1.32,0.699,2.51,0.396,1,"lm.nb","NM_001174064.1:1756"
"FUT4-mRNA",0.408,0.476,-0.525,1.34,1.33,0.695,2.54,0.398,1,"lm.nb","NM_002033.3:1151"
"LTBP1-mRNA",-0.748,0.882,-2.48,0.981,0.595,0.18,1.97,0.403,1,"lm.nb","NM_000627.3:1970"
"MB21D1-mRNA",-0.34,0.401,-1.12,0.445,0.79,0.459,1.36,0.403,1,"lm.nb","NM_138441.2:1198"
"RAD51C-mRNA",0.277,0.328,-0.366,0.921,1.21,0.776,1.89,0.405,1,"lm.nb","NM_058216.2:15"
"IL1R2-mRNA",-0.836,0.997,-2.79,1.12,0.56,0.144,2.17,0.408,1,"lm.nb","NR_048564.1:949"
"HIF1A-mRNA",0.801,0.956,-1.07,2.68,1.74,0.475,6.39,0.408,1,"lm.nb","NM_181054.2:930"
"TNFRSF14-mRNA",0.411,0.494,-0.556,1.38,1.33,0.68,2.6,0.411,1,"lm.nb","NM_003820.3:503"
"TNFSF12-mRNA",-0.592,0.711,-1.98,0.801,0.663,0.253,1.74,0.411,1,"lm.nb","NM_003809.2:339"
"EIF2B4-mRNA",0.423,0.52,-0.596,1.44,1.34,0.661,2.72,0.422,1,"lm.nb","NM_001034116.1:1258"
"CCL2-mRNA",0.911,1.13,-1.29,3.12,1.88,0.408,8.68,0.424,1,"lm.nb","NM_002982.3:303"
"MSH2-mRNA",0.483,0.6,-0.693,1.66,1.4,0.619,3.16,0.426,1,"lm.nb","NM_000251.1:2514"
"VCAN-mRNA",-1.08,1.34,-3.72,1.55,0.472,0.0761,2.93,0.427,1,"lm.nb","NM_001126336.2:394"
"TBX21-mRNA",0.74,0.924,-1.07,2.55,1.67,0.476,5.86,0.429,1,"lm.nb","NM_013351.1:1380"
"PSMB5-mRNA",0.655,0.817,-0.947,2.26,1.57,0.519,4.78,0.429,1,"lm.nb","NM_001130725.1:426"
"BAX-mRNA",0.512,0.639,-0.741,1.76,1.43,0.598,3.4,0.429,1,"lm.nb","NM_004324.3:330"
"SRP54-mRNA",0.462,0.582,-0.678,1.6,1.38,0.625,3.04,0.433,1,"lm.nb","NM_001146282.1:951"
"P4HA2-mRNA",0.4,0.505,-0.589,1.39,1.32,0.665,2.62,0.434,1,"lm.nb","NM_001017973.1:1748"
"LAMB3-mRNA",-0.672,0.852,-2.34,0.997,0.627,0.197,2,0.436,1,"lm.nb","NM_000228.2:3350"
"MGMT-mRNA",-0.234,0.298,-0.818,0.351,0.85,0.567,1.28,0.439,1,"lm.nb","NM_002412.3:323"
"ICAM3-mRNA",-0.404,0.517,-1.42,0.61,0.756,0.374,1.53,0.441,1,"lm.nb","NM_002162.3:1225"
"EPM2AIP1-mRNA",-0.474,0.609,-1.67,0.721,0.72,0.315,1.65,0.443,1,"lm.nb","NM_014805.3:1322"
"FCGRT-mRNA",-0.715,0.922,-2.52,1.09,0.609,0.174,2.13,0.444,1,"lm.nb","NM_004107.4:1260"
"MAML2-mRNA",-0.447,0.581,-1.59,0.692,0.733,0.333,1.62,0.447,1,"lm.nb","NM_032427.1:4125"
"HLA-A-mRNA",-0.367,0.482,-1.31,0.578,0.775,0.403,1.49,0.452,1,"lm.nb","NM_002116.7:298"
"CDKN1A-mRNA",-0.409,0.541,-1.47,0.652,0.753,0.361,1.57,0.455,1,"lm.nb","NM_000389.2:1975"
"CDK2-mRNA",0.495,0.656,-0.791,1.78,1.41,0.578,3.44,0.456,1,"lm.nb","NM_001290230.1:1543"
"NFKB1-mRNA",-0.494,0.66,-1.79,0.798,0.71,0.29,1.74,0.459,1,"lm.nb","NM_003998.3:2920"
"H2AFX-mRNA",0.465,0.622,-0.754,1.68,1.38,0.593,3.21,0.46,1,"lm.nb","NM_002105.2:521"
"BID-mRNA",0.364,0.488,-0.592,1.32,1.29,0.663,2.5,0.461,1,"lm.nb","NM_001196.3:1604"
"ERO1A-mRNA",0.363,0.489,-0.594,1.32,1.29,0.662,2.5,0.463,1,"lm.nb","NM_014584.2:963"
"JAK1-mRNA",-0.373,0.502,-1.36,0.611,0.772,0.391,1.53,0.463,1,"lm.nb","NM_002227.1:285"
"CASP8-mRNA",0.791,1.07,-1.3,2.88,1.73,0.406,7.37,0.464,1,"lm.nb","NM_001228.4:762"
"LDHA-mRNA",0.301,0.409,-0.499,1.1,1.23,0.708,2.15,0.466,1,"lm.nb","NM_001135239.1:1053"
"ULBP2-mRNA",0.366,0.497,-0.608,1.34,1.29,0.656,2.53,0.467,1,"lm.nb","NM_025217.2:905"
"RSAD2-mRNA",0.649,0.885,-1.09,2.38,1.57,0.471,5.22,0.469,1,"lm.nb","NM_080657.4:1057"
"F2RL1-mRNA",-0.667,0.918,-2.47,1.13,0.63,0.181,2.19,0.473,1,"lm.nb","NM_005242.4:1388"
"PVRIG-mRNA",-0.637,0.879,-2.36,1.08,0.643,0.195,2.12,0.473,1,"lm.nb","NM_024070.3:1390"
"LTB-mRNA",0.73,1.01,-1.24,2.7,1.66,0.423,6.5,0.473,1,"lm.nb","NM_002341.1:330"
"CXCL1-mRNA",-0.472,0.652,-1.75,0.806,0.721,0.297,1.75,0.474,1,"lm.nb","NM_001511.3:743"
"CXCL6-mRNA",-0.6,0.83,-2.23,1.03,0.66,0.214,2.04,0.474,1,"lm.nb","NM_002993.3:308"
"GOT2-mRNA",0.356,0.493,-0.61,1.32,1.28,0.655,2.5,0.475,1,"lm.nb","NM_002080.3:674"
"CCND3-mRNA",0.375,0.528,-0.661,1.41,1.3,0.632,2.66,0.483,1,"lm.nb","NM_001136017.2:760"
"CXCL5-mRNA",0.665,0.942,-1.18,2.51,1.59,0.441,5.7,0.485,1,"lm.nb","NM_002994.4:475"
"AKT1-mRNA",0.481,0.681,-0.855,1.82,1.4,0.553,3.52,0.486,1,"lm.nb","NM_005163.2:2207"
"VCAM1-mRNA",-0.684,0.97,-2.58,1.22,0.623,0.167,2.33,0.486,1,"lm.nb","NM_001078.3:2535"
"ARG2-mRNA",-0.288,0.412,-1.1,0.52,0.819,0.468,1.43,0.489,1,"lm.nb","NM_001172.3:512"
"TWF1-mRNA",0.309,0.443,-0.56,1.18,1.24,0.678,2.26,0.491,1,"lm.nb","NM_002822.4:1574"
"ERBB2-mRNA",-0.698,1.02,-2.69,1.3,0.616,0.155,2.46,0.498,1,"lm.nb","NM_004448.2:2405"
"FLNB-mRNA",0.664,0.978,-1.25,2.58,1.58,0.42,5.98,0.502,1,"lm.nb","NM_001164319.1:8980"
"TGFB1-mRNA",-0.376,0.558,-1.47,0.717,0.77,0.361,1.64,0.505,1,"lm.nb","NM_000660.4:1473"
"TLR5-mRNA",-0.503,0.747,-1.97,0.961,0.706,0.256,1.95,0.506,1,"lm.nb","NM_003268.5:2570"
"LILRA1-mRNA",0.585,0.871,-1.12,2.29,1.5,0.459,4.9,0.507,1,"lm.nb","NM_001278318.1:486"
"IL12RB2-mRNA",1.15,1.71,-2.21,4.5,2.21,0.216,22.6,0.508,1,"loglinear","NM_001319233.1:880"
"PIAS4-mRNA",-0.401,0.603,-1.58,0.78,0.757,0.334,1.72,0.51,1,"lm.nb","NM_015897.2:454"
"CDH2-mRNA",-0.358,0.539,-1.41,0.698,0.78,0.375,1.62,0.511,1,"lm.nb","NM_001792.3:3067"
"NFKBIA-mRNA",-0.633,0.954,-2.5,1.24,0.645,0.176,2.36,0.512,1,"lm.nb","NM_020529.2:1361"
"MS4A1-mRNA",-0.517,0.796,-2.08,1.04,0.699,0.237,2.06,0.521,1,"lm.nb","NM_021950.3:161"
"GOT1-mRNA",-0.437,0.678,-1.77,0.891,0.739,0.294,1.85,0.524,1,"lm.nb","NM_002079.2:568"
"PDZK1IP1-mRNA",0.662,1.03,-1.35,2.68,1.58,0.391,6.4,0.524,1,"lm.nb","NM_005764.3:229"
"HLA-DMB-mRNA",-0.32,0.507,-1.31,0.672,0.801,0.402,1.59,0.531,1,"lm.nb","NM_002118.3:20"
"MET-mRNA",0.491,0.779,-1.04,2.02,1.41,0.488,4.05,0.533,1,"lm.nb","NM_000245.2:1488"
"IFNGR1-mRNA",-0.91,1.45,-3.75,1.93,0.532,0.0742,3.82,0.535,1,"loglinear","NM_000416.2:1025"
"TNFRSF1A-mRNA",-0.337,0.544,-1.4,0.73,0.792,0.378,1.66,0.54,1,"lm.nb","NM_001065.2:515"
"ZEB1-mRNA",-0.551,0.896,-2.31,1.21,0.683,0.202,2.31,0.543,1,"lm.nb","NM_001128128.2:2292"
"IL6R-mRNA",-0.359,0.587,-1.51,0.791,0.78,0.351,1.73,0.545,1,"lm.nb","NM_000565.3:846"
"ROCK1-mRNA",-0.509,0.842,-2.16,1.14,0.703,0.224,2.21,0.55,1,"lm.nb","NM_005406.2:3796"
"SYK-mRNA",-0.455,0.762,-1.95,1.04,0.729,0.259,2.05,0.554,1,"lm.nb","NM_003177.5:808"
"GLS-mRNA",-0.216,0.364,-0.93,0.497,0.861,0.525,1.41,0.556,1,"lm.nb","NM_014905.4:165"
"ATM-mRNA",-0.301,0.507,-1.3,0.693,0.811,0.407,1.62,0.557,1,"lm.nb","NM_000051.3:393"
"NBN-mRNA",0.484,0.817,-1.12,2.09,1.4,0.461,4.24,0.558,1,"lm.nb","NM_002485.4:1046"
"BNIP3L-mRNA",-0.35,0.605,-1.54,0.834,0.784,0.345,1.78,0.566,1,"lm.nb","NM_001330491.1:2559"
"ITGA2-mRNA",0.865,1.51,-2.1,3.83,1.82,0.234,14.2,0.571,1,"loglinear","NM_002203.3:903"
"CD68-mRNA",0.259,0.453,-0.629,1.15,1.2,0.646,2.22,0.571,1,"lm.nb","NM_001251.2:1140"
"CCND2-mRNA",-0.623,1.1,-2.77,1.53,0.649,0.146,2.88,0.574,1,"lm.nb","NM_001759.2:5825"
"TAPBP-mRNA",0.269,0.482,-0.677,1.21,1.2,0.626,2.32,0.582,1,"lm.nb","NM_003190.4:1082"
"NECTIN1-mRNA",0.341,0.613,-0.861,1.54,1.27,0.551,2.91,0.582,1,"lm.nb","NM_002855.4:357"
"ICOSLG-mRNA",-0.274,0.494,-1.24,0.695,0.827,0.423,1.62,0.584,1,"lm.nb","NM_015259.4:1190"
"OASL-mRNA",0.494,0.896,-1.26,2.25,1.41,0.417,4.76,0.585,1,"lm.nb","NM_003733.2:1570"
"EGFR-mRNA",0.993,1.83,-2.59,4.57,1.99,0.166,23.8,0.59,1,"loglinear","NM_005228.3:2760"
"TCF3-mRNA",0.572,1.07,-1.52,2.66,1.49,0.349,6.33,0.595,1,"lm.nb","NM_003200.3:276"
"FAM124B-mRNA",-0.573,1.07,-2.67,1.52,0.672,0.157,2.88,0.596,1,"lm.nb","NM_001122779.1:1620"
"CD74-mRNA",-0.366,0.688,-1.72,0.983,0.776,0.304,1.98,0.599,1,"lm.nb","NM_001025159.2:1161"
"WNT7B-mRNA",0.45,0.85,-1.21,2.12,1.37,0.431,4.33,0.6,1,"lm.nb","NM_058238.2:1874"
"TP53-mRNA",0.586,1.11,-1.59,2.76,1.5,0.333,6.78,0.601,1,"lm.nb","NM_000546.2:1330"
"CLEC4E-mRNA",-0.458,0.876,-2.17,1.26,0.728,0.222,2.39,0.605,1,"lm.nb","NM_014358.3:1392"
"TTC30A-mRNA",0.152,0.293,-0.422,0.725,1.11,0.746,1.65,0.608,1,"lm.nb","NM_152275.3:2492"
"RPL7A-mRNA",0.309,0.599,-0.864,1.48,1.24,0.55,2.79,0.609,1,"lm.nb","NM_000972.2:657"
"ITGA6-mRNA",0.297,0.594,-0.866,1.46,1.23,0.549,2.75,0.62,1,"lm.nb","NM_001316306.1:1982"
"ADAM12-mRNA",0.25,0.499,-0.728,1.23,1.19,0.604,2.34,0.62,1,"lm.nb","NM_003474.5:638"
"ICAM2-mRNA",0.458,0.915,-1.34,2.25,1.37,0.396,4.76,0.62,1,"lm.nb","NM_000873.3:415"
"TLR1-mRNA",-0.436,0.88,-2.16,1.29,0.739,0.224,2.44,0.624,1,"lm.nb","NM_003263.3:696"
"CASP3-mRNA",0.168,0.348,-0.514,0.85,1.12,0.7,1.8,0.632,1,"lm.nb","NM_032991.2:1002"
"CXCL16-mRNA",0.37,0.768,-1.13,1.87,1.29,0.455,3.67,0.633,1,"lm.nb","NM_001100812.1:743"
"PDK1-mRNA",-0.281,0.594,-1.44,0.883,0.823,0.367,1.84,0.639,1,"lm.nb","NM_002610.3:401"
"PALMD-mRNA",-0.373,0.791,-1.92,1.18,0.772,0.264,2.26,0.641,1,"lm.nb","NM_017734.4:224"
"LAMC2-mRNA",0.546,1.2,-1.81,2.91,1.46,0.285,7.49,0.653,1,"lm.nb","NM_005562.2:1027"
"MSH6-mRNA",0.261,0.585,-0.887,1.41,1.2,0.541,2.65,0.659,1,"lm.nb","NM_000179.2:1015"
"HLA-E-mRNA",0.188,0.423,-0.642,1.02,1.14,0.641,2.02,0.66,1,"lm.nb","NM_005516.5:1287"
"ITGAV-mRNA",-0.302,0.684,-1.64,1.04,0.811,0.32,2.05,0.661,1,"lm.nb","NM_001144999.2:2701"
"AXL-mRNA",0.411,0.931,-1.41,2.24,1.33,0.376,4.71,0.662,1,"lm.nb","NM_001699.4:1535"
"MTOR-mRNA",0.297,0.671,-1.02,1.61,1.23,0.493,3.06,0.662,1,"lm.nb","NM_004958.3:3444"
"UBA7-mRNA",0.158,0.367,-0.562,0.878,1.12,0.677,1.84,0.67,1,"lm.nb","NM_003335.2:580"
"API5-mRNA",0.342,0.803,-1.23,1.92,1.27,0.426,3.77,0.673,1,"lm.nb","NM_001142930.1:1552"
"ALDOA-mRNA",0.165,0.388,-0.595,0.925,1.12,0.662,1.9,0.674,1,"lm.nb","NM_000034.3:2049"
"HLA-F-mRNA",-0.256,0.606,-1.44,0.932,0.837,0.367,1.91,0.675,1,"lm.nb","NM_001098479.1:285"
"MMP9-mRNA",-0.31,0.742,-1.77,1.15,0.807,0.294,2.21,0.679,1,"lm.nb","NM_004994.2:2011"
"BRD3-mRNA",0.517,1.25,-1.93,2.96,1.43,0.263,7.79,0.681,1,"loglinear","NM_007371.3:2621"
"SBNO2-mRNA",0.389,0.986,-1.54,2.32,1.31,0.343,5,0.696,1,"lm.nb","NM_001100122.1:1686"
"PTPN11-mRNA",0.0905,0.23,-0.36,0.541,1.06,0.779,1.46,0.696,1,"lm.nb","NM_001330437.1:228"
"BATF3-mRNA",0.277,0.707,-1.11,1.66,1.21,0.464,3.17,0.698,1,"lm.nb","NM_018664.2:725"
"IKBKB-mRNA",0.319,0.816,-1.28,1.92,1.25,0.412,3.78,0.699,1,"lm.nb","NM_001190720.2:1891"
"HRAS-mRNA",0.221,0.579,-0.914,1.36,1.17,0.531,2.56,0.705,1,"lm.nb","NM_005343.3:842"
"MAP3K5-mRNA",-0.184,0.497,-1.16,0.79,0.88,0.448,1.73,0.714,1,"lm.nb","NM_005923.3:3371"
"IRF2-mRNA",0.138,0.377,-0.601,0.878,1.1,0.659,1.84,0.716,1,"lm.nb","NM_002199.3:1624"
"MMP7-mRNA",-0.468,1.28,-2.99,2.05,0.723,0.126,4.14,0.718,1,"lm.nb","NM_002423.3:265"
"NECTIN2-mRNA",-0.375,1.03,-2.39,1.64,0.771,0.191,3.12,0.718,1,"lm.nb","NM_001042724.1:1120"
"FZD8-mRNA",0.181,0.496,-0.791,1.15,1.13,0.578,2.22,0.718,1,"lm.nb","NM_031866.1:890"
"SFXN1-mRNA",0.209,0.581,-0.93,1.35,1.16,0.525,2.54,0.722,1,"lm.nb","NM_001322977.1:191"
"RPL23-mRNA",0.286,0.796,-1.27,1.85,1.22,0.413,3.6,0.722,1,"lm.nb","NM_000978.3:100"
"DUSP5-mRNA",0.266,0.745,-1.19,1.73,1.2,0.437,3.31,0.723,1,"lm.nb","NM_004419.3:675"
"NOTCH1-mRNA",-0.253,0.707,-1.64,1.13,0.839,0.321,2.19,0.723,1,"lm.nb","NM_017617.3:2999"
"HK2-mRNA",0.125,0.351,-0.563,0.814,1.09,0.677,1.76,0.724,1,"lm.nb","NM_000189.4:2883"
"PMS2-mRNA",0.316,0.891,-1.43,2.06,1.25,0.371,4.18,0.725,1,"lm.nb","NM_000535.6:894"
"HDAC3-mRNA",0.244,0.692,-1.11,1.6,1.18,0.463,3.03,0.727,1,"lm.nb","NM_003883.3:1464"
"SMAP1-mRNA",-0.189,0.543,-1.25,0.876,0.877,0.42,1.83,0.731,1,"lm.nb","NM_001044305.2:823"
"TRAF1-mRNA",-0.193,0.558,-1.29,0.902,0.875,0.41,1.87,0.732,1,"lm.nb","NM_001190945.1:712"
"SPP1-mRNA",0.34,0.988,-1.6,2.28,1.27,0.33,4.85,0.733,1,"lm.nb","NM_000582.2:760"
"IRF3-mRNA",0.297,0.865,-1.4,1.99,1.23,0.379,3.98,0.734,1,"lm.nb","NM_001197122.1:607"
"IL18-mRNA",0.393,1.16,-1.88,2.66,1.31,0.272,6.34,0.736,1,"lm.nb","NM_001243211.1:392"
"RBL2-mRNA",-0.275,0.81,-1.86,1.31,0.827,0.275,2.48,0.737,1,"lm.nb","NM_001323611.1:1085"
"ARID1A-mRNA",-0.24,0.727,-1.66,1.18,0.847,0.316,2.27,0.743,1,"lm.nb","NM_006015.4:1670"
"HLA-B-mRNA",0.147,0.447,-0.729,1.02,1.11,0.603,2.03,0.745,1,"lm.nb","NM_005514.6:1247"
"SREBF1-mRNA",0.344,1.05,-1.72,2.4,1.27,0.304,5.29,0.746,1,"lm.nb","NM_001005291.1:1392"
"IGF2R-mRNA",0.612,1.87,-3.05,4.27,1.53,0.121,19.4,0.746,1,"loglinear","NM_000876.2:7820"
"CDKN2B-mRNA",-0.2,0.649,-1.47,1.07,0.87,0.36,2.1,0.76,1,"lm.nb","NM_004936.3:906"
"HLA-DOA-mRNA",-0.242,0.798,-1.81,1.32,0.845,0.286,2.5,0.763,1,"lm.nb","NM_002119.3:3075"
"RPS6KB1-mRNA",-0.0958,0.323,-0.729,0.538,0.936,0.603,1.45,0.769,1,"lm.nb","NM_001272042.1:2451"
"PRKCA-mRNA",0.146,0.518,-0.869,1.16,1.11,0.548,2.24,0.779,1,"lm.nb","NM_002737.2:818"
"TPI1-mRNA",-0.0838,0.297,-0.667,0.499,0.944,0.63,1.41,0.78,1,"lm.nb","NM_000365.5:153"
"TNFRSF10C-mRNA",-0.161,0.62,-1.38,1.05,0.894,0.385,2.08,0.797,1,"lm.nb","NM_003841.3:682"
"HMGB1-mRNA",-0.169,0.658,-1.46,1.12,0.889,0.364,2.17,0.798,1,"lm.nb","NM_002128.5:3400"
"IFNGR2-mRNA",-0.224,0.873,-1.93,1.49,0.856,0.262,2.8,0.799,1,"lm.nb","NM_005534.3:1963"
"SIRPA-mRNA",0.135,0.529,-0.902,1.17,1.1,0.535,2.25,0.801,1,"lm.nb","NM_001040023.1:3355"
"IFIT1-mRNA",0.201,0.802,-1.37,1.77,1.15,0.387,3.42,0.804,1,"lm.nb","NM_001270930.1:1675"
"CASP1-mRNA",0.153,0.614,-1.05,1.36,1.11,0.483,2.56,0.805,1,"lm.nb","NM_001223.4:1050"
"TNFSF10-mRNA",0.262,1.09,-1.87,2.39,1.2,0.274,5.26,0.811,1,"lm.nb","NM_003810.3:155"
"SLC7A5-mRNA",0.11,0.461,-0.793,1.01,1.08,0.577,2.02,0.813,1,"lm.nb","NM_003486.6:2011"
"MICA-mRNA",0.186,0.794,-1.37,1.74,1.14,0.387,3.35,0.817,1,"lm.nb","NM_000247.1:550"
"NOTCH2-mRNA",0.145,0.642,-1.11,1.4,1.11,0.462,2.65,0.823,1,"lm.nb","NM_024408.3:2842"
"TNKS-mRNA",-0.228,1.04,-2.27,1.81,0.854,0.208,3.51,0.828,1,"lm.nb","NM_003747.2:1948"
"KRAS-mRNA",0.0721,0.341,-0.596,0.741,1.05,0.661,1.67,0.834,1,"lm.nb","NM_004985.3:1790"
"TNFAIP6-mRNA",-0.171,0.814,-1.77,1.42,0.888,0.294,2.68,0.835,1,"lm.nb","NM_007115.3:165"
"EPCAM-mRNA",-0.183,0.881,-1.91,1.54,0.881,0.266,2.92,0.837,1,"lm.nb","NM_002354.2:499"
"TNFRSF10B-mRNA",-0.201,0.973,-2.11,1.7,0.87,0.232,3.26,0.837,1,"lm.nb","NM_003842.3:565"
"CSF1-mRNA",0.126,0.607,-1.06,1.31,1.09,0.478,2.49,0.837,1,"lm.nb","NM_000757.5:251"
"PIK3CD-mRNA",0.104,0.52,-0.915,1.12,1.07,0.53,2.18,0.842,1,"lm.nb","NM_001350234.1:664"
"CD276-mRNA",0.167,0.855,-1.51,1.84,1.12,0.351,3.59,0.847,1,"lm.nb","NM_001024736.1:2119"
"RAD50-mRNA",0.157,0.81,-1.43,1.75,1.11,0.371,3.35,0.848,1,"lm.nb","NM_005732.3:1357"
"NEIL1-mRNA",-0.138,0.713,-1.53,1.26,0.909,0.345,2.39,0.848,1,"lm.nb","NM_024608.2:1675"
"RELN-mRNA",-0.195,1.03,-2.21,1.82,0.873,0.216,3.53,0.851,1,"lm.nb","NM_005045.3:988"
"TLR4-mRNA",-0.151,0.808,-1.73,1.43,0.901,0.3,2.7,0.853,1,"lm.nb","NR_024168.1:2575"
"CHUK-mRNA",0.313,1.71,-3.04,3.67,1.24,0.122,12.7,0.856,1,"loglinear","NM_001278.4:3263"
"RB1-mRNA",0.148,0.811,-1.44,1.74,1.11,0.368,3.33,0.856,1,"lm.nb","NM_000321.2:2769"
"FAS-mRNA",0.109,0.608,-1.08,1.3,1.08,0.472,2.46,0.858,1,"lm.nb","NM_000043.3:90"
"JAG1-mRNA",-0.437,2.52,-5.37,4.49,0.738,0.0242,22.5,0.863,1,"loglinear","NM_000214.2:3509"
"ARNT2-mRNA",-0.186,1.1,-2.34,1.97,0.879,0.198,3.91,0.867,1,"lm.nb","NM_014862.3:1133"
"AREG-mRNA",-0.214,1.31,-2.78,2.35,0.862,0.146,5.1,0.871,1,"lm.nb","NM_001657.3:717"
"LDHB-mRNA",0.128,0.792,-1.42,1.68,1.09,0.372,3.2,0.873,1,"lm.nb","NM_001174097.2:1200"
"TNFRSF11B-mRNA",0.0995,0.636,-1.15,1.35,1.07,0.452,2.54,0.877,1,"lm.nb","NM_002546.3:572"
"APC-mRNA",-0.124,0.813,-1.72,1.47,0.918,0.304,2.77,0.88,1,"lm.nb","NM_001127510.2:462"
"NRAS-mRNA",0.0683,0.467,-0.847,0.983,1.05,0.556,1.98,0.885,1,"lm.nb","NM_002524.4:2168"
"STC1-mRNA",0.0955,0.66,-1.2,1.39,1.07,0.436,2.62,0.886,1,"lm.nb","NM_003155.2:2172"
"ITGAE-mRNA",0.0757,0.528,-0.958,1.11,1.05,0.515,2.16,0.887,1,"lm.nb","NM_002208.4:3647"
"PIK3R2-mRNA",-0.0678,0.476,-1,0.866,0.954,0.5,1.82,0.888,1,"lm.nb","NM_005027.3:344"
"TBXAS1-mRNA",-0.0785,0.572,-1.2,1.04,0.947,0.435,2.06,0.892,1,"lm.nb","NM_001061.4:709"
"MRE11-mRNA",-0.0291,0.238,-0.495,0.437,0.98,0.709,1.35,0.904,1,"lm.nb","NM_001330347.1:2169"
"RNLS-mRNA",-0.0771,0.636,-1.32,1.17,0.948,0.4,2.25,0.904,1,"lm.nb","NM_001031709.2:726"
"WNT5A-mRNA",-0.118,0.995,-2.07,1.83,0.921,0.238,3.56,0.906,1,"lm.nb","NM_003392.3:987"
"PARP4-mRNA",0.0486,0.41,-0.755,0.852,1.03,0.593,1.8,0.906,1,"lm.nb","NM_006437.3:1399"
"IER3-mRNA",-0.0852,0.746,-1.55,1.38,0.943,0.342,2.6,0.91,1,"lm.nb","NM_003897.3:204"
"MAP3K7-mRNA",0.0389,0.353,-0.653,0.731,1.03,0.636,1.66,0.913,1,"lm.nb","NM_003188.3:1178"
