"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"PCK2-mRNA",-0.449,0.287,-1.01,0.113,0.733,0.496,1.08,0.127,1,"lm.nb","NM_001018073.2:1307"
"GOT1-mRNA",-0.839,0.536,-1.89,0.212,0.559,0.27,1.16,0.128,1,"lm.nb","NM_002079.2:568"
"JAK1-mRNA",-0.618,0.397,-1.4,0.16,0.652,0.38,1.12,0.129,1,"lm.nb","NM_002227.1:285"
"CD58-mRNA",0.532,0.342,-0.139,1.2,1.45,0.908,2.3,0.13,1,"lm.nb","NM_001144822.1:42"
"DPP4-mRNA",-0.925,0.597,-2.09,0.245,0.527,0.234,1.18,0.131,1,"lm.nb","NM_001935.3:1861"
"ATM-mRNA",-0.609,0.402,-1.4,0.179,0.656,0.38,1.13,0.14,1,"lm.nb","NM_000051.3:393"
"CEACAM3-mRNA",0.905,0.599,-0.269,2.08,1.87,0.83,4.22,0.141,1,"lm.nb","NM_001277163.2:807"
"BMP2-mRNA",-0.474,0.314,-1.09,0.142,0.72,0.47,1.1,0.141,1,"lm.nb","NM_001200.3:1193"
"CDKN2A-mRNA",0.965,0.647,-0.304,2.23,1.95,0.81,4.7,0.146,1,"lm.nb","NM_000077.4:1052"
"NFKBIE-mRNA",-0.582,0.397,-1.36,0.195,0.668,0.39,1.14,0.152,1,"lm.nb","NM_004556.2:876"
"VCAN-mRNA",-1.56,1.06,-3.64,0.525,0.34,0.0802,1.44,0.152,1,"lm.nb","NM_001126336.2:394"
"HERC6-mRNA",-0.93,0.636,-2.18,0.317,0.525,0.221,1.25,0.153,1,"lm.nb","NM_001165136.1:883"
"NFKB1-mRNA",-0.762,0.522,-1.78,0.261,0.59,0.29,1.2,0.154,1,"lm.nb","NM_003998.3:2920"
"F2RL1-mRNA",-1.06,0.727,-2.48,0.368,0.481,0.179,1.29,0.156,1,"lm.nb","NM_005242.4:1388"
"PDGFA-mRNA",-0.711,0.491,-1.67,0.252,0.611,0.313,1.19,0.157,1,"lm.nb","NM_033023.4:2390"
"BRCA1-mRNA",0.93,0.649,-0.342,2.2,1.91,0.789,4.6,0.161,1,"lm.nb","NM_007294.3:4677"
"UBE2T-mRNA",0.74,0.517,-0.274,1.75,1.67,0.827,3.37,0.162,1,"lm.nb","NM_014176.1:50"
"MS4A1-mRNA",0.88,0.615,-0.326,2.09,1.84,0.798,4.25,0.162,1,"lm.nb","NM_021950.3:161"
"TLR2-mRNA",-0.874,0.612,-2.07,0.326,0.546,0.237,1.25,0.163,1,"lm.nb","NM_001318787.1:484"
"VEGFC-mRNA",0.885,0.627,-0.344,2.11,1.85,0.788,4.33,0.168,1,"lm.nb","NM_005429.4:588"
"NECTIN2-mRNA",-1.15,0.814,-2.75,0.447,0.451,0.149,1.36,0.168,1,"lm.nb","NM_001042724.1:1120"
"IL6-mRNA",0.94,0.672,-0.378,2.26,1.92,0.77,4.79,0.172,1,"lm.nb","NM_000600.3:484"
"RAD51-mRNA",0.631,0.453,-0.257,1.52,1.55,0.837,2.86,0.173,1,"lm.nb","NM_133487.3:1570"
"PIK3CA-mRNA",-1.49,1.07,-3.59,0.61,0.357,0.0833,1.53,0.174,1,"loglinear","NM_006218.2:3296"
"FLNB-mRNA",-1.05,0.774,-2.57,0.466,0.482,0.168,1.38,0.184,1,"lm.nb","NM_001164319.1:8980"
"SMAP1-mRNA",-0.582,0.43,-1.43,0.261,0.668,0.372,1.2,0.185,1,"lm.nb","NM_001044305.2:823"
"HELLS-mRNA",0.736,0.544,-0.331,1.8,1.67,0.795,3.49,0.186,1,"lm.nb","NM_001289067.1:191"
"ITGB8-mRNA",-1.42,1.05,-3.47,0.638,0.375,0.0902,1.56,0.186,1,"lm.nb","NM_002214.2:2609"
"PSMB8-mRNA",-0.419,0.311,-1.03,0.19,0.748,0.49,1.14,0.187,1,"lm.nb","NM_004159.4:1080"
"TLR4-mRNA",-0.857,0.643,-2.12,0.404,0.552,0.23,1.32,0.192,1,"lm.nb","NR_024168.1:2575"
"FCGRT-mRNA",-0.963,0.729,-2.39,0.467,0.513,0.19,1.38,0.196,1,"lm.nb","NM_004107.4:1260"
"CDH2-mRNA",-0.561,0.426,-1.4,0.274,0.678,0.38,1.21,0.198,1,"lm.nb","NM_001792.3:3067"
"TNFRSF10D-mRNA",-0.619,0.473,-1.55,0.309,0.651,0.342,1.24,0.2,1,"lm.nb","NM_003840.4:838"
"AXIN1-mRNA",0.695,0.545,-0.373,1.76,1.62,0.772,3.39,0.211,1,"lm.nb","NM_181050.1:2742"
"PRKACB-mRNA",-1.03,0.809,-2.61,0.557,0.491,0.163,1.47,0.213,1,"lm.nb","NM_182948.2:805"
"SNAI1-mRNA",0.892,0.709,-0.498,2.28,1.86,0.708,4.86,0.218,1,"lm.nb","NM_005985.3:960"
"ITGB2-mRNA",-1.13,0.902,-2.9,0.635,0.456,0.134,1.55,0.218,1,"lm.nb","NM_000211.3:1412"
"STAT3-mRNA",-1.02,0.812,-2.61,0.573,0.494,0.164,1.49,0.219,1,"lm.nb","NM_003150.3:2936"
"ALDOA-mRNA",-0.384,0.307,-0.985,0.218,0.766,0.505,1.16,0.22,1,"lm.nb","NM_000034.3:2049"
"MAP3K5-mRNA",-0.492,0.395,-1.27,0.283,0.711,0.416,1.22,0.222,1,"lm.nb","NM_005923.3:3371"
"P4HA2-mRNA",0.496,0.399,-0.286,1.28,1.41,0.82,2.43,0.223,1,"lm.nb","NM_001017973.1:1748"
"FBP1-mRNA",-0.454,0.368,-1.17,0.267,0.73,0.443,1.2,0.226,1,"lm.nb","NM_001127628.1:488"
"BRD3-mRNA",-1.21,0.986,-3.15,0.719,0.431,0.113,1.65,0.227,1,"loglinear","NM_007371.3:2621"
"SMAD5-mRNA",-0.333,0.272,-0.867,0.2,0.794,0.548,1.15,0.229,1,"lm.nb","NM_005903.5:5007"
"BNIP3-mRNA",0.55,0.455,-0.341,1.44,1.46,0.789,2.71,0.235,1,"lm.nb","NM_004052.3:116"
"NFKBIA-mRNA",-0.91,0.755,-2.39,0.569,0.532,0.191,1.48,0.237,1,"lm.nb","NM_020529.2:1361"
"RRM2-mRNA",0.757,0.629,-0.476,1.99,1.69,0.719,3.97,0.238,1,"lm.nb","NM_001034.1:490"
"SYK-mRNA",-0.724,0.604,-1.91,0.461,0.606,0.266,1.38,0.24,1,"lm.nb","NM_003177.5:808"
"EZH2-mRNA",0.293,0.245,-0.188,0.775,1.23,0.878,1.71,0.241,1,"lm.nb","NM_004456.4:1596"
"POLD1-mRNA",0.435,0.366,-0.282,1.15,1.35,0.822,2.22,0.243,1,"lm.nb","NM_001256849.1:1356"
"MAP3K7-mRNA",-0.332,0.28,-0.881,0.217,0.794,0.543,1.16,0.245,1,"lm.nb","NM_003188.3:1178"
"FGFR1-mRNA",0.441,0.373,-0.289,1.17,1.36,0.819,2.25,0.245,1,"lm.nb","NM_001174064.1:1756"
"PDK1-mRNA",-0.551,0.47,-1.47,0.37,0.682,0.36,1.29,0.249,1,"lm.nb","NM_002610.3:401"
"MB21D1-mRNA",-0.371,0.316,-0.99,0.249,0.773,0.503,1.19,0.25,1,"lm.nb","NM_138441.2:1198"
"HLA-DOA-mRNA",0.73,0.627,-0.499,1.96,1.66,0.707,3.89,0.253,1,"lm.nb","NM_002119.3:3075"
"EIF4EBP1-mRNA",0.466,0.402,-0.323,1.25,1.38,0.8,2.38,0.256,1,"lm.nb","NM_004095.3:673"
"RIPK2-mRNA",-0.533,0.465,-1.44,0.379,0.691,0.367,1.3,0.26,1,"lm.nb","NM_003821.5:1306"
"ARNT2-mRNA",-0.993,0.871,-2.7,0.715,0.502,0.154,1.64,0.263,1,"lm.nb","NM_014862.3:1133"
"ITGA6-mRNA",-0.535,0.47,-1.46,0.387,0.69,0.364,1.31,0.264,1,"lm.nb","NM_001316306.1:1982"
"TSLP-mRNA",-0.676,0.596,-1.84,0.493,0.626,0.278,1.41,0.266,1,"lm.nb","NM_033035.4:898"
"RB1-mRNA",-0.725,0.642,-1.98,0.533,0.605,0.253,1.45,0.267,1,"lm.nb","NM_000321.2:2769"
"JAK2-mRNA",-0.589,0.522,-1.61,0.435,0.665,0.327,1.35,0.268,1,"lm.nb","NM_004972.2:455"
"SBNO2-mRNA",-0.87,0.787,-2.41,0.672,0.547,0.188,1.59,0.277,1,"lm.nb","NM_001100122.1:1686"
"BCL2L1-mRNA",-0.412,0.374,-1.15,0.322,0.752,0.452,1.25,0.28,1,"lm.nb","NM_001191.3:1421"
"CCNE1-mRNA",0.53,0.489,-0.429,1.49,1.44,0.743,2.81,0.286,1,"lm.nb","NM_001238.1:1155"
"SLC7A5-mRNA",-0.398,0.367,-1.12,0.322,0.759,0.461,1.25,0.287,1,"lm.nb","NM_003486.6:2011"
"RAD50-mRNA",-0.694,0.642,-1.95,0.564,0.618,0.259,1.48,0.288,1,"lm.nb","NM_005732.3:1357"
"PPARG-mRNA",-0.713,0.663,-2.01,0.587,0.61,0.248,1.5,0.29,1,"lm.nb","NM_005037.5:434"
"BAD-mRNA",0.464,0.432,-0.382,1.31,1.38,0.767,2.48,0.291,1,"lm.nb","NM_004322.3:963"
"BLM-mRNA",0.419,0.391,-0.347,1.19,1.34,0.786,2.27,0.292,1,"lm.nb","NM_000057.3:1434"
"TNKS-mRNA",-0.88,0.824,-2.5,0.736,0.544,0.177,1.67,0.294,1,"lm.nb","NM_003747.2:1948"
"ICOSLG-mRNA",0.404,0.383,-0.347,1.16,1.32,0.786,2.23,0.299,1,"lm.nb","NM_015259.4:1190"
"KIF2C-mRNA",0.889,0.849,-0.775,2.55,1.85,0.585,5.87,0.303,1,"lm.nb","NM_006845.2:1020"
"LTBP1-mRNA",-0.72,0.694,-2.08,0.64,0.607,0.237,1.56,0.307,1,"lm.nb","NM_000627.3:1970"
"PIK3CD-mRNA",0.42,0.406,-0.376,1.22,1.34,0.771,2.32,0.309,1,"lm.nb","NM_001350234.1:664"
"CD40-mRNA",-0.364,0.355,-1.06,0.333,0.777,0.479,1.26,0.313,1,"lm.nb","NM_001250.5:166"
"MYC-mRNA",-0.795,0.781,-2.33,0.736,0.577,0.2,1.67,0.317,1,"lm.nb","NM_002467.3:1615"
"DNMT1-mRNA",0.511,0.503,-0.475,1.5,1.42,0.72,2.82,0.317,1,"lm.nb","NM_001130823.2:2500"
"IL1A-mRNA",0.521,0.521,-0.5,1.54,1.44,0.707,2.91,0.324,1,"lm.nb","NM_000575.3:2001"
"CTNNB1-mRNA",-0.629,0.63,-1.86,0.607,0.647,0.275,1.52,0.326,1,"lm.nb","NM_001098209.1:1938"
"RASAL1-mRNA",0.395,0.4,-0.389,1.18,1.32,0.763,2.27,0.331,1,"lm.nb","NM_001193520.1:3097"
"ITGA2-mRNA",-1.17,1.19,-3.51,1.17,0.445,0.0878,2.26,0.336,1,"loglinear","NM_002203.3:903"
"STC1-mRNA",0.507,0.521,-0.514,1.53,1.42,0.7,2.88,0.338,1,"lm.nb","NM_003155.2:2172"
"CDH1-mRNA",0.477,0.5,-0.504,1.46,1.39,0.705,2.75,0.347,1,"lm.nb","NM_004360.3:379"
"APC-mRNA",-0.613,0.644,-1.88,0.649,0.654,0.272,1.57,0.348,1,"lm.nb","NM_001127510.2:462"
"BRCA2-mRNA",0.714,0.768,-0.792,2.22,1.64,0.577,4.66,0.36,1,"lm.nb","NM_000059.3:1373"
"ZC3H12A-mRNA",0.576,0.624,-0.646,1.8,1.49,0.639,3.48,0.363,1,"lm.nb","NM_025079.2:1379"
"TRIM21-mRNA",-0.684,0.744,-2.14,0.774,0.622,0.227,1.71,0.365,1,"lm.nb","NM_003141.3:1190"
"PIK3R2-mRNA",0.341,0.373,-0.389,1.07,1.27,0.764,2.1,0.367,1,"lm.nb","NM_005027.3:344"
"BBC3-mRNA",-0.379,0.421,-1.2,0.446,0.769,0.434,1.36,0.374,1,"lm.nb","NM_014417.4:1310"
"MTOR-mRNA",-0.481,0.535,-1.53,0.568,0.716,0.346,1.48,0.375,1,"lm.nb","NM_004958.3:3444"
"WNT5A-mRNA",-0.706,0.789,-2.25,0.841,0.613,0.21,1.79,0.378,1,"lm.nb","NM_003392.3:987"
"NF1-mRNA",-0.712,0.803,-2.29,0.862,0.611,0.205,1.82,0.382,1,"lm.nb","NM_000267.3:1260"
"IFNGR2-mRNA",-0.612,0.69,-1.96,0.741,0.654,0.256,1.67,0.382,1,"lm.nb","NM_005534.3:1963"
"IL12RB2-mRNA",-1.19,1.35,-3.84,1.46,0.438,0.0697,2.75,0.385,1,"loglinear","NM_001319233.1:880"
"CCL2-mRNA",0.773,0.89,-0.971,2.52,1.71,0.51,5.72,0.392,1,"lm.nb","NM_002982.3:303"
"DUSP5-mRNA",-0.51,0.59,-1.67,0.646,0.702,0.315,1.56,0.394,1,"lm.nb","NM_004419.3:675"
"NRAS-mRNA",-0.32,0.37,-1.04,0.405,0.801,0.485,1.32,0.394,1,"lm.nb","NM_002524.4:2168"
"GPR160-mRNA",-0.701,0.823,-2.31,0.911,0.615,0.201,1.88,0.4,1,"lm.nb","NM_014373.1:760"
"LDHA-mRNA",-0.274,0.323,-0.907,0.359,0.827,0.533,1.28,0.403,1,"lm.nb","NM_001135239.1:1053"
"IKBKB-mRNA",0.546,0.644,-0.716,1.81,1.46,0.609,3.5,0.403,1,"lm.nb","NM_001190720.2:1891"
"CCNB1-mRNA",0.709,0.841,-0.94,2.36,1.63,0.521,5.12,0.406,1,"lm.nb","NM_031966.2:710"
"TYMS-mRNA",0.43,0.512,-0.574,1.43,1.35,0.672,2.7,0.408,1,"lm.nb","NM_001071.1:395"
"CASP3-mRNA",0.229,0.275,-0.31,0.768,1.17,0.807,1.7,0.41,1,"lm.nb","NM_032991.2:1002"
"LIF-mRNA",0.361,0.434,-0.489,1.21,1.28,0.712,2.32,0.412,1,"lm.nb","NM_002309.4:3740"
"SFXN1-mRNA",-0.382,0.46,-1.28,0.52,0.767,0.411,1.43,0.412,1,"lm.nb","NM_001322977.1:191"
"CD44-mRNA",0.52,0.635,-0.724,1.76,1.43,0.606,3.4,0.418,1,"lm.nb","NM_001001392.1:566"
"FAS-mRNA",-0.394,0.487,-1.35,0.561,0.761,0.393,1.48,0.425,1,"lm.nb","NM_000043.3:90"
"PRKCA-mRNA",-0.332,0.411,-1.14,0.474,0.795,0.455,1.39,0.426,1,"lm.nb","NM_002737.2:818"
"PTPN11-mRNA",0.146,0.182,-0.21,0.503,1.11,0.865,1.42,0.426,1,"lm.nb","NM_001330437.1:228"
"ITGAV-mRNA",-0.434,0.541,-1.49,0.626,0.74,0.355,1.54,0.429,1,"lm.nb","NM_001144999.2:2701"
"TNFSF10-mRNA",-0.689,0.86,-2.37,0.997,0.62,0.193,2,0.429,1,"lm.nb","NM_003810.3:155"
"ANLN-mRNA",0.76,0.95,-1.1,2.62,1.69,0.466,6.15,0.43,1,"lm.nb","NM_018685.2:240"
"MET-mRNA",-0.489,0.616,-1.7,0.718,0.712,0.308,1.64,0.433,1,"lm.nb","NM_000245.2:1488"
"CRABP2-mRNA",0.363,0.457,-0.533,1.26,1.29,0.691,2.39,0.433,1,"lm.nb","NM_001199723.1:802"
"TNFSF12-mRNA",-0.441,0.561,-1.54,0.658,0.737,0.344,1.58,0.437,1,"lm.nb","NM_003809.2:339"
"CDC20-mRNA",0.622,0.811,-0.967,2.21,1.54,0.512,4.63,0.448,1,"lm.nb","NM_001255.1:915"
"RELN-mRNA",-0.623,0.814,-2.22,0.973,0.649,0.215,1.96,0.45,1,"lm.nb","NM_005045.3:988"
"ALDOC-mRNA",-0.423,0.561,-1.52,0.677,0.746,0.348,1.6,0.456,1,"lm.nb","NM_005165.2:335"
"RPL7A-mRNA",-0.356,0.473,-1.28,0.571,0.781,0.411,1.49,0.457,1,"lm.nb","NM_000972.2:657"
"VCAM1-mRNA",-0.575,0.767,-2.08,0.928,0.671,0.237,1.9,0.459,1,"lm.nb","NM_001078.3:2535"
"RSAD2-mRNA",0.521,0.701,-0.852,1.89,1.44,0.554,3.72,0.462,1,"lm.nb","NM_080657.4:1057"
"IL10RA-mRNA",-0.545,0.733,-1.98,0.892,0.685,0.253,1.86,0.463,1,"lm.nb","NM_001558.2:150"
"BIRC5-mRNA",0.735,0.991,-1.21,2.68,1.66,0.433,6.4,0.463,1,"lm.nb","NM_001168.2:1215"
"FANCA-mRNA",0.425,0.577,-0.706,1.56,1.34,0.613,2.94,0.466,1,"lm.nb","NM_001018112.1:580"
"GBP1-mRNA",-0.627,0.865,-2.32,1.07,0.647,0.2,2.1,0.474,1,"lm.nb","NM_002053.2:1838"
"LAMC2-mRNA",0.684,0.952,-1.18,2.55,1.61,0.441,5.85,0.478,1,"lm.nb","NM_005562.2:1027"
"CXCL16-mRNA",-0.433,0.609,-1.63,0.76,0.741,0.324,1.69,0.482,1,"lm.nb","NM_001100812.1:743"
"NBN-mRNA",-0.454,0.647,-1.72,0.814,0.73,0.303,1.76,0.488,1,"lm.nb","NM_002485.4:1046"
"CCND2-mRNA",-0.607,0.867,-2.31,1.09,0.657,0.202,2.13,0.489,1,"lm.nb","NM_001759.2:5825"
"CENPF-mRNA",0.595,0.851,-1.07,2.26,1.51,0.475,4.8,0.49,1,"lm.nb","NM_016343.3:9260"
"ERO1A-mRNA",-0.267,0.387,-1.03,0.492,0.831,0.491,1.41,0.495,1,"lm.nb","NM_014584.2:963"
"ARID1A-mRNA",-0.392,0.575,-1.52,0.735,0.762,0.349,1.66,0.5,1,"lm.nb","NM_006015.4:1670"
"MXI1-mRNA",-0.468,0.692,-1.82,0.889,0.723,0.283,1.85,0.504,1,"lm.nb","NM_001008541.1:2037"
"TNFRSF9-mRNA",-0.522,0.776,-2.04,0.999,0.696,0.243,2,0.506,1,"lm.nb","NM_001561.5:567"
"PIAS4-mRNA",0.313,0.47,-0.608,1.23,1.24,0.656,2.35,0.51,1,"lm.nb","NM_015897.2:454"
"UBE2C-mRNA",0.689,1.05,-1.38,2.75,1.61,0.385,6.75,0.518,1,"lm.nb","NM_007019.2:445"
"ENTPD1-mRNA",-0.494,0.756,-1.97,0.988,0.71,0.254,1.98,0.518,1,"lm.nb","NM_001098175.1:1418"
"SREBF1-mRNA",-0.537,0.832,-2.17,1.09,0.689,0.222,2.14,0.523,1,"lm.nb","NM_001005291.1:1392"
"API5-mRNA",-0.409,0.635,-1.65,0.836,0.753,0.318,1.79,0.524,1,"lm.nb","NM_001142930.1:1552"
"CXCL2-mRNA",-0.352,0.547,-1.42,0.72,0.783,0.372,1.65,0.524,1,"lm.nb","NM_002089.1:435"
"IER3-mRNA",-0.378,0.59,-1.53,0.779,0.77,0.345,1.72,0.527,1,"lm.nb","NM_003897.3:204"
"TBXAS1-mRNA",-0.287,0.453,-1.18,0.601,0.819,0.443,1.52,0.531,1,"lm.nb","NM_001061.4:709"
"CEP55-mRNA",0.66,1.04,-1.38,2.71,1.58,0.383,6.52,0.531,1,"lm.nb","NM_018131.3:570"
"IRF3-mRNA",-0.432,0.687,-1.78,0.914,0.741,0.292,1.88,0.534,1,"lm.nb","NM_001197122.1:607"
"ICAM2-mRNA",-0.453,0.728,-1.88,0.973,0.73,0.272,1.96,0.538,1,"lm.nb","NM_000873.3:415"
"CCND1-mRNA",-0.334,0.54,-1.39,0.725,0.793,0.381,1.65,0.541,1,"lm.nb","NM_053056.2:857"
"HK1-mRNA",-0.171,0.277,-0.713,0.371,0.888,0.61,1.29,0.541,1,"lm.nb","NM_000188.2:3355"
"FADD-mRNA",-0.361,0.591,-1.52,0.797,0.779,0.349,1.74,0.546,1,"lm.nb","NM_003824.3:810"
"OLFML2B-mRNA",-0.314,0.518,-1.33,0.7,0.804,0.398,1.62,0.548,1,"lm.nb","NM_015441.1:2920"
"TAPBPL-mRNA",-0.342,0.567,-1.45,0.77,0.789,0.365,1.71,0.551,1,"lm.nb","NM_018009.4:1425"
"RPL23-mRNA",-0.376,0.629,-1.61,0.858,0.771,0.328,1.81,0.555,1,"lm.nb","NM_000978.3:100"
"NOTCH1-mRNA",-0.332,0.56,-1.43,0.765,0.795,0.372,1.7,0.558,1,"lm.nb","NM_017617.3:2999"
"PFKM-mRNA",0.143,0.247,-0.341,0.627,1.1,0.789,1.54,0.567,1,"lm.nb","NM_000289.5:2672"
"CXCL6-mRNA",-0.378,0.655,-1.66,0.905,0.769,0.316,1.87,0.568,1,"lm.nb","NM_002993.3:308"
"FSTL3-mRNA",0.56,0.974,-1.35,2.47,1.47,0.392,5.54,0.569,1,"lm.nb","NM_005860.2:255"
"AKT1-mRNA",-0.309,0.539,-1.37,0.748,0.807,0.388,1.68,0.57,1,"lm.nb","NM_005163.2:2207"
"CCND3-mRNA",-0.244,0.426,-1.08,0.591,0.844,0.473,1.51,0.571,1,"lm.nb","NM_001136017.2:760"
"RELA-mRNA",-0.242,0.426,-1.08,0.593,0.845,0.474,1.51,0.574,1,"lm.nb","NM_021975.3:1990"
"NOTCH2-mRNA",-0.289,0.508,-1.28,0.707,0.819,0.411,1.63,0.574,1,"lm.nb","NM_024408.3:2842"
"CASP8-mRNA",-0.477,0.848,-2.14,1.18,0.718,0.227,2.27,0.577,1,"lm.nb","NM_001228.4:762"
"PMS2-mRNA",-0.395,0.705,-1.78,0.987,0.761,0.292,1.98,0.58,1,"lm.nb","NM_000535.6:894"
"SIRPA-mRNA",-0.234,0.419,-1.05,0.587,0.85,0.481,1.5,0.58,1,"lm.nb","NM_001040023.1:3355"
"PARP12-mRNA",-0.394,0.711,-1.79,0.999,0.761,0.29,2,0.583,1,"lm.nb","NM_022750.3:1843"
"PDZK1IP1-mRNA",-0.448,0.813,-2.04,1.15,0.733,0.243,2.21,0.585,1,"lm.nb","NM_005764.3:229"
"HMGB1-mRNA",-0.285,0.521,-1.31,0.736,0.821,0.405,1.66,0.588,1,"lm.nb","NM_002128.5:3400"
"TNFRSF10B-mRNA",-0.418,0.769,-1.93,1.09,0.748,0.263,2.13,0.59,1,"lm.nb","NM_003842.3:565"
"HDAC3-mRNA",-0.298,0.549,-1.37,0.778,0.813,0.386,1.71,0.591,1,"lm.nb","NM_003883.3:1464"
"IRF7-mRNA",-0.26,0.483,-1.21,0.687,0.835,0.433,1.61,0.594,1,"lm.nb","NM_004029.2:1705"
"ITGB3-mRNA",0.301,0.565,-0.806,1.41,1.23,0.572,2.65,0.597,1,"lm.nb","NM_000212.2:4485"
"TWF1-mRNA",-0.187,0.351,-0.875,0.501,0.878,0.545,1.41,0.598,1,"lm.nb","NM_002822.4:1574"
"CASP9-mRNA",-0.229,0.438,-1.09,0.628,0.853,0.471,1.55,0.604,1,"lm.nb","XM_011542270.1:326"
"SLC1A5-mRNA",-0.303,0.588,-1.45,0.849,0.811,0.365,1.8,0.61,1,"lm.nb","NM_001145144.1:648"
"CD47-mRNA",-0.324,0.642,-1.58,0.934,0.799,0.334,1.91,0.618,1,"lm.nb","NM_001777.3:901"
"ARG2-mRNA",-0.154,0.324,-0.789,0.481,0.899,0.579,1.4,0.637,1,"lm.nb","NM_001172.3:512"
"SPP1-mRNA",-0.367,0.781,-1.9,1.16,0.775,0.268,2.24,0.641,1,"lm.nb","NM_000582.2:760"
"GLS-mRNA",0.134,0.286,-0.428,0.695,1.1,0.743,1.62,0.644,1,"lm.nb","NM_014905.4:165"
"CDK6-mRNA",0.369,0.798,-1.19,1.93,1.29,0.437,3.82,0.647,1,"lm.nb","NM_001145306.1:1373"
"OASL-mRNA",0.328,0.71,-1.06,1.72,1.26,0.478,3.29,0.648,1,"lm.nb","NM_003733.2:1570"
"SRP54-mRNA",0.212,0.461,-0.692,1.12,1.16,0.619,2.17,0.649,1,"lm.nb","NM_001146282.1:951"
"CD3D-mRNA",-0.354,0.777,-1.88,1.17,0.782,0.272,2.25,0.652,1,"lm.nb","NM_000732.4:127"
"LDHB-mRNA",-0.274,0.626,-1.5,0.953,0.827,0.353,1.94,0.664,1,"lm.nb","NM_001174097.2:1200"
"PLOD2-mRNA",-0.109,0.252,-0.603,0.384,0.927,0.659,1.31,0.667,1,"lm.nb","NM_182943.2:2588"
"AXL-mRNA",-0.318,0.737,-1.76,1.13,0.802,0.295,2.18,0.669,1,"lm.nb","NM_001699.4:1535"
"TICAM1-mRNA",-0.248,0.598,-1.42,0.923,0.842,0.374,1.9,0.681,1,"lm.nb","NM_182919.3:2552"
"ENO1-mRNA",-0.211,0.509,-1.21,0.787,0.864,0.433,1.73,0.681,1,"lm.nb","NM_001428.3:782"
"UBA7-mRNA",0.115,0.291,-0.456,0.686,1.08,0.729,1.61,0.695,1,"lm.nb","NM_003335.2:580"
"BAX-mRNA",-0.198,0.506,-1.19,0.794,0.872,0.438,1.73,0.699,1,"lm.nb","NM_004324.3:330"
"GPSM3-mRNA",-0.283,0.745,-1.74,1.18,0.822,0.299,2.26,0.707,1,"lm.nb","NM_001276501.1:915"
"TNFRSF10C-mRNA",-0.182,0.49,-1.14,0.778,0.881,0.453,1.71,0.712,1,"lm.nb","NM_003841.3:682"
"NT5E-mRNA",0.268,0.724,-1.15,1.69,1.2,0.45,3.22,0.713,1,"lm.nb","NM_002526.3:3526"
"PSMB5-mRNA",-0.237,0.647,-1.5,1.03,0.848,0.352,2.04,0.716,1,"lm.nb","NM_001130725.1:426"
"HDAC11-mRNA",-0.283,0.78,-1.81,1.25,0.822,0.285,2.37,0.719,1,"lm.nb","NM_001330636.1:865"
"TNF-mRNA",0.191,0.541,-0.87,1.25,1.14,0.547,2.38,0.727,1,"lm.nb","NM_000594.3:1366"
"NFKB2-mRNA",-0.0905,0.266,-0.611,0.43,0.939,0.655,1.35,0.736,1,"lm.nb","NM_001077494.3:1986"
"EIF2B4-mRNA",0.14,0.414,-0.672,0.953,1.1,0.628,1.94,0.737,1,"lm.nb","NM_001034116.1:1258"
"TNFRSF11B-mRNA",-0.163,0.503,-1.15,0.823,0.893,0.451,1.77,0.748,1,"lm.nb","NM_002546.3:572"
"CDKN2B-mRNA",0.152,0.509,-0.845,1.15,1.11,0.557,2.22,0.767,1,"lm.nb","NM_004936.3:906"
"MRE11-mRNA",0.0532,0.187,-0.314,0.42,1.04,0.804,1.34,0.778,1,"lm.nb","NM_001330347.1:2169"
"RELB-mRNA",-0.167,0.591,-1.32,0.992,0.891,0.399,1.99,0.78,1,"lm.nb","NM_006509.3:956"
"APH1B-mRNA",0.144,0.511,-0.857,1.15,1.1,0.552,2.21,0.78,1,"lm.nb","NM_001145646.1:541"
"S100A8-mRNA",-0.222,0.806,-1.8,1.36,0.857,0.287,2.56,0.784,1,"lm.nb","NM_002964.4:365"
"TAP2-mRNA",-0.117,0.431,-0.963,0.728,0.922,0.513,1.66,0.787,1,"lm.nb","NM_018833.2:912"
"ITGAE-mRNA",0.108,0.417,-0.709,0.926,1.08,0.612,1.9,0.796,1,"lm.nb","NM_002208.4:3647"
"MKI67-mRNA",0.482,1.86,-3.15,4.12,1.4,0.112,17.4,0.797,1,"loglinear","NM_002417.2:2005"
"CD276-mRNA",-0.176,0.676,-1.5,1.15,0.885,0.353,2.22,0.797,1,"lm.nb","NM_001024736.1:2119"
"ICAM1-mRNA",-0.16,0.617,-1.37,1.05,0.895,0.387,2.07,0.797,1,"lm.nb","NM_000201.2:2253"
"EPCAM-mRNA",-0.176,0.697,-1.54,1.19,0.885,0.343,2.28,0.802,1,"lm.nb","NM_002354.2:499"
"E2F3-mRNA",-0.132,0.522,-1.16,0.892,0.913,0.449,1.86,0.802,1,"lm.nb","NM_001243076.2:2707"
"CD274-mRNA",0.201,0.824,-1.41,1.82,1.15,0.375,3.52,0.809,1,"lm.nb","NM_014143.3:1243"
