Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12976490,2020-12-30 00:02:29,2020-11-03 23:37:17,23206062,6921642256,23206062,298,2262,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12976490/SRR12976490.1,SRX9428686,T1-3,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP291051,PRJNA672722,,672722,SRS7643297,SAMN16576032,simple,3483,Cannabis sativa,T1-3,,,,,,,no,,,,,DAQING BRANCH OF HEILONGJIANG ACADEMY OF SCIENCES,SRA1152156,,public,9376DC0F106441066CF1DA78FA9B5E41,28B1E27A254C4D478EE9ABE392FCCBC9
SRR12976486,2020-12-30 00:02:29,2020-11-03 23:33:29,22172556,6618943140,22172556,298,2115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12976486/SRR12976486.1,SRX9428690,T12-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP291051,PRJNA672722,,672722,SRS7643301,SAMN16576036,simple,3483,Cannabis sativa,T12-1,,,,,,,no,,,,,DAQING BRANCH OF HEILONGJIANG ACADEMY OF SCIENCES,SRA1152156,,public,2C7712C151EEC9FC15F5AD0E2B9391B7,49B5F4F5252421A7165CA9B0FCBB93C5
SRR12976495,2020-12-30 00:02:29,2020-11-03 23:39:04,30814848,9186057442,30814848,298,2978,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12976495/SRR12976495.1,SRX9428681,T12-2,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP291051,PRJNA672722,,672722,SRS7643292,SAMN16576037,simple,3483,Cannabis sativa,T12-2,,,,,,,no,,,,,DAQING BRANCH OF HEILONGJIANG ACADEMY OF SCIENCES,SRA1152156,,public,3D15A3D6BEBFCAB69A9324E7CAC83EF2,C195C69C782553178D95449071D32368
SRR12976494,2020-12-30 00:02:29,2020-11-03 23:32:55,26207000,7820376882,26207000,298,2519,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12976494/SRR12976494.1,SRX9428682,T12-3,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP291051,PRJNA672722,,672722,SRS7643293,SAMN16576038,simple,3483,Cannabis sativa,T12-3,,,,,,,no,,,,,DAQING BRANCH OF HEILONGJIANG ACADEMY OF SCIENCES,SRA1152156,,public,2AEC592FF5F2B7C13F0632659CD7FC4C,D86EBF5AAD590B43FAA84DAA8377AD37
SRR12976489,2020-12-30 00:02:29,2020-11-03 23:36:30,22654830,6756102476,22654830,298,2194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12976489/SRR12976489.1,SRX9428687,T6-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP291051,PRJNA672722,,672722,SRS7643298,SAMN16576033,simple,3483,Cannabis sativa,T6-1,,,,,,,no,,,,,DAQING BRANCH OF HEILONGJIANG ACADEMY OF SCIENCES,SRA1152156,,public,B394BAAC8124E9D1D4A586BD44AAC0B0,C942D425EE552EEC99EC71D107B14E43
SRR12976488,2020-12-30 00:02:29,2020-11-04 00:04:29,24798728,7414644290,24798728,298,2370,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR12976488/SRR12976488.1,SRX9428688,T6-2,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP291051,PRJNA672722,,672722,SRS7643299,SAMN16576034,simple,3483,Cannabis sativa,T6-2,,,,,,,no,,,,,DAQING BRANCH OF HEILONGJIANG ACADEMY OF SCIENCES,SRA1152156,,public,366A25D50A8E959150FAABC0D9A98899,79995ED286F98133F42EC5F9253C3495
SRR12976487,2020-12-30 00:02:29,2020-11-03 23:44:32,24821529,7418531084,24821529,298,2406,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12976487/SRR12976487.1,SRX9428689,T6-3,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP291051,PRJNA672722,,672722,SRS7643300,SAMN16576035,simple,3483,Cannabis sativa,T6-3,,,,,,,no,,,,,DAQING BRANCH OF HEILONGJIANG ACADEMY OF SCIENCES,SRA1152156,,public,6FA989AFDB9AB85733E8FDB587582058,C75A0728D68315D16941FF3FF58DA18A
SRR12886428,2020-10-24 04:44:30,2020-10-24 04:42:23,22645264,815229504,0,36,509,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12886428/SRR12886428.1,SRX9352101,Yunma_1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP288418,PRJNA669955,,669955,SRS7575415,SAMN16453436,simple,3483,Cannabis sativa,Yunma_1,,,,,,,no,,,,,CHINESE ACADEMY OF MEDICAL SCIENCES & PEKING UNION,SRA1147433,,public,25ACF97F35A6C5DE8E5106A73B5A4B1D,9ABCE917F2D5C92BFB8ED8A9FA9014B6
SRR12904745,2020-10-28 04:35:36,2020-10-28 04:26:58,133703868,12033348120,0,90,7948,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR12904745/SRR12904745.1,SRX9369628,Yunma_1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP288718,PRJNA670033,,670033,SRS7575415,SAMN16453436,simple,3483,Cannabis sativa,Yunma_1,,,,,,,no,,,,,CHINESE ACADEMY OF MEDICAL SCIENCES & PEKING UNION,SRA1148260,,public,1006355FA81B976AC55A17FCB02893D4,9184055D988F7A33431D73597A80EB08
SRR11887933,2020-06-01 06:11:16,2020-06-01 06:08:28,19483193,5816373684,19483193,298,1826,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11887933/SRR11887933.1,SRX8435447,T08,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP265442,PRJNA635553,,635553,SRS6746329,SAMN15042996,simple,3483,Cannabis sativa,D4-2,,,,,,,no,,,,,HEILONGJIANG ACADEMY SCIENCES,SRA1081654,,public,4CC9311C96BEC3054C2F2AA552A826A7,E097A97327ECFCE30961F7B1B355851E
SRR11887932,2020-06-01 06:11:16,2020-06-01 06:08:46,19474023,5821193082,19474023,298,1820,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11887932/SRR11887932.1,SRX8435448,T09,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP265442,PRJNA635553,,635553,SRS6746330,SAMN15043042,simple,3483,Cannabis sativa,D4-3,,,,,,,no,,,,,HEILONGJIANG ACADEMY SCIENCES,SRA1081654,,public,A9014F815284D8E3AAE6E902B9100DF0,6DBAB9D36A662B682D3943EFF01DC063
SRR11887931,2020-06-01 06:12:30,2020-06-01 06:09:50,21242039,6330791892,21242039,298,1816,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11887931/SRR11887931.1,SRX8435449,T10,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP265442,PRJNA635553,,635553,SRS6746331,SAMN15043216,simple,3483,Cannabis sativa,DS4-1,,,,,,,no,,,,,HEILONGJIANG ACADEMY SCIENCES,SRA1081654,,public,2645E19074752B22171F5EFD459E66A3,43F4DB04535B2BF121DC2BEB0CDBBD9F
SRR12729662,2020-09-28 22:26:42,2020-09-28 19:35:10,421607959,126482387700,421607959,300,44071,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR12729662/SRR12729662.1,SRX9203017,PG_HiC_JL_Mother,Hi-C,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP234475,PRJNA575581,,575581,SRS5754787,SAMN12904853,simple,3483,Cannabis sativa,Jamaican Lion Mother,,,,,female,,no,,,,,MEDICINAL GENOMICS,SRA1133540,,public,767523C754C03629EC501A4EB74EDC3A,96F8483516E36CD894E4DDA1B6ECF3E3
ERR4031207,2020-10-01 10:12:47,2020-10-01 12:25:18,3243585,456509032,0,140,179,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031207,ERX4032507,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421375,SAMEA6661916,simple,1549736,vaginal metagenome,SAMEA6661916,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,14FE0D9BBEAA111296C96B6FD9F12CE1,585D781B3B226EB3575AB974D715A535
ERR4031222,2020-10-01 10:12:47,2020-10-01 12:28:06,4837856,660572219,0,136,252,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031222,ERX4032522,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421390,SAMEA6661932,simple,1549736,vaginal metagenome,SAMEA6661932,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,62EF1727F0B682D166F4D9BC73616AE4,2F5C633A54CE1E68804925F6113F0714
ERR4031234,2020-10-01 10:12:47,2020-10-01 12:31:17,1920037,202724838,0,105,79,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031234,ERX4032534,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421402,SAMEA6661944,simple,1549736,vaginal metagenome,SAMEA6661944,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,BED459D897F7BC280D666F329F7DCD00,57CE08C1BEC1B09B998A4878F0F4EC19
ERR4031237,2020-10-01 10:12:47,2020-10-01 12:31:14,1399815,154267991,0,110,60,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031237,ERX4032537,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421405,SAMEA6661947,simple,1549736,vaginal metagenome,SAMEA6661947,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,89FF84CA9AC79F800AF5CD50C6C2A469,099EE5A3D30FB0CB10AB1261182A5E2B
ERR4031247,2020-10-01 10:12:47,2020-10-01 12:33:43,1798941,186218805,0,103,74,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031247,ERX4032547,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421415,SAMEA6661957,simple,1549736,vaginal metagenome,SAMEA6661957,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,C4AFEE730A2EF668263EEB867932B9F1,96957568C08A9DF1BFF045C8F216A3B1
ERR4031250,2020-10-01 10:12:47,2020-10-01 12:34:00,1919620,210597699,0,109,86,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031250,ERX4032550,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421418,SAMEA6661960,simple,1549736,vaginal metagenome,SAMEA6661960,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,21289D6945B9EF4059D3FD524863BE01,9FB96CFCB61FBADC072F8AB86B047D89
ERR4031255,2020-10-01 10:12:47,2020-10-01 12:35:07,1598146,182372765,0,114,71,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031255,ERX4032555,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421423,SAMEA6661965,simple,1549736,vaginal metagenome,SAMEA6661965,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,7E5670F128F10FF578D9A49A72C63D07,82A2E7A47439901552FE96EFF0D8E9B6
ERR4031265,2020-10-01 10:12:48,2020-10-01 12:37:09,1448378,164077726,0,113,64,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031265,ERX4032565,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421433,SAMEA6661975,simple,1549736,vaginal metagenome,SAMEA6661975,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,C8D2FDC26E61372DD92466021DA748F3,8DE3BEF6FE6C63F68AA85151B2C3A045
ERR4031293,2020-10-01 10:12:48,2020-10-01 12:43:00,1618515,174851586,0,108,69,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031293,ERX4032593,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421461,SAMEA6662003,simple,1549736,vaginal metagenome,SAMEA6662003,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,65B8B396690CA2A5B5D175C74631B159,6FD1F8A0E44E538371EBF8FD9F18B35B
ERR4031305,2020-10-01 10:12:48,2020-10-01 12:44:52,1557575,173920694,0,111,68,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031305,ERX4032605,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421473,SAMEA6662015,simple,1549736,vaginal metagenome,SAMEA6662015,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,C49DC99F04285F9675A12EB445F47BDD,0EAD3C2F3D57EB673F918F8B395EAEF9
ERR4031315,2020-10-01 10:12:48,2020-10-01 12:46:32,1324257,141372748,0,106,55,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031315,ERX4032615,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421483,SAMEA6662025,simple,1549736,vaginal metagenome,SAMEA6662025,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,CC8885909D606F9A2F422D1E4BF97EC0,7188EF6FC60CB2117C23A39D0D25DBCE
ERR4031325,2020-10-01 10:12:49,2020-10-01 12:48:05,1578801,167410016,0,106,66,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031325,ERX4032625,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421493,SAMEA6662035,simple,1549736,vaginal metagenome,SAMEA6662035,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,D3AE57DBB0C189A4F0F4554BD059C2CA,ECB78C8B0C0830ED5EB301228F18E0A3
ERR4031329,2020-10-01 10:12:49,2020-10-01 12:48:20,1360162,159641965,0,117,61,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031329,ERX4032629,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421497,SAMEA6662039,simple,1549736,vaginal metagenome,SAMEA6662039,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,BF7781A0DB56E34225853A78C80A6F8A,2E3F60B1200A0D0B149AB1B9254A93A9
ERR4031331,2020-10-01 10:12:49,2020-10-01 12:48:57,1559086,184943807,0,118,74,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031331,ERX4032631,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421499,SAMEA6662041,simple,1549736,vaginal metagenome,SAMEA6662041,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,37B0D17FDD6B2148C8A5BD9BFF5EFEC0,5C6C0BC6305C36918F9C10B8932EA90C
ERR4031348,2020-10-01 10:12:49,2020-10-01 12:51:54,2580039,295948977,0,114,116,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR4031/ERR4031348,ERX4032648,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421516,SAMEA6662058,simple,1549736,vaginal metagenome,SAMEA6662058,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,C40A5B8868EBC2BC7640B9A577A71F83,F328765B09D44B80D183E10EE806642B
ERR4031366,2020-10-01 10:12:49,,0,0,0,0,0,,,ERX4032666,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421535,SAMEA6662077,simple,1549736,vaginal metagenome,SAMEA6662077,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031381,2020-10-01 10:12:50,,0,0,0,0,0,,,ERX4032681,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421550,SAMEA6662092,simple,1549736,vaginal metagenome,SAMEA6662092,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031392,2020-10-01 10:12:50,,0,0,0,0,0,,,ERX4032692,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421561,SAMEA6662103,simple,1549736,vaginal metagenome,SAMEA6662103,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031395,2020-10-01 10:12:50,,0,0,0,0,0,,,ERX4032695,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421564,SAMEA6662106,simple,1549736,vaginal metagenome,SAMEA6662106,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031405,2020-10-01 10:12:50,,0,0,0,0,0,,,ERX4032705,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421574,SAMEA6662116,simple,1549736,vaginal metagenome,SAMEA6662116,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031408,2020-10-01 10:12:50,,0,0,0,0,0,,,ERX4032708,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421577,SAMEA6662119,simple,1549736,vaginal metagenome,SAMEA6662119,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031413,2020-10-01 10:17:32,,0,0,0,0,0,,,ERX4032713,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421582,SAMEA6662124,simple,1549736,vaginal metagenome,SAMEA6662124,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031423,2020-10-01 10:17:32,,0,0,0,0,0,,,ERX4032723,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421592,SAMEA6662134,simple,1549736,vaginal metagenome,SAMEA6662134,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031451,2020-10-01 10:17:33,,0,0,0,0,0,,,ERX4032751,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421620,SAMEA6662162,simple,1549736,vaginal metagenome,SAMEA6662162,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031462,2020-10-01 10:17:33,,0,0,0,0,0,,,ERX4032762,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421631,SAMEA6662173,simple,1549736,vaginal metagenome,SAMEA6662173,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031472,2020-10-01 10:17:33,,0,0,0,0,0,,,ERX4032772,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421641,SAMEA6662183,simple,1549736,vaginal metagenome,SAMEA6662183,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031482,2020-10-01 10:17:33,,0,0,0,0,0,,,ERX4032782,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421651,SAMEA6662193,simple,1549736,vaginal metagenome,SAMEA6662193,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031486,2020-10-01 10:17:33,,0,0,0,0,0,,,ERX4032786,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421655,SAMEA6662197,simple,1549736,vaginal metagenome,SAMEA6662197,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031488,2020-10-01 10:17:33,,0,0,0,0,0,,,ERX4032788,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421657,SAMEA6662199,simple,1549736,vaginal metagenome,SAMEA6662199,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031505,2020-10-01 10:17:33,,0,0,0,0,0,,,ERX4032805,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421674,SAMEA6662216,simple,1549736,vaginal metagenome,SAMEA6662216,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031524,2020-10-01 10:17:34,,0,0,0,0,0,,,ERX4032824,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421693,SAMEA6662235,simple,1549736,vaginal metagenome,SAMEA6662235,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031539,2020-10-01 10:17:34,,0,0,0,0,0,,,ERX4032839,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421708,SAMEA6662250,simple,1549736,vaginal metagenome,SAMEA6662250,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031551,2020-10-01 10:17:34,,0,0,0,0,0,,,ERX4032851,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421720,SAMEA6662262,simple,1549736,vaginal metagenome,SAMEA6662262,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031554,2020-10-01 10:17:34,,0,0,0,0,0,,,ERX4032854,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421723,SAMEA6662265,simple,1549736,vaginal metagenome,SAMEA6662265,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031564,2020-10-01 10:17:34,,0,0,0,0,0,,,ERX4032864,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421733,SAMEA6662275,simple,1549736,vaginal metagenome,SAMEA6662275,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031567,2020-10-01 10:17:34,,0,0,0,0,0,,,ERX4032867,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421736,SAMEA6662278,simple,1549736,vaginal metagenome,SAMEA6662278,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
ERR4031572,2020-10-01 10:17:34,,0,0,0,0,0,,,ERX4032872,unspecified,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP121061,PRJEB37731,,666847,ERS4421741,SAMEA6662283,simple,1549736,vaginal metagenome,SAMEA6662283,,,,,,,no,,,,,CENTRE FOR TRANSLATIONAL MICROBIOME RESEARCH (CTMR,ERA2509143,,public,,
