ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Regulation,Cell_Population,Treatment
GO:0045123,cellular extravasation,81/28943,0.011148086,0.027727315,0.003099467,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002711,positive regulation of T cell mediated immunity,82/28943,0.011285132,0.027727315,0.003099467,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032722,positive regulation of chemokine production,83/28943,0.011422163,0.027727315,0.003099467,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0034109,homotypic cell-cell adhesion,84/28943,0.01155918,0.027727315,0.003099467,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0060191,regulation of lipase activity,84/28943,0.01155918,0.027727315,0.003099467,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002720,positive regulation of cytokine production involved in immune response,85/28943,0.011696183,0.027727315,0.003099467,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045670,regulation of osteoclast differentiation,85/28943,0.011696183,0.027727315,0.003099467,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070228,regulation of lymphocyte apoptotic process,85/28943,0.011696183,0.027727315,0.003099467,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032729,positive regulation of interferon-gamma production,86/28943,0.011833172,0.027857258,0.003113993,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033627,cell adhesion mediated by integrin,90/28943,0.012380983,0.028945885,0.003235683,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0043367,CD4-positive| alpha-beta T cell differentiation,93/28943,0.012791693,0.029701259,0.003320122,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051341,regulation of oxidoreductase activity,95/28943,0.013065428,0.030037388,0.003357696,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0061053,somite development,96/28943,0.013202274,0.030037388,0.003357696,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070555,response to interleukin-1,96/28943,0.013202274,0.030037388,0.003357696,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1901222,regulation of NIK/NF-kappaB signaling,98/28943,0.013475924,0.030455587,0.003404444,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002690,positive regulation of leukocyte chemotaxis,99/28943,0.013612727,0.030561023,0.00341623,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0014910,regulation of smooth muscle cell migration,100/28943,0.013749516,0.03066504,0.003427857,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,101/28943,0.013886291,0.030767665,0.003439329,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0030593,neutrophil chemotaxis,103/28943,0.014159799,0.031169946,0.003484298,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0046718,viral entry into host cell,104/28943,0.014296531,0.031267897,0.003495247,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0044409,entry into host,108/28943,0.014843318,0.031619203,0.003534517,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0048661,positive regulation of smooth muscle cell proliferation,109/28943,0.014979979,0.031619203,0.003534517,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070227,lymphocyte apoptotic process,109/28943,0.014979979,0.031619203,0.003534517,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0072676,lymphocyte migration,109/28943,0.014979979,0.031619203,0.003534517,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032642,regulation of chemokine production,110/28943,0.015116626,0.031619203,0.003534517,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0042102,positive regulation of T cell proliferation,110/28943,0.015116626,0.031619203,0.003534517,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002709,regulation of T cell mediated immunity,111/28943,0.015253259,0.031619203,0.003534517,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0014909,smooth muscle cell migration,111/28943,0.015253259,0.031619203,0.003534517,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002526,acute inflammatory response,112/28943,0.015389878,0.031619203,0.003534517,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071346,cellular response to interferon-gamma,112/28943,0.015389878,0.031619203,0.003534517,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045639,positive regulation of myeloid cell differentiation,113/28943,0.015526482,0.031707695,0.003544409,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0030101,natural killer cell activation,115/28943,0.015799648,0.03207234,0.003585171,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032602,chemokine production,117/28943,0.016072757,0.032112096,0.003589615,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0035282,segmentation,118/28943,0.016209291,0.032112096,0.003589615,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0038061,NIK/NF-kappaB signaling,118/28943,0.016209291,0.032112096,0.003589615,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045666,positive regulation of neuron differentiation,119/28943,0.01634581,0.032112096,0.003589615,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000106,regulation of leukocyte apoptotic process,119/28943,0.01634581,0.032112096,0.003589615,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051702,biological process involved in interaction with symbiont,120/28943,0.016482315,0.032112096,0.003589615,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071675,regulation of mononuclear cell migration,120/28943,0.016482315,0.032112096,0.003589615,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0009636,response to toxic substance,122/28943,0.016755282,0.032126608,0.003591237,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0030316,osteoclast differentiation,123/28943,0.016891744,0.032126608,0.003591237,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002286,T cell activation involved in immune response,124/28943,0.017028192,0.032126608,0.003591237,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032649,regulation of interferon-gamma production,125/28943,0.017164626,0.032126608,0.003591237,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0035710,CD4-positive| alpha-beta T cell activation,125/28943,0.017164626,0.032126608,0.003591237,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002688,regulation of leukocyte chemotaxis,126/28943,0.017301046,0.032126608,0.003591237,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002718,regulation of cytokine production involved in immune response,126/28943,0.017301046,0.032126608,0.003591237,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0014812,muscle cell migration,126/28943,0.017301046,0.032126608,0.003591237,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0044000,movement in host,127/28943,0.017437451,0.032126608,0.003591237,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051101,regulation of DNA binding,127/28943,0.017437451,0.032126608,0.003591237,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0046632,alpha-beta T cell differentiation,129/28943,0.017710219,0.032278303,0.003608194,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071621,granulocyte chemotaxis,129/28943,0.017710219,0.032278303,0.003608194,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1990266,neutrophil migration,133/28943,0.018255586,0.03309435,0.003699415,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0014065,phosphatidylinositol 3-kinase signaling,134/28943,0.018391892,0.033164103,0.003707212,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0008277,regulation of G protein-coupled receptor signaling pathway,138/28943,0.018936974,0.033787548,0.003776903,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032609,interferon-gamma production,138/28943,0.018936974,0.033787548,0.003776903,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002702,positive regulation of production of molecular mediator of immune response,142/28943,0.019481829,0.034577697,0.003865229,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002761,regulation of myeloid leukocyte differentiation,143/28943,0.019618008,0.034638045,0.003871975,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0120161,regulation of cold-induced thermogenesis,147/28943,0.020162579,0.034811007,0.00389131,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002367,cytokine production involved in immune response,148/28943,0.020298687,0.034811007,0.00389131,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002456,T cell mediated immunity,148/28943,0.020298687,0.034811007,0.00389131,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050729,positive regulation of inflammatory response,148/28943,0.020298687,0.034811007,0.00389131,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071887,leukocyte apoptotic process,148/28943,0.020298687,0.034811007,0.00389131,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050671,positive regulation of lymphocyte proliferation,149/28943,0.02043478,0.034811007,0.00389131,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0106106,cold-induced thermogenesis,149/28943,0.02043478,0.034811007,0.00389131,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050921,positive regulation of chemotaxis,151/28943,0.020706924,0.034923618,0.003903898,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051928,positive regulation of calcium ion transport,151/28943,0.020706924,0.034923618,0.003903898,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032946,positive regulation of mononuclear cell proliferation,152/28943,0.020842975,0.034979051,0.003910094,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,154/28943,0.021115034,0.035261066,0.003941619,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051092,positive regulation of NF-kappaB transcription factor activity,155/28943,0.021251042,0.035314231,0.003947562,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051053,negative regulation of DNA metabolic process,156/28943,0.021387036,0.035366854,0.003953444,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002687,positive regulation of leukocyte migration,160/28943,0.02193087,0.03579255,0.00400103,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002708,positive regulation of lymphocyte mediated immunity,160/28943,0.02193087,0.03579255,0.00400103,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002821,positive regulation of adaptive immune response,161/28943,0.022066793,0.03579255,0.00400103,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045667,regulation of osteoblast differentiation,161/28943,0.022066793,0.03579255,0.00400103,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051701,biological process involved in interaction with host,163/28943,0.022338597,0.035889974,0.004011921,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0097530,granulocyte migration,163/28943,0.022338597,0.035889974,0.004011921,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1990845,adaptive thermogenesis,165/28943,0.022610344,0.03615522,0.004041571,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0048015,phosphatidylinositol-mediated signaling,168/28943,0.023017859,0.03646287,0.004075961,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070665,positive regulation of leukocyte proliferation,168/28943,0.023017859,0.03646287,0.004075961,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0048017,inositol lipid-mediated signaling,171/28943,0.023425246,0.03693562,0.004128807,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051100,negative regulation of binding,177/28943,0.024239638,0.038042765,0.004252568,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045766,positive regulation of angiogenesis,182/28943,0.024917909,0.038671503,0.004322851,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1904018,positive regulation of vasculature development,182/28943,0.024917909,0.038671503,0.004322851,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071356,cellular response to tumor necrosis factor,183/28943,0.02505352,0.038671503,0.004322851,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071674,mononuclear cell migration,184/28943,0.025189118,0.038671503,0.004322851,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002705,positive regulation of leukocyte mediated immunity,185/28943,0.025324701,0.038671503,0.004322851,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0048660,regulation of smooth muscle cell proliferation,185/28943,0.025324701,0.038671503,0.004322851,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0046631,alpha-beta T cell activation,191/28943,0.026137905,0.03938111,0.004402173,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,191/28943,0.026137905,0.03938111,0.004402173,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050796,regulation of insulin secretion,191/28943,0.026137905,0.03938111,0.004402173,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0048659,smooth muscle cell proliferation,192/28943,0.026273389,0.039410084,0.004405412,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0042129,regulation of T cell proliferation,196/28943,0.026815186,0.040045586,0.004476451,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0007259,receptor signaling pathway via JAK-STAT,198/28943,0.027085999,0.040272604,0.004501828,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0034612,response to tumor necrosis factor,202/28943,0.027627456,0.040898287,0.004571769,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0097696,receptor signaling pathway via STAT,205/28943,0.028033401,0.041318795,0.004618775,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002700,regulation of production of molecular mediator of immune response,207/28943,0.02830396,0.041357941,0.004623151,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0043491,protein kinase B signaling,207/28943,0.02830396,0.041357941,0.004623151,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1902107,positive regulation of leukocyte differentiation,210/28943,0.028709693,0.041592247,0.004649343,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1903708,positive regulation of hemopoiesis,210/28943,0.028709693,0.041592247,0.004649343,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002285,lymphocyte activation involved in immune response,222/28943,0.030331353,0.04375459,0.004891058,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,223/28943,0.0304664,0.043763176,0.004892018,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0001649,osteoblast differentiation,225/28943,0.03073645,0.043964796,0.004914556,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045637,regulation of myeloid cell differentiation,226/28943,0.030871455,0.043972366,0.004915402,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070374,positive regulation of ERK1 and ERK2 cascade,227/28943,0.031006445,0.043979853,0.004916239,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0030595,leukocyte chemotaxis,228/28943,0.031141421,0.043987257,0.004917066,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002706,regulation of lymphocyte mediated immunity,231/28943,0.031546265,0.044190842,0.004939824,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050920,regulation of chemotaxis,231/28943,0.031546265,0.044190842,0.004939824,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050679,positive regulation of epithelial cell proliferation,232/28943,0.031681185,0.044197208,0.004940536,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002685,regulation of leukocyte migration,234/28943,0.031950982,0.044215879,0.004942623,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0030073,insulin secretion,235/28943,0.032085859,0.044215879,0.004942623,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0090276,regulation of peptide hormone secretion,235/28943,0.032085859,0.044215879,0.004942623,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0009952,anterior/posterior pattern specification,236/28943,0.032220723,0.044221963,0.004943303,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0042098,T cell proliferation,237/28943,0.032355572,0.044227979,0.004943975,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002819,regulation of adaptive immune response,239/28943,0.032625228,0.044417479,0.004965158,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002791,regulation of peptide secretion,240/28943,0.032760035,0.044422607,0.004965732,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0090087,regulation of peptide transport,242/28943,0.033029607,0.044609708,0.004986646,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0097529,myeloid leukocyte migration,243/28943,0.033164371,0.044613976,0.004987124,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045664,regulation of neuron differentiation,244/28943,0.033299122,0.044618191,0.004987595,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002573,myeloid leukocyte differentiation,246/28943,0.033568581,0.044626466,0.00498852,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050870,positive regulation of T cell activation,246/28943,0.033568581,0.044626466,0.00498852,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050670,regulation of lymphocyte proliferation,253/28943,0.034511244,0.045700436,0.005108572,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032944,regulation of mononuclear cell proliferation,258/28943,0.035184152,0.046410224,0.005187915,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0043547,positive regulation of GTPase activity,261/28943,0.035587728,0.046760619,0.005227084,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033002,muscle cell proliferation,266/28943,0.036260073,0.0474456,0.005303653,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1901215,negative regulation of neuron death,267/28943,0.0363945,0.0474456,0.005303653,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,268/28943,0.036528913,0.0474456,0.005303653,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051091,positive regulation of DNA-binding transcription factor activity,271/28943,0.036932067,0.047596658,0.005320539,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002274,myeloid leukocyte activation,272/28943,0.037066424,0.047596658,0.005320539,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1903039,positive regulation of leukocyte cell-cell adhesion,272/28943,0.037066424,0.047596658,0.005320539,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070663,regulation of leukocyte proliferation,280/28943,0.03814077,0.0487914,0.005454092,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0060218,hematopoietic stem cell differentiation,42/28943,2.05E-05,0.009286634,0.002071609,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0033077,T cell differentiation in thymus,105/28943,0.000129436,0.029049106,0.006480107,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0001952,regulation of cell-matrix adhesion,128/28943,0.000192378,0.029049106,0.006480107,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0002244,hematopoietic progenitor cell differentiation,182/28943,0.000388389,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0010810,regulation of cell-substrate adhesion,225/28943,0.000592451,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0007160,cell-matrix adhesion,233/28943,0.000635075,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0048863,stem cell differentiation,282/28943,0.000927811,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0030217,T cell differentiation,326/28943,0.001236737,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0009615,response to virus,347/28943,0.00139942,0.03780758,0.008433897,Bcl2/Ifi27l2a,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0031589,cell-substrate adhesion,371/28943,0.001597325,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0048872,homeostasis of number of cells,375/28943,0.001631548,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0045786,negative regulation of cell cycle,385/28943,0.001718647,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0001503,ossification,426/28943,0.002098718,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:0030098,lymphocyte differentiation,471/28943,0.002558075,0.03780758,0.008433897,Cdk6/Bcl2,2,DOWNREGULATED,CD8_Exhausted_2,119
GO:1903431,positive regulation of cell maturation,11/28943,0.001898974,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0033689,negative regulation of osteoblast proliferation,13/28943,0.002243932,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0048070,regulation of developmental pigmentation,13/28943,0.002243932,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0048742,regulation of skeletal muscle fiber development,13/28943,0.002243932,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0097048,dendritic cell apoptotic process,13/28943,0.002243932,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0120305,regulation of pigmentation,13/28943,0.002243932,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:2000668,regulation of dendritic cell apoptotic process,13/28943,0.002243932,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:2000672,negative regulation of motor neuron apoptotic process,13/28943,0.002243932,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:1902036,regulation of hematopoietic stem cell differentiation,14/28943,0.002416375,0.03780758,0.008433897,Cdk6,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0021548,pons development,15/28943,0.002588794,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:2000811,negative regulation of anoikis,15/28943,0.002588794,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0010224,response to UV-B,17/28943,0.002933561,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0045655,regulation of monocyte differentiation,17/28943,0.002933561,0.03780758,0.008433897,Cdk6,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0014041,regulation of neuron maturation,18/28943,0.003105909,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0043374,CD8-positive| alpha-beta T cell differentiation,20/28943,0.003450533,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:2000671,regulation of motor neuron apoptotic process,20/28943,0.003450533,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:2000773,negative regulation of cellular senescence,20/28943,0.003450533,0.03780758,0.008433897,Cdk6,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0002363,alpha-beta T cell lineage commitment,22/28943,0.003795062,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0010039,response to iron ion,22/28943,0.003795062,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0010522,regulation of calcium ion transport into cytosol,22/28943,0.003795062,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:2000209,regulation of anoikis,22/28943,0.003795062,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0002320,lymphoid progenitor cell differentiation,24/28943,0.004139496,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0022403,cell cycle phase,24/28943,0.004139496,0.03780758,0.008433897,Cdk6,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0033033,negative regulation of myeloid cell apoptotic process,24/28943,0.004139496,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0043369,CD4-positive or CD8-positive| alpha-beta T cell lineage commitment,24/28943,0.004139496,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0048643,positive regulation of skeletal muscle tissue development,24/28943,0.004139496,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0051481,negative regulation of cytosolic calcium ion concentration,24/28943,0.004139496,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0003323,type B pancreatic cell development,25/28943,0.004311677,0.03780758,0.008433897,Cdk6,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0048857,neural nucleus development,25/28943,0.004311677,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0006582,melanin metabolic process,26/28943,0.004483834,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0097049,motor neuron apoptotic process,27/28943,0.004655967,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0002903,negative regulation of B cell apoptotic process,28/28943,0.004828077,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0032469,endoplasmic reticulum calcium ion homeostasis,28/28943,0.004828077,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0030318,melanocyte differentiation,29/28943,0.005000162,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:1901863,positive regulation of muscle tissue development,29/28943,0.005000162,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0010623,programmed cell death involved in cell development,31/28943,0.005344262,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0033688,regulation of osteoblast proliferation,31/28943,0.005344262,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0035094,response to nicotine,31/28943,0.005344262,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0043276,anoikis,31/28943,0.005344262,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0070233,negative regulation of T cell apoptotic process,31/28943,0.005344262,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0002360,T cell lineage commitment,32/28943,0.005516277,0.03780758,0.008433897,Bcl2,1,DOWNREGULATED,CD8_Exhausted_2,119
GO:0030224,monocyte differentiation,32/28943,0.005516277,0.03780758,0.008433897,Cdk6,1,DOWNREGULATED,CD8_Exhausted_2,119
