ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Regulation,Cell_Population,Treatment
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,70/28943,0.023927617,0.048610843,0.016172683,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0071677,positive regulation of mononuclear cell migration,70/28943,0.023927617,0.048610843,0.016172683,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0002763,positive regulation of myeloid leukocyte differentiation,73/28943,0.024941472,0.04911943,0.016341888,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0019080,viral gene expression,73/28943,0.024941472,0.04911943,0.016341888,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0030888,regulation of B cell proliferation,73/28943,0.024941472,0.04911943,0.016341888,Ctla4,1,UPREGULATED,CD8_EM,34
GO:0061035,regulation of cartilage development,73/28943,0.024941472,0.04911943,0.016341888,Maf,1,UPREGULATED,CD8_EM,34
GO:1990868,response to chemokine,73/28943,0.024941472,0.04911943,0.016341888,Ccl5,1,UPREGULATED,CD8_EM,34
GO:1990869,cellular response to chemokine,73/28943,0.024941472,0.04911943,0.016341888,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,74/28943,0.025279213,0.049440519,0.016448714,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0007260,tyrosine phosphorylation of STAT protein,75/28943,0.025616849,0.049440519,0.016448714,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0050688,regulation of defense response to virus,75/28943,0.025616849,0.049440519,0.016448714,Ccl5,1,UPREGULATED,CD8_EM,34
GO:1901184,regulation of ERBB signaling pathway,75/28943,0.025616849,0.049440519,0.016448714,Hip1,1,UPREGULATED,CD8_EM,34
GO:0035744,T-helper 1 cell cytokine production,11/28943,0.000380057,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000563,positive regulation of CD4-positive| alpha-beta T cell proliferation,11/28943,0.000380057,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000551,regulation of T-helper 2 cell cytokine production,12/28943,0.000414608,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0010820,positive regulation of T cell chemotaxis,15/28943,0.00051826,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0010819,regulation of T cell chemotaxis,16/28943,0.000552811,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0035745,T-helper 2 cell cytokine production,17/28943,0.000587361,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002830,positive regulation of type 2 immune response,18/28943,0.000621912,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0140131,positive regulation of lymphocyte chemotaxis,18/28943,0.000621912,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002827,positive regulation of T-helper 1 type immune response,19/28943,0.000656463,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002836,positive regulation of response to tumor cell,21/28943,0.000725564,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002839,positive regulation of immune response to tumor cell,21/28943,0.000725564,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0010818,T cell chemotaxis,23/28943,0.000794665,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:1901623,regulation of lymphocyte chemotaxis,23/28943,0.000794665,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002726,positive regulation of T cell cytokine production,26/28943,0.000898317,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0035743,CD4-positive| alpha-beta T cell cytokine production,26/28943,0.000898317,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000561,regulation of CD4-positive| alpha-beta T cell proliferation,26/28943,0.000898317,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0035739,CD4-positive| alpha-beta T cell proliferation,27/28943,0.000932868,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002837,regulation of immune response to tumor cell,29/28943,0.001001969,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0090023,positive regulation of neutrophil chemotaxis,29/28943,0.001001969,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0046641,positive regulation of alpha-beta T cell proliferation,30/28943,0.00103652,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071353,cellular response to interleukin-4,30/28943,0.00103652,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071624,positive regulation of granulocyte chemotaxis,31/28943,0.001071071,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002418,immune response to tumor cell,32/28943,0.001105621,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002825,regulation of T-helper 1 type immune response,32/28943,0.001105621,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070670,response to interleukin-4,32/28943,0.001105621,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002828,regulation of type 2 immune response,33/28943,0.001140172,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002834,regulation of response to tumor cell,33/28943,0.001140172,0.006798804,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000406,positive regulation of T cell migration,35/28943,0.001209273,0.006860611,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002724,regulation of T cell cytokine production,37/28943,0.001278375,0.006860611,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0090022,regulation of neutrophil chemotaxis,37/28943,0.001278375,0.006860611,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000403,positive regulation of lymphocyte migration,40/28943,0.001382027,0.007035126,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0042092,type 2 immune response,43/28943,0.001485679,0.007035126,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:1902624,positive regulation of neutrophil migration,43/28943,0.001485679,0.007035126,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000516,positive regulation of CD4-positive| alpha-beta T cell activation,43/28943,0.001485679,0.007035126,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002347,response to tumor cell,48/28943,0.001658432,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002369,T cell cytokine production,48/28943,0.001658432,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000404,regulation of T cell migration,49/28943,0.001692983,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0042088,T-helper 1 type immune response,50/28943,0.001727533,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0046640,regulation of alpha-beta T cell proliferation,51/28943,0.001762084,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002714,positive regulation of B cell mediated immunity,54/28943,0.001865736,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002891,positive regulation of immunoglobulin mediated immune response,54/28943,0.001865736,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0048247,lymphocyte chemotaxis,54/28943,0.001865736,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:1902622,regulation of neutrophil migration,55/28943,0.001900287,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0046633,alpha-beta T cell proliferation,56/28943,0.001934837,0.007079746,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002639,positive regulation of immunoglobulin production,58/28943,0.002003939,0.007101265,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071622,regulation of granulocyte chemotaxis,59/28943,0.002038489,0.007101265,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002548,monocyte chemotaxis,60/28943,0.00207304,0.007101265,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070098,chemokine-mediated signaling pathway,63/28943,0.002176692,0.007300988,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000401,regulation of lymphocyte migration,65/28943,0.002245793,0.007342708,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0072678,T cell migration,66/28943,0.002280344,0.007342708,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071677,positive regulation of mononuclear cell migration,70/28943,0.002418547,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:1990868,response to chemokine,73/28943,0.002522199,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:1990869,cellular response to chemokine,73/28943,0.002522199,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002712,regulation of B cell mediated immunity,77/28943,0.002660401,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002889,regulation of immunoglobulin mediated immune response,77/28943,0.002660401,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0046635,positive regulation of alpha-beta T cell activation,78/28943,0.002694952,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:2000514,regulation of CD4-positive| alpha-beta T cell activation,78/28943,0.002694952,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071347,cellular response to interleukin-1,79/28943,0.002729503,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002385,mucosal immune response,81/28943,0.002798604,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002711,positive regulation of T cell mediated immunity,82/28943,0.002833155,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,83/28943,0.002867705,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002251,organ or tissue specific immune response,85/28943,0.002936807,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002720,positive regulation of cytokine production involved in immune response,85/28943,0.002936807,0.007505173,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002637,regulation of immunoglobulin production,87/28943,0.003005908,0.007561738,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070555,response to interleukin-1,96/28943,0.003316864,0.008215617,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002690,positive regulation of leukocyte chemotaxis,99/28943,0.003420516,0.008343986,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0030593,neutrophil chemotaxis,103/28943,0.003558719,0.008551548,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0072676,lymphocyte migration,109/28943,0.003766023,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0042102,positive regulation of T cell proliferation,110/28943,0.003800574,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002709,regulation of T cell mediated immunity,111/28943,0.003835124,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071346,cellular response to interferon-gamma,112/28943,0.003869675,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0046634,regulation of alpha-beta T cell activation,119/28943,0.00411153,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0051209,release of sequestered calcium ion into cytosol,120/28943,0.00414608,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071675,regulation of mononuclear cell migration,120/28943,0.00414608,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0051283,negative regulation of sequestering of calcium ion,121/28943,0.004180631,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0051282,regulation of sequestering of calcium ion,123/28943,0.004249732,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0035710,CD4-positive| alpha-beta T cell activation,125/28943,0.004318834,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0051208,sequestering of calcium ion,125/28943,0.004318834,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002688,regulation of leukocyte chemotaxis,126/28943,0.004353384,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002718,regulation of cytokine production involved in immune response,126/28943,0.004353384,0.008761186,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071621,granulocyte chemotaxis,129/28943,0.004457036,0.008859047,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:1990266,neutrophil migration,133/28943,0.004595239,0.009022359,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0034341,response to interferon-gamma,139/28943,0.004802543,0.00929291,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002702,positive regulation of production of molecular mediator of immune response,142/28943,0.004906195,0.00929291,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0045089,positive regulation of innate immune response,142/28943,0.004906195,0.00929291,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002367,cytokine production involved in immune response,148/28943,0.005113499,0.009394711,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002456,T cell mediated immunity,148/28943,0.005113499,0.009394711,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050671,positive regulation of lymphocyte proliferation,149/28943,0.00514805,0.009394711,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050921,positive regulation of chemotaxis,151/28943,0.005217151,0.009394711,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0032946,positive regulation of mononuclear cell proliferation,152/28943,0.005251702,0.009394711,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,154/28943,0.005320803,0.009413728,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002687,positive regulation of leukocyte migration,160/28943,0.005528107,0.009527531,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002708,positive regulation of lymphocyte mediated immunity,160/28943,0.005528107,0.009527531,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002821,positive regulation of adaptive immune response,161/28943,0.005562658,0.009527531,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0097530,granulocyte migration,163/28943,0.005631759,0.009544349,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070665,positive regulation of leukocyte proliferation,168/28943,0.005804512,0.009734651,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071356,cellular response to tumor necrosis factor,183/28943,0.006322772,0.010290917,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071674,mononuclear cell migration,184/28943,0.006357323,0.010290917,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002705,positive regulation of leukocyte mediated immunity,185/28943,0.006391874,0.010290917,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0097553,calcium ion transmembrane import into cytosol,185/28943,0.006391874,0.010290917,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002833,positive regulation of response to biotic stimulus,187/28943,0.006460975,0.010299178,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0046631,alpha-beta T cell activation,191/28943,0.006599178,0.010416349,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0042129,regulation of T cell proliferation,196/28943,0.006771931,0.010585251,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0034612,response to tumor necrosis factor,202/28943,0.006979235,0.010804393,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002700,regulation of production of molecular mediator of immune response,207/28943,0.007151988,0.010966382,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,223/28943,0.007704799,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070374,positive regulation of ERK1 and ERK2 cascade,227/28943,0.007843002,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0030595,leukocyte chemotaxis,228/28943,0.007877552,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002706,regulation of lymphocyte mediated immunity,231/28943,0.007981204,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050920,regulation of chemotaxis,231/28943,0.007981204,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0051651,maintenance of location in cell,232/28943,0.008015755,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002685,regulation of leukocyte migration,234/28943,0.008084856,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0042098,T cell proliferation,237/28943,0.008188508,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002819,regulation of adaptive immune response,239/28943,0.00825761,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0045088,regulation of innate immune response,240/28943,0.00829216,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071560,cellular response to transforming growth factor beta stimulus,242/28943,0.008361262,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0097529,myeloid leukocyte migration,243/28943,0.008395812,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050870,positive regulation of T cell activation,246/28943,0.008499464,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0071559,response to transforming growth factor beta,246/28943,0.008499464,0.011499275,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050670,regulation of lymphocyte proliferation,253/28943,0.008741319,0.011727937,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0032944,regulation of mononuclear cell proliferation,258/28943,0.008914072,0.011860873,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0043547,positive regulation of GTPase activity,261/28943,0.009017724,0.01190044,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:1903039,positive regulation of leukocyte cell-cell adhesion,272/28943,0.009397782,0.012301162,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002377,immunoglobulin production,280/28943,0.009674187,0.012460353,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070663,regulation of leukocyte proliferation,280/28943,0.009674187,0.012460353,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0016064,immunoglobulin mediated immune response,286/28943,0.009881491,0.01262635,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0019724,B cell mediated immunity,289/28943,0.009985143,0.012658331,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0006874,cellular calcium ion homeostasis,292/28943,0.010088795,0.012689813,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002703,regulation of leukocyte mediated immunity,303/28943,0.010468853,0.013050851,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0031349,positive regulation of defense response,305/28943,0.010537954,0.013050851,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0060326,cell chemotaxis,314/28943,0.01084891,0.013236689,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002699,positive regulation of immune effector process,320/28943,0.011056214,0.013236689,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0072503,cellular divalent inorganic cation homeostasis,320/28943,0.011056214,0.013236689,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0022409,positive regulation of cell-cell adhesion,324/28943,0.011194417,0.013236689,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0055074,calcium ion homeostasis,324/28943,0.011194417,0.013236689,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070588,calcium ion transmembrane transport,325/28943,0.011228967,0.013236689,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070372,regulation of ERK1 and ERK2 cascade,326/28943,0.011263518,0.013236689,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0051235,maintenance of location,341/28943,0.011781778,0.013745408,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0046651,lymphocyte proliferation,344/28943,0.01188543,0.01374995,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070371,ERK1 and ERK2 cascade,350/28943,0.012092734,0.01374995,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0032943,mononuclear cell proliferation,351/28943,0.012127285,0.01374995,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0043087,regulation of GTPase activity,351/28943,0.012127285,0.01374995,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0072507,divalent inorganic cation homeostasis,359/28943,0.01240369,0.013964994,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050727,regulation of inflammatory response,367/28943,0.012680095,0.014135246,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002831,regulation of response to biotic stimulus,371/28943,0.012818298,0.014135246,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:1903037,regulation of leukocyte cell-cell adhesion,371/28943,0.012818298,0.014135246,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050863,regulation of T cell activation,378/28943,0.013060153,0.014303977,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0070661,leukocyte proliferation,384/28943,0.013267457,0.01437331,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050900,leukocyte migration,385/28943,0.013302007,0.01437331,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0007159,leukocyte cell-cell adhesion,411/28943,0.014200325,0.015241682,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0019221,cytokine-mediated signaling pathway,421/28943,0.014545831,0.015443694,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002440,production of molecular mediator of immune response,422/28943,0.014580382,0.015443694,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0006875,cellular metal ion homeostasis,425/28943,0.014684034,0.015451827,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0006816,calcium ion transport,449/28943,0.01551325,0.016218398,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0032103,positive regulation of response to external stimulus,459/28943,0.015858757,0.016472644,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002697,regulation of immune effector process,464/28943,0.01603151,0.016475387,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0051251,positive regulation of lymphocyte activation,465/28943,0.016066061,0.016475387,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002449,lymphocyte mediated immunity,483/28943,0.016687973,0.01700284,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,486/28943,0.016791625,0.01700284,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0022407,regulation of cell-cell adhesion,497/28943,0.017171682,0.017206233,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0030003,cellular cation homeostasis,498/28943,0.017206233,0.017206233,NA,Xcl1,1,DOWNREGULATED,CD8_EM,34
GO:0050851,antigen receptor-mediated signaling pathway,307/28943,4.68E-06,0.001880419,0.001124071,Foxp1/Themis/Skap1/Cd226/Prkcb,5,UPREGULATED,CD8_Naive,34
GO:0002429,immune response-activating cell surface receptor signaling pathway,349/28943,8.72E-06,0.001880419,0.001124071,Foxp1/Themis/Skap1/Cd226/Prkcb,5,UPREGULATED,CD8_Naive,34
GO:0002757,immune response-activating signal transduction,350/28943,8.84E-06,0.001880419,0.001124071,Foxp1/Themis/Skap1/Cd226/Prkcb,5,UPREGULATED,CD8_Naive,34
GO:0002768,immune response-regulating cell surface receptor signaling pathway,360/28943,1.01E-05,0.001880419,0.001124071,Foxp1/Themis/Skap1/Cd226/Prkcb,5,UPREGULATED,CD8_Naive,34
GO:0002253,activation of immune response,448/28943,2.90E-05,0.003360244,0.002008676,Foxp1/Themis/Skap1/Cd226/Prkcb,5,UPREGULATED,CD8_Naive,34
GO:0030217,T cell differentiation,326/28943,0.000140517,0.008150011,0.004871887,Foxp1/Themis/Ikzf1/Bcl11b,4,UPREGULATED,CD8_Naive,34
GO:0030098,lymphocyte differentiation,471/28943,0.000568233,0.020031789,0.011974538,Foxp1/Themis/Ikzf1/Bcl11b,4,UPREGULATED,CD8_Naive,34
GO:0050857,positive regulation of antigen receptor-mediated signaling pathway,26/28943,1.29E-06,0.001193604,0.000713509,Foxp1/Cd226/Prkcb,3,UPREGULATED,CD8_Naive,34
GO:0070229,negative regulation of lymphocyte apoptotic process,58/28943,1.50E-05,0.002320131,0.00138692,Foxp1/Prkcq/Bcl11b,3,UPREGULATED,CD8_Naive,34
GO:0050854,regulation of antigen receptor-mediated signaling pathway,65/28943,2.12E-05,0.002804495,0.001676462,Foxp1/Cd226/Prkcb,3,UPREGULATED,CD8_Naive,34
GO:2000107,negative regulation of leukocyte apoptotic process,80/28943,3.95E-05,0.003801373,0.002272372,Foxp1/Prkcq/Bcl11b,3,UPREGULATED,CD8_Naive,34
GO:0046626,regulation of insulin receptor signaling pathway,81/28943,4.10E-05,0.003801373,0.002272372,Ccnd3/Prkcq/Prkcb,3,UPREGULATED,CD8_Naive,34
GO:0070228,regulation of lymphocyte apoptotic process,85/28943,4.73E-05,0.003991876,0.002386251,Foxp1/Prkcq/Bcl11b,3,UPREGULATED,CD8_Naive,34
GO:0070227,lymphocyte apoptotic process,109/28943,9.93E-05,0.007139071,0.004267571,Foxp1/Prkcq/Bcl11b,3,UPREGULATED,CD8_Naive,34
GO:2000106,regulation of leukocyte apoptotic process,119/28943,0.000128774,0.007966835,0.004762389,Foxp1/Prkcq/Bcl11b,3,UPREGULATED,CD8_Naive,34
GO:0008286,insulin receptor signaling pathway,129/28943,0.000163477,0.008923909,0.005334506,Ccnd3/Prkcq/Prkcb,3,UPREGULATED,CD8_Naive,34
GO:0050852,T cell receptor signaling pathway,137/28943,0.000195235,0.010065429,0.00601688,Themis/Skap1/Cd226,3,UPREGULATED,CD8_Naive,34
GO:0002761,regulation of myeloid leukocyte differentiation,143/28943,0.000221508,0.01081894,0.006467311,Foxp1/Ikzf1/Inpp4b,3,UPREGULATED,CD8_Naive,34
GO:0071887,leukocyte apoptotic process,148/28943,0.000245075,0.011371458,0.006797594,Foxp1/Prkcq/Bcl11b,3,UPREGULATED,CD8_Naive,34
GO:0002821,positive regulation of adaptive immune response,161/28943,0.000313791,0.013236263,0.007912331,Prkcq/Skap1/Cd226,3,UPREGULATED,CD8_Naive,34
GO:0046631,alpha-beta T cell activation,191/28943,0.000516969,0.019665692,0.011755694,Foxp1/Prkcq/Bcl11b,3,UPREGULATED,CD8_Naive,34
GO:0032869,cellular response to insulin stimulus,212/28943,0.0007,0.023199999,0.01386842,Ccnd3/Prkcq/Prkcb,3,UPREGULATED,CD8_Naive,34
GO:0045637,regulation of myeloid cell differentiation,226/28943,0.000842357,0.02521637,0.01507376,Foxp1/Ikzf1/Inpp4b,3,UPREGULATED,CD8_Naive,34
GO:0042098,T cell proliferation,237/28943,0.000966252,0.02698216,0.016129308,Ccnd3/Prkcq/Ripor2,3,UPREGULATED,CD8_Naive,34
