"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"TYMS-mRNA",0.22,0.41,-0.584,1.02,1.16,0.667,2.03,0.594,1,"lm.nb","NM_001071.1:395"
"STAT2-mRNA",0.176,0.329,-0.469,0.821,1.13,0.723,1.77,0.595,1,"lm.nb","NM_005419.2:1965"
"H2AFX-mRNA",0.238,0.446,-0.637,1.11,1.18,0.643,2.16,0.596,1,"lm.nb","NM_002105.2:521"
"MFGE8-mRNA",-0.183,0.344,-0.856,0.491,0.881,0.552,1.41,0.597,1,"lm.nb","NM_001114614.1:328"
"PDZK1IP1-mRNA",0.36,0.678,-0.969,1.69,1.28,0.511,3.22,0.598,1,"lm.nb","NM_005764.3:229"
"OAS3-mRNA",0.156,0.294,-0.421,0.733,1.11,0.747,1.66,0.598,1,"lm.nb","NM_006187.3:2354"
"NF1-mRNA",0.318,0.602,-0.862,1.5,1.25,0.55,2.83,0.599,1,"lm.nb","NM_000267.3:1260"
"IRF2-mRNA",0.115,0.22,-0.317,0.547,1.08,0.803,1.46,0.604,1,"lm.nb","NM_002199.3:1624"
"LAMA1-mRNA",-0.171,0.33,-0.818,0.476,0.888,0.567,1.39,0.606,1,"lm.nb","NM_005559.3:9002"
"SBNO2-mRNA",0.303,0.59,-0.854,1.46,1.23,0.553,2.75,0.61,1,"lm.nb","NM_001100122.1:1686"
"ARID1A-mRNA",0.248,0.483,-0.7,1.2,1.19,0.616,2.29,0.61,1,"lm.nb","NM_006015.4:1670"
"BRD4-mRNA",0.315,0.62,-0.9,1.53,1.24,0.536,2.89,0.613,1,"lm.nb","NM_001330384.1:2083"
"ERBB2-mRNA",0.283,0.56,-0.814,1.38,1.22,0.569,2.6,0.615,1,"lm.nb","NM_004448.2:2405"
"IL12RB2-mRNA",-0.282,0.558,-1.38,0.813,0.823,0.385,1.76,0.616,1,"lm.nb","NM_001319233.1:880"
"CDC20-mRNA",0.261,0.517,-0.752,1.27,1.2,0.594,2.42,0.616,1,"lm.nb","NM_001255.1:915"
"JAG1-mRNA",0.39,0.781,-1.14,1.92,1.31,0.453,3.79,0.619,1,"lm.nb","NM_000214.2:3509"
"CD68-mRNA",0.213,0.431,-0.631,1.06,1.16,0.646,2.08,0.622,1,"lm.nb","NM_001251.2:1140"
"VCAM1-mRNA",0.267,0.545,-0.802,1.34,1.2,0.574,2.52,0.627,1,"lm.nb","NM_001078.3:2535"
"TGFB1-mRNA",0.135,0.277,-0.407,0.677,1.1,0.754,1.6,0.628,1,"lm.nb","NM_000660.4:1473"
"IGF2R-mRNA",0.305,0.632,-0.935,1.54,1.24,0.523,2.92,0.632,1,"lm.nb","NM_000876.2:7820"
"SERPINA1-mRNA",-0.275,0.574,-1.4,0.849,0.826,0.379,1.8,0.633,1,"lm.nb","NM_001127702.1:963"
"UBE2C-mRNA",-0.344,0.718,-1.75,1.06,0.788,0.297,2.09,0.634,1,"lm.nb","NM_007019.2:445"
"KIF2C-mRNA",-0.29,0.607,-1.48,0.9,0.818,0.358,1.87,0.634,1,"lm.nb","NM_006845.2:1020"
"CD70-mRNA",-0.159,0.335,-0.817,0.498,0.895,0.568,1.41,0.637,1,"lm.nb","NM_001252.3:420"
"NEIL1-mRNA",0.197,0.422,-0.63,1.02,1.15,0.646,2.03,0.643,1,"lm.nb","NM_024608.2:1675"
"CSF1-mRNA",0.21,0.451,-0.674,1.09,1.16,0.627,2.14,0.643,1,"lm.nb","NM_000757.5:251"
"EDN1-mRNA",-0.227,0.5,-1.21,0.754,0.855,0.433,1.69,0.652,1,"lm.nb","NM_001955.2:770"
"VTCN1-mRNA",0.193,0.426,-0.641,1.03,1.14,0.641,2.04,0.653,1,"lm.nb","NM_001253849.1:871"
"STAT3-mRNA",0.275,0.619,-0.937,1.49,1.21,0.522,2.8,0.658,1,"lm.nb","NM_003150.3:2936"
"MAP3K5-mRNA",-0.197,0.445,-1.07,0.675,0.872,0.476,1.6,0.66,1,"lm.nb","NM_005923.3:3371"
"ITPK1-mRNA",0.0897,0.203,-0.308,0.488,1.06,0.808,1.4,0.66,1,"lm.nb","NM_001142593.2:958"
"KIR3DL1-mRNA",-0.237,0.542,-1.3,0.825,0.849,0.406,1.77,0.664,1,"lm.nb","NM_001322168.1:466"
"ITGA2-mRNA",0.245,0.564,-0.86,1.35,1.19,0.551,2.55,0.665,1,"lm.nb","NM_002203.3:903"
"OASL-mRNA",-0.188,0.436,-1.04,0.667,0.878,0.485,1.59,0.668,1,"lm.nb","NM_003733.2:1570"
"FPR3-mRNA",-0.216,0.503,-1.2,0.77,0.861,0.435,1.71,0.67,1,"lm.nb","NM_002030.4:733"
"HMGB1-mRNA",-0.207,0.488,-1.16,0.749,0.866,0.446,1.68,0.672,1,"lm.nb","NM_002128.5:3400"
"SMAP1-mRNA",0.175,0.414,-0.637,0.986,1.13,0.643,1.98,0.675,1,"lm.nb","NM_001044305.2:823"
"FCGR3A/B-mRNA",-0.229,0.547,-1.3,0.843,0.853,0.406,1.79,0.677,1,"lm.nb","NM_000570.4:255"
"APC-mRNA",-0.211,0.505,-1.2,0.779,0.864,0.435,1.72,0.677,1,"lm.nb","NM_001127510.2:462"
"EXO1-mRNA",0.15,0.363,-0.563,0.862,1.11,0.677,1.82,0.682,1,"lm.nb","NM_006027.3:820"
"CDH2-mRNA",-0.126,0.307,-0.727,0.475,0.916,0.604,1.39,0.683,1,"lm.nb","NM_001792.3:3067"
"NFKBIE-mRNA",-0.158,0.384,-0.91,0.595,0.896,0.532,1.51,0.683,1,"lm.nb","NM_004556.2:876"
"IFNGR2-mRNA",-0.366,0.891,-2.11,1.38,0.776,0.231,2.6,0.683,1,"loglinear","NM_005534.3:1963"
"NFATC2-mRNA",-0.155,0.382,-0.904,0.593,0.898,0.534,1.51,0.686,1,"lm.nb","NM_173091.2:1840"
"PRKACB-mRNA",0.241,0.597,-0.93,1.41,1.18,0.525,2.66,0.688,1,"lm.nb","NM_182948.2:805"
"TPI1-mRNA",-0.32,0.794,-1.88,1.24,0.801,0.272,2.36,0.689,1,"loglinear","NM_000365.5:153"
"MTOR-mRNA",0.187,0.478,-0.75,1.12,1.14,0.595,2.18,0.697,1,"lm.nb","NM_004958.3:3444"
"SLC2A1-mRNA",-0.132,0.346,-0.81,0.546,0.913,0.57,1.46,0.704,1,"lm.nb","NM_006516.2:264"
"TAPBPL-mRNA",0.213,0.559,-0.882,1.31,1.16,0.543,2.48,0.705,1,"lm.nb","NM_018009.4:1425"
"MYC-mRNA",0.221,0.584,-0.923,1.37,1.17,0.527,2.58,0.706,1,"lm.nb","NM_002467.3:1615"
"ITGA1-mRNA",0.159,0.421,-0.665,0.983,1.12,0.63,1.98,0.707,1,"lm.nb","NM_181501.1:502"
"NFIL3-mRNA",-0.156,0.416,-0.972,0.659,0.897,0.51,1.58,0.708,1,"lm.nb","NM_001289999.1:1466"
"PPARGC1B-mRNA",0.158,0.43,-0.684,1,1.12,0.622,2,0.714,1,"lm.nb","NM_001172699.1:1010"
"CRABP2-mRNA",0.125,0.341,-0.544,0.794,1.09,0.686,1.73,0.715,1,"lm.nb","NM_001199723.1:802"
"S100A9-mRNA",0.21,0.573,-0.914,1.33,1.16,0.531,2.52,0.715,1,"lm.nb","NM_002965.3:137"
"THBS1-mRNA",0.206,0.567,-0.904,1.32,1.15,0.534,2.49,0.717,1,"lm.nb","NM_003246.2:3816"
"CXCL1-mRNA",-0.185,0.51,-1.19,0.815,0.88,0.44,1.76,0.718,1,"lm.nb","NM_001511.3:743"
"PDK1-mRNA",0.138,0.386,-0.619,0.895,1.1,0.651,1.86,0.722,1,"lm.nb","NM_002610.3:401"
"UBE2T-mRNA",0.132,0.37,-0.593,0.857,1.1,0.663,1.81,0.723,1,"lm.nb","NM_014176.1:50"
"ITGAV-mRNA",-0.153,0.431,-0.998,0.692,0.899,0.501,1.62,0.724,1,"lm.nb","NM_001144999.2:2701"
"CXCR2-mRNA",0.169,0.484,-0.779,1.12,1.12,0.583,2.17,0.728,1,"lm.nb","NM_001557.3:409"
"FADD-mRNA",-0.17,0.487,-1.13,0.785,0.889,0.458,1.72,0.728,1,"lm.nb","NM_003824.3:810"
"PFKFB3-mRNA",0.101,0.293,-0.473,0.676,1.07,0.721,1.6,0.731,1,"lm.nb","NM_004566.3:1925"
"PIK3R2-mRNA",-0.127,0.377,-0.866,0.611,0.915,0.549,1.53,0.736,1,"lm.nb","NM_005027.3:344"
"EIF2B4-mRNA",0.126,0.375,-0.609,0.861,1.09,0.656,1.82,0.737,1,"lm.nb","NM_001034116.1:1258"
"PIAS4-mRNA",0.126,0.374,-0.608,0.86,1.09,0.656,1.81,0.738,1,"lm.nb","NM_015897.2:454"
"VHL-mRNA",0.113,0.335,-0.544,0.769,1.08,0.686,1.7,0.738,1,"lm.nb","NM_198156.1:420"
"CXCL2-mRNA",-0.177,0.529,-1.21,0.859,0.884,0.431,1.81,0.739,1,"lm.nb","NM_002089.1:435"
"BCL2-mRNA",-0.165,0.492,-1.13,0.8,0.892,0.457,1.74,0.739,1,"lm.nb","NM_000633.2:1525"
"TLR4-mRNA",-0.176,0.534,-1.22,0.87,0.885,0.429,1.83,0.743,1,"lm.nb","NR_024168.1:2575"
"MMP7-mRNA",0.26,0.788,-1.29,1.8,1.2,0.41,3.49,0.743,1,"lm.nb","NM_002423.3:265"
"IFI6-mRNA",0.17,0.52,-0.85,1.19,1.13,0.555,2.28,0.745,1,"lm.nb","NM_002038.3:410"
"FCGR2A-mRNA",-0.182,0.561,-1.28,0.916,0.881,0.412,1.89,0.746,1,"lm.nb","NM_021642.3:60"
"GOT2-mRNA",-0.0863,0.272,-0.619,0.446,0.942,0.651,1.36,0.752,1,"lm.nb","NM_002080.3:674"
"ROCK1-mRNA",0.173,0.553,-0.91,1.26,1.13,0.532,2.39,0.755,1,"lm.nb","NM_005406.2:3796"
"TP53-mRNA",0.203,0.652,-1.08,1.48,1.15,0.474,2.79,0.757,1,"lm.nb","NM_000546.2:1330"
"BBS1-mRNA",-0.107,0.345,-0.783,0.569,0.929,0.581,1.48,0.758,1,"lm.nb","NM_024649.4:82"
"CCL18-mRNA",-0.079,0.259,-0.586,0.428,0.947,0.666,1.35,0.761,1,"lm.nb","NM_002988.3:45"
"IFITM2-mRNA",-0.106,0.347,-0.786,0.574,0.929,0.58,1.49,0.762,1,"lm.nb","NM_006435.2:390"
"GPR160-mRNA",0.209,0.69,-1.14,1.56,1.16,0.453,2.95,0.763,1,"lm.nb","NM_014373.1:760"
"BAX-mRNA",0.123,0.41,-0.68,0.926,1.09,0.624,1.9,0.765,1,"lm.nb","NM_004324.3:330"
"TMEM140-mRNA",0.124,0.413,-0.686,0.933,1.09,0.622,1.91,0.766,1,"lm.nb","NM_018295.3:377"
"PTEN-mRNA",0.162,0.542,-0.9,1.22,1.12,0.536,2.33,0.767,1,"lm.nb","NM_000314.6:6696"
"TMEM173-mRNA",-0.108,0.366,-0.825,0.609,0.928,0.564,1.53,0.769,1,"lm.nb","NM_198282.1:725"
"GIMAP4-mRNA",0.144,0.501,-0.837,1.13,1.11,0.56,2.18,0.774,1,"lm.nb","NM_018326.2:315"
"RELB-mRNA",-0.144,0.5,-1.12,0.837,0.905,0.459,1.79,0.774,1,"lm.nb","NM_006509.3:956"
"CENPF-mRNA",0.172,0.604,-1.01,1.36,1.13,0.496,2.56,0.777,1,"lm.nb","NM_016343.3:9260"
"IFNGR1-mRNA",0.152,0.535,-0.896,1.2,1.11,0.537,2.3,0.777,1,"lm.nb","NM_000416.2:1025"
"BLM-mRNA",0.0867,0.308,-0.516,0.69,1.06,0.699,1.61,0.779,1,"lm.nb","NM_000057.3:1434"
"SLC1A5-mRNA",0.135,0.481,-0.807,1.08,1.1,0.572,2.11,0.78,1,"lm.nb","NM_001145144.1:648"
"RICTOR-mRNA",0.163,0.582,-0.978,1.3,1.12,0.508,2.47,0.781,1,"lm.nb","NM_001285439.1:117"
"EOMES-mRNA",-0.168,0.628,-1.4,1.06,0.89,0.379,2.09,0.79,1,"lm.nb","NM_001278182.1:1522"
"F2RL1-mRNA",-0.159,0.603,-1.34,1.02,0.896,0.395,2.03,0.793,1,"lm.nb","NM_005242.4:1388"
"NOTCH2-mRNA",0.0976,0.371,-0.63,0.825,1.07,0.646,1.77,0.793,1,"lm.nb","NM_024408.3:2842"
"TNFRSF11B-mRNA",0.0997,0.386,-0.658,0.857,1.07,0.634,1.81,0.797,1,"lm.nb","NM_002546.3:572"
"PSMB10-mRNA",0.126,0.498,-0.85,1.1,1.09,0.555,2.15,0.802,1,"lm.nb","NM_002801.3:249"
"PFKM-mRNA",-0.0554,0.223,-0.493,0.382,0.962,0.711,1.3,0.805,1,"lm.nb","NM_000289.5:2672"
"DDB2-mRNA",-0.07,0.284,-0.627,0.487,0.953,0.647,1.4,0.806,1,"lm.nb","NM_000107.2:1556"
"RPL7A-mRNA",-0.229,0.937,-2.07,1.61,0.854,0.239,3.05,0.808,1,"loglinear","NM_000972.2:657"
"MAP3K8-mRNA",-0.0657,0.27,-0.596,0.464,0.955,0.662,1.38,0.809,1,"lm.nb","NM_001244134.1:493"
"SIRPA-mRNA",-0.0773,0.329,-0.722,0.567,0.948,0.606,1.48,0.815,1,"lm.nb","NM_001040023.1:3355"
"PSMB5-mRNA",-0.124,0.529,-1.16,0.914,0.918,0.447,1.88,0.816,1,"lm.nb","NM_001130725.1:426"
"ENO1-mRNA",0.117,0.5,-0.864,1.1,1.08,0.55,2.14,0.817,1,"lm.nb","NM_001428.3:782"
"LOXL2-mRNA",0.103,0.442,-0.764,0.969,1.07,0.589,1.96,0.817,1,"lm.nb","NM_002318.2:40"
"NT5E-mRNA",-0.127,0.547,-1.2,0.946,0.916,0.435,1.93,0.818,1,"lm.nb","NM_002526.3:3526"
"ICAM3-mRNA",-0.0664,0.293,-0.64,0.507,0.955,0.642,1.42,0.821,1,"lm.nb","NM_002162.3:1225"
"FLNB-mRNA",0.133,0.587,-1.02,1.28,1.1,0.494,2.43,0.822,1,"lm.nb","NM_001164319.1:8980"
"BRIP1-mRNA",0.107,0.476,-0.826,1.04,1.08,0.564,2.06,0.823,1,"lm.nb","NM_032043.2:1570"
"EPM2AIP1-mRNA",0.0854,0.388,-0.675,0.846,1.06,0.626,1.8,0.827,1,"lm.nb","NM_014805.3:1322"
"TPM1-mRNA",-0.141,0.64,-1.4,1.11,0.907,0.38,2.16,0.827,1,"lm.nb","NM_000366.5:830"
"PROM1-mRNA",0.109,0.5,-0.872,1.09,1.08,0.546,2.13,0.829,1,"lm.nb","NM_001145847.1:596"
"API5-mRNA",-0.11,0.509,-1.11,0.888,0.926,0.464,1.85,0.83,1,"lm.nb","NM_001142930.1:1552"
"ID4-mRNA",0.146,0.676,-1.18,1.47,1.11,0.442,2.77,0.83,1,"lm.nb","NM_001546.3:2048"
"TLR2-mRNA",-0.0802,0.381,-0.826,0.666,0.946,0.564,1.59,0.834,1,"lm.nb","NM_001318787.1:484"
"BCL2L1-mRNA",0.056,0.268,-0.47,0.582,1.04,0.722,1.5,0.835,1,"lm.nb","NM_001191.3:1421"
"HDAC11-mRNA",0.128,0.62,-1.09,1.34,1.09,0.47,2.54,0.837,1,"lm.nb","NM_001330636.1:865"
"OLFML2B-mRNA",0.0851,0.444,-0.785,0.955,1.06,0.58,1.94,0.849,1,"lm.nb","NM_015441.1:2920"
"P4HA2-mRNA",-0.0855,0.465,-0.997,0.826,0.942,0.501,1.77,0.855,1,"lm.nb","NM_001017973.1:1748"
"SREBF1-mRNA",0.115,0.647,-1.15,1.38,1.08,0.45,2.61,0.859,1,"lm.nb","NM_001005291.1:1392"
"GLUD1-mRNA",0.0495,0.29,-0.519,0.617,1.03,0.698,1.53,0.865,1,"lm.nb","NM_005271.2:2680"
"LDHB-mRNA",-0.0923,0.556,-1.18,0.998,0.938,0.441,2,0.869,1,"lm.nb","NM_001174097.2:1200"
"CXCL8-mRNA",-0.0955,0.593,-1.26,1.07,0.936,0.418,2.09,0.873,1,"lm.nb","NM_000584.3:170"
"LILRA1-mRNA",0.0703,0.438,-0.788,0.929,1.05,0.579,1.9,0.873,1,"lm.nb","NM_001278318.1:486"
"HRAS-mRNA",0.0703,0.439,-0.791,0.932,1.05,0.578,1.91,0.873,1,"lm.nb","NM_005343.3:842"
"PALMD-mRNA",-0.0785,0.5,-1.06,0.901,0.947,0.48,1.87,0.876,1,"lm.nb","NM_017734.4:224"
"CCNE1-mRNA",0.0603,0.386,-0.695,0.816,1.04,0.618,1.76,0.876,1,"lm.nb","NM_001238.1:1155"
"CD3D-mRNA",0.0811,0.522,-0.942,1.1,1.06,0.52,2.15,0.877,1,"lm.nb","NM_000732.4:127"
"TNFAIP6-mRNA",-0.0821,0.534,-1.13,0.965,0.945,0.457,1.95,0.878,1,"lm.nb","NM_007115.3:165"
"TLR5-mRNA",0.0643,0.419,-0.756,0.885,1.05,0.592,1.85,0.879,1,"lm.nb","NM_003268.5:2570"
"BNIP3-mRNA",-0.0493,0.323,-0.683,0.585,0.966,0.623,1.5,0.879,1,"lm.nb","NM_004052.3:116"
"RAD50-mRNA",-0.0772,0.524,-1.1,0.95,0.948,0.465,1.93,0.883,1,"lm.nb","NM_005732.3:1357"
"APH1B-mRNA",-0.0662,0.454,-0.956,0.823,0.955,0.516,1.77,0.885,1,"lm.nb","NM_001145646.1:541"
"MLANA-mRNA",-0.0683,0.479,-1.01,0.871,0.954,0.497,1.83,0.887,1,"lm.nb","NM_005511.1:246"
"PIK3CA-mRNA",0.0567,0.42,-0.767,0.881,1.04,0.587,1.84,0.893,1,"lm.nb","NM_006218.2:3296"
"PTCD2-mRNA",-0.0699,0.524,-1.1,0.957,0.953,0.468,1.94,0.894,1,"lm.nb","NM_001284403.1:326"
"SPP1-mRNA",0.0831,0.624,-1.14,1.31,1.06,0.454,2.47,0.895,1,"lm.nb","NM_000582.2:760"
"LCK-mRNA",-0.0591,0.456,-0.953,0.834,0.96,0.517,1.78,0.897,1,"lm.nb","NM_005356.4:1723"
"ITGB3-mRNA",0.0584,0.458,-0.839,0.956,1.04,0.559,1.94,0.899,1,"lm.nb","NM_000212.2:4485"
"MET-mRNA",0.0595,0.474,-0.87,0.989,1.04,0.547,1.98,0.901,1,"lm.nb","NM_000245.2:1488"
"CTNNB1-mRNA",0.0588,0.47,-0.863,0.98,1.04,0.55,1.97,0.901,1,"lm.nb","NM_001098209.1:1938"
"KIR2DL3-mRNA",-0.0568,0.459,-0.957,0.843,0.961,0.515,1.79,0.902,1,"lm.nb","NM_015868.2:145"
"BAMBI-mRNA",0.0433,0.353,-0.648,0.735,1.03,0.638,1.66,0.903,1,"lm.nb","NM_012342.2:824"
"HLA-DRB1-mRNA",0.0715,0.585,-1.08,1.22,1.05,0.474,2.33,0.903,1,"lm.nb","NM_002124.3:1016"
"RAD51C-mRNA",-0.0352,0.293,-0.61,0.54,0.976,0.655,1.45,0.905,1,"lm.nb","NM_058216.2:15"
"CDKN2A-mRNA",-0.0539,0.457,-0.95,0.843,0.963,0.518,1.79,0.907,1,"lm.nb","NM_000077.4:1052"
"GOT1-mRNA",0.048,0.413,-0.761,0.857,1.03,0.59,1.81,0.908,1,"lm.nb","NM_002079.2:568"
"ADAM12-mRNA",-0.0334,0.293,-0.608,0.541,0.977,0.656,1.45,0.91,1,"lm.nb","NM_003474.5:638"
"TRIM21-mRNA",-0.0689,0.605,-1.25,1.12,0.953,0.419,2.17,0.91,1,"lm.nb","NM_003141.3:1190"
"RSAD2-mRNA",-0.0511,0.454,-0.941,0.839,0.965,0.521,1.79,0.911,1,"lm.nb","NM_080657.4:1057"
"JAK2-mRNA",0.0498,0.446,-0.824,0.923,1.04,0.565,1.9,0.911,1,"lm.nb","NM_004972.2:455"
"GPSM3-mRNA",-0.0515,0.461,-0.954,0.851,0.965,0.516,1.8,0.911,1,"lm.nb","NM_001276501.1:915"
"FCGR2B-mRNA",0.0596,0.535,-0.989,1.11,1.04,0.504,2.16,0.912,1,"lm.nb","NM_001002273.1:870"
"MAP3K7-mRNA",-0.0248,0.225,-0.466,0.417,0.983,0.724,1.33,0.913,1,"lm.nb","NM_003188.3:1178"
"SNAI1-mRNA",0.0516,0.473,-0.875,0.978,1.04,0.545,1.97,0.913,1,"lm.nb","NM_005985.3:960"
"CDK2-mRNA",0.0404,0.391,-0.725,0.806,1.03,0.605,1.75,0.918,1,"lm.nb","NM_001290230.1:1543"
"AQP9-mRNA",-0.0561,0.558,-1.15,1.04,0.962,0.45,2.05,0.92,1,"lm.nb","NM_001320635.1:753"
"POLD1-mRNA",0.0406,0.407,-0.757,0.839,1.03,0.592,1.79,0.921,1,"lm.nb","NM_001256849.1:1356"
"TWF1-mRNA",0.0272,0.275,-0.512,0.567,1.02,0.701,1.48,0.922,1,"lm.nb","NM_002822.4:1574"
"APOE-mRNA",-0.0477,0.485,-0.999,0.904,0.967,0.5,1.87,0.922,1,"lm.nb","NM_000041.2:96"
"CCL3/L1-mRNA",-0.0593,0.626,-1.29,1.17,0.96,0.41,2.25,0.925,1,"lm.nb","NM_021006.5:411"
"CHUK-mRNA",-0.0566,0.609,-1.25,1.14,0.962,0.421,2.2,0.926,1,"lm.nb","NM_001278.4:3263"
"DAB2-mRNA",0.0301,0.335,-0.627,0.687,1.02,0.648,1.61,0.929,1,"lm.nb","NM_001244871.1:2475"
"TNFRSF1A-mRNA",-0.0274,0.326,-0.666,0.611,0.981,0.63,1.53,0.933,1,"lm.nb","NM_001065.2:515"
"JAK1-mRNA",-0.026,0.311,-0.636,0.584,0.982,0.643,1.5,0.934,1,"lm.nb","NM_002227.1:285"
"BMP2-mRNA",-0.0225,0.276,-0.563,0.518,0.985,0.677,1.43,0.935,1,"lm.nb","NM_001200.3:1193"
"ITGAE-mRNA",-0.0333,0.41,-0.836,0.77,0.977,0.56,1.71,0.936,1,"lm.nb","NM_002208.4:3647"
"FUT4-mRNA",0.0305,0.378,-0.71,0.771,1.02,0.611,1.71,0.936,1,"lm.nb","NM_002033.3:1151"
"ALDOA-mRNA",0.0249,0.335,-0.632,0.682,1.02,0.645,1.6,0.941,1,"lm.nb","NM_000034.3:2049"
"CD44-mRNA",-0.0374,0.512,-1.04,0.966,0.974,0.486,1.95,0.942,1,"lm.nb","NM_001001392.1:566"
"BAD-mRNA",-0.0223,0.311,-0.631,0.587,0.985,0.646,1.5,0.943,1,"lm.nb","NM_004322.3:963"
"RPL23-mRNA",-0.0413,0.578,-1.17,1.09,0.972,0.443,2.13,0.943,1,"lm.nb","NM_000978.3:100"
"CXCL6-mRNA",-0.0388,0.546,-1.11,1.03,0.973,0.464,2.04,0.944,1,"lm.nb","NM_002993.3:308"
"MLH1-mRNA",0.0196,0.278,-0.525,0.565,1.01,0.695,1.48,0.944,1,"lm.nb","NM_000249.2:1605"
"AKT1-mRNA",-0.0341,0.488,-0.99,0.922,0.977,0.503,1.89,0.945,1,"lm.nb","NM_005163.2:2207"
"CDKN1A-mRNA",0.0215,0.308,-0.583,0.626,1.02,0.668,1.54,0.945,1,"lm.nb","NM_000389.2:1975"
"SFXN1-mRNA",-0.0273,0.441,-0.891,0.837,0.981,0.539,1.79,0.951,1,"lm.nb","NM_001322977.1:191"
"RB1-mRNA",-0.0311,0.51,-1.03,0.968,0.979,0.489,1.96,0.952,1,"lm.nb","NM_000321.2:2769"
"PTPN11-mRNA",0.0147,0.259,-0.492,0.522,1.01,0.711,1.44,0.955,1,"lm.nb","NM_001330437.1:228"
"SGK1-mRNA",-0.0128,0.228,-0.46,0.434,0.991,0.727,1.35,0.956,1,"lm.nb","NM_005627.3:1621"
"RRM2-mRNA",-0.0254,0.483,-0.972,0.921,0.983,0.51,1.89,0.958,1,"lm.nb","NM_001034.1:490"
"IRF7-mRNA",0.022,0.437,-0.835,0.878,1.02,0.561,1.84,0.96,1,"lm.nb","NM_004029.2:1705"
"ITGB2-mRNA",-0.0303,0.606,-1.22,1.16,0.979,0.43,2.23,0.96,1,"lm.nb","NM_000211.3:1412"
"E2F3-mRNA",-0.0349,0.763,-1.53,1.46,0.976,0.346,2.75,0.964,1,"loglinear","NM_001243076.2:2707"
"S100A8-mRNA",0.0246,0.565,-1.08,1.13,1.02,0.472,2.19,0.965,1,"lm.nb","NM_002964.4:365"
"DTX4-mRNA",-0.0215,0.55,-1.1,1.06,0.985,0.466,2.08,0.969,1,"lm.nb","NM_015177.1:4820"
"PKM-mRNA",-0.0155,0.507,-1.01,0.978,0.989,0.497,1.97,0.976,1,"lm.nb","NM_001206796.2:1533"
"FZD8-mRNA",0.00857,0.313,-0.606,0.623,1.01,0.657,1.54,0.978,1,"lm.nb","NM_031866.1:890"
"IL1R2-mRNA",-0.0123,0.49,-0.974,0.949,0.992,0.509,1.93,0.98,1,"lm.nb","NR_048564.1:949"
"PVRIG-mRNA",-0.0074,0.458,-0.905,0.89,0.995,0.534,1.85,0.987,1,"lm.nb","NM_024070.3:1390"
"ITGB8-mRNA",-0.011,0.707,-1.4,1.37,0.992,0.38,2.59,0.988,1,"lm.nb","NM_002214.2:2609"
"BIRC5-mRNA",-0.0103,0.701,-1.38,1.36,0.993,0.383,2.57,0.988,1,"lm.nb","NM_001168.2:1215"
"IL33-mRNA",0.00702,0.478,-0.929,0.943,1,0.525,1.92,0.988,1,"lm.nb","NM_033439.3:1842"
"GLUL-mRNA",0.00367,0.71,-1.39,1.4,1,0.382,2.63,0.996,1,"loglinear","NM_002065.6:1485"
"BBC3-mRNA",0.000775,0.393,-0.769,0.771,1,0.587,1.71,0.998,1,"lm.nb","NM_014417.4:1310"
"CCNB1-mRNA",9.55e-05,0.604,-1.18,1.18,1,0.44,2.27,1,1,"lm.nb","NM_031966.2:710"
