"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"GOT2-mRNA",-0.395,0.298,-0.98,0.19,0.761,0.507,1.14,0.191,1,"lm.nb","NM_002080.3:674"
"AREG-mRNA",1.15,0.871,-0.558,2.86,2.22,0.679,7.24,0.192,1,"lm.nb","NM_001657.3:717"
"CXCL8-mRNA",0.855,0.649,-0.417,2.13,1.81,0.749,4.37,0.193,1,"lm.nb","NM_000584.3:170"
"CDKN1A-mRNA",0.442,0.337,-0.22,1.1,1.36,0.859,2.15,0.196,1,"lm.nb","NM_000389.2:1975"
"DAB2-mRNA",0.47,0.364,-0.243,1.18,1.39,0.845,2.27,0.202,1,"lm.nb","NM_001244871.1:2475"
"PIK3R2-mRNA",-0.534,0.415,-1.35,0.279,0.691,0.393,1.21,0.203,1,"lm.nb","NM_005027.3:344"
"ADM-mRNA",0.586,0.46,-0.315,1.49,1.5,0.804,2.8,0.208,1,"lm.nb","NM_001124.2:1413"
"BIRC3-mRNA",-0.534,0.421,-1.36,0.291,0.69,0.39,1.22,0.21,1,"lm.nb","NM_001165.4:6567"
"PTPRC-mRNA",0.641,0.509,-0.357,1.64,1.56,0.781,3.12,0.213,1,"lm.nb","NM_080921.3:99"
"PRKCA-mRNA",0.48,0.382,-0.268,1.23,1.4,0.83,2.34,0.214,1,"lm.nb","NM_002737.2:818"
"JAG1-mRNA",1.07,0.855,-0.604,2.75,2.1,0.658,6.72,0.215,1,"lm.nb","NM_000214.2:3509"
"ALDOC-mRNA",-0.529,0.423,-1.36,0.3,0.693,0.39,1.23,0.217,1,"lm.nb","NM_005165.2:335"
"ITPK1-mRNA",-0.281,0.225,-0.722,0.161,0.823,0.606,1.12,0.218,1,"lm.nb","NM_001142593.2:958"
"RPL7A-mRNA",1.28,1.03,-0.733,3.29,2.43,0.602,9.8,0.218,1,"loglinear","NM_000972.2:657"
"FAM124B-mRNA",-0.739,0.594,-1.9,0.425,0.599,0.267,1.34,0.219,1,"lm.nb","NM_001122779.1:1620"
"CD3D-mRNA",0.703,0.569,-0.413,1.82,1.63,0.751,3.53,0.222,1,"lm.nb","NM_000732.4:127"
"MET-mRNA",0.64,0.519,-0.378,1.66,1.56,0.77,3.15,0.223,1,"lm.nb","NM_000245.2:1488"
"GLS-mRNA",0.393,0.321,-0.236,1.02,1.31,0.849,2.03,0.226,1,"lm.nb","NM_014905.4:165"
"UBE2C-mRNA",-0.965,0.79,-2.51,0.583,0.512,0.175,1.5,0.227,1,"lm.nb","NM_007019.2:445"
"VCAM1-mRNA",0.723,0.593,-0.44,1.89,1.65,0.737,3.7,0.228,1,"lm.nb","NM_001078.3:2535"
"ADAM12-mRNA",-0.383,0.317,-1.01,0.239,0.767,0.498,1.18,0.232,1,"lm.nb","NM_003474.5:638"
"ERBB2-mRNA",0.728,0.611,-0.47,1.93,1.66,0.722,3.8,0.239,1,"lm.nb","NM_004448.2:2405"
"LCK-mRNA",-0.593,0.504,-1.58,0.394,0.663,0.334,1.31,0.244,1,"lm.nb","NM_005356.4:1723"
"FADD-mRNA",-0.629,0.537,-1.68,0.424,0.647,0.312,1.34,0.247,1,"lm.nb","NM_003824.3:810"
"HELLS-mRNA",-0.589,0.504,-1.58,0.4,0.665,0.335,1.32,0.248,1,"lm.nb","NM_001289067.1:191"
"RPS6KB1-mRNA",-0.331,0.286,-0.891,0.229,0.795,0.539,1.17,0.252,1,"lm.nb","NM_001272042.1:2451"
"PTCD2-mRNA",-0.673,0.581,-1.81,0.467,0.627,0.285,1.38,0.252,1,"lm.nb","NM_001284403.1:326"
"H2AFX-mRNA",0.564,0.489,-0.393,1.52,1.48,0.761,2.87,0.253,1,"lm.nb","NM_002105.2:521"
"HLA-DOA-mRNA",0.509,0.442,-0.357,1.38,1.42,0.781,2.6,0.254,1,"lm.nb","NM_002119.3:3075"
"GOT1-mRNA",0.516,0.451,-0.368,1.4,1.43,0.775,2.64,0.257,1,"lm.nb","NM_002079.2:568"
"SAMD9-mRNA",0.439,0.393,-0.332,1.21,1.36,0.795,2.31,0.269,1,"lm.nb","NM_017654.3:490"
"CCND1-mRNA",0.601,0.541,-0.458,1.66,1.52,0.728,3.16,0.271,1,"lm.nb","NM_053056.2:857"
"RIPK1-mRNA",0.554,0.498,-0.422,1.53,1.47,0.746,2.89,0.271,1,"lm.nb","NM_003804.3:1304"
"FLNB-mRNA",0.714,0.642,-0.545,1.97,1.64,0.685,3.93,0.271,1,"lm.nb","NM_001164319.1:8980"
"GLUD1-mRNA",0.349,0.317,-0.272,0.97,1.27,0.828,1.96,0.276,1,"lm.nb","NM_005271.2:2680"
"HDAC3-mRNA",-0.532,0.486,-1.48,0.42,0.692,0.358,1.34,0.278,1,"lm.nb","NM_003883.3:1464"
"SPP1-mRNA",0.742,0.684,-0.599,2.08,1.67,0.66,4.24,0.283,1,"lm.nb","NM_000582.2:760"
"TNF-mRNA",0.481,0.444,-0.39,1.35,1.4,0.763,2.55,0.284,1,"lm.nb","NM_000594.3:1366"
"CCL20-mRNA",0.879,0.815,-0.719,2.48,1.84,0.607,5.57,0.286,1,"lm.nb","NM_001130046.1:295"
"TRIM21-mRNA",0.707,0.659,-0.584,2,1.63,0.667,3.99,0.288,1,"lm.nb","NM_003141.3:1190"
"TPI1-mRNA",0.924,0.87,-0.781,2.63,1.9,0.582,6.19,0.293,1,"loglinear","NM_000365.5:153"
"EPCAM-mRNA",0.599,0.567,-0.512,1.71,1.51,0.701,3.27,0.295,1,"lm.nb","NM_002354.2:499"
"MSH6-mRNA",0.44,0.417,-0.377,1.26,1.36,0.77,2.39,0.296,1,"lm.nb","NM_000179.2:1015"
"EIF2B4-mRNA",-0.437,0.417,-1.25,0.381,0.739,0.419,1.3,0.3,1,"lm.nb","NM_001034116.1:1258"
"P4HA1-mRNA",-0.294,0.282,-0.847,0.259,0.816,0.556,1.2,0.302,1,"lm.nb","NM_000917.3:805"
"CDH1-mRNA",0.524,0.505,-0.466,1.51,1.44,0.724,2.86,0.304,1,"lm.nb","NM_004360.3:379"
"TNFRSF10D-mRNA",-0.474,0.457,-1.37,0.422,0.72,0.387,1.34,0.304,1,"lm.nb","NM_003840.4:838"
"ROCK1-mRNA",0.62,0.605,-0.566,1.81,1.54,0.676,3.5,0.31,1,"lm.nb","NM_005406.2:3796"
"CCL18-mRNA",-0.292,0.285,-0.851,0.267,0.817,0.555,1.2,0.31,1,"lm.nb","NM_002988.3:45"
"ITGA6-mRNA",0.405,0.408,-0.395,1.2,1.32,0.761,2.3,0.325,1,"lm.nb","NM_001316306.1:1982"
"SRP54-mRNA",0.486,0.49,-0.476,1.45,1.4,0.719,2.73,0.326,1,"lm.nb","NM_001146282.1:951"
"MICB-mRNA",0.43,0.435,-0.422,1.28,1.35,0.746,2.43,0.327,1,"lm.nb","NM_005931.3:1387"
"SMAP1-mRNA",0.448,0.454,-0.442,1.34,1.36,0.736,2.53,0.328,1,"lm.nb","NM_001044305.2:823"
"LTB-mRNA",0.651,0.661,-0.644,1.95,1.57,0.64,3.86,0.329,1,"lm.nb","NM_002341.1:330"
"BNIP3-mRNA",-0.345,0.354,-1.04,0.349,0.787,0.486,1.27,0.334,1,"lm.nb","NM_004052.3:116"
"E2F3-mRNA",0.807,0.836,-0.832,2.45,1.75,0.562,5.45,0.339,1,"loglinear","NM_001243076.2:2707"
"CDC20-mRNA",-0.54,0.568,-1.65,0.574,0.688,0.318,1.49,0.346,1,"lm.nb","NM_001255.1:915"
"NFATC2-mRNA",-0.403,0.425,-1.24,0.429,0.756,0.425,1.35,0.346,1,"lm.nb","NM_173091.2:1840"
"OAS3-mRNA",0.3,0.318,-0.324,0.924,1.23,0.799,1.9,0.35,1,"lm.nb","NM_006187.3:2354"
"VTCN1-mRNA",-0.442,0.469,-1.36,0.478,0.736,0.389,1.39,0.35,1,"lm.nb","NM_001253849.1:871"
"BCL2-mRNA",0.501,0.537,-0.551,1.55,1.42,0.682,2.94,0.355,1,"lm.nb","NM_000633.2:1525"
"HEY1-mRNA",0.479,0.516,-0.532,1.49,1.39,0.692,2.81,0.357,1,"lm.nb","NM_001040708.1:1859"
"BRD4-mRNA",0.631,0.68,-0.702,1.96,1.55,0.615,3.9,0.358,1,"lm.nb","NM_001330384.1:2083"
"BBC3-mRNA",0.395,0.43,-0.448,1.24,1.31,0.733,2.36,0.362,1,"lm.nb","NM_014417.4:1310"
"CDK2-mRNA",-0.393,0.43,-1.24,0.45,0.762,0.424,1.37,0.365,1,"lm.nb","NM_001290230.1:1543"
"PALMD-mRNA",-0.497,0.552,-1.58,0.584,0.709,0.335,1.5,0.372,1,"lm.nb","NM_017734.4:224"
"MAP3K7-mRNA",0.22,0.247,-0.264,0.704,1.16,0.833,1.63,0.376,1,"lm.nb","NM_003188.3:1178"
"CDKN2A-mRNA",-0.445,0.501,-1.43,0.537,0.734,0.372,1.45,0.378,1,"lm.nb","NM_000077.4:1052"
"CCND2-mRNA",0.606,0.696,-0.759,1.97,1.52,0.591,3.92,0.388,1,"lm.nb","NM_001759.2:5825"
"TNFRSF10C-mRNA",-0.406,0.473,-1.33,0.521,0.755,0.397,1.43,0.394,1,"lm.nb","NM_003841.3:682"
"CD276-mRNA",0.496,0.582,-0.645,1.64,1.41,0.639,3.11,0.398,1,"lm.nb","NM_001024736.1:2119"
"JAK1-mRNA",0.287,0.34,-0.38,0.953,1.22,0.768,1.94,0.403,1,"lm.nb","NM_002227.1:285"
"EOMES-mRNA",-0.579,0.689,-1.93,0.771,0.67,0.263,1.71,0.404,1,"lm.nb","NM_001278182.1:1522"
"HIF1A-mRNA",0.495,0.592,-0.665,1.65,1.41,0.631,3.15,0.407,1,"lm.nb","NM_181054.2:930"
"RAD51-mRNA",-0.285,0.341,-0.954,0.384,0.821,0.516,1.31,0.408,1,"lm.nb","NM_133487.3:1570"
"MAML2-mRNA",0.387,0.469,-0.533,1.31,1.31,0.691,2.47,0.413,1,"lm.nb","NM_032427.1:4125"
"PFKFB3-mRNA",-0.261,0.32,-0.889,0.366,0.834,0.54,1.29,0.418,1,"lm.nb","NM_004566.3:1925"
"PRKACB-mRNA",0.525,0.656,-0.76,1.81,1.44,0.59,3.51,0.427,1,"lm.nb","NM_182948.2:805"
"PPARG-mRNA",0.527,0.666,-0.777,1.83,1.44,0.583,3.56,0.432,1,"lm.nb","NM_005037.5:434"
"MAP3K5-mRNA",0.377,0.478,-0.559,1.31,1.3,0.679,2.49,0.433,1,"lm.nb","NM_005923.3:3371"
"DNMT1-mRNA",0.387,0.491,-0.576,1.35,1.31,0.671,2.55,0.435,1,"lm.nb","NM_001130823.2:2500"
"TLR4-mRNA",0.457,0.582,-0.684,1.6,1.37,0.622,3.03,0.436,1,"lm.nb","NR_024168.1:2575"
"IL1R2-mRNA",-0.415,0.537,-1.47,0.638,0.75,0.361,1.56,0.443,1,"lm.nb","NR_048564.1:949"
"PARP12-mRNA",0.477,0.627,-0.752,1.71,1.39,0.594,3.26,0.45,1,"lm.nb","NM_022750.3:1843"
"BRCA2-mRNA",-0.474,0.632,-1.71,0.764,0.72,0.305,1.7,0.456,1,"lm.nb","NM_000059.3:1373"
"OASL-mRNA",-0.354,0.475,-1.28,0.576,0.783,0.411,1.49,0.459,1,"lm.nb","NM_003733.2:1570"
"JAK2-mRNA",0.357,0.486,-0.596,1.31,1.28,0.662,2.48,0.466,1,"lm.nb","NM_004972.2:455"
"BIRC5-mRNA",-0.564,0.77,-2.07,0.945,0.677,0.238,1.93,0.467,1,"lm.nb","NM_001168.2:1215"
"ITGB8-mRNA",0.564,0.774,-0.953,2.08,1.48,0.516,4.23,0.469,1,"lm.nb","NM_002214.2:2609"
"SLC7A5-mRNA",0.196,0.275,-0.342,0.735,1.15,0.789,1.66,0.478,1,"lm.nb","NM_003486.6:2011"
"BBS1-mRNA",-0.268,0.377,-1.01,0.472,0.831,0.497,1.39,0.481,1,"lm.nb","NM_024649.4:82"
"RSAD2-mRNA",-0.352,0.497,-1.33,0.623,0.784,0.399,1.54,0.482,1,"lm.nb","NM_080657.4:1057"
"PDK1-mRNA",0.297,0.422,-0.53,1.12,1.23,0.692,2.18,0.485,1,"lm.nb","NM_002610.3:401"
"PIK3CA-mRNA",0.322,0.46,-0.58,1.22,1.25,0.669,2.34,0.487,1,"lm.nb","NM_006218.2:3296"
"SLC1A5-mRNA",0.363,0.527,-0.67,1.4,1.29,0.629,2.63,0.494,1,"lm.nb","NM_001145144.1:648"
"ERO1A-mRNA",0.544,0.791,-1.01,2.09,1.46,0.498,4.27,0.494,1,"loglinear","NM_014584.2:963"
"PRKAA2-mRNA",-0.292,0.427,-1.13,0.545,0.817,0.457,1.46,0.497,1,"lm.nb","NM_006252.3:4014"
"ICAM2-mRNA",0.45,0.665,-0.853,1.75,1.37,0.554,3.37,0.501,1,"lm.nb","NM_000873.3:415"
"RPL23-mRNA",0.423,0.633,-0.818,1.66,1.34,0.567,3.17,0.507,1,"lm.nb","NM_000978.3:100"
"PIK3R1-mRNA",0.42,0.634,-0.823,1.66,1.34,0.565,3.16,0.511,1,"lm.nb","NM_001242466.1:889"
"DEPTOR-mRNA",0.318,0.483,-0.629,1.26,1.25,0.647,2.4,0.514,1,"lm.nb","NM_001283012.1:1141"
"CASP9-mRNA",-0.28,0.438,-1.14,0.579,0.824,0.454,1.49,0.525,1,"lm.nb","XM_011542270.1:326"
"IRF2-mRNA",0.152,0.241,-0.319,0.624,1.11,0.802,1.54,0.529,1,"lm.nb","NM_002199.3:1624"
"TWF1-mRNA",0.19,0.302,-0.401,0.782,1.14,0.758,1.72,0.53,1,"lm.nb","NM_002822.4:1574"
"CD44-mRNA",0.344,0.561,-0.756,1.44,1.27,0.592,2.72,0.543,1,"lm.nb","NM_001001392.1:566"
"GPR160-mRNA",0.452,0.752,-1.02,1.93,1.37,0.492,3.8,0.55,1,"lm.nb","NM_014373.1:760"
"TPM1-mRNA",0.417,0.7,-0.956,1.79,1.34,0.516,3.46,0.554,1,"lm.nb","NM_000366.5:830"
"LAMC2-mRNA",0.437,0.735,-1,1.88,1.35,0.499,3.67,0.555,1,"lm.nb","NM_005562.2:1027"
"STC1-mRNA",-0.252,0.427,-1.09,0.586,0.84,0.47,1.5,0.558,1,"lm.nb","NM_003155.2:2172"
"SNAI1-mRNA",-0.301,0.518,-1.32,0.714,0.812,0.402,1.64,0.563,1,"lm.nb","NM_005985.3:960"
"LDHB-mRNA",0.35,0.609,-0.844,1.54,1.27,0.557,2.92,0.568,1,"lm.nb","NM_001174097.2:1200"
"NECTIN1-mRNA",-0.265,0.464,-1.18,0.645,0.832,0.443,1.56,0.57,1,"lm.nb","NM_002855.4:357"
"HK1-mRNA",-0.168,0.294,-0.745,0.409,0.89,0.597,1.33,0.57,1,"lm.nb","NM_000188.2:3355"
"PTPN11-mRNA",-0.16,0.284,-0.717,0.396,0.895,0.608,1.32,0.575,1,"lm.nb","NM_001330437.1:228"
"RELB-mRNA",0.308,0.547,-0.763,1.38,1.24,0.589,2.6,0.575,1,"lm.nb","NM_006509.3:956"
"FYN-mRNA",0.328,0.592,-0.832,1.49,1.26,0.562,2.81,0.581,1,"lm.nb","NM_002037.5:2125"
"SREBF1-mRNA",0.391,0.708,-0.997,1.78,1.31,0.501,3.43,0.583,1,"lm.nb","NM_001005291.1:1392"
"CCL7-mRNA",-0.309,0.562,-1.41,0.793,0.807,0.376,1.73,0.585,1,"lm.nb","NM_006273.3:588"
"NRAS-mRNA",0.163,0.303,-0.431,0.757,1.12,0.742,1.69,0.593,1,"lm.nb","NM_002524.4:2168"
"CDK6-mRNA",-0.335,0.63,-1.57,0.899,0.793,0.337,1.87,0.597,1,"lm.nb","NM_001145306.1:1373"
"PIAS4-mRNA",-0.219,0.413,-1.03,0.589,0.859,0.49,1.5,0.597,1,"lm.nb","NM_015897.2:454"
"TLR1-mRNA",0.33,0.627,-0.899,1.56,1.26,0.536,2.95,0.601,1,"lm.nb","NM_003263.3:696"
"APC-mRNA",-0.284,0.557,-1.38,0.808,0.821,0.385,1.75,0.612,1,"lm.nb","NM_001127510.2:462"
"SFXN1-mRNA",0.245,0.482,-0.7,1.19,1.19,0.615,2.28,0.613,1,"lm.nb","NM_001322977.1:191"
"GPC4-mRNA",0.195,0.394,-0.577,0.967,1.14,0.67,1.95,0.623,1,"lm.nb","NM_001448.2:820"
"AQP9-mRNA",-0.287,0.611,-1.49,0.91,0.819,0.357,1.88,0.64,1,"lm.nb","NM_001320635.1:753"
"TICAM1-mRNA",0.285,0.606,-0.903,1.47,1.22,0.535,2.78,0.64,1,"lm.nb","NM_182919.3:2552"
"PSMB5-mRNA",-0.268,0.581,-1.41,0.87,0.83,0.377,1.83,0.646,1,"lm.nb","NM_001130725.1:426"
"TNFAIP6-mRNA",0.263,0.582,-0.879,1.4,1.2,0.544,2.65,0.654,1,"lm.nb","NM_007115.3:165"
"HMGA1-mRNA",0.298,0.669,-1.01,1.61,1.23,0.495,3.05,0.658,1,"lm.nb","NM_145902.2:906"
"MSH2-mRNA",-0.157,0.36,-0.863,0.549,0.897,0.55,1.46,0.665,1,"lm.nb","NM_000251.1:2514"
"GPSM3-mRNA",0.217,0.505,-0.773,1.21,1.16,0.585,2.31,0.669,1,"lm.nb","NM_001276501.1:915"
"ITGA2-mRNA",-0.264,0.62,-1.48,0.952,0.833,0.359,1.93,0.673,1,"lm.nb","NM_002203.3:903"
"FOSL1-mRNA",0.15,0.355,-0.546,0.846,1.11,0.685,1.8,0.674,1,"lm.nb","NM_005438.3:1320"
"MTOR-mRNA",-0.223,0.529,-1.26,0.815,0.857,0.418,1.76,0.676,1,"lm.nb","NM_004958.3:3444"
"ICOSLG-mRNA",-0.192,0.508,-1.19,0.804,0.875,0.439,1.75,0.707,1,"lm.nb","NM_015259.4:1190"
"ENO1-mRNA",0.205,0.548,-0.869,1.28,1.15,0.548,2.43,0.709,1,"lm.nb","NM_001428.3:782"
"APH1B-mRNA",-0.179,0.499,-1.16,0.8,0.883,0.448,1.74,0.721,1,"lm.nb","NM_001145646.1:541"
"KRAS-mRNA",0.1,0.28,-0.448,0.648,1.07,0.733,1.57,0.721,1,"lm.nb","NM_004985.3:1790"
"CCL2-mRNA",-0.268,0.752,-1.74,1.21,0.83,0.299,2.31,0.722,1,"lm.nb","NM_002982.3:303"
"PCK2-mRNA",-0.0957,0.277,-0.638,0.446,0.936,0.643,1.36,0.731,1,"lm.nb","NM_001018073.2:1307"
"TRAF1-mRNA",0.14,0.407,-0.657,0.937,1.1,0.634,1.91,0.732,1,"lm.nb","NM_001190945.1:712"
"BAMBI-mRNA",-0.132,0.388,-0.893,0.63,0.913,0.538,1.55,0.736,1,"lm.nb","NM_012342.2:824"
"ANLN-mRNA",-0.249,0.74,-1.7,1.2,0.841,0.308,2.3,0.737,1,"lm.nb","NM_018685.2:240"
"CLEC4E-mRNA",-0.158,0.471,-1.08,0.765,0.896,0.473,1.7,0.738,1,"lm.nb","NM_014358.3:1392"
"TNFRSF14-mRNA",0.14,0.418,-0.679,0.959,1.1,0.625,1.94,0.739,1,"lm.nb","NM_003820.3:503"
"ICAM3-mRNA",-0.107,0.321,-0.736,0.521,0.928,0.6,1.44,0.739,1,"lm.nb","NM_002162.3:1225"
"CSF1-mRNA",-0.158,0.497,-1.13,0.817,0.897,0.456,1.76,0.752,1,"lm.nb","NM_000757.5:251"
"NFKB2-mRNA",0.0794,0.253,-0.417,0.576,1.06,0.749,1.49,0.755,1,"lm.nb","NM_001077494.3:1986"
"VEGFB-mRNA",-0.1,0.321,-0.73,0.53,0.933,0.603,1.44,0.756,1,"lm.nb","NM_003377.3:687"
"OLFML2B-mRNA",0.151,0.484,-0.799,1.1,1.11,0.575,2.14,0.757,1,"lm.nb","NM_015441.1:2920"
"VEGFC-mRNA",0.177,0.57,-0.94,1.29,1.13,0.521,2.45,0.757,1,"lm.nb","NM_005429.4:588"
"RRM2-mRNA",-0.164,0.529,-1.2,0.874,0.893,0.435,1.83,0.758,1,"lm.nb","NM_001034.1:490"
"RELA-mRNA",-0.147,0.48,-1.09,0.794,0.903,0.47,1.73,0.761,1,"lm.nb","NM_021975.3:1990"
"FBP1-mRNA",0.099,0.323,-0.535,0.733,1.07,0.69,1.66,0.761,1,"lm.nb","NM_001127628.1:488"
"BRD3-mRNA",-0.156,0.511,-1.16,0.846,0.897,0.448,1.8,0.761,1,"lm.nb","NM_007371.3:2621"
"HK2-mRNA",-0.114,0.383,-0.864,0.635,0.924,0.549,1.55,0.766,1,"lm.nb","NM_000189.4:2883"
"TCF3-mRNA",-0.203,0.683,-1.54,1.14,0.869,0.343,2.2,0.768,1,"lm.nb","NM_003200.3:276"
"AKT1-mRNA",0.158,0.535,-0.889,1.21,1.12,0.54,2.31,0.768,1,"lm.nb","NM_005163.2:2207"
"ALDOA-mRNA",0.103,0.367,-0.617,0.823,1.07,0.652,1.77,0.781,1,"lm.nb","NM_000034.3:2049"
"CDKN2B-mRNA",-0.0963,0.354,-0.791,0.598,0.935,0.578,1.51,0.787,1,"lm.nb","NM_004936.3:906"
"LDHA-mRNA",0.0978,0.361,-0.61,0.806,1.07,0.655,1.75,0.788,1,"lm.nb","NM_001135239.1:1053"
"EZH2-mRNA",-0.0763,0.289,-0.643,0.491,0.949,0.64,1.4,0.793,1,"lm.nb","NM_004456.4:1596"
"HMGB1-mRNA",-0.141,0.537,-1.19,0.911,0.907,0.437,1.88,0.794,1,"lm.nb","NM_002128.5:3400"
"BAX-mRNA",-0.117,0.45,-0.999,0.765,0.922,0.5,1.7,0.796,1,"lm.nb","NM_004324.3:330"
"BRIP1-mRNA",-0.133,0.524,-1.16,0.893,0.912,0.448,1.86,0.801,1,"lm.nb","NM_032043.2:1570"
"TGFBR1-mRNA",-0.0703,0.279,-0.617,0.477,0.952,0.652,1.39,0.802,1,"lm.nb","NM_001130916.2:3011"
"MMP7-mRNA",0.216,0.862,-1.47,1.9,1.16,0.36,3.74,0.803,1,"lm.nb","NM_002423.3:265"
"BNIP3L-mRNA",-0.136,0.546,-1.21,0.933,0.91,0.433,1.91,0.804,1,"lm.nb","NM_001330491.1:2559"
"MLH1-mRNA",-0.0753,0.305,-0.674,0.523,0.949,0.627,1.44,0.806,1,"lm.nb","NM_000249.2:1605"
"BATF3-mRNA",-0.0881,0.359,-0.791,0.615,0.941,0.578,1.53,0.807,1,"lm.nb","NM_018664.2:725"
"NT5E-mRNA",-0.143,0.599,-1.32,1.03,0.905,0.401,2.04,0.812,1,"lm.nb","NM_002526.3:3526"
"ITGAE-mRNA",0.107,0.449,-0.772,0.986,1.08,0.585,1.98,0.812,1,"lm.nb","NM_002208.4:3647"
"MRE11-mRNA",0.0481,0.216,-0.376,0.472,1.03,0.771,1.39,0.825,1,"lm.nb","NM_001330347.1:2169"
"NF1-mRNA",0.145,0.666,-1.16,1.45,1.11,0.447,2.73,0.828,1,"lm.nb","NM_000267.3:1260"
"TPSAB1/B2-mRNA",-0.151,0.718,-1.56,1.26,0.901,0.339,2.39,0.835,1,"lm.nb","NM_003294.3:556"
"FCGRT-mRNA",0.109,0.571,-1.01,1.23,1.08,0.496,2.34,0.85,1,"lm.nb","NM_004107.4:1260"
"HRAS-mRNA",0.0848,0.481,-0.858,1.03,1.06,0.552,2.04,0.861,1,"lm.nb","NM_005343.3:842"
"SLC16A1-mRNA",-0.0887,0.51,-1.09,0.91,0.94,0.471,1.88,0.862,1,"lm.nb","NM_003051.3:635"
"PTEN-mRNA",0.103,0.597,-1.07,1.27,1.07,0.478,2.42,0.864,1,"lm.nb","NM_000314.6:6696"
"IRF3-mRNA",0.094,0.567,-1.02,1.2,1.07,0.494,2.3,0.869,1,"lm.nb","NM_001197122.1:607"
"F2RL1-mRNA",0.106,0.657,-1.18,1.39,1.08,0.441,2.63,0.873,1,"lm.nb","NM_005242.4:1388"
"TAPBPL-mRNA",0.0876,0.611,-1.11,1.29,1.06,0.463,2.44,0.887,1,"lm.nb","NM_018009.4:1425"
"MGMT-mRNA",-0.0363,0.291,-0.606,0.534,0.975,0.657,1.45,0.901,1,"lm.nb","NM_002412.3:323"
"API5-mRNA",0.0606,0.558,-1.03,1.15,1.04,0.488,2.23,0.914,1,"lm.nb","NM_001142930.1:1552"
"ITGB3-mRNA",0.0532,0.502,-0.931,1.04,1.04,0.525,2.05,0.916,1,"lm.nb","NM_000212.2:4485"
"PROM1-mRNA",-0.055,0.547,-1.13,1.02,0.963,0.458,2.02,0.92,1,"lm.nb","NM_001145847.1:596"
"PMS2-mRNA",0.057,0.578,-1.08,1.19,1.04,0.474,2.28,0.922,1,"lm.nb","NM_000535.6:894"
"RNLS-mRNA",0.0569,0.583,-1.09,1.2,1.04,0.471,2.3,0.923,1,"lm.nb","NM_001031709.2:726"
"PDZK1IP1-mRNA",-0.0705,0.74,-1.52,1.38,0.952,0.348,2.6,0.924,1,"lm.nb","NM_005764.3:229"
"TP53-mRNA",-0.0649,0.719,-1.47,1.34,0.956,0.36,2.54,0.928,1,"lm.nb","NM_000546.2:1330"
"TYMS-mRNA",0.0308,0.451,-0.853,0.915,1.02,0.554,1.89,0.946,1,"lm.nb","NM_001071.1:395"
"BID-mRNA",-0.0227,0.349,-0.707,0.662,0.984,0.613,1.58,0.948,1,"lm.nb","NM_001196.3:1604"
"SIRPA-mRNA",-0.0233,0.36,-0.728,0.681,0.984,0.604,1.6,0.949,1,"lm.nb","NM_001040023.1:3355"
"IGF2R-mRNA",0.0448,0.695,-1.32,1.41,1.03,0.401,2.65,0.949,1,"lm.nb","NM_000876.2:7820"
"CCNB1-mRNA",0.0425,0.661,-1.25,1.34,1.03,0.419,2.53,0.949,1,"lm.nb","NM_031966.2:710"
"PKM-mRNA",-0.0292,0.555,-1.12,1.06,0.98,0.461,2.08,0.958,1,"lm.nb","NM_001206796.2:1533"
"POLD1-mRNA",-0.0201,0.448,-0.897,0.857,0.986,0.537,1.81,0.964,1,"lm.nb","NM_001256849.1:1356"
"MKI67-mRNA",-0.0372,0.828,-1.66,1.59,0.975,0.316,3,0.964,1,"lm.nb","NM_002417.2:2005"
"CENPF-mRNA",0.0199,0.663,-1.28,1.32,1.01,0.412,2.49,0.976,1,"lm.nb","NM_016343.3:9260"
"NOTCH2-mRNA",0.0118,0.407,-0.786,0.81,1.01,0.58,1.75,0.977,1,"lm.nb","NM_024408.3:2842"
"IRF7-mRNA",-0.00734,0.478,-0.944,0.929,0.995,0.52,1.9,0.988,1,"lm.nb","NM_004029.2:1705"
