"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"HLA-DMA-mRNA",-0.71,0.728,-2.14,0.717,0.611,0.227,1.64,0.334,1,"lm.nb","NM_006120.3:396"
"EGR1-mRNA",0.442,0.454,-0.447,1.33,1.36,0.734,2.52,0.334,1,"lm.nb","NM_001964.2:2034"
"IFI16-mRNA",0.581,0.598,-0.591,1.75,1.5,0.664,3.37,0.335,1,"lm.nb","NM_001206567.1:2351"
"SERPINA1-mRNA",0.855,0.883,-0.876,2.59,1.81,0.545,6,0.337,1,"lm.nb","NM_001127702.1:963"
"MYC-mRNA",0.896,0.927,-0.92,2.71,1.86,0.528,6.56,0.338,1,"lm.nb","NM_002467.3:1615"
"CD40-mRNA",0.53,0.548,-0.545,1.6,1.44,0.686,3.04,0.338,1,"lm.nb","NM_001250.5:166"
"ARID1A-mRNA",0.722,0.748,-0.744,2.19,1.65,0.597,4.55,0.339,1,"lm.nb","NM_006015.4:1670"
"ITGB8-mRNA",1.08,1.12,-1.12,3.29,2.12,0.459,9.75,0.341,1,"lm.nb","NM_002214.2:2609"
"HRAS-mRNA",0.665,0.694,-0.695,2.03,1.59,0.618,4.07,0.342,1,"lm.nb","NM_005343.3:842"
"APOL6-mRNA",0.847,0.886,-0.889,2.58,1.8,0.54,6,0.343,1,"lm.nb","NM_030641.3:289"
"HLA-C-mRNA",-0.538,0.569,-1.65,0.578,0.689,0.318,1.49,0.349,1,"lm.nb","NM_002117.4:898"
"PARP12-mRNA",0.859,0.909,-0.923,2.64,1.81,0.528,6.23,0.349,1,"lm.nb","NM_022750.3:1843"
"HMGA1-mRNA",0.919,0.974,-0.99,2.83,1.89,0.503,7.1,0.35,1,"lm.nb","NM_145902.2:906"
"PKM-mRNA",0.763,0.808,-0.822,2.35,1.7,0.566,5.09,0.35,1,"lm.nb","NM_001206796.2:1533"
"HLA-A-mRNA",-0.68,0.721,-2.09,0.734,0.624,0.234,1.66,0.35,1,"lm.nb","NM_002116.7:298"
"OAS3-mRNA",-0.443,0.473,-1.37,0.485,0.736,0.387,1.4,0.353,1,"lm.nb","NM_006187.3:2354"
"CCL2-mRNA",1.02,1.09,-1.12,3.16,2.03,0.461,8.92,0.354,1,"lm.nb","NM_002982.3:303"
"ANLN-mRNA",0.98,1.05,-1.08,3.04,1.97,0.473,8.23,0.355,1,"lm.nb","NM_018685.2:240"
"ARG2-mRNA",-0.368,0.394,-1.14,0.405,0.775,0.454,1.32,0.355,1,"lm.nb","NM_001172.3:512"
"IFI27-mRNA",0.869,0.933,-0.96,2.7,1.83,0.514,6.49,0.356,1,"lm.nb","NM_005532.3:390"
"DTX3L-mRNA",0.579,0.623,-0.642,1.8,1.49,0.641,3.48,0.357,1,"lm.nb","NM_138287.3:1543"
"NFIL3-mRNA",0.611,0.657,-0.678,1.9,1.53,0.625,3.73,0.357,1,"lm.nb","NM_001289999.1:1466"
"P4HA1-mRNA",-0.379,0.409,-1.18,0.422,0.769,0.441,1.34,0.357,1,"lm.nb","NM_000917.3:805"
"IFI6-mRNA",-0.774,0.835,-2.41,0.862,0.585,0.188,1.82,0.358,1,"lm.nb","NM_002038.3:410"
"RELB-mRNA",0.723,0.782,-0.81,2.26,1.65,0.57,4.78,0.359,1,"lm.nb","NM_006509.3:956"
"IRF9-mRNA",0.625,0.677,-0.701,1.95,1.54,0.615,3.87,0.359,1,"lm.nb","NM_006084.4:723"
"BCL2-mRNA",0.702,0.76,-0.788,2.19,1.63,0.579,4.57,0.36,1,"lm.nb","NM_000633.2:1525"
"MYD88-mRNA",0.264,0.287,-0.298,0.826,1.2,0.813,1.77,0.361,1,"lm.nb","NM_002468.3:2145"
"API5-mRNA",0.74,0.81,-0.848,2.33,1.67,0.555,5.02,0.365,1,"lm.nb","NM_001142930.1:1552"
"HAVCR2-mRNA",-0.669,0.734,-2.11,0.769,0.629,0.232,1.7,0.366,1,"lm.nb","NM_032782.3:955"
"ALDOA-mRNA",0.48,0.534,-0.566,1.53,1.39,0.676,2.88,0.372,1,"lm.nb","NM_000034.3:2049"
"RRM2-mRNA",0.689,0.766,-0.813,2.19,1.61,0.569,4.57,0.372,1,"lm.nb","NM_001034.1:490"
"TRIM21-mRNA",0.847,0.945,-1.01,2.7,1.8,0.498,6.49,0.374,1,"lm.nb","NM_003141.3:1190"
"MGMT-mRNA",0.37,0.414,-0.441,1.18,1.29,0.737,2.27,0.375,1,"lm.nb","NM_002412.3:323"
"CD44-mRNA",0.727,0.813,-0.867,2.32,1.65,0.548,4.99,0.375,1,"lm.nb","NM_001001392.1:566"
"IFIH1-mRNA",0.756,0.849,-0.907,2.42,1.69,0.533,5.35,0.377,1,"lm.nb","NM_022168.3:3250"
"P4HA2-mRNA",0.632,0.712,-0.764,2.03,1.55,0.589,4.08,0.379,1,"lm.nb","NM_001017973.1:1748"
"HELLS-mRNA",0.634,0.723,-0.783,2.05,1.55,0.581,4.14,0.384,1,"lm.nb","NM_001289067.1:191"
"ITGA2-mRNA",0.781,0.897,-0.977,2.54,1.72,0.508,5.81,0.388,1,"lm.nb","NM_002203.3:903"
"FUT4-mRNA",-0.528,0.607,-1.72,0.662,0.693,0.304,1.58,0.388,1,"lm.nb","NM_002033.3:1151"
"ULBP2-mRNA",-0.463,0.538,-1.52,0.592,0.726,0.349,1.51,0.394,1,"lm.nb","NM_025217.2:905"
"CEACAM3-mRNA",0.683,0.797,-0.879,2.25,1.61,0.544,4.74,0.395,1,"lm.nb","NM_001277163.2:807"
"RPL7A-mRNA",1.27,1.5,-1.66,4.2,2.41,0.315,18.4,0.401,1,"loglinear","NM_000972.2:657"
"TAPBP-mRNA",0.558,0.66,-0.737,1.85,1.47,0.6,3.61,0.402,1,"lm.nb","NM_003190.4:1082"
"MFGE8-mRNA",-0.46,0.557,-1.55,0.632,0.727,0.341,1.55,0.413,1,"lm.nb","NM_001114614.1:328"
"EPM2AIP1-mRNA",0.495,0.616,-0.713,1.7,1.41,0.61,3.26,0.425,1,"lm.nb","NM_014805.3:1322"
"GPR160-mRNA",0.875,1.09,-1.26,3.01,1.83,0.417,8.08,0.426,1,"lm.nb","NM_014373.1:760"
"IFNAR1-mRNA",0.419,0.526,-0.612,1.45,1.34,0.654,2.73,0.429,1,"lm.nb","NM_000629.2:461"
"ENO1-mRNA",0.632,0.798,-0.931,2.2,1.55,0.524,4.58,0.432,1,"lm.nb","NM_001428.3:782"
"ITGAE-mRNA",0.511,0.648,-0.759,1.78,1.43,0.591,3.44,0.433,1,"lm.nb","NM_002208.4:3647"
"IRF3-mRNA",0.611,0.775,-0.909,2.13,1.53,0.533,4.38,0.434,1,"lm.nb","NM_001197122.1:607"
"LDHB-mRNA",0.698,0.887,-1.04,2.44,1.62,0.486,5.41,0.434,1,"lm.nb","NM_001174097.2:1200"
"RB1-mRNA",0.629,0.804,-0.947,2.21,1.55,0.519,4.61,0.437,1,"lm.nb","NM_000321.2:2769"
"CDK2-mRNA",0.481,0.62,-0.735,1.7,1.4,0.601,3.24,0.442,1,"lm.nb","NM_001290230.1:1543"
"IL6R-mRNA",0.457,0.592,-0.702,1.62,1.37,0.615,3.07,0.443,1,"lm.nb","NM_000565.3:846"
"MKI67-mRNA",0.909,1.18,-1.41,3.23,1.88,0.376,9.38,0.446,1,"lm.nb","NM_002417.2:2005"
"IRF1-mRNA",0.462,0.609,-0.733,1.66,1.38,0.602,3.15,0.452,1,"lm.nb","NM_002198.2:557"
"HLA-E-mRNA",0.512,0.685,-0.83,1.85,1.43,0.563,3.62,0.457,1,"lm.nb","NM_005516.5:1287"
"ATF3-mRNA",0.357,0.478,-0.581,1.29,1.28,0.669,2.45,0.458,1,"lm.nb","NM_001674.3:1487"
"SAMD9-mRNA",-0.429,0.577,-1.56,0.701,0.743,0.339,1.63,0.46,1,"lm.nb","NM_017654.3:490"
"CTSS-mRNA",-0.482,0.651,-1.76,0.794,0.716,0.296,1.73,0.462,1,"lm.nb","NM_004079.3:685"
"PECAM1-mRNA",-0.708,0.957,-2.58,1.17,0.612,0.167,2.25,0.463,1,"lm.nb","NM_000442.4:2492"
"BRCA2-mRNA",0.657,0.902,-1.11,2.42,1.58,0.463,5.37,0.469,1,"lm.nb","NM_000059.3:1373"
"TNF-mRNA",0.467,0.643,-0.794,1.73,1.38,0.577,3.31,0.471,1,"lm.nb","NM_000594.3:1366"
"SFXN1-mRNA",0.502,0.698,-0.865,1.87,1.42,0.549,3.65,0.475,1,"lm.nb","NM_001322977.1:191"
"C1QB-mRNA",-0.65,0.904,-2.42,1.12,0.637,0.187,2.17,0.475,1,"lm.nb","NM_000491.3:816"
"HK1-mRNA",0.296,0.421,-0.529,1.12,1.23,0.693,2.18,0.484,1,"lm.nb","NM_000188.2:3355"
"PSMB5-mRNA",0.591,0.842,-1.06,2.24,1.51,0.48,4.73,0.486,1,"lm.nb","NM_001130725.1:426"
"AKT1-mRNA",0.542,0.776,-0.979,2.06,1.46,0.507,4.18,0.488,1,"lm.nb","NM_005163.2:2207"
"IFI35-mRNA",0.522,0.749,-0.946,1.99,1.44,0.519,3.97,0.489,1,"lm.nb","NM_005533.4:729"
"MB21D1-mRNA",0.345,0.501,-0.638,1.33,1.27,0.643,2.51,0.494,1,"lm.nb","NM_138441.2:1198"
"PIK3R1-mRNA",0.616,0.914,-1.18,2.41,1.53,0.442,5.31,0.504,1,"lm.nb","NM_001242466.1:889"
"RELA-mRNA",0.467,0.694,-0.894,1.83,1.38,0.538,3.55,0.504,1,"lm.nb","NM_021975.3:1990"
"DUSP1-mRNA",0.403,0.606,-0.786,1.59,1.32,0.58,3.01,0.509,1,"lm.nb","NM_004417.3:1428"
"PIK3R2-mRNA",-0.398,0.603,-1.58,0.784,0.759,0.334,1.72,0.511,1,"lm.nb","NM_005027.3:344"
"SPRY4-mRNA",-0.61,0.935,-2.44,1.22,0.655,0.184,2.33,0.517,1,"lm.nb","NM_030964.3:1900"
"STC1-mRNA",0.395,0.608,-0.796,1.59,1.31,0.576,3,0.519,1,"lm.nb","NM_003155.2:2172"
"F2RL1-mRNA",0.614,0.948,-1.24,2.47,1.53,0.422,5.55,0.52,1,"lm.nb","NM_005242.4:1388"
"BBC3-mRNA",0.402,0.621,-0.816,1.62,1.32,0.568,3.07,0.52,1,"lm.nb","NM_014417.4:1310"
"IFITM2-mRNA",-0.356,0.555,-1.44,0.732,0.781,0.367,1.66,0.524,1,"lm.nb","NM_006435.2:390"
"CSF1-mRNA",-0.466,0.731,-1.9,0.966,0.724,0.268,1.95,0.526,1,"lm.nb","NM_000757.5:251"
"B2M-mRNA",0.554,0.873,-1.16,2.26,1.47,0.449,4.8,0.528,1,"lm.nb","NM_004048.2:573"
"PTCD2-mRNA",0.523,0.828,-1.1,2.15,1.44,0.466,4.42,0.53,1,"lm.nb","NM_001284403.1:326"
"RAD51-mRNA",0.308,0.489,-0.651,1.27,1.24,0.637,2.41,0.532,1,"lm.nb","NM_133487.3:1570"
"FADD-mRNA",0.479,0.768,-1.03,1.99,1.39,0.491,3.96,0.535,1,"lm.nb","NM_003824.3:810"
"CD69-mRNA",0.486,0.785,-1.05,2.02,1.4,0.482,4.07,0.538,1,"lm.nb","NM_001781.2:88"
"CDH2-mRNA",0.299,0.485,-0.651,1.25,1.23,0.637,2.38,0.54,1,"lm.nb","NM_001792.3:3067"
"APC-mRNA",0.476,0.795,-1.08,2.03,1.39,0.472,4.09,0.552,1,"lm.nb","NM_001127510.2:462"
"CASP1-mRNA",0.353,0.596,-0.815,1.52,1.28,0.569,2.87,0.556,1,"lm.nb","NM_001223.4:1050"
"CXCL2-mRNA",0.495,0.84,-1.15,2.14,1.41,0.451,4.41,0.558,1,"lm.nb","NM_002089.1:435"
"CCND3-mRNA",-0.419,0.711,-1.81,0.974,0.748,0.285,1.96,0.558,1,"lm.nb","NM_001136017.2:760"
"UBE2T-mRNA",0.345,0.587,-0.805,1.49,1.27,0.572,2.82,0.559,1,"lm.nb","NM_014176.1:50"
"MAP3K8-mRNA",-0.248,0.424,-1.08,0.584,0.842,0.473,1.5,0.562,1,"lm.nb","NM_001244134.1:493"
"CCNB1-mRNA",0.552,0.959,-1.33,2.43,1.47,0.399,5.39,0.567,1,"lm.nb","NM_031966.2:710"
"PSMB9-mRNA",0.549,0.954,-1.32,2.42,1.46,0.4,5.35,0.567,1,"lm.nb","NM_002800.4:394"
"HLA-DPA1-mRNA",-0.574,1.02,-2.57,1.42,0.672,0.168,2.68,0.576,1,"lm.nb","NM_033554.2:857"
"OAS1-mRNA",0.554,0.985,-1.38,2.48,1.47,0.385,5.6,0.576,1,"lm.nb","NM_001032409.1:805"
"PCK2-mRNA",0.224,0.399,-0.558,1.01,1.17,0.679,2.01,0.576,1,"lm.nb","NM_001018073.2:1307"
"MSH6-mRNA",0.338,0.602,-0.841,1.52,1.26,0.558,2.86,0.577,1,"lm.nb","NM_000179.2:1015"
"ADAM12-mRNA",0.253,0.451,-0.632,1.14,1.19,0.645,2.2,0.578,1,"lm.nb","NM_003474.5:638"
"CXCL3-mRNA",0.447,0.807,-1.13,2.03,1.36,0.455,4.08,0.582,1,"lm.nb","NM_002090.2:467"
"SERPINH1-mRNA",0.501,0.91,-1.28,2.28,1.41,0.411,4.87,0.584,1,"lm.nb","NM_001207014.1:1850"
"PVR-mRNA",0.314,0.578,-0.819,1.45,1.24,0.567,2.73,0.589,1,"lm.nb","NM_001135768.2:448"
"IL12RB2-mRNA",0.471,0.881,-1.26,2.2,1.39,0.419,4.58,0.595,1,"lm.nb","NM_001319233.1:880"
"RPS6KB1-mRNA",-0.224,0.42,-1.05,0.6,0.856,0.484,1.52,0.597,1,"lm.nb","NM_001272042.1:2451"
"BNIP3L-mRNA",0.407,0.778,-1.12,1.93,1.33,0.461,3.81,0.602,1,"lm.nb","NM_001330491.1:2559"
"MELK-mRNA",0.331,0.635,-0.914,1.58,1.26,0.531,2.98,0.604,1,"lm.nb","NM_014791.2:365"
"EXO1-mRNA",0.299,0.579,-0.836,1.43,1.23,0.56,2.7,0.608,1,"lm.nb","NM_006027.3:820"
"FYN-mRNA",-0.446,0.872,-2.16,1.26,0.734,0.225,2.4,0.611,1,"lm.nb","NM_002037.5:2125"
"BRIP1-mRNA",0.372,0.754,-1.11,1.85,1.29,0.464,3.6,0.624,1,"lm.nb","NM_032043.2:1570"
"CDH1-mRNA",-0.373,0.759,-1.86,1.11,0.772,0.275,2.17,0.625,1,"lm.nb","NM_004360.3:379"
"TMEM140-mRNA",-0.322,0.663,-1.62,0.978,0.8,0.325,1.97,0.629,1,"lm.nb","NM_018295.3:377"
"TLR3-mRNA",0.324,0.671,-0.992,1.64,1.25,0.503,3.12,0.631,1,"lm.nb","NM_003265.2:37"
"CDC20-mRNA",0.394,0.817,-1.21,2,1.31,0.433,3.99,0.632,1,"lm.nb","NM_001255.1:915"
"LIF-mRNA",0.342,0.731,-1.09,1.77,1.27,0.47,3.42,0.642,1,"lm.nb","NM_002309.4:3740"
"S100A9-mRNA",0.426,0.912,-1.36,2.21,1.34,0.389,4.64,0.642,1,"lm.nb","NM_002965.3:137"
"NECTIN1-mRNA",0.304,0.665,-1,1.61,1.23,0.5,3.05,0.649,1,"lm.nb","NM_002855.4:357"
"MAP3K5-mRNA",0.311,0.691,-1.04,1.67,1.24,0.485,3.17,0.655,1,"lm.nb","NM_005923.3:3371"
"JAK2-mRNA",-0.315,0.715,-1.72,1.09,0.804,0.304,2.12,0.661,1,"lm.nb","NM_004972.2:455"
"EIF4EBP1-mRNA",0.279,0.634,-0.963,1.52,1.21,0.513,2.87,0.662,1,"lm.nb","NM_004095.3:673"
"PSMB10-mRNA",0.325,0.785,-1.21,1.86,1.25,0.431,3.64,0.681,1,"lm.nb","NM_002801.3:249"
"PDK1-mRNA",0.251,0.61,-0.944,1.45,1.19,0.52,2.73,0.682,1,"lm.nb","NM_002610.3:401"
"DEPTOR-mRNA",0.29,0.704,-1.09,1.67,1.22,0.47,3.18,0.682,1,"lm.nb","NM_001283012.1:1141"
"HDAC3-mRNA",0.279,0.68,-1.05,1.61,1.21,0.482,3.06,0.683,1,"lm.nb","NM_003883.3:1464"
"IFIT2-mRNA",-0.384,0.937,-2.22,1.45,0.766,0.215,2.74,0.683,1,"lm.nb","NM_001547.4:1995"
"TMEM173-mRNA",0.237,0.585,-0.909,1.38,1.18,0.532,2.61,0.687,1,"lm.nb","NM_198282.1:725"
"CENPF-mRNA",0.385,0.96,-1.5,2.27,1.31,0.355,4.81,0.69,1,"lm.nb","NM_016343.3:9260"
"APH1B-mRNA",0.282,0.715,-1.12,1.68,1.22,0.46,3.21,0.695,1,"lm.nb","NM_001145646.1:541"
"CXCL1-mRNA",0.304,0.803,-1.27,1.88,1.23,0.415,3.67,0.706,1,"lm.nb","NM_001511.3:743"
"IRF7-mRNA",-0.263,0.702,-1.64,1.11,0.834,0.321,2.16,0.71,1,"lm.nb","NM_004029.2:1705"
"MSH2-mRNA",0.18,0.52,-0.839,1.2,1.13,0.559,2.3,0.73,1,"lm.nb","NM_000251.1:2514"
"LDHA-mRNA",0.182,0.526,-0.848,1.21,1.13,0.556,2.32,0.73,1,"lm.nb","NM_001135239.1:1053"
"LY96-mRNA",-0.309,0.914,-2.1,1.48,0.807,0.233,2.8,0.737,1,"lm.nb","NM_001195797.1:135"
"TAP2-mRNA",0.218,0.649,-1.05,1.49,1.16,0.482,2.81,0.738,1,"lm.nb","NM_018833.2:912"
"TLR1-mRNA",0.303,0.909,-1.48,2.09,1.23,0.359,4.25,0.74,1,"lm.nb","NM_003263.3:696"
"MRE11-mRNA",0.103,0.312,-0.508,0.715,1.07,0.703,1.64,0.742,1,"lm.nb","NM_001330347.1:2169"
"ISG15-mRNA",0.282,0.86,-1.4,1.97,1.22,0.378,3.91,0.744,1,"lm.nb","NM_005101.3:305"
"KAT2B-mRNA",0.203,0.619,-1.01,1.42,1.15,0.497,2.67,0.744,1,"lm.nb","NM_003884.4:1180"
"LAMA1-mRNA",-0.167,0.52,-1.19,0.852,0.891,0.44,1.8,0.75,1,"lm.nb","NM_005559.3:9002"
"PFKFB3-mRNA",0.141,0.456,-0.752,1.04,1.1,0.594,2.05,0.758,1,"lm.nb","NM_004566.3:1925"
"TPI1-mRNA",0.389,1.27,-2.1,2.87,1.31,0.234,7.32,0.76,1,"loglinear","NM_000365.5:153"
"BIRC5-mRNA",0.339,1.11,-1.84,2.51,1.26,0.28,5.71,0.761,1,"lm.nb","NM_001168.2:1215"
"ARNT2-mRNA",0.272,0.913,-1.52,2.06,1.21,0.349,4.17,0.767,1,"lm.nb","NM_014862.3:1133"
"HLA-DMB-mRNA",0.199,0.681,-1.14,1.53,1.15,0.455,2.9,0.771,1,"lm.nb","NM_002118.3:20"
"PTPN11-mRNA",0.12,0.413,-0.689,0.929,1.09,0.62,1.9,0.772,1,"lm.nb","NM_001330437.1:228"
"GBP2-mRNA",-0.198,0.723,-1.62,1.22,0.872,0.326,2.33,0.786,1,"lm.nb","NM_004120.4:1744"
"TYMP-mRNA",0.147,0.544,-0.919,1.21,1.11,0.529,2.32,0.788,1,"lm.nb","NM_001113755.2:645"
"HDAC11-mRNA",0.261,0.993,-1.68,2.21,1.2,0.311,4.62,0.793,1,"lm.nb","NM_001330636.1:865"
"CASP9-mRNA",-0.165,0.642,-1.42,1.09,0.892,0.373,2.13,0.798,1,"lm.nb","XM_011542270.1:326"
"TGFBR1-mRNA",0.103,0.403,-0.687,0.893,1.07,0.621,1.86,0.799,1,"lm.nb","NM_001130916.2:3011"
"UBE2C-mRNA",0.286,1.14,-1.94,2.52,1.22,0.26,5.72,0.802,1,"lm.nb","NM_007019.2:445"
"TNFRSF14-mRNA",-0.153,0.611,-1.35,1.04,0.899,0.392,2.06,0.803,1,"lm.nb","NM_003820.3:503"
"CDKN1C-mRNA",-0.19,0.77,-1.7,1.32,0.876,0.308,2.49,0.806,1,"lm.nb","NM_000076.2:1605"
"CD58-mRNA",0.164,0.667,-1.14,1.47,1.12,0.453,2.77,0.807,1,"lm.nb","NM_001144822.1:42"
"HMGB1-mRNA",0.185,0.773,-1.33,1.7,1.14,0.398,3.25,0.812,1,"lm.nb","NM_002128.5:3400"
"SGK1-mRNA",0.0871,0.365,-0.627,0.802,1.06,0.647,1.74,0.812,1,"lm.nb","NM_005627.3:1621"
"RPTOR-mRNA",0.181,0.778,-1.34,1.71,1.13,0.394,3.27,0.817,1,"lm.nb","NM_001163034.1:3139"
"HES1-mRNA",-0.125,0.541,-1.19,0.936,0.917,0.44,1.91,0.819,1,"lm.nb","NM_005524.2:860"
"TLR4-mRNA",-0.181,0.852,-1.85,1.49,0.882,0.277,2.81,0.832,1,"lm.nb","NR_024168.1:2575"
"GLUL-mRNA",0.237,1.13,-1.99,2.46,1.18,0.253,5.5,0.835,1,"loglinear","NM_002065.6:1485"
"ICOSLG-mRNA",-0.15,0.735,-1.59,1.29,0.902,0.332,2.45,0.839,1,"lm.nb","NM_015259.4:1190"
"CD70-mRNA",-0.102,0.521,-1.12,0.919,0.932,0.459,1.89,0.845,1,"lm.nb","NM_001252.3:420"
"STAT2-mRNA",-0.103,0.526,-1.13,0.928,0.931,0.456,1.9,0.845,1,"lm.nb","NM_005419.2:1965"
"CXCL6-mRNA",0.169,0.862,-1.52,1.86,1.12,0.349,3.62,0.846,1,"lm.nb","NM_002993.3:308"
"TAPBPL-mRNA",-0.168,0.894,-1.92,1.58,0.89,0.264,3,0.852,1,"lm.nb","NM_018009.4:1425"
"BLM-mRNA",-0.0909,0.498,-1.07,0.886,0.939,0.477,1.85,0.856,1,"lm.nb","NM_000057.3:1434"
"HK2-mRNA",0.0973,0.554,-0.989,1.18,1.07,0.504,2.27,0.861,1,"lm.nb","NM_000189.4:2883"
"MLH1-mRNA",0.0766,0.443,-0.792,0.945,1.05,0.578,1.92,0.863,1,"lm.nb","NM_000249.2:1605"
"LOXL2-mRNA",0.112,0.698,-1.26,1.48,1.08,0.419,2.79,0.873,1,"lm.nb","NM_002318.2:40"
"SLC7A5-mRNA",0.063,0.398,-0.717,0.843,1.04,0.608,1.79,0.875,1,"lm.nb","NM_003486.6:2011"
"TNFRSF10D-mRNA",-0.104,0.659,-1.4,1.19,0.931,0.38,2.28,0.875,1,"lm.nb","NM_003840.4:838"
"VEGFB-mRNA",0.0727,0.465,-0.838,0.983,1.05,0.559,1.98,0.876,1,"lm.nb","NM_003377.3:687"
"PSMB8-mRNA",-0.0699,0.479,-1.01,0.869,0.953,0.497,1.83,0.885,1,"lm.nb","NM_004159.4:1080"
"PDGFA-mRNA",-0.0923,0.649,-1.36,1.18,0.938,0.389,2.26,0.887,1,"lm.nb","NM_033023.4:2390"
"CSF1R-mRNA",-0.107,0.805,-1.69,1.47,0.928,0.311,2.77,0.894,1,"lm.nb","NM_005211.3:958"
"NFKBIE-mRNA",0.0811,0.61,-1.12,1.28,1.06,0.462,2.42,0.895,1,"lm.nb","NM_004556.2:876"
"IFIT3-mRNA",-0.105,0.816,-1.7,1.49,0.93,0.307,2.82,0.898,1,"lm.nb","NM_001031683.3:712"
"CXCL8-mRNA",0.105,0.944,-1.74,1.96,1.08,0.298,3.88,0.912,1,"lm.nb","NM_000584.3:170"
"CCNE1-mRNA",0.0678,0.611,-1.13,1.27,1.05,0.457,2.41,0.912,1,"lm.nb","NM_001238.1:1155"
"RNLS-mRNA",-0.0914,0.847,-1.75,1.57,0.939,0.297,2.97,0.914,1,"lm.nb","NM_001031709.2:726"
"BID-mRNA",0.0545,0.506,-0.936,1.05,1.04,0.523,2.06,0.915,1,"lm.nb","NM_001196.3:1604"
"GBP1-mRNA",0.12,1.13,-2.09,2.33,1.09,0.235,5.03,0.916,1,"lm.nb","NM_002053.2:1838"
"CCL3/L1-mRNA",0.106,0.999,-1.85,2.06,1.08,0.277,4.18,0.916,1,"lm.nb","NM_021006.5:411"
"KIF2C-mRNA",0.0931,0.953,-1.78,1.96,1.07,0.292,3.89,0.923,1,"lm.nb","NM_006845.2:1020"
"ZEB2-mRNA",0.0636,0.667,-1.24,1.37,1.05,0.422,2.59,0.924,1,"lm.nb","NM_001171653.1:1879"
"PRKAA2-mRNA",0.0572,0.612,-1.14,1.26,1.04,0.453,2.39,0.926,1,"lm.nb","NM_006252.3:4014"
"POLD1-mRNA",0.0604,0.649,-1.21,1.33,1.04,0.432,2.52,0.926,1,"lm.nb","NM_001256849.1:1356"
"EDN1-mRNA",0.0676,0.802,-1.5,1.64,1.05,0.353,3.11,0.933,1,"lm.nb","NM_001955.2:770"
"MAML2-mRNA",0.0547,0.683,-1.28,1.39,1.04,0.411,2.63,0.936,1,"lm.nb","NM_032427.1:4125"
"CEBPB-mRNA",-0.0291,0.383,-0.779,0.721,0.98,0.583,1.65,0.94,1,"lm.nb","NM_005194.3:1731"
"ERO1A-mRNA",0.0809,1.15,-2.18,2.34,1.06,0.221,5.05,0.944,1,"loglinear","NM_014584.2:963"
"HLA-B-mRNA",-0.0514,0.845,-1.71,1.61,0.965,0.306,3.04,0.952,1,"lm.nb","NM_005514.6:1247"
"EIF2B4-mRNA",0.0305,0.601,-1.15,1.21,1.02,0.451,2.31,0.96,1,"lm.nb","NM_001034116.1:1258"
"HLA-F-mRNA",0.0399,0.823,-1.57,1.65,1.03,0.336,3.14,0.962,1,"lm.nb","NM_001098479.1:285"
"TTC30A-mRNA",0.0121,0.361,-0.696,0.72,1.01,0.617,1.65,0.973,1,"lm.nb","NM_152275.3:2492"
"HLA-DPB1-mRNA",0.0127,0.814,-1.58,1.61,1.01,0.334,3.05,0.988,1,"lm.nb","NM_002121.5:987"
"CD74-mRNA",-0.00926,0.685,-1.35,1.33,0.994,0.392,2.52,0.989,1,"lm.nb","NM_001025159.2:1161"
