"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"PIK3R1-mRNA",-0.23,0.506,-1.22,0.762,0.853,0.429,1.7,0.651,1,"lm.nb","NM_001242466.1:889"
"STAT1-mRNA",0.127,0.281,-0.424,0.678,1.09,0.745,1.6,0.653,1,"lm.nb","NM_007315.3:239"
"CDK6-mRNA",0.225,0.498,-0.752,1.2,1.17,0.594,2.3,0.653,1,"lm.nb","NM_001145306.1:1373"
"HMGB1-mRNA",0.192,0.424,-0.639,1.02,1.14,0.642,2.03,0.653,1,"lm.nb","NM_002128.5:3400"
"IER3-mRNA",0.2,0.448,-0.677,1.08,1.15,0.625,2.11,0.657,1,"lm.nb","NM_003897.3:204"
"TWF1-mRNA",0.107,0.24,-0.364,0.578,1.08,0.777,1.49,0.658,1,"lm.nb","NM_002822.4:1574"
"HLA-DRA-mRNA",0.237,0.535,-0.811,1.28,1.18,0.57,2.44,0.66,1,"lm.nb","NM_019111.3:335"
"BAD-mRNA",0.12,0.271,-0.411,0.65,1.09,0.752,1.57,0.66,1,"lm.nb","NM_004322.3:963"
"ENTPD1-mRNA",0.183,0.423,-0.645,1.01,1.14,0.639,2.02,0.666,1,"lm.nb","NM_001098175.1:1418"
"RELA-mRNA",-0.165,0.381,-0.912,0.583,0.892,0.531,1.5,0.667,1,"lm.nb","NM_021975.3:1990"
"IL32-mRNA",0.216,0.502,-0.767,1.2,1.16,0.588,2.3,0.668,1,"lm.nb","NM_004221.4:358"
"TLR4-mRNA",0.197,0.464,-0.713,1.11,1.15,0.61,2.15,0.673,1,"lm.nb","NR_024168.1:2575"
"TAP1-mRNA",0.238,0.562,-0.864,1.34,1.18,0.549,2.53,0.674,1,"lm.nb","NM_000593.5:1000"
"RELB-mRNA",-0.182,0.437,-1.04,0.673,0.881,0.487,1.59,0.678,1,"lm.nb","NM_006509.3:956"
"PPARGC1B-mRNA",-0.155,0.376,-0.892,0.582,0.898,0.539,1.5,0.681,1,"lm.nb","NM_001172699.1:1010"
"NFKBIA-mRNA",0.217,0.525,-0.812,1.24,1.16,0.57,2.37,0.681,1,"lm.nb","NM_020529.2:1361"
"VEGFB-mRNA",-0.105,0.254,-0.604,0.394,0.93,0.658,1.31,0.682,1,"lm.nb","NM_003377.3:687"
"DNMT1-mRNA",0.161,0.391,-0.605,0.927,1.12,0.657,1.9,0.682,1,"lm.nb","NM_001130823.2:2500"
"API5-mRNA",0.182,0.444,-0.689,1.05,1.13,0.62,2.07,0.684,1,"lm.nb","NM_001142930.1:1552"
"ICAM3-mRNA",0.103,0.255,-0.396,0.603,1.07,0.76,1.52,0.686,1,"lm.nb","NM_002162.3:1225"
"BRIP1-mRNA",0.169,0.415,-0.646,0.983,1.12,0.639,1.98,0.687,1,"lm.nb","NM_032043.2:1570"
"PSMB9-mRNA",-0.212,0.528,-1.25,0.823,0.864,0.422,1.77,0.69,1,"lm.nb","NM_002800.4:394"
"SLC1A5-mRNA",0.168,0.419,-0.654,0.989,1.12,0.635,1.99,0.691,1,"lm.nb","NM_001145144.1:648"
"PTPRC-mRNA",-0.159,0.408,-0.958,0.64,0.895,0.515,1.56,0.698,1,"lm.nb","NM_080921.3:99"
"HLA-DPB1-mRNA",0.173,0.443,-0.696,1.04,1.13,0.617,2.06,0.698,1,"lm.nb","NM_002121.5:987"
"STAT3-mRNA",0.21,0.54,-0.848,1.27,1.16,0.556,2.41,0.699,1,"lm.nb","NM_003150.3:2936"
"HEY1-mRNA",0.159,0.411,-0.646,0.964,1.12,0.639,1.95,0.7,1,"lm.nb","NM_001040708.1:1859"
"LYZ-mRNA",-0.241,0.624,-1.46,0.983,0.846,0.362,1.98,0.701,1,"lm.nb","NM_000239.2:381"
"LY96-mRNA",0.187,0.487,-0.768,1.14,1.14,0.587,2.21,0.702,1,"lm.nb","NM_001195797.1:135"
"IRF7-mRNA",0.143,0.381,-0.603,0.889,1.1,0.658,1.85,0.709,1,"lm.nb","NM_004029.2:1705"
"CCL2-mRNA",0.222,0.598,-0.951,1.39,1.17,0.517,2.63,0.712,1,"lm.nb","NM_002982.3:303"
"MAP3K7-mRNA",-0.0724,0.197,-0.458,0.313,0.951,0.728,1.24,0.714,1,"lm.nb","NM_003188.3:1178"
"LIF-mRNA",0.15,0.413,-0.659,0.96,1.11,0.633,1.95,0.717,1,"lm.nb","NM_002309.4:3740"
"HLA-E-mRNA",0.136,0.375,-0.599,0.871,1.1,0.66,1.83,0.718,1,"lm.nb","NM_005516.5:1287"
"IFIT3-mRNA",0.162,0.447,-0.715,1.04,1.12,0.609,2.06,0.718,1,"lm.nb","NM_001031683.3:712"
"SERPINH1-mRNA",0.179,0.498,-0.796,1.15,1.13,0.576,2.23,0.72,1,"lm.nb","NM_001207014.1:1850"
"PVRIG-mRNA",0.143,0.399,-0.639,0.925,1.1,0.642,1.9,0.721,1,"lm.nb","NM_024070.3:1390"
"SREBF1-mRNA",0.201,0.564,-0.905,1.31,1.15,0.534,2.47,0.723,1,"lm.nb","NM_001005291.1:1392"
"BNIP3-mRNA",0.1,0.282,-0.452,0.653,1.07,0.731,1.57,0.723,1,"lm.nb","NM_004052.3:116"
"ITGB2-mRNA",0.184,0.528,-0.852,1.22,1.14,0.554,2.33,0.729,1,"lm.nb","NM_000211.3:1412"
"MFGE8-mRNA",-0.104,0.299,-0.691,0.483,0.931,0.62,1.4,0.73,1,"lm.nb","NM_001114614.1:328"
"BNIP3L-mRNA",0.15,0.433,-0.698,0.998,1.11,0.616,2,0.73,1,"lm.nb","NM_001330491.1:2559"
"NFKBIE-mRNA",0.114,0.334,-0.54,0.769,1.08,0.688,1.7,0.733,1,"lm.nb","NM_004556.2:876"
"PSMB10-mRNA",0.146,0.435,-0.705,0.998,1.11,0.613,2,0.738,1,"lm.nb","NM_002801.3:249"
"FLT1-mRNA",0.19,0.567,-0.922,1.3,1.14,0.528,2.46,0.739,1,"lm.nb","NM_002019.4:530"
"BBC3-mRNA",-0.115,0.343,-0.787,0.558,0.924,0.579,1.47,0.739,1,"lm.nb","NM_014417.4:1310"
"LDHA-mRNA",-0.0941,0.288,-0.658,0.47,0.937,0.634,1.38,0.745,1,"lm.nb","NM_001135239.1:1053"
"MGMT-mRNA",0.0782,0.24,-0.393,0.549,1.06,0.762,1.46,0.746,1,"lm.nb","NM_002412.3:323"
"BAX-mRNA",0.115,0.357,-0.585,0.816,1.08,0.667,1.76,0.748,1,"lm.nb","NM_004324.3:330"
"CD47-mRNA",0.151,0.473,-0.777,1.08,1.11,0.584,2.11,0.751,1,"lm.nb","NM_001777.3:901"
"GLUL-mRNA",0.197,0.62,-1.02,1.41,1.15,0.494,2.66,0.752,1,"loglinear","NM_002065.6:1485"
"P4HA2-mRNA",0.126,0.405,-0.667,0.92,1.09,0.63,1.89,0.757,1,"lm.nb","NM_001017973.1:1748"
"MLH1-mRNA",0.0751,0.242,-0.4,0.55,1.05,0.758,1.46,0.758,1,"lm.nb","NM_000249.2:1605"
"VEGFC-mRNA",0.14,0.454,-0.749,1.03,1.1,0.595,2.04,0.758,1,"lm.nb","NM_005429.4:588"
"CXCL2-mRNA",0.142,0.461,-0.762,1.05,1.1,0.59,2.06,0.76,1,"lm.nb","NM_002089.1:435"
"IL1R2-mRNA",0.131,0.427,-0.706,0.969,1.1,0.613,1.96,0.76,1,"lm.nb","NR_048564.1:949"
"VCAM1-mRNA",0.146,0.476,-0.787,1.08,1.11,0.579,2.11,0.76,1,"lm.nb","NM_001078.3:2535"
"F2RL1-mRNA",0.16,0.525,-0.868,1.19,1.12,0.548,2.28,0.761,1,"lm.nb","NM_005242.4:1388"
"MKI67-mRNA",0.2,0.658,-1.09,1.49,1.15,0.47,2.81,0.762,1,"lm.nb","NM_002417.2:2005"
"CCL4-mRNA",0.149,0.492,-0.815,1.11,1.11,0.568,2.16,0.763,1,"lm.nb","NM_002984.2:35"
"ROCK1-mRNA",0.146,0.482,-0.8,1.09,1.11,0.574,2.13,0.764,1,"lm.nb","NM_005406.2:3796"
"FCGR3A/B-mRNA",0.142,0.476,-0.792,1.08,1.1,0.578,2.11,0.767,1,"lm.nb","NM_000570.4:255"
"B2M-mRNA",0.142,0.477,-0.793,1.08,1.1,0.577,2.11,0.767,1,"lm.nb","NM_004048.2:573"
"PARP4-mRNA",-0.0664,0.227,-0.512,0.379,0.955,0.701,1.3,0.771,1,"lm.nb","NM_006437.3:1399"
"NRAS-mRNA",-0.0701,0.241,-0.543,0.403,0.953,0.686,1.32,0.772,1,"lm.nb","NM_002524.4:2168"
"ARNT2-mRNA",-0.142,0.502,-1.13,0.842,0.906,0.458,1.79,0.778,1,"lm.nb","NM_014862.3:1133"
"FLNB-mRNA",0.145,0.512,-0.859,1.15,1.11,0.551,2.22,0.778,1,"lm.nb","NM_001164319.1:8980"
"DTX4-mRNA",0.135,0.48,-0.806,1.08,1.1,0.572,2.11,0.78,1,"lm.nb","NM_015177.1:4820"
"DDB2-mRNA",0.069,0.248,-0.417,0.555,1.05,0.749,1.47,0.782,1,"lm.nb","NM_000107.2:1556"
"CD3D-mRNA",0.126,0.456,-0.767,1.02,1.09,0.588,2.03,0.783,1,"lm.nb","NM_000732.4:127"
"CCL18-mRNA",0.0614,0.225,-0.381,0.503,1.04,0.768,1.42,0.786,1,"lm.nb","NM_002988.3:45"
"TBX21-mRNA",0.107,0.397,-0.671,0.885,1.08,0.628,1.85,0.788,1,"lm.nb","NM_013351.1:1380"
"JAK1-mRNA",0.0725,0.272,-0.46,0.605,1.05,0.727,1.52,0.79,1,"lm.nb","NM_002227.1:285"
"HDAC3-mRNA",-0.0994,0.381,-0.846,0.647,0.933,0.556,1.57,0.795,1,"lm.nb","NM_003883.3:1464"
"IFITM2-mRNA",0.0787,0.302,-0.514,0.671,1.06,0.7,1.59,0.796,1,"lm.nb","NM_006435.2:390"
"HLA-A-mRNA",-0.102,0.394,-0.874,0.671,0.932,0.546,1.59,0.797,1,"lm.nb","NM_002116.7:298"
"UBE2C-mRNA",-0.161,0.626,-1.39,1.07,0.894,0.382,2.09,0.798,1,"lm.nb","NM_007019.2:445"
"PTGS2-mRNA",-0.15,0.585,-1.3,0.997,0.901,0.407,2,0.799,1,"lm.nb","NM_000963.1:495"
"ZEB2-mRNA",0.0941,0.368,-0.627,0.815,1.07,0.648,1.76,0.799,1,"lm.nb","NM_001171653.1:1879"
"GPR160-mRNA",0.153,0.602,-1.03,1.33,1.11,0.491,2.52,0.801,1,"lm.nb","NM_014373.1:760"
"ARG2-mRNA",0.0523,0.209,-0.358,0.463,1.04,0.78,1.38,0.804,1,"lm.nb","NM_001172.3:512"
"ID4-mRNA",0.145,0.59,-1.01,1.3,1.11,0.496,2.46,0.807,1,"lm.nb","NM_001546.3:2048"
"RNLS-mRNA",-0.114,0.465,-1.03,0.798,0.924,0.491,1.74,0.807,1,"lm.nb","NM_001031709.2:726"
"APOL6-mRNA",0.121,0.497,-0.852,1.09,1.09,0.554,2.14,0.808,1,"lm.nb","NM_030641.3:289"
"IL6-mRNA",-0.0951,0.398,-0.875,0.685,0.936,0.545,1.61,0.812,1,"lm.nb","NM_000600.3:484"
"IRF9-mRNA",0.0886,0.375,-0.647,0.824,1.06,0.639,1.77,0.814,1,"lm.nb","NM_006084.4:723"
"PFKFB3-mRNA",-0.0596,0.257,-0.563,0.443,0.96,0.677,1.36,0.817,1,"lm.nb","NM_004566.3:1925"
"NT5E-mRNA",-0.11,0.478,-1.05,0.826,0.927,0.484,1.77,0.819,1,"lm.nb","NM_002526.3:3526"
"TNKS-mRNA",-0.112,0.498,-1.09,0.864,0.925,0.47,1.82,0.823,1,"lm.nb","NM_003747.2:1948"
"SNAI1-mRNA",0.0922,0.412,-0.716,0.901,1.07,0.609,1.87,0.824,1,"lm.nb","NM_005985.3:960"
"SGK1-mRNA",-0.043,0.199,-0.433,0.347,0.971,0.741,1.27,0.83,1,"lm.nb","NM_005627.3:1621"
"HIF1A-mRNA",0.0995,0.471,-0.824,1.02,1.07,0.565,2.03,0.834,1,"lm.nb","NM_181054.2:930"
"GBP1-mRNA",-0.131,0.628,-1.36,1.1,0.913,0.389,2.14,0.835,1,"lm.nb","NM_002053.2:1838"
"NFATC2-mRNA",-0.0695,0.333,-0.721,0.583,0.953,0.606,1.5,0.835,1,"lm.nb","NM_173091.2:1840"
"TYMS-mRNA",0.0745,0.358,-0.628,0.777,1.05,0.647,1.71,0.836,1,"lm.nb","NM_001071.1:395"
"PROM1-mRNA",0.0908,0.437,-0.765,0.947,1.06,0.588,1.93,0.836,1,"lm.nb","NM_001145847.1:596"
"MAP3K8-mRNA",-0.0485,0.236,-0.511,0.414,0.967,0.702,1.33,0.838,1,"lm.nb","NM_001244134.1:493"
"CD70-mRNA",0.06,0.292,-0.512,0.632,1.04,0.701,1.55,0.838,1,"lm.nb","NM_001252.3:420"
"PTPN11-mRNA",0.0461,0.226,-0.396,0.489,1.03,0.76,1.4,0.839,1,"lm.nb","NM_001330437.1:228"
"MELK-mRNA",-0.0701,0.352,-0.761,0.62,0.953,0.59,1.54,0.843,1,"lm.nb","NM_014791.2:365"
"PRKCA-mRNA",-0.0608,0.307,-0.662,0.54,0.959,0.632,1.45,0.844,1,"lm.nb","NM_002737.2:818"
"CDH2-mRNA",-0.0529,0.267,-0.577,0.471,0.964,0.67,1.39,0.844,1,"lm.nb","NM_001792.3:3067"
"LCK-mRNA",-0.0778,0.398,-0.857,0.702,0.948,0.552,1.63,0.846,1,"lm.nb","NM_005356.4:1723"
"TRAF1-mRNA",0.0621,0.323,-0.572,0.696,1.04,0.673,1.62,0.848,1,"lm.nb","NM_001190945.1:712"
"FBP1-mRNA",-0.0496,0.259,-0.558,0.459,0.966,0.679,1.37,0.849,1,"lm.nb","NM_001127628.1:488"
"OLFML2B-mRNA",0.0734,0.387,-0.686,0.833,1.05,0.622,1.78,0.85,1,"lm.nb","NM_015441.1:2920"
"TLR1-mRNA",0.0942,0.498,-0.882,1.07,1.07,0.543,2.1,0.851,1,"lm.nb","NM_003263.3:696"
"GIMAP4-mRNA",0.0819,0.437,-0.775,0.939,1.06,0.584,1.92,0.852,1,"lm.nb","NM_018326.2:315"
"SAMD9-mRNA",0.0578,0.314,-0.558,0.674,1.04,0.679,1.6,0.855,1,"lm.nb","NM_017654.3:490"
"ICAM1-mRNA",0.0868,0.473,-0.841,1.01,1.06,0.558,2.02,0.855,1,"lm.nb","NM_000201.2:2253"
"RSAD2-mRNA",0.0711,0.396,-0.705,0.847,1.05,0.614,1.8,0.858,1,"lm.nb","NM_080657.4:1057"
"IRF1-mRNA",0.0602,0.336,-0.599,0.719,1.04,0.66,1.65,0.859,1,"lm.nb","NM_002198.2:557"
"IRF2-mRNA",-0.034,0.193,-0.412,0.344,0.977,0.752,1.27,0.861,1,"lm.nb","NM_002199.3:1624"
"CTNNB1-mRNA",0.0723,0.41,-0.732,0.876,1.05,0.602,1.84,0.861,1,"lm.nb","NM_001098209.1:1938"
"A2M-mRNA",0.1,0.569,-1.01,1.22,1.07,0.495,2.32,0.861,1,"lm.nb","NM_000014.4:1685"
"IL33-mRNA",-0.072,0.417,-0.889,0.745,0.951,0.54,1.68,0.863,1,"lm.nb","NM_033439.3:1842"
"HMGA1-mRNA",0.0908,0.533,-0.954,1.14,1.06,0.516,2.2,0.865,1,"lm.nb","NM_145902.2:906"
"TREM2-mRNA",0.0689,0.411,-0.736,0.874,1.05,0.6,1.83,0.867,1,"lm.nb","NM_018965.3:848"
"CCND1-mRNA",0.0681,0.431,-0.776,0.912,1.05,0.584,1.88,0.875,1,"lm.nb","NM_053056.2:857"
"HLA-DMA-mRNA",0.0597,0.38,-0.686,0.805,1.04,0.622,1.75,0.876,1,"lm.nb","NM_006120.3:396"
"CCNB1-mRNA",-0.0807,0.527,-1.11,0.952,0.946,0.462,1.93,0.879,1,"lm.nb","NM_031966.2:710"
"DEPTOR-mRNA",0.0584,0.385,-0.696,0.813,1.04,0.617,1.76,0.88,1,"lm.nb","NM_001283012.1:1141"
"ALDOA-mRNA",-0.0443,0.292,-0.617,0.529,0.97,0.652,1.44,0.88,1,"lm.nb","NM_000034.3:2049"
"IFI27-mRNA",0.0739,0.511,-0.927,1.08,1.05,0.526,2.11,0.886,1,"lm.nb","NM_005532.3:390"
"APC-mRNA",0.0625,0.44,-0.8,0.925,1.04,0.574,1.9,0.888,1,"lm.nb","NM_001127510.2:462"
"EXO1-mRNA",0.0447,0.318,-0.578,0.667,1.03,0.67,1.59,0.889,1,"lm.nb","NM_006027.3:820"
"PIAS4-mRNA",0.0458,0.327,-0.595,0.687,1.03,0.662,1.61,0.889,1,"lm.nb","NM_015897.2:454"
"ITGB8-mRNA",0.0852,0.617,-1.12,1.29,1.06,0.459,2.45,0.891,1,"lm.nb","NM_002214.2:2609"
"TGFBR1-mRNA",-0.0302,0.221,-0.463,0.402,0.979,0.726,1.32,0.892,1,"lm.nb","NM_001130916.2:3011"
"CCND3-mRNA",0.0514,0.383,-0.698,0.801,1.04,0.616,1.74,0.894,1,"lm.nb","NM_001136017.2:760"
"APOE-mRNA",-0.0562,0.423,-0.886,0.774,0.962,0.541,1.71,0.895,1,"lm.nb","NM_000041.2:96"
"ENO1-mRNA",-0.0577,0.436,-0.913,0.797,0.961,0.531,1.74,0.895,1,"lm.nb","NM_001428.3:782"
"EOMES-mRNA",0.0722,0.548,-1,1.15,1.05,0.5,2.21,0.896,1,"lm.nb","NM_001278182.1:1522"
"WNT7B-mRNA",0.067,0.512,-0.937,1.07,1.05,0.522,2.1,0.896,1,"lm.nb","NM_058238.2:1874"
"CD44-mRNA",0.0558,0.447,-0.82,0.931,1.04,0.567,1.91,0.901,1,"lm.nb","NM_001001392.1:566"
"ADM-mRNA",-0.0459,0.367,-0.766,0.674,0.969,0.588,1.6,0.901,1,"lm.nb","NM_001124.2:1413"
"C1QB-mRNA",0.0593,0.486,-0.893,1.01,1.04,0.538,2.02,0.903,1,"lm.nb","NM_000491.3:816"
"HLA-F-mRNA",0.0521,0.447,-0.824,0.928,1.04,0.565,1.9,0.908,1,"lm.nb","NM_001098479.1:285"
"TPI1-mRNA",-0.08,0.693,-1.44,1.28,0.946,0.369,2.42,0.909,1,"loglinear","NM_000365.5:153"
"TNFRSF11B-mRNA",-0.0388,0.338,-0.701,0.623,0.973,0.615,1.54,0.909,1,"lm.nb","NM_002546.3:572"
"ARID1A-mRNA",0.0474,0.424,-0.783,0.878,1.03,0.581,1.84,0.911,1,"lm.nb","NM_006015.4:1670"
"IFI16-mRNA",0.0369,0.331,-0.611,0.685,1.03,0.655,1.61,0.911,1,"lm.nb","NM_001206567.1:2351"
"MYC-mRNA",-0.0566,0.51,-1.06,0.942,0.962,0.481,1.92,0.912,1,"lm.nb","NM_002467.3:1615"
"SFXN1-mRNA",-0.0427,0.385,-0.796,0.711,0.971,0.576,1.64,0.912,1,"lm.nb","NM_001322977.1:191"
"HK2-mRNA",0.0338,0.304,-0.562,0.63,1.02,0.677,1.55,0.912,1,"lm.nb","NM_000189.4:2883"
"HLA-B-mRNA",0.0503,0.462,-0.855,0.956,1.04,0.553,1.94,0.914,1,"lm.nb","NM_005514.6:1247"
"CD14-mRNA",0.0509,0.468,-0.867,0.968,1.04,0.548,1.96,0.914,1,"lm.nb","NM_001174105.1:1020"
"RPL7A-mRNA",0.0816,0.818,-1.52,1.68,1.06,0.348,3.21,0.921,1,"loglinear","NM_000972.2:657"
"CSF1-mRNA",-0.0383,0.395,-0.812,0.735,0.974,0.57,1.66,0.923,1,"lm.nb","NM_000757.5:251"
"FCGR2A-mRNA",-0.0465,0.488,-1,0.911,0.968,0.499,1.88,0.925,1,"lm.nb","NM_021642.3:60"
"MMP9-mRNA",0.0351,0.38,-0.709,0.78,1.02,0.612,1.72,0.927,1,"lm.nb","NM_004994.2:2011"
"IRF3-mRNA",0.0412,0.446,-0.834,0.916,1.03,0.561,1.89,0.927,1,"lm.nb","NM_001197122.1:607"
"CDKN2B-mRNA",0.0258,0.28,-0.522,0.574,1.02,0.696,1.49,0.927,1,"lm.nb","NM_004936.3:906"
"GOT2-mRNA",-0.0218,0.237,-0.486,0.443,0.985,0.714,1.36,0.927,1,"lm.nb","NM_002080.3:674"
"PSMB5-mRNA",-0.04,0.462,-0.945,0.865,0.973,0.519,1.82,0.931,1,"lm.nb","NM_001130725.1:426"
"HLA-DRB1-mRNA",0.042,0.511,-0.959,1.04,1.03,0.514,2.06,0.935,1,"lm.nb","NM_002124.3:1016"
"LAMA1-mRNA",0.0234,0.287,-0.539,0.586,1.02,0.688,1.5,0.935,1,"lm.nb","NM_005559.3:9002"
"FADD-mRNA",0.0337,0.424,-0.798,0.865,1.02,0.575,1.82,0.937,1,"lm.nb","NM_003824.3:810"
"TYMP-mRNA",-0.0233,0.301,-0.614,0.567,0.984,0.654,1.48,0.939,1,"lm.nb","NM_001113755.2:645"
"RPL23-mRNA",0.0382,0.504,-0.95,1.03,1.03,0.518,2.04,0.94,1,"lm.nb","NM_000978.3:100"
"PSMB8-mRNA",-0.0194,0.261,-0.532,0.493,0.987,0.692,1.41,0.941,1,"lm.nb","NM_004159.4:1080"
"PECAM1-mRNA",0.0377,0.518,-0.977,1.05,1.03,0.508,2.07,0.942,1,"lm.nb","NM_000442.4:2492"
"MLANA-mRNA",-0.0288,0.418,-0.848,0.79,0.98,0.556,1.73,0.945,1,"lm.nb","NM_005511.1:246"
"TAPBP-mRNA",0.0245,0.362,-0.685,0.734,1.02,0.622,1.66,0.946,1,"lm.nb","NM_003190.4:1082"
"TMEM173-mRNA",-0.0204,0.319,-0.645,0.604,0.986,0.64,1.52,0.949,1,"lm.nb","NM_198282.1:725"
"IL12RB2-mRNA",0.0301,0.486,-0.923,0.983,1.02,0.528,1.98,0.951,1,"lm.nb","NM_001319233.1:880"
"DUSP1-mRNA",0.0201,0.335,-0.636,0.676,1.01,0.644,1.6,0.952,1,"lm.nb","NM_004417.3:1428"
"ITGAV-mRNA",0.0222,0.376,-0.715,0.759,1.02,0.609,1.69,0.953,1,"lm.nb","NM_001144999.2:2701"
"PKM-mRNA",-0.0261,0.442,-0.893,0.84,0.982,0.539,1.79,0.953,1,"lm.nb","NM_001206796.2:1533"
"IFITM1-mRNA",0.0222,0.421,-0.803,0.847,1.02,0.573,1.8,0.958,1,"lm.nb","NM_003641.3:536"
"PALMD-mRNA",0.0225,0.435,-0.831,0.876,1.02,0.562,1.83,0.959,1,"lm.nb","NM_017734.4:224"
"SRP54-mRNA",0.0191,0.391,-0.748,0.786,1.01,0.595,1.72,0.961,1,"lm.nb","NM_001146282.1:951"
"NBN-mRNA",-0.0217,0.458,-0.919,0.876,0.985,0.529,1.84,0.962,1,"lm.nb","NM_002485.4:1046"
"BID-mRNA",-0.012,0.279,-0.559,0.535,0.992,0.679,1.45,0.966,1,"lm.nb","NM_001196.3:1604"
"HLA-C-mRNA",-0.0132,0.311,-0.622,0.595,0.991,0.65,1.51,0.966,1,"lm.nb","NM_002117.4:898"
"TPSAB1/B2-mRNA",-0.0238,0.572,-1.15,1.1,0.984,0.452,2.14,0.967,1,"lm.nb","NM_003294.3:556"
"ITGA6-mRNA",0.0129,0.325,-0.625,0.65,1.01,0.649,1.57,0.969,1,"lm.nb","NM_001316306.1:1982"
"CDKN2A-mRNA",0.0152,0.399,-0.767,0.797,1.01,0.588,1.74,0.97,1,"lm.nb","NM_000077.4:1052"
"RRM2-mRNA",0.0141,0.421,-0.811,0.84,1.01,0.57,1.79,0.973,1,"lm.nb","NM_001034.1:490"
"ITGA2-mRNA",-0.0158,0.493,-0.982,0.95,0.989,0.506,1.93,0.975,1,"lm.nb","NM_002203.3:903"
"CXCR2-mRNA",-0.0129,0.423,-0.842,0.816,0.991,0.558,1.76,0.976,1,"lm.nb","NM_001557.3:409"
"JAK2-mRNA",0.0115,0.389,-0.751,0.774,1.01,0.594,1.71,0.977,1,"lm.nb","NM_004972.2:455"
"NFIL3-mRNA",0.0106,0.362,-0.7,0.721,1.01,0.616,1.65,0.977,1,"lm.nb","NM_001289999.1:1466"
"NECTIN2-mRNA",0.0139,0.531,-1.03,1.05,1.01,0.491,2.08,0.979,1,"lm.nb","NM_001042724.1:1120"
"MET-mRNA",0.00911,0.414,-0.802,0.82,1.01,0.574,1.77,0.983,1,"lm.nb","NM_000245.2:1488"
"SERPINA1-mRNA",-0.0084,0.499,-0.987,0.97,0.994,0.505,1.96,0.987,1,"lm.nb","NM_001127702.1:963"
"ATM-mRNA",0.00409,0.297,-0.579,0.587,1,0.67,1.5,0.989,1,"lm.nb","NM_000051.3:393"
"DAB2-mRNA",-0.00343,0.293,-0.577,0.57,0.998,0.67,1.48,0.991,1,"lm.nb","NM_001244871.1:2475"
"ITGB3-mRNA",-0.0046,0.4,-0.788,0.779,0.997,0.579,1.72,0.991,1,"lm.nb","NM_000212.2:4485"
"SLC7A5-mRNA",0.00251,0.218,-0.425,0.43,1,0.745,1.35,0.991,1,"lm.nb","NM_003486.6:2011"
"ITGAE-mRNA",-0.00396,0.357,-0.705,0.697,0.997,0.614,1.62,0.991,1,"lm.nb","NM_002208.4:3647"
"RPTOR-mRNA",0.00287,0.424,-0.828,0.834,1,0.563,1.78,0.995,1,"lm.nb","NM_001163034.1:3139"
"CDKN1C-mRNA",-0.00122,0.416,-0.816,0.813,0.999,0.568,1.76,0.998,1,"lm.nb","NM_000076.2:1605"
"CYBB-mRNA",-0.000564,0.474,-0.93,0.929,1,0.525,1.9,0.999,1,"lm.nb","NM_000397.3:1034"
