"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"PIAS4-mRNA",0.502,0.323,-0.131,1.13,1.42,0.913,2.2,0.125,1,"lm.nb","NM_015897.2:454"
"ROCK1-mRNA",-0.794,0.515,-1.8,0.215,0.577,0.287,1.16,0.128,1,"lm.nb","NM_005406.2:3796"
"JAK1-mRNA",-0.575,0.375,-1.31,0.161,0.671,0.403,1.12,0.13,1,"lm.nb","NM_002227.1:285"
"ISG15-mRNA",-0.844,0.552,-1.93,0.238,0.557,0.263,1.18,0.131,1,"lm.nb","NM_005101.3:305"
"IL33-mRNA",0.784,0.519,-0.233,1.8,1.72,0.851,3.48,0.135,1,"lm.nb","NM_033439.3:1842"
"PSMB8-mRNA",-0.439,0.292,-1.01,0.132,0.737,0.496,1.1,0.136,1,"lm.nb","NM_004159.4:1080"
"FBP1-mRNA",-0.664,0.441,-1.53,0.201,0.631,0.347,1.15,0.137,1,"lm.nb","NM_001127628.1:488"
"RBL2-mRNA",-0.773,0.518,-1.79,0.243,0.585,0.289,1.18,0.141,1,"lm.nb","NM_001323611.1:1085"
"PIK3CA-mRNA",-0.583,0.397,-1.36,0.195,0.668,0.389,1.14,0.146,1,"lm.nb","NM_006218.2:3296"
"PRKACB-mRNA",-0.931,0.634,-2.17,0.312,0.525,0.222,1.24,0.147,1,"lm.nb","NM_182948.2:805"
"TREM2-mRNA",-0.733,0.51,-1.73,0.267,0.602,0.301,1.2,0.155,1,"lm.nb","NM_018965.3:848"
"HLA-DOA-mRNA",0.643,0.451,-0.241,1.53,1.56,0.846,2.88,0.158,1,"lm.nb","NM_002119.3:3075"
"PARP4-mRNA",-0.386,0.271,-0.918,0.145,0.765,0.529,1.11,0.159,1,"lm.nb","NM_006437.3:1399"
"IER3-mRNA",-0.734,0.516,-1.75,0.278,0.601,0.298,1.21,0.16,1,"lm.nb","NM_003897.3:204"
"TGFBR1-mRNA",-0.472,0.333,-1.12,0.18,0.721,0.459,1.13,0.161,1,"lm.nb","NM_001130916.2:3011"
"BRIP1-mRNA",0.629,0.448,-0.248,1.51,1.55,0.842,2.84,0.164,1,"lm.nb","NM_032043.2:1570"
"ALDOA-mRNA",-0.579,0.416,-1.4,0.237,0.669,0.38,1.18,0.169,1,"lm.nb","NM_000034.3:2049"
"ICAM3-mRNA",0.372,0.272,-0.16,0.905,1.29,0.895,1.87,0.175,1,"lm.nb","NM_002162.3:1225"
"EPCAM-mRNA",-0.932,0.692,-2.29,0.424,0.524,0.205,1.34,0.183,1,"lm.nb","NM_002354.2:499"
"LIF-mRNA",-0.986,0.733,-2.42,0.452,0.505,0.186,1.37,0.183,1,"lm.nb","NM_002309.4:3740"
"CTNNB1-mRNA",-0.655,0.491,-1.62,0.307,0.635,0.326,1.24,0.187,1,"lm.nb","NM_001098209.1:1938"
"IFIT3-mRNA",-0.631,0.476,-1.56,0.301,0.646,0.338,1.23,0.189,1,"lm.nb","NM_001031683.3:712"
"PTPN11-mRNA",0.305,0.23,-0.146,0.756,1.24,0.904,1.69,0.19,1,"lm.nb","NM_001330437.1:228"
"SLC16A1-mRNA",-0.772,0.588,-1.92,0.38,0.586,0.264,1.3,0.194,1,"lm.nb","NM_003051.3:635"
"GPC4-mRNA",-0.575,0.438,-1.43,0.285,0.671,0.37,1.22,0.194,1,"lm.nb","NM_001448.2:820"
"ARID1A-mRNA",-0.702,0.537,-1.75,0.351,0.615,0.296,1.28,0.196,1,"lm.nb","NM_006015.4:1670"
"ID4-mRNA",-0.958,0.739,-2.41,0.49,0.515,0.189,1.4,0.199,1,"lm.nb","NM_001546.3:2048"
"RB1-mRNA",-0.727,0.567,-1.84,0.384,0.604,0.28,1.3,0.204,1,"lm.nb","NM_000321.2:2769"
"RAD50-mRNA",-0.749,0.59,-1.9,0.407,0.595,0.267,1.33,0.209,1,"lm.nb","NM_005732.3:1357"
"IRF3-mRNA",-0.745,0.588,-1.9,0.407,0.596,0.268,1.33,0.209,1,"lm.nb","NM_001197122.1:607"
"BRCA2-mRNA",0.705,0.558,-0.389,1.8,1.63,0.764,3.48,0.211,1,"lm.nb","NM_000059.3:1373"
"AQP9-mRNA",0.663,0.526,-0.367,1.69,1.58,0.775,3.24,0.211,1,"lm.nb","NM_001320635.1:753"
"FPR3-mRNA",-0.675,0.537,-1.73,0.377,0.626,0.302,1.3,0.213,1,"lm.nb","NM_002030.4:733"
"CDC20-mRNA",0.63,0.504,-0.356,1.62,1.55,0.781,3.07,0.215,1,"lm.nb","NM_001255.1:915"
"PFKFB3-mRNA",-0.403,0.322,-1.04,0.228,0.756,0.488,1.17,0.215,1,"lm.nb","NM_004566.3:1925"
"NECTIN1-mRNA",0.486,0.389,-0.276,1.25,1.4,0.826,2.38,0.216,1,"lm.nb","NM_002855.4:357"
"DPP4-mRNA",-0.917,0.735,-2.36,0.523,0.53,0.195,1.44,0.216,1,"lm.nb","NM_001935.3:1861"
"BCL2L1-mRNA",-0.489,0.392,-1.26,0.28,0.713,0.418,1.21,0.217,1,"lm.nb","NM_001191.3:1421"
"MLH1-mRNA",0.303,0.245,-0.177,0.783,1.23,0.885,1.72,0.22,1,"lm.nb","NM_000249.2:1605"
"FYN-mRNA",-0.685,0.558,-1.78,0.409,0.622,0.292,1.33,0.224,1,"lm.nb","NM_002037.5:2125"
"PTEN-mRNA",-0.643,0.527,-1.68,0.389,0.64,0.313,1.31,0.226,1,"lm.nb","NM_000314.6:6696"
"TNFAIP6-mRNA",-1.46,1.21,-3.83,0.916,0.364,0.0701,1.89,0.233,1,"loglinear","NM_007115.3:165"
"MET-mRNA",-0.622,0.52,-1.64,0.397,0.65,0.32,1.32,0.236,1,"lm.nb","NM_000245.2:1488"
"CASP8-mRNA",-0.779,0.653,-2.06,0.501,0.583,0.24,1.42,0.237,1,"lm.nb","NM_001228.4:762"
"S100A8-mRNA",-0.715,0.602,-1.9,0.465,0.609,0.269,1.38,0.239,1,"lm.nb","NM_002964.4:365"
"LYZ-mRNA",-0.825,0.698,-2.19,0.543,0.564,0.219,1.46,0.241,1,"lm.nb","NM_000239.2:381"
"RELB-mRNA",-0.581,0.492,-1.55,0.383,0.668,0.342,1.3,0.242,1,"lm.nb","NM_006509.3:956"
"CDK2-mRNA",-0.495,0.43,-1.34,0.347,0.709,0.396,1.27,0.253,1,"lm.nb","NM_001290230.1:1543"
"TNFSF10-mRNA",-1.63,1.42,-4.41,1.15,0.323,0.0469,2.22,0.254,1,"loglinear","NM_003810.3:155"
"UBA7-mRNA",-0.327,0.288,-0.891,0.237,0.797,0.539,1.18,0.259,1,"lm.nb","NM_003335.2:580"
"CXCL16-mRNA",-0.649,0.577,-1.78,0.481,0.638,0.291,1.4,0.264,1,"lm.nb","NM_001100812.1:743"
"CXCL1-mRNA",-0.841,0.75,-2.31,0.628,0.558,0.202,1.55,0.266,1,"lm.nb","NM_001511.3:743"
"TP53-mRNA",-0.762,0.681,-2.1,0.573,0.59,0.234,1.49,0.268,1,"lm.nb","NM_000546.2:1330"
"SNAI1-mRNA",0.533,0.479,-0.406,1.47,1.45,0.755,2.78,0.27,1,"lm.nb","NM_005985.3:960"
"ARNT2-mRNA",-0.728,0.656,-2.01,0.557,0.604,0.248,1.47,0.271,1,"lm.nb","NM_014862.3:1133"
"RRM2-mRNA",0.58,0.526,-0.451,1.61,1.49,0.732,3.05,0.274,1,"lm.nb","NM_001034.1:490"
"LDHB-mRNA",-0.614,0.563,-1.72,0.489,0.653,0.304,1.4,0.279,1,"lm.nb","NM_001174097.2:1200"
"MAP3K5-mRNA",-0.518,0.476,-1.45,0.415,0.698,0.366,1.33,0.28,1,"lm.nb","NM_005923.3:3371"
"ARG2-mRNA",-0.329,0.304,-0.926,0.267,0.796,0.526,1.2,0.283,1,"lm.nb","NM_001172.3:512"
"ZC3H12A-mRNA",-0.503,0.468,-1.42,0.415,0.706,0.373,1.33,0.286,1,"lm.nb","NM_025079.2:1379"
"ITGAV-mRNA",-0.472,0.441,-1.34,0.393,0.721,0.396,1.31,0.289,1,"lm.nb","NM_001144999.2:2701"
"PTGS2-mRNA",0.65,0.61,-0.545,1.85,1.57,0.685,3.59,0.29,1,"lm.nb","NM_000963.1:495"
"TYMP-mRNA",-0.436,0.412,-1.24,0.371,0.739,0.422,1.29,0.294,1,"lm.nb","NM_001113755.2:645"
"ALDOC-mRNA",0.371,0.356,-0.327,1.07,1.29,0.797,2.1,0.301,1,"lm.nb","NM_005165.2:335"
"MAP3K7-mRNA",-0.26,0.254,-0.759,0.239,0.835,0.591,1.18,0.311,1,"lm.nb","NM_003188.3:1178"
"HDAC3-mRNA",-0.507,0.502,-1.49,0.477,0.704,0.356,1.39,0.316,1,"lm.nb","NM_003883.3:1464"
"CASP9-mRNA",0.363,0.361,-0.344,1.07,1.29,0.788,2.1,0.318,1,"lm.nb","XM_011542270.1:326"
"SMAP1-mRNA",-0.448,0.45,-1.33,0.433,0.733,0.398,1.35,0.322,1,"lm.nb","NM_001044305.2:823"
"PTCD2-mRNA",0.458,0.462,-0.448,1.36,1.37,0.733,2.57,0.325,1,"lm.nb","NM_001284403.1:326"
"TRIM21-mRNA",-0.56,0.573,-1.68,0.563,0.678,0.311,1.48,0.332,1,"lm.nb","NM_003141.3:1190"
"CCND2-mRNA",-0.737,0.756,-2.22,0.744,0.6,0.215,1.68,0.333,1,"lm.nb","NM_001759.2:5825"
"NF1-mRNA",-0.611,0.627,-1.84,0.619,0.655,0.279,1.54,0.334,1,"lm.nb","NM_000267.3:1260"
"BRD4-mRNA",-0.64,0.661,-1.94,0.656,0.642,0.261,1.58,0.337,1,"lm.nb","NM_001330384.1:2083"
"ITGA6-mRNA",-0.385,0.399,-1.17,0.397,0.766,0.445,1.32,0.338,1,"lm.nb","NM_001316306.1:1982"
"ATM-mRNA",-0.502,0.528,-1.54,0.532,0.706,0.345,1.45,0.345,1,"lm.nb","NM_000051.3:393"
"IL32-mRNA",-0.659,0.715,-2.06,0.743,0.633,0.24,1.67,0.36,1,"lm.nb","NM_004221.4:358"
"LDHA-mRNA",-0.443,0.481,-1.39,0.5,0.736,0.383,1.41,0.361,1,"lm.nb","NM_001135239.1:1053"
"GBP1-mRNA",-0.627,0.681,-1.96,0.709,0.648,0.257,1.63,0.361,1,"lm.nb","NM_002053.2:1838"
"ICAM1-mRNA",-0.514,0.56,-1.61,0.583,0.7,0.328,1.5,0.362,1,"lm.nb","NM_000201.2:2253"
"NBN-mRNA",-0.512,0.569,-1.63,0.603,0.701,0.324,1.52,0.372,1,"lm.nb","NM_002485.4:1046"
"ZEB2-mRNA",-0.642,0.724,-2.06,0.778,0.641,0.24,1.71,0.379,1,"lm.nb","NM_001171653.1:1879"
"VCAM1-mRNA",-0.977,1.11,-3.16,1.21,0.508,0.112,2.31,0.384,1,"loglinear","NM_001078.3:2535"
"MSH2-mRNA",-0.27,0.317,-0.89,0.351,0.83,0.539,1.28,0.398,1,"lm.nb","NM_000251.1:2514"
"ENO1-mRNA",-0.449,0.534,-1.5,0.597,0.732,0.355,1.51,0.403,1,"lm.nb","NM_001428.3:782"
"ITGA2-mRNA",0.412,0.492,-0.553,1.38,1.33,0.682,2.6,0.406,1,"lm.nb","NM_002203.3:903"
"TLR2-mRNA",-0.3,0.359,-1,0.403,0.813,0.499,1.32,0.406,1,"lm.nb","NM_001318787.1:484"
"OAS3-mRNA",0.274,0.333,-0.378,0.927,1.21,0.77,1.9,0.412,1,"lm.nb","NM_006187.3:2354"
"GPR160-mRNA",-0.623,0.756,-2.11,0.859,0.649,0.232,1.81,0.413,1,"lm.nb","NM_014373.1:760"
"RNLS-mRNA",-0.395,0.485,-1.35,0.556,0.76,0.393,1.47,0.419,1,"lm.nb","NM_001031709.2:726"
"HMGA1-mRNA",0.462,0.57,-0.655,1.58,1.38,0.635,2.99,0.42,1,"lm.nb","NM_145902.2:906"
"RICTOR-mRNA",-0.519,0.641,-1.77,0.737,0.698,0.292,1.67,0.421,1,"lm.nb","NM_001285439.1:117"
"TPSAB1/B2-mRNA",-0.514,0.635,-1.76,0.731,0.7,0.295,1.66,0.421,1,"lm.nb","NM_003294.3:556"
"SMAD5-mRNA",-0.21,0.261,-0.72,0.301,0.865,0.607,1.23,0.424,1,"lm.nb","NM_005903.5:5007"
"ITGB3-mRNA",0.397,0.496,-0.575,1.37,1.32,0.671,2.58,0.426,1,"lm.nb","NM_000212.2:4485"
"PLOD2-mRNA",-1.07,1.35,-3.71,1.57,0.476,0.0763,2.96,0.429,1,"loglinear","NM_182943.2:2588"
"STC1-mRNA",0.399,0.501,-0.583,1.38,1.32,0.667,2.61,0.429,1,"lm.nb","NM_003155.2:2172"
"FCGR3A/B-mRNA",-0.426,0.536,-1.48,0.624,0.744,0.359,1.54,0.429,1,"lm.nb","NM_000570.4:255"
"JAK2-mRNA",-0.3,0.377,-1.04,0.439,0.812,0.487,1.36,0.429,1,"lm.nb","NM_004972.2:455"
"TCF3-mRNA",-0.509,0.652,-1.79,0.769,0.703,0.29,1.7,0.438,1,"lm.nb","NM_003200.3:276"
"CD70-mRNA",-0.424,0.546,-1.49,0.647,0.745,0.355,1.57,0.44,1,"lm.nb","NM_001252.3:420"
"E2F3-mRNA",0.344,0.446,-0.529,1.22,1.27,0.693,2.33,0.442,1,"lm.nb","NM_001243076.2:2707"
"MICA-mRNA",0.379,0.503,-0.605,1.36,1.3,0.657,2.57,0.453,1,"lm.nb","NM_000247.1:550"
"PRKAA2-mRNA",-0.324,0.435,-1.18,0.53,0.799,0.442,1.44,0.46,1,"lm.nb","NM_006252.3:4014"
"MAML2-mRNA",-0.287,0.393,-1.06,0.483,0.82,0.481,1.4,0.468,1,"lm.nb","NM_032427.1:4125"
"SFXN1-mRNA",-0.342,0.469,-1.26,0.578,0.789,0.417,1.49,0.468,1,"lm.nb","NM_001322977.1:191"
"CCL5-mRNA",-0.391,0.538,-1.45,0.664,0.763,0.367,1.58,0.47,1,"lm.nb","NM_002985.2:277"
"NRAS-mRNA",-0.216,0.299,-0.802,0.369,0.861,0.574,1.29,0.472,1,"lm.nb","NM_002524.4:2168"
"MICB-mRNA",0.255,0.352,-0.435,0.945,1.19,0.74,1.92,0.472,1,"lm.nb","NM_005931.3:1387"
"CCND3-mRNA",0.293,0.405,-0.501,1.09,1.23,0.707,2.12,0.472,1,"lm.nb","NM_001136017.2:760"
"HDAC11-mRNA",0.394,0.55,-0.685,1.47,1.31,0.622,2.78,0.477,1,"lm.nb","NM_001330636.1:865"
"HMGB1-mRNA",-0.331,0.466,-1.24,0.583,0.795,0.422,1.5,0.48,1,"lm.nb","NM_002128.5:3400"
"API5-mRNA",-0.33,0.466,-1.24,0.584,0.796,0.422,1.5,0.482,1,"lm.nb","NM_001142930.1:1552"
"TICAM1-mRNA",-0.337,0.481,-1.28,0.607,0.792,0.412,1.52,0.487,1,"lm.nb","NM_182919.3:2552"
"FADD-mRNA",0.29,0.417,-0.529,1.11,1.22,0.693,2.16,0.49,1,"lm.nb","NM_003824.3:810"
"EIF4EBP1-mRNA",0.322,0.471,-0.601,1.25,1.25,0.659,2.37,0.496,1,"lm.nb","NM_004095.3:673"
"MSH6-mRNA",-0.246,0.363,-0.957,0.465,0.843,0.515,1.38,0.499,1,"lm.nb","NM_000179.2:1015"
"PDZK1IP1-mRNA",-0.91,1.37,-3.6,1.78,0.532,0.0823,3.44,0.51,1,"loglinear","NM_005764.3:229"
"KIF2C-mRNA",0.4,0.616,-0.807,1.61,1.32,0.572,3.05,0.518,1,"lm.nb","NM_006845.2:1020"
"IRF2-mRNA",0.134,0.207,-0.272,0.541,1.1,0.828,1.45,0.519,1,"lm.nb","NM_002199.3:1624"
"AKT1-mRNA",-0.309,0.48,-1.25,0.631,0.807,0.421,1.55,0.522,1,"lm.nb","NM_005163.2:2207"
"EIF2B4-mRNA",0.215,0.346,-0.462,0.893,1.16,0.726,1.86,0.536,1,"lm.nb","NM_001034116.1:1258"
"PC-mRNA",0.29,0.466,-0.624,1.2,1.22,0.649,2.3,0.536,1,"lm.nb","NM_000920.3:262"
"GOT2-mRNA",0.172,0.277,-0.371,0.714,1.13,0.773,1.64,0.538,1,"lm.nb","NM_002080.3:674"
"ITPK1-mRNA",0.122,0.201,-0.272,0.517,1.09,0.828,1.43,0.546,1,"lm.nb","NM_001142593.2:958"
"CXCL5-mRNA",-0.79,1.31,-3.36,1.78,0.578,0.0974,3.43,0.549,1,"loglinear","NM_002994.4:475"
"DNMT1-mRNA",0.27,0.451,-0.615,1.15,1.21,0.653,2.23,0.552,1,"lm.nb","NM_001130823.2:2500"
"APH1B-mRNA",0.246,0.415,-0.567,1.06,1.19,0.675,2.08,0.555,1,"lm.nb","NM_001145646.1:541"
"RPS6KB1-mRNA",-0.148,0.25,-0.638,0.342,0.903,0.643,1.27,0.556,1,"lm.nb","NM_001272042.1:2451"
"KAT2B-mRNA",0.327,0.555,-0.761,1.41,1.25,0.59,2.66,0.558,1,"lm.nb","NM_003884.4:1180"
"POLD1-mRNA",0.214,0.364,-0.5,0.929,1.16,0.707,1.9,0.558,1,"lm.nb","NM_001256849.1:1356"
"RELA-mRNA",-0.242,0.412,-1.05,0.565,0.846,0.483,1.48,0.559,1,"lm.nb","NM_021975.3:1990"
"LY96-mRNA",-0.426,0.751,-1.9,1.05,0.744,0.268,2.06,0.572,1,"lm.nb","NM_001195797.1:135"
"IFIT2-mRNA",-0.295,0.528,-1.33,0.74,0.815,0.398,1.67,0.578,1,"lm.nb","NM_001547.4:1995"
"TYMS-mRNA",0.281,0.507,-0.713,1.27,1.21,0.61,2.42,0.581,1,"lm.nb","NM_001071.1:395"
"IRF7-mRNA",-0.212,0.389,-0.976,0.551,0.863,0.508,1.46,0.587,1,"lm.nb","NM_004029.2:1705"
"CDK6-mRNA",0.312,0.587,-0.839,1.46,1.24,0.559,2.76,0.597,1,"lm.nb","NM_001145306.1:1373"
"APC-mRNA",-0.305,0.579,-1.44,0.83,0.81,0.369,1.78,0.6,1,"lm.nb","NM_001127510.2:462"
"ANLN-mRNA",0.363,0.708,-1.02,1.75,1.29,0.492,3.37,0.609,1,"lm.nb","NM_018685.2:240"
"LAMB3-mRNA",-0.298,0.594,-1.46,0.865,0.813,0.363,1.82,0.617,1,"lm.nb","NM_000228.2:3350"
"RPTOR-mRNA",0.217,0.436,-0.637,1.07,1.16,0.643,2.1,0.62,1,"lm.nb","NM_001163034.1:3139"
"MGMT-mRNA",-0.213,0.428,-1.05,0.627,0.863,0.482,1.54,0.621,1,"lm.nb","NM_002412.3:323"
"NOTCH2-mRNA",-0.209,0.421,-1.03,0.617,0.865,0.488,1.53,0.622,1,"lm.nb","NM_024408.3:2842"
"BRD3-mRNA",-0.222,0.453,-1.11,0.666,0.857,0.463,1.59,0.626,1,"lm.nb","NM_007371.3:2621"
"ICOSLG-mRNA",0.223,0.461,-0.68,1.13,1.17,0.624,2.18,0.629,1,"lm.nb","NM_015259.4:1190"
"TNF-mRNA",-0.175,0.378,-0.917,0.566,0.886,0.53,1.48,0.645,1,"lm.nb","NM_000594.3:1366"
"IL6R-mRNA",-0.153,0.334,-0.807,0.501,0.9,0.572,1.42,0.649,1,"lm.nb","NM_000565.3:846"
"PRKCA-mRNA",-0.166,0.364,-0.88,0.548,0.891,0.543,1.46,0.65,1,"lm.nb","NM_002737.2:818"
"TWF1-mRNA",-0.131,0.291,-0.702,0.439,0.913,0.615,1.36,0.653,1,"lm.nb","NM_002822.4:1574"
"HRAS-mRNA",-0.173,0.393,-0.943,0.596,0.887,0.52,1.51,0.66,1,"lm.nb","NM_005343.3:842"
"ENTPD1-mRNA",0.218,0.506,-0.773,1.21,1.16,0.585,2.31,0.668,1,"lm.nb","NM_001098175.1:1418"
"LAMC2-mRNA",-0.568,1.34,-3.19,2.05,0.674,0.11,4.15,0.672,1,"loglinear","NM_005562.2:1027"
"NFKB2-mRNA",-0.109,0.265,-0.629,0.412,0.928,0.647,1.33,0.684,1,"lm.nb","NM_001077494.3:1986"
"IL6-mRNA",0.254,0.623,-0.966,1.48,1.19,0.512,2.78,0.684,1,"lm.nb","NM_000600.3:484"
"GPSM3-mRNA",0.212,0.53,-0.826,1.25,1.16,0.564,2.38,0.69,1,"lm.nb","NM_001276501.1:915"
"BBS1-mRNA",-0.127,0.319,-0.753,0.499,0.916,0.593,1.41,0.693,1,"lm.nb","NM_024649.4:82"
"BAX-mRNA",-0.176,0.446,-1.05,0.698,0.885,0.483,1.62,0.694,1,"lm.nb","NM_004324.3:330"
"IGF2R-mRNA",-0.216,0.581,-1.35,0.923,0.861,0.391,1.9,0.712,1,"lm.nb","NM_000876.2:7820"
"PDGFA-mRNA",-0.166,0.454,-1.06,0.724,0.891,0.481,1.65,0.716,1,"lm.nb","NM_033023.4:2390"
"CDKN2B-mRNA",-0.127,0.352,-0.817,0.562,0.915,0.568,1.48,0.718,1,"lm.nb","NM_004936.3:906"
"BIRC5-mRNA",0.256,0.709,-1.13,1.65,1.19,0.456,3.13,0.72,1,"lm.nb","NM_001168.2:1215"
"VTCN1-mRNA",0.145,0.408,-0.654,0.945,1.11,0.635,1.93,0.723,1,"lm.nb","NM_001253849.1:871"
"CCL2-mRNA",-0.428,1.21,-2.79,1.94,0.743,0.144,3.83,0.724,1,"loglinear","NM_002982.3:303"
"GIMAP4-mRNA",-0.177,0.5,-1.16,0.804,0.885,0.448,1.75,0.725,1,"lm.nb","NM_018326.2:315"
"SIRPA-mRNA",-0.13,0.376,-0.868,0.608,0.914,0.548,1.52,0.731,1,"lm.nb","NM_001040023.1:3355"
"TNFRSF10C-mRNA",0.155,0.45,-0.727,1.04,1.11,0.604,2.05,0.732,1,"lm.nb","NM_003841.3:682"
"SRP54-mRNA",-0.138,0.409,-0.94,0.664,0.909,0.521,1.58,0.737,1,"lm.nb","NM_001146282.1:951"
"PSMB5-mRNA",-0.164,0.496,-1.14,0.807,0.892,0.455,1.75,0.741,1,"lm.nb","NM_001130725.1:426"
"GLS-mRNA",0.097,0.293,-0.478,0.672,1.07,0.718,1.59,0.742,1,"lm.nb","NM_014905.4:165"
"KRAS-mRNA",-0.0769,0.234,-0.536,0.382,0.948,0.69,1.3,0.744,1,"lm.nb","NM_004985.3:1790"
"CENPF-mRNA",-0.189,0.583,-1.33,0.954,0.877,0.397,1.94,0.746,1,"lm.nb","NM_016343.3:9260"
"MYD88-mRNA",-0.0596,0.188,-0.429,0.309,0.96,0.743,1.24,0.753,1,"lm.nb","NM_002468.3:2145"
"ELOB-mRNA",-0.161,0.524,-1.19,0.867,0.895,0.439,1.82,0.76,1,"lm.nb","NM_007108.2:800"
"CD276-mRNA",-0.166,0.55,-1.24,0.911,0.891,0.422,1.88,0.764,1,"lm.nb","NM_001024736.1:2119"
"PTPRC-mRNA",-0.137,0.456,-1.03,0.758,0.91,0.489,1.69,0.766,1,"lm.nb","NM_080921.3:99"
"CCND1-mRNA",-0.141,0.475,-1.07,0.79,0.907,0.476,1.73,0.767,1,"lm.nb","NM_053056.2:857"
"UBE2C-mRNA",0.212,0.719,-1.2,1.62,1.16,0.436,3.08,0.77,1,"lm.nb","NM_007019.2:445"
"EZH2-mRNA",0.0718,0.25,-0.418,0.562,1.05,0.748,1.48,0.775,1,"lm.nb","NM_004456.4:1596"
"CCNB1-mRNA",0.181,0.632,-1.06,1.42,1.13,0.48,2.68,0.775,1,"lm.nb","NM_031966.2:710"
"TNFRSF11B-mRNA",0.146,0.519,-0.87,1.16,1.11,0.547,2.24,0.779,1,"lm.nb","NM_002546.3:572"
"CD3D-mRNA",0.139,0.507,-0.854,1.13,1.1,0.553,2.19,0.785,1,"lm.nb","NM_000732.4:127"
"TAP2-mRNA",0.106,0.395,-0.668,0.88,1.08,0.629,1.84,0.79,1,"lm.nb","NM_018833.2:912"
"CD44-mRNA",-0.154,0.594,-1.32,1.01,0.899,0.401,2.01,0.796,1,"lm.nb","NM_001001392.1:566"
"TLR4-mRNA",-0.119,0.489,-1.08,0.839,0.921,0.474,1.79,0.808,1,"lm.nb","NR_024168.1:2575"
"PMS2-mRNA",-0.124,0.516,-1.13,0.887,0.918,0.455,1.85,0.811,1,"lm.nb","NM_000535.6:894"
"VEGFB-mRNA",-0.0631,0.289,-0.63,0.504,0.957,0.646,1.42,0.828,1,"lm.nb","NM_003377.3:687"
"FOSL1-mRNA",-0.0679,0.327,-0.708,0.572,0.954,0.612,1.49,0.836,1,"lm.nb","NM_005438.3:1320"
"HAVCR2-mRNA",-0.0879,0.426,-0.923,0.747,0.941,0.527,1.68,0.837,1,"lm.nb","NM_032782.3:955"
"CDH2-mRNA",-0.0773,0.394,-0.849,0.695,0.948,0.555,1.62,0.845,1,"lm.nb","NM_001792.3:3067"
"TAPBPL-mRNA",-0.094,0.48,-1.03,0.846,0.937,0.488,1.8,0.845,1,"lm.nb","NM_018009.4:1425"
"RIPK1-mRNA",-0.0921,0.483,-1.04,0.855,0.938,0.486,1.81,0.849,1,"lm.nb","NM_003804.3:1304"
"HK1-mRNA",-0.0565,0.3,-0.645,0.531,0.962,0.64,1.45,0.851,1,"lm.nb","NM_000188.2:3355"
"PALMD-mRNA",0.0833,0.454,-0.807,0.974,1.06,0.571,1.96,0.855,1,"lm.nb","NM_017734.4:224"
"IL10RA-mRNA",0.0795,0.449,-0.801,0.96,1.06,0.574,1.95,0.86,1,"lm.nb","NM_001558.2:150"
"ITGAE-mRNA",-0.0658,0.379,-0.809,0.677,0.955,0.571,1.6,0.863,1,"lm.nb","NM_002208.4:3647"
"CASP3-mRNA",-0.0559,0.349,-0.74,0.628,0.962,0.599,1.55,0.873,1,"lm.nb","NM_032991.2:1002"
"MKI67-mRNA",-0.179,1.12,-2.38,2.02,0.883,0.192,4.06,0.874,1,"loglinear","NM_002417.2:2005"
"PARP12-mRNA",-0.0838,0.527,-1.12,0.95,0.944,0.461,1.93,0.874,1,"lm.nb","NM_022750.3:1843"
"SLC1A5-mRNA",0.0635,0.493,-0.903,1.03,1.04,0.535,2.04,0.898,1,"lm.nb","NM_001145144.1:648"
"MRE11-mRNA",0.0247,0.197,-0.362,0.411,1.02,0.778,1.33,0.901,1,"lm.nb","NM_001330347.1:2169"
"MTOR-mRNA",-0.0561,0.48,-0.996,0.884,0.962,0.501,1.85,0.907,1,"lm.nb","NM_004958.3:3444"
"TBXAS1-mRNA",-0.0502,0.43,-0.893,0.793,0.966,0.538,1.73,0.908,1,"lm.nb","NM_001061.4:709"
"CCNE1-mRNA",-0.0455,0.411,-0.851,0.76,0.969,0.555,1.69,0.912,1,"lm.nb","NM_001238.1:1155"
"NT5E-mRNA",0.0776,0.707,-1.31,1.46,1.06,0.404,2.76,0.913,1,"lm.nb","NM_002526.3:3526"
"P4HA2-mRNA",0.0651,0.642,-1.19,1.32,1.05,0.437,2.5,0.92,1,"lm.nb","NM_001017973.1:1748"
"TLR1-mRNA",-0.0443,0.591,-1.2,1.11,0.97,0.434,2.17,0.941,1,"lm.nb","NM_003263.3:696"
"HK2-mRNA",0.0212,0.303,-0.573,0.615,1.01,0.672,1.53,0.944,1,"lm.nb","NM_000189.4:2883"
"SLC7A5-mRNA",0.0219,0.323,-0.612,0.656,1.02,0.654,1.58,0.946,1,"lm.nb","NM_003486.6:2011"
"PKM-mRNA",-0.037,0.546,-1.11,1.03,0.975,0.464,2.05,0.946,1,"lm.nb","NM_001206796.2:1533"
"PIK3R2-mRNA",-0.0177,0.36,-0.724,0.689,0.988,0.605,1.61,0.961,1,"lm.nb","NM_005027.3:344"
"CSF1-mRNA",0.0187,0.407,-0.78,0.817,1.01,0.582,1.76,0.964,1,"lm.nb","NM_000757.5:251"
