"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"TWF1-mRNA",0.344,0.394,-0.428,1.12,1.27,0.743,2.17,0.385,1,"lm.nb","NM_002822.4:1574"
"MTOR-mRNA",0.564,0.648,-0.705,1.83,1.48,0.613,3.56,0.387,1,"lm.nb","NM_004958.3:3444"
"PIK3R2-mRNA",-0.429,0.494,-1.4,0.539,0.743,0.38,1.45,0.388,1,"lm.nb","NM_005027.3:344"
"APOL6-mRNA",0.625,0.721,-0.788,2.04,1.54,0.579,4.1,0.389,1,"lm.nb","NM_030641.3:289"
"TRAF1-mRNA",0.413,0.477,-0.521,1.35,1.33,0.697,2.54,0.39,1,"lm.nb","NM_001190945.1:712"
"FAM124B-mRNA",0.631,0.73,-0.799,2.06,1.55,0.575,4.18,0.39,1,"lm.nb","NM_001122779.1:1620"
"FZD8-mRNA",-0.416,0.483,-1.36,0.531,0.749,0.389,1.44,0.392,1,"lm.nb","NM_031866.1:890"
"ITGA2-mRNA",0.574,0.666,-0.732,1.88,1.49,0.602,3.68,0.392,1,"lm.nb","NM_002203.3:903"
"IRF7-mRNA",0.44,0.521,-0.582,1.46,1.36,0.668,2.76,0.402,1,"lm.nb","NM_004029.2:1705"
"TGFBR1-mRNA",-0.378,0.451,-1.26,0.507,0.769,0.417,1.42,0.405,1,"lm.nb","NM_001130916.2:3011"
"HLA-E-mRNA",-0.545,0.656,-1.83,0.741,0.685,0.281,1.67,0.409,1,"lm.nb","NM_005516.5:1287"
"MMP9-mRNA",0.5,0.613,-0.701,1.7,1.41,0.615,3.25,0.417,1,"lm.nb","NM_004994.2:2011"
"GLUD1-mRNA",-0.374,0.464,-1.28,0.536,0.771,0.411,1.45,0.423,1,"lm.nb","NM_005271.2:2680"
"HLA-F-mRNA",-0.489,0.608,-1.68,0.704,0.713,0.312,1.63,0.425,1,"lm.nb","NM_001098479.1:285"
"MFGE8-mRNA",-0.599,0.747,-2.06,0.864,0.66,0.239,1.82,0.425,1,"lm.nb","NM_001114614.1:328"
"CASP3-mRNA",0.379,0.472,-0.546,1.3,1.3,0.685,2.47,0.425,1,"lm.nb","NM_032991.2:1002"
"IL6R-mRNA",-0.363,0.456,-1.26,0.53,0.777,0.419,1.44,0.428,1,"lm.nb","NM_000565.3:846"
"MGMT-mRNA",-0.462,0.583,-1.6,0.68,0.726,0.329,1.6,0.43,1,"lm.nb","NM_002412.3:323"
"KAT2B-mRNA",0.596,0.752,-0.877,2.07,1.51,0.544,4.2,0.43,1,"lm.nb","NM_003884.4:1180"
"ARG2-mRNA",-0.322,0.413,-1.13,0.488,0.8,0.456,1.4,0.439,1,"lm.nb","NM_001172.3:512"
"PRKACB-mRNA",-0.662,0.859,-2.35,1.02,0.632,0.197,2.03,0.444,1,"lm.nb","NM_182948.2:805"
"NECTIN1-mRNA",0.406,0.527,-0.628,1.44,1.32,0.647,2.71,0.444,1,"lm.nb","NM_002855.4:357"
"NRAS-mRNA",0.311,0.404,-0.481,1.1,1.24,0.716,2.15,0.445,1,"lm.nb","NM_002524.4:2168"
"CASP8-mRNA",0.671,0.88,-1.05,2.4,1.59,0.482,5.26,0.448,1,"lm.nb","NM_001228.4:762"
"TLR4-mRNA",0.501,0.658,-0.789,1.79,1.42,0.579,3.46,0.449,1,"lm.nb","NR_024168.1:2575"
"HLA-B-mRNA",-0.462,0.616,-1.67,0.745,0.726,0.314,1.68,0.456,1,"lm.nb","NM_005514.6:1247"
"PC-mRNA",-0.474,0.64,-1.73,0.78,0.72,0.302,1.72,0.461,1,"lm.nb","NM_000920.3:262"
"GPC4-mRNA",-0.434,0.595,-1.6,0.732,0.74,0.33,1.66,0.468,1,"lm.nb","NM_001448.2:820"
"API5-mRNA",0.457,0.631,-0.78,1.69,1.37,0.582,3.24,0.471,1,"lm.nb","NM_001142930.1:1552"
"NFKB2-mRNA",-0.261,0.361,-0.969,0.448,0.835,0.511,1.36,0.474,1,"lm.nb","NM_001077494.3:1986"
"ITGA6-mRNA",0.387,0.54,-0.672,1.45,1.31,0.628,2.72,0.477,1,"lm.nb","NM_001316306.1:1982"
"PFKM-mRNA",0.228,0.321,-0.4,0.857,1.17,0.758,1.81,0.479,1,"lm.nb","NM_000289.5:2672"
"BID-mRNA",0.306,0.435,-0.546,1.16,1.24,0.685,2.23,0.484,1,"lm.nb","NM_001196.3:1604"
"SLC2A1-mRNA",0.328,0.466,-0.585,1.24,1.25,0.666,2.36,0.484,1,"lm.nb","NM_006516.2:264"
"POLD1-mRNA",0.345,0.492,-0.619,1.31,1.27,0.651,2.48,0.486,1,"lm.nb","NM_001256849.1:1356"
"PMS2-mRNA",0.486,0.698,-0.883,1.85,1.4,0.542,3.62,0.489,1,"lm.nb","NM_000535.6:894"
"ARID1A-mRNA",-0.495,0.728,-1.92,0.932,0.71,0.264,1.91,0.499,1,"lm.nb","NM_006015.4:1670"
"TNF-mRNA",-0.348,0.515,-1.36,0.66,0.786,0.39,1.58,0.501,1,"lm.nb","NM_000594.3:1366"
"MYC-mRNA",-0.544,0.81,-2.13,1.04,0.686,0.228,2.06,0.504,1,"lm.nb","NM_002467.3:1615"
"TNFRSF10B-mRNA",-0.631,0.944,-2.48,1.22,0.646,0.179,2.33,0.506,1,"lm.nb","NM_003842.3:565"
"HMGB1-mRNA",0.42,0.627,-0.81,1.65,1.34,0.57,3.14,0.506,1,"lm.nb","NM_002128.5:3400"
"TNFAIP6-mRNA",1.09,1.64,-2.13,4.32,2.14,0.229,19.9,0.508,1,"loglinear","NM_007115.3:165"
"HDAC11-mRNA",0.49,0.745,-0.97,1.95,1.4,0.511,3.86,0.513,1,"lm.nb","NM_001330636.1:865"
"PALMD-mRNA",-0.405,0.622,-1.62,0.813,0.755,0.325,1.76,0.517,1,"lm.nb","NM_017734.4:224"
"H2AFX-mRNA",-0.38,0.593,-1.54,0.782,0.768,0.343,1.72,0.524,1,"lm.nb","NM_002105.2:521"
"TNKS-mRNA",-0.544,0.853,-2.22,1.13,0.686,0.215,2.19,0.526,1,"lm.nb","NM_003747.2:1948"
"MET-mRNA",0.446,0.706,-0.937,1.83,1.36,0.522,3.55,0.529,1,"lm.nb","NM_000245.2:1488"
"CDKN2B-mRNA",-0.301,0.479,-1.24,0.639,0.812,0.423,1.56,0.533,1,"lm.nb","NM_004936.3:906"
"VHL-mRNA",0.259,0.413,-0.551,1.07,1.2,0.683,2.1,0.533,1,"lm.nb","NM_198156.1:420"
"RSAD2-mRNA",0.383,0.613,-0.82,1.59,1.3,0.567,3,0.535,1,"lm.nb","NM_080657.4:1057"
"CXCR2-mRNA",0.405,0.654,-0.876,1.69,1.32,0.545,3.22,0.538,1,"lm.nb","NM_001557.3:409"
"SIRPA-mRNA",0.315,0.509,-0.683,1.31,1.24,0.623,2.49,0.538,1,"lm.nb","NM_001040023.1:3355"
"SLC16A1-mRNA",-0.493,0.797,-2.05,1.07,0.711,0.241,2.1,0.538,1,"lm.nb","NM_003051.3:635"
"HLA-C-mRNA",-0.251,0.412,-1.06,0.556,0.84,0.48,1.47,0.544,1,"lm.nb","NM_002117.4:898"
"PDZK1IP1-mRNA",1.14,1.86,-2.52,4.79,2.2,0.175,27.7,0.544,1,"loglinear","NM_005764.3:229"
"AQP9-mRNA",-0.437,0.721,-1.85,0.976,0.738,0.277,1.97,0.546,1,"lm.nb","NM_001320635.1:753"
"PTGS2-mRNA",-0.501,0.834,-2.14,1.13,0.707,0.227,2.2,0.55,1,"lm.nb","NM_000963.1:495"
"NEIL1-mRNA",-0.386,0.644,-1.65,0.876,0.765,0.319,1.84,0.551,1,"lm.nb","NM_024608.2:1675"
"IFNGR2-mRNA",-0.395,0.661,-1.69,0.901,0.76,0.31,1.87,0.552,1,"lm.nb","NM_005534.3:1963"
"STAT2-mRNA",-0.229,0.385,-0.984,0.527,0.853,0.506,1.44,0.555,1,"lm.nb","NM_005419.2:1965"
"ICAM1-mRNA",0.447,0.758,-1.04,1.93,1.36,0.486,3.82,0.558,1,"lm.nb","NM_000201.2:2253"
"OASL-mRNA",0.4,0.679,-0.93,1.73,1.32,0.525,3.32,0.558,1,"lm.nb","NM_003733.2:1570"
"TNFRSF11B-mRNA",0.413,0.703,-0.964,1.79,1.33,0.512,3.46,0.559,1,"lm.nb","NM_002546.3:572"
"ENO1-mRNA",0.423,0.724,-0.996,1.84,1.34,0.501,3.59,0.561,1,"lm.nb","NM_001428.3:782"
"GPSM3-mRNA",-0.421,0.721,-1.84,0.993,0.747,0.28,1.99,0.561,1,"lm.nb","NM_001276501.1:915"
"BNIP3L-mRNA",-0.477,0.817,-2.08,1.12,0.719,0.237,2.18,0.561,1,"lm.nb","NM_001330491.1:2559"
"IL33-mRNA",-0.414,0.712,-1.81,0.981,0.751,0.285,1.97,0.563,1,"lm.nb","NM_033439.3:1842"
"MAP3K5-mRNA",-0.373,0.646,-1.64,0.893,0.772,0.321,1.86,0.566,1,"lm.nb","NM_005923.3:3371"
"HLA-DRB5-mRNA",-1.02,1.78,-4.51,2.46,0.491,0.044,5.49,0.566,1,"loglinear","NM_002125.3:135"
"CXCL5-mRNA",1.02,1.78,-2.47,4.5,2.02,0.181,22.7,0.569,1,"loglinear","NM_002994.4:475"
"A2M-mRNA",-0.832,1.46,-3.69,2.03,0.562,0.0774,4.07,0.57,1,"loglinear","NM_000014.4:1685"
"IRF9-mRNA",0.28,0.499,-0.698,1.26,1.21,0.617,2.39,0.577,1,"lm.nb","NM_006084.4:723"
"CXCL2-mRNA",-0.515,0.921,-2.32,1.29,0.7,0.2,2.45,0.578,1,"lm.nb","NM_002089.1:435"
"IL12RB2-mRNA",-0.482,0.876,-2.2,1.23,0.716,0.218,2.35,0.584,1,"lm.nb","NM_001319233.1:880"
"RPS6KB1-mRNA",0.184,0.336,-0.474,0.842,1.14,0.72,1.79,0.585,1,"lm.nb","NM_001272042.1:2451"
"NFKB1-mRNA",-0.323,0.59,-1.48,0.834,0.799,0.358,1.78,0.586,1,"lm.nb","NM_003998.3:2920"
"CDH2-mRNA",0.289,0.534,-0.757,1.33,1.22,0.592,2.52,0.59,1,"lm.nb","NM_001792.3:3067"
"MAP3K7-mRNA",0.185,0.344,-0.489,0.859,1.14,0.713,1.81,0.592,1,"lm.nb","NM_003188.3:1178"
"HRAS-mRNA",0.284,0.53,-0.755,1.32,1.22,0.593,2.5,0.594,1,"lm.nb","NM_005343.3:842"
"ID4-mRNA",-0.527,1,-2.49,1.44,0.694,0.178,2.71,0.601,1,"lm.nb","NM_001546.3:2048"
"BATF3-mRNA",0.307,0.591,-0.851,1.47,1.24,0.555,2.76,0.605,1,"lm.nb","NM_018664.2:725"
"UBA7-mRNA",-0.196,0.389,-0.96,0.567,0.873,0.514,1.48,0.616,1,"lm.nb","NM_003335.2:580"
"NOTCH2-mRNA",0.286,0.57,-0.832,1.4,1.22,0.562,2.65,0.617,1,"lm.nb","NM_024408.3:2842"
"NBN-mRNA",0.386,0.771,-1.13,1.9,1.31,0.458,3.72,0.619,1,"lm.nb","NM_002485.4:1046"
"CD44-mRNA",0.402,0.805,-1.18,1.98,1.32,0.443,3.95,0.619,1,"lm.nb","NM_001001392.1:566"
"SRP54-mRNA",0.276,0.554,-0.809,1.36,1.21,0.571,2.57,0.62,1,"lm.nb","NM_001146282.1:951"
"ICOSLG-mRNA",-0.309,0.63,-1.54,0.926,0.807,0.343,1.9,0.625,1,"lm.nb","NM_015259.4:1190"
"AKT1-mRNA",0.317,0.65,-0.958,1.59,1.25,0.515,3.01,0.628,1,"lm.nb","NM_005163.2:2207"
"MYD88-mRNA",0.124,0.254,-0.375,0.622,1.09,0.771,1.54,0.628,1,"lm.nb","NM_002468.3:2145"
"LDHA-mRNA",0.317,0.653,-0.962,1.6,1.25,0.513,3.02,0.629,1,"lm.nb","NM_001135239.1:1053"
"CCND2-mRNA",-0.497,1.02,-2.51,1.51,0.708,0.176,2.85,0.629,1,"lm.nb","NM_001759.2:5825"
"ICAM3-mRNA",-0.181,0.373,-0.912,0.55,0.882,0.531,1.46,0.629,1,"lm.nb","NM_002162.3:1225"
"TNFRSF1A-mRNA",-0.208,0.433,-1.06,0.64,0.866,0.481,1.56,0.632,1,"lm.nb","NM_001065.2:515"
"LIF-mRNA",-0.474,0.994,-2.42,1.47,0.72,0.187,2.78,0.635,1,"lm.nb","NM_002309.4:3740"
"RICTOR-mRNA",0.41,0.868,-1.29,2.11,1.33,0.409,4.32,0.638,1,"lm.nb","NM_001285439.1:117"
"SFXN1-mRNA",0.299,0.636,-0.947,1.54,1.23,0.519,2.92,0.639,1,"lm.nb","NM_001322977.1:191"
"SPP1-mRNA",0.815,1.75,-2.61,4.24,1.76,0.163,18.9,0.643,1,"loglinear","NM_000582.2:760"
"MRE11-mRNA",-0.125,0.269,-0.651,0.402,0.917,0.637,1.32,0.644,1,"lm.nb","NM_001330347.1:2169"
"KRAS-mRNA",0.143,0.316,-0.476,0.762,1.1,0.719,1.7,0.652,1,"lm.nb","NM_004985.3:1790"
"RNLS-mRNA",0.291,0.652,-0.986,1.57,1.22,0.505,2.96,0.657,1,"lm.nb","NM_001031709.2:726"
"EZH2-mRNA",0.151,0.339,-0.513,0.814,1.11,0.701,1.76,0.657,1,"lm.nb","NM_004456.4:1596"
"BBC3-mRNA",-0.259,0.583,-1.4,0.884,0.836,0.379,1.85,0.658,1,"lm.nb","NM_014417.4:1310"
"SMAD5-mRNA",-0.157,0.353,-0.849,0.536,0.897,0.555,1.45,0.659,1,"lm.nb","NM_005903.5:5007"
"APC-mRNA",0.343,0.784,-1.19,1.88,1.27,0.437,3.68,0.663,1,"lm.nb","NM_001127510.2:462"
"EIF2AK2-mRNA",0.22,0.509,-0.777,1.22,1.16,0.584,2.32,0.667,1,"lm.nb","NM_001135652.2:516"
"TLR3-mRNA",0.288,0.684,-1.05,1.63,1.22,0.482,3.09,0.675,1,"lm.nb","NM_003265.2:37"
"CDK6-mRNA",0.328,0.797,-1.23,1.89,1.26,0.425,3.71,0.682,1,"lm.nb","NM_001145306.1:1373"
"LCK-mRNA",0.23,0.572,-0.89,1.35,1.17,0.54,2.55,0.689,1,"lm.nb","NM_005356.4:1723"
"CTSS-mRNA",0.226,0.567,-0.885,1.34,1.17,0.541,2.53,0.692,1,"lm.nb","NM_004079.3:685"
"PARP4-mRNA",0.145,0.367,-0.574,0.864,1.11,0.672,1.82,0.694,1,"lm.nb","NM_006437.3:1399"
"TMEM140-mRNA",0.222,0.567,-0.889,1.33,1.17,0.54,2.52,0.696,1,"lm.nb","NM_018295.3:377"
"STAT3-mRNA",-0.308,0.796,-1.87,1.25,0.808,0.274,2.38,0.7,1,"lm.nb","NM_003150.3:2936"
"CLEC4E-mRNA",-0.246,0.643,-1.51,1.01,0.843,0.352,2.02,0.703,1,"lm.nb","NM_014358.3:1392"
"RPL23-mRNA",-0.281,0.76,-1.77,1.21,0.823,0.293,2.31,0.713,1,"lm.nb","NM_000978.3:100"
"S100A8-mRNA",-0.298,0.815,-1.9,1.3,0.813,0.269,2.46,0.716,1,"lm.nb","NM_002964.4:365"
"GOT1-mRNA",-0.225,0.617,-1.43,0.983,0.855,0.37,1.98,0.716,1,"lm.nb","NM_002079.2:568"
"ROCK1-mRNA",-0.251,0.697,-1.62,1.11,0.84,0.326,2.16,0.72,1,"lm.nb","NM_005406.2:3796"
"PRKCA-mRNA",0.177,0.493,-0.789,1.14,1.13,0.579,2.21,0.721,1,"lm.nb","NM_002737.2:818"
"PPARGC1B-mRNA",-0.216,0.603,-1.4,0.966,0.861,0.38,1.95,0.722,1,"lm.nb","NM_001172699.1:1010"
"IER3-mRNA",-0.25,0.7,-1.62,1.12,0.841,0.325,2.18,0.722,1,"lm.nb","NM_003897.3:204"
"LY96-mRNA",0.363,1.02,-1.63,2.36,1.29,0.323,5.12,0.723,1,"lm.nb","NM_001195797.1:135"
"ZEB1-mRNA",-0.276,0.792,-1.83,1.28,0.826,0.282,2.42,0.728,1,"lm.nb","NM_001128128.2:2292"
"HDAC3-mRNA",0.23,0.679,-1.1,1.56,1.17,0.466,2.95,0.736,1,"lm.nb","NM_003883.3:1464"
"MSH6-mRNA",-0.163,0.492,-1.13,0.801,0.893,0.458,1.74,0.741,1,"lm.nb","NM_000179.2:1015"
"CDKN1A-mRNA",0.138,0.42,-0.685,0.961,1.1,0.622,1.95,0.744,1,"lm.nb","NM_000389.2:1975"
"CHUK-mRNA",0.366,1.15,-1.88,2.62,1.29,0.271,6.13,0.751,1,"loglinear","NM_001278.4:3263"
"PTPRC-mRNA",-0.196,0.62,-1.41,1.02,0.873,0.376,2.03,0.754,1,"lm.nb","NM_080921.3:99"
"CASP1-mRNA",0.157,0.507,-0.838,1.15,1.11,0.56,2.22,0.759,1,"lm.nb","NM_001223.4:1050"
"TPM1-mRNA",0.522,1.72,-2.84,3.89,1.44,0.139,14.8,0.762,1,"loglinear","NM_000366.5:830"
"VCAN-mRNA",-0.6,1.99,-4.49,3.29,0.66,0.0444,9.8,0.763,1,"loglinear","NM_001126336.2:394"
"IFI6-mRNA",0.193,0.64,-1.06,1.45,1.14,0.479,2.73,0.764,1,"lm.nb","NM_002038.3:410"
"JAK1-mRNA",-0.153,0.508,-1.15,0.843,0.899,0.451,1.79,0.764,1,"lm.nb","NM_002227.1:285"
"IGF2R-mRNA",0.232,0.787,-1.31,1.77,1.17,0.403,3.42,0.769,1,"lm.nb","NM_000876.2:7820"
"ERO1A-mRNA",-0.151,0.523,-1.18,0.873,0.9,0.443,1.83,0.773,1,"lm.nb","NM_014584.2:963"
"BRD3-mRNA",0.177,0.613,-1.02,1.38,1.13,0.492,2.6,0.774,1,"lm.nb","NM_007371.3:2621"
"LAMC2-mRNA",-0.506,1.81,-4.06,3.05,0.704,0.0598,8.28,0.781,1,"loglinear","NM_005562.2:1027"
"P4HA2-mRNA",0.242,0.87,-1.46,1.95,1.18,0.363,3.86,0.782,1,"lm.nb","NM_001017973.1:1748"
"TNFRSF14-mRNA",0.139,0.507,-0.854,1.13,1.1,0.553,2.19,0.784,1,"lm.nb","NM_003820.3:503"
"TICAM1-mRNA",-0.17,0.652,-1.45,1.11,0.889,0.366,2.16,0.795,1,"lm.nb","NM_182919.3:2552"
"FYN-mRNA",-0.194,0.755,-1.67,1.29,0.874,0.314,2.44,0.798,1,"lm.nb","NM_002037.5:2125"
"CSF1-mRNA",-0.142,0.554,-1.23,0.944,0.906,0.427,1.92,0.798,1,"lm.nb","NM_000757.5:251"
"RB1-mRNA",0.197,0.767,-1.31,1.7,1.15,0.404,3.25,0.799,1,"lm.nb","NM_000321.2:2769"
"ELOB-mRNA",0.179,0.708,-1.21,1.57,1.13,0.433,2.96,0.801,1,"lm.nb","NM_007108.2:800"
"B2M-mRNA",0.166,0.657,-1.12,1.45,1.12,0.46,2.74,0.801,1,"lm.nb","NM_004048.2:573"
"HLA-DOA-mRNA",-0.154,0.614,-1.36,1.05,0.899,0.39,2.07,0.803,1,"lm.nb","NM_002119.3:3075"
"IRF2-mRNA",0.0697,0.282,-0.482,0.622,1.05,0.716,1.54,0.805,1,"lm.nb","NM_002199.3:1624"
"HK2-mRNA",0.0989,0.411,-0.706,0.904,1.07,0.613,1.87,0.81,1,"lm.nb","NM_000189.4:2883"
"TCF3-mRNA",0.205,0.882,-1.52,1.93,1.15,0.348,3.82,0.817,1,"lm.nb","NM_003200.3:276"
"RAD50-mRNA",0.183,0.798,-1.38,1.75,1.14,0.384,3.36,0.819,1,"lm.nb","NM_005732.3:1357"
"CDK2-mRNA",-0.133,0.582,-1.27,1.01,0.912,0.414,2.01,0.82,1,"lm.nb","NM_001290230.1:1543"
"ADAM12-mRNA",0.138,0.603,-1.04,1.32,1.1,0.485,2.5,0.82,1,"lm.nb","NM_003474.5:638"
"MSH2-mRNA",0.0951,0.428,-0.744,0.935,1.07,0.597,1.91,0.825,1,"lm.nb","NM_000251.1:2514"
"TPI1-mRNA",-0.13,0.595,-1.3,1.03,0.914,0.407,2.05,0.827,1,"lm.nb","NM_000365.5:153"
"CD276-mRNA",0.163,0.745,-1.3,1.62,1.12,0.407,3.08,0.828,1,"lm.nb","NM_001024736.1:2119"
"DUSP5-mRNA",-0.144,0.677,-1.47,1.18,0.905,0.361,2.27,0.832,1,"lm.nb","NM_004419.3:675"
"SMAP1-mRNA",0.129,0.608,-1.06,1.32,1.09,0.478,2.5,0.833,1,"lm.nb","NM_001044305.2:823"
"GLS-mRNA",-0.0826,0.398,-0.864,0.698,0.944,0.55,1.62,0.836,1,"lm.nb","NM_014905.4:165"
"ALDOC-mRNA",-0.1,0.486,-1.05,0.853,0.933,0.482,1.81,0.837,1,"lm.nb","NM_005165.2:335"
"CD68-mRNA",0.104,0.515,-0.906,1.11,1.07,0.534,2.16,0.841,1,"lm.nb","NM_001251.2:1140"
"GPR160-mRNA",0.203,1.02,-1.81,2.21,1.15,0.286,4.63,0.844,1,"lm.nb","NM_014373.1:760"
"IL6-mRNA",0.156,0.845,-1.5,1.81,1.11,0.354,3.51,0.854,1,"lm.nb","NM_000600.3:484"
"STC1-mRNA",0.118,0.681,-1.22,1.45,1.09,0.43,2.74,0.863,1,"lm.nb","NM_003155.2:2172"
"RBL2-mRNA",-0.122,0.702,-1.5,1.25,0.919,0.354,2.39,0.863,1,"lm.nb","NM_001323611.1:1085"
"RPL7A-mRNA",-0.115,0.675,-1.44,1.21,0.923,0.369,2.31,0.865,1,"lm.nb","NM_000972.2:657"
"EPM2AIP1-mRNA",-0.102,0.621,-1.32,1.11,0.932,0.401,2.17,0.87,1,"lm.nb","NM_014805.3:1322"
"ARNT2-mRNA",-0.145,0.888,-1.88,1.59,0.904,0.271,3.02,0.871,1,"lm.nb","NM_014862.3:1133"
"SBNO2-mRNA",0.123,0.753,-1.35,1.6,1.09,0.391,3.03,0.871,1,"lm.nb","NM_001100122.1:1686"
"JAG1-mRNA",0.277,1.74,-3.12,3.68,1.21,0.115,12.8,0.874,1,"loglinear","NM_000214.2:3509"
"CASP9-mRNA",-0.0789,0.495,-1.05,0.891,0.947,0.483,1.85,0.874,1,"lm.nb","XM_011542270.1:326"
"PLOD2-mRNA",0.291,1.83,-3.29,3.87,1.22,0.102,14.6,0.874,1,"loglinear","NM_182943.2:2588"
"CENPF-mRNA",-0.123,0.791,-1.67,1.43,0.918,0.313,2.69,0.877,1,"lm.nb","NM_016343.3:9260"
"TBXAS1-mRNA",0.0866,0.583,-1.06,1.23,1.06,0.481,2.34,0.882,1,"lm.nb","NM_001061.4:709"
"IRF3-mRNA",0.109,0.794,-1.45,1.67,1.08,0.366,3.17,0.891,1,"lm.nb","NM_001197122.1:607"
"PIAS4-mRNA",0.06,0.441,-0.804,0.924,1.04,0.573,1.9,0.892,1,"lm.nb","NM_015897.2:454"
"IFI16-mRNA",0.109,0.813,-1.48,1.7,1.08,0.357,3.26,0.893,1,"lm.nb","NM_001206567.1:2351"
"CTNNB1-mRNA",-0.0807,0.666,-1.39,1.22,0.946,0.383,2.34,0.904,1,"lm.nb","NM_001098209.1:1938"
"LDHB-mRNA",-0.0898,0.763,-1.59,1.41,0.94,0.333,2.65,0.907,1,"lm.nb","NM_001174097.2:1200"
"CCNE1-mRNA",0.0644,0.556,-1.03,1.16,1.05,0.491,2.23,0.908,1,"lm.nb","NM_001238.1:1155"
"ITPK1-mRNA",-0.0305,0.274,-0.567,0.506,0.979,0.675,1.42,0.912,1,"lm.nb","NM_001142593.2:958"
"HLA-DMB-mRNA",-0.0587,0.534,-1.1,0.988,0.96,0.465,1.98,0.913,1,"lm.nb","NM_002118.3:20"
"TAPBP-mRNA",-0.0536,0.504,-1.04,0.934,0.964,0.486,1.91,0.916,1,"lm.nb","NM_003190.4:1082"
"BRD4-mRNA",0.0938,0.896,-1.66,1.85,1.07,0.316,3.6,0.917,1,"lm.nb","NM_001330384.1:2083"
"PIK3CA-mRNA",0.0501,0.536,-1,1.1,1.04,0.5,2.14,0.926,1,"lm.nb","NM_006218.2:3296"
"NF1-mRNA",0.059,0.849,-1.6,1.72,1.04,0.329,3.3,0.945,1,"lm.nb","NM_000267.3:1260"
"BAD-mRNA",0.0271,0.409,-0.774,0.828,1.02,0.585,1.78,0.947,1,"lm.nb","NM_004322.3:963"
"BCL2L1-mRNA",-0.0307,0.531,-1.07,1.01,0.979,0.476,2.01,0.954,1,"lm.nb","NM_001191.3:1421"
"ZEB2-mRNA",-0.0526,0.982,-1.98,1.87,0.964,0.254,3.66,0.957,1,"lm.nb","NM_001171653.1:1879"
"PTEN-mRNA",0.0373,0.711,-1.36,1.43,1.03,0.391,2.7,0.958,1,"lm.nb","NM_000314.6:6696"
"SREBF1-mRNA",-0.0429,0.859,-1.73,1.64,0.971,0.302,3.12,0.96,1,"lm.nb","NM_001005291.1:1392"
"CXCL16-mRNA",-0.0354,0.78,-1.57,1.49,0.976,0.338,2.82,0.964,1,"lm.nb","NM_001100812.1:743"
"TNFSF10-mRNA",-0.0831,1.93,-3.86,3.69,0.944,0.069,12.9,0.966,1,"loglinear","NM_003810.3:155"
"ITGAV-mRNA",-0.0251,0.598,-1.2,1.15,0.983,0.436,2.21,0.967,1,"lm.nb","NM_001144999.2:2701"
"TP53-mRNA",-0.0339,0.923,-1.84,1.78,0.977,0.279,3.42,0.971,1,"lm.nb","NM_000546.2:1330"
"MMP7-mRNA",0.0622,1.81,-3.48,3.6,1.04,0.0896,12.2,0.973,1,"loglinear","NM_002423.3:265"
"TNFRSF10C-mRNA",-0.0169,0.611,-1.21,1.18,0.988,0.431,2.27,0.978,1,"lm.nb","NM_003841.3:682"
"VCAM1-mRNA",-0.0371,1.51,-3,2.93,0.975,0.125,7.6,0.981,1,"loglinear","NM_001078.3:2535"
"ITGAE-mRNA",0.012,0.514,-0.995,1.02,1.01,0.502,2.03,0.981,1,"lm.nb","NM_002208.4:3647"
"CD47-mRNA",0.015,0.651,-1.26,1.29,1.01,0.417,2.45,0.982,1,"lm.nb","NM_001777.3:901"
"RELB-mRNA",-0.00953,0.665,-1.31,1.29,0.993,0.403,2.45,0.989,1,"lm.nb","NM_006509.3:956"
"FLNB-mRNA",-0.00969,0.75,-1.48,1.46,0.993,0.359,2.75,0.99,1,"lm.nb","NM_001164319.1:8980"
"ALDOA-mRNA",0.00648,0.565,-1.1,1.11,1,0.466,2.16,0.991,1,"lm.nb","NM_000034.3:2049"
"ATM-mRNA",-0.00815,0.715,-1.41,1.39,0.994,0.376,2.63,0.991,1,"lm.nb","NM_000051.3:393"
"ITGB8-mRNA",0.00934,1.51,-2.95,2.97,1.01,0.13,7.81,0.995,1,"loglinear","NM_002214.2:2609"
"PRKAA2-mRNA",-0.00286,0.588,-1.16,1.15,0.998,0.449,2.22,0.996,1,"lm.nb","NM_006252.3:4014"
