"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"TBXAS1-mRNA",0.761,0.713,-0.637,2.16,1.69,0.643,4.46,0.29,1,"lm.nb","NM_001061.4:709"
"PLOD2-mRNA",2.4,2.25,-2.01,6.82,5.29,0.248,113,0.29,1,"loglinear","NM_182943.2:2588"
"EZH2-mRNA",0.442,0.415,-0.371,1.26,1.36,0.773,2.39,0.29,1,"lm.nb","NM_004456.4:1596"
"PMS2-mRNA",0.905,0.86,-0.78,2.59,1.87,0.582,6.03,0.296,1,"lm.nb","NM_000535.6:894"
"ITGA6-mRNA",0.701,0.666,-0.604,2.01,1.63,0.658,4.02,0.296,1,"lm.nb","NM_001316306.1:1982"
"MET-mRNA",0.914,0.87,-0.791,2.62,1.88,0.578,6.15,0.297,1,"lm.nb","NM_000245.2:1488"
"CXCR2-mRNA",-0.874,0.84,-2.52,0.771,0.545,0.174,1.71,0.301,1,"lm.nb","NM_001557.3:409"
"CD40-mRNA",0.875,0.844,-0.778,2.53,1.83,0.583,5.77,0.303,1,"lm.nb","NM_001250.5:166"
"HRAS-mRNA",0.67,0.651,-0.607,1.95,1.59,0.657,3.86,0.307,1,"lm.nb","NM_005343.3:842"
"PSMB9-mRNA",-0.958,0.933,-2.79,0.872,0.515,0.145,1.83,0.309,1,"lm.nb","NM_002800.4:394"
"BID-mRNA",0.537,0.533,-0.507,1.58,1.45,0.704,2.99,0.317,1,"lm.nb","NM_001196.3:1604"
"MB21D1-mRNA",-0.687,0.683,-2.03,0.653,0.621,0.246,1.57,0.319,1,"lm.nb","NM_138441.2:1198"
"GLS-mRNA",0.49,0.488,-0.467,1.45,1.4,0.723,2.73,0.319,1,"lm.nb","NM_014905.4:165"
"APOL6-mRNA",-0.898,0.895,-2.65,0.857,0.537,0.159,1.81,0.32,1,"lm.nb","NM_030641.3:289"
"CD44-mRNA",0.993,0.993,-0.954,2.94,1.99,0.516,7.67,0.321,1,"lm.nb","NM_001001392.1:566"
"BBC3-mRNA",-0.72,0.722,-2.14,0.695,0.607,0.228,1.62,0.322,1,"lm.nb","NM_014417.4:1310"
"PTPN11-mRNA",0.384,0.385,-0.37,1.14,1.3,0.774,2.2,0.322,1,"lm.nb","NM_001330437.1:228"
"TNFRSF14-mRNA",-0.627,0.63,-1.86,0.608,0.647,0.275,1.52,0.323,1,"lm.nb","NM_003820.3:503"
"P4HA1-mRNA",-0.485,0.487,-1.44,0.47,0.715,0.369,1.39,0.323,1,"lm.nb","NM_000917.3:805"
"ICAM3-mRNA",-0.453,0.465,-1.36,0.459,0.731,0.388,1.37,0.334,1,"lm.nb","NM_002162.3:1225"
"VEGFB-mRNA",-0.471,0.49,-1.43,0.489,0.721,0.371,1.4,0.339,1,"lm.nb","NM_003377.3:687"
"NFKB2-mRNA",0.421,0.44,-0.441,1.28,1.34,0.737,2.43,0.342,1,"lm.nb","NM_001077494.3:1986"
"ITGAV-mRNA",0.706,0.737,-0.739,2.15,1.63,0.599,4.44,0.342,1,"lm.nb","NM_001144999.2:2701"
"ENO1-mRNA",0.855,0.893,-0.896,2.61,1.81,0.537,6.09,0.342,1,"lm.nb","NM_001428.3:782"
"API5-mRNA",0.728,0.779,-0.798,2.25,1.66,0.575,4.77,0.353,1,"lm.nb","NM_001142930.1:1552"
"ITGB8-mRNA",1.72,1.86,-1.92,5.37,3.3,0.264,41.4,0.357,1,"loglinear","NM_002214.2:2609"
"TRIM21-mRNA",0.877,0.95,-0.985,2.74,1.84,0.505,6.68,0.359,1,"lm.nb","NM_003141.3:1190"
"MLH1-mRNA",0.376,0.408,-0.423,1.17,1.3,0.746,2.26,0.36,1,"lm.nb","NM_000249.2:1605"
"BAMBI-mRNA",-0.646,0.702,-2.02,0.729,0.639,0.246,1.66,0.36,1,"lm.nb","NM_012342.2:824"
"LAMB3-mRNA",-0.914,0.998,-2.87,1.04,0.531,0.137,2.06,0.363,1,"lm.nb","NM_000228.2:3350"
"PIAS4-mRNA",-0.501,0.554,-1.59,0.585,0.707,0.333,1.5,0.369,1,"lm.nb","NM_015897.2:454"
"RELB-mRNA",0.727,0.816,-0.872,2.33,1.66,0.546,5.02,0.376,1,"lm.nb","NM_006509.3:956"
"JAK2-mRNA",-0.557,0.636,-1.8,0.69,0.68,0.286,1.61,0.384,1,"lm.nb","NM_004972.2:455"
"ALDOA-mRNA",0.608,0.696,-0.757,1.97,1.52,0.592,3.93,0.386,1,"lm.nb","NM_000034.3:2049"
"TAPBP-mRNA",-0.54,0.623,-1.76,0.682,0.688,0.295,1.6,0.389,1,"lm.nb","NM_003190.4:1082"
"CD276-mRNA",0.792,0.918,-1.01,2.59,1.73,0.497,6.03,0.392,1,"lm.nb","NM_001024736.1:2119"
"TLR5-mRNA",-0.59,0.688,-1.94,0.758,0.664,0.261,1.69,0.394,1,"lm.nb","NM_003268.5:2570"
"SRP54-mRNA",0.581,0.681,-0.754,1.92,1.5,0.593,3.78,0.397,1,"lm.nb","NM_001146282.1:951"
"CCND2-mRNA",1.06,1.26,-1.41,3.54,2.09,0.376,11.6,0.403,1,"lm.nb","NM_001759.2:5825"
"IGF2R-mRNA",0.816,0.969,-1.08,2.71,1.76,0.472,6.56,0.403,1,"lm.nb","NM_000876.2:7820"
"RPS6KB1-mRNA",-0.354,0.422,-1.18,0.474,0.783,0.441,1.39,0.405,1,"lm.nb","NM_001272042.1:2451"
"TGFBR1-mRNA",-0.463,0.557,-1.56,0.63,0.726,0.34,1.55,0.409,1,"lm.nb","NM_001130916.2:3011"
"MSH2-mRNA",0.433,0.527,-0.599,1.46,1.35,0.66,2.76,0.414,1,"lm.nb","NM_000251.1:2514"
"NRAS-mRNA",0.402,0.498,-0.574,1.38,1.32,0.672,2.6,0.422,1,"lm.nb","NM_002524.4:2168"
"MTOR-mRNA",0.639,0.798,-0.925,2.2,1.56,0.527,4.61,0.426,1,"lm.nb","NM_004958.3:3444"
"ATM-mRNA",-0.707,0.884,-2.44,1.03,0.612,0.184,2.04,0.427,1,"lm.nb","NM_000051.3:393"
"BCL2-mRNA",-0.759,0.957,-2.64,1.12,0.591,0.161,2.17,0.43,1,"lm.nb","NM_000633.2:1525"
"CCND1-mRNA",0.624,0.794,-0.933,2.18,1.54,0.524,4.53,0.435,1,"lm.nb","NM_053056.2:857"
"IFIH1-mRNA",-0.673,0.869,-2.38,1.03,0.627,0.193,2.04,0.441,1,"lm.nb","NM_022168.3:3250"
"BMP2-mRNA",-0.463,0.599,-1.64,0.712,0.725,0.321,1.64,0.443,1,"lm.nb","NM_001200.3:1193"
"PIK3R1-mRNA",-0.762,0.99,-2.7,1.18,0.59,0.154,2.26,0.444,1,"lm.nb","NM_001242466.1:889"
"LDHB-mRNA",0.717,0.942,-1.13,2.56,1.64,0.457,5.91,0.449,1,"lm.nb","NM_001174097.2:1200"
"KRAS-mRNA",0.291,0.388,-0.47,1.05,1.22,0.722,2.07,0.456,1,"lm.nb","NM_004985.3:1790"
"OLFML2B-mRNA",-0.57,0.769,-2.08,0.938,0.674,0.237,1.92,0.461,1,"lm.nb","NM_015441.1:2920"
"HDAC3-mRNA",0.605,0.835,-1.03,2.24,1.52,0.489,4.73,0.472,1,"lm.nb","NM_003883.3:1464"
"SMAP1-mRNA",0.538,0.749,-0.93,2.01,1.45,0.525,4.02,0.475,1,"lm.nb","NM_001044305.2:823"
"MICA-mRNA",0.598,0.835,-1.04,2.23,1.51,0.487,4.71,0.477,1,"lm.nb","NM_000247.1:550"
"TAP2-mRNA",-0.473,0.665,-1.78,0.83,0.72,0.292,1.78,0.479,1,"lm.nb","NM_018833.2:912"
"IRF7-mRNA",-0.467,0.658,-1.76,0.823,0.724,0.296,1.77,0.481,1,"lm.nb","NM_004029.2:1705"
"GPR160-mRNA",0.889,1.26,-1.59,3.37,1.85,0.333,10.3,0.484,1,"lm.nb","NM_014373.1:760"
"CASP9-mRNA",-0.434,0.62,-1.65,0.781,0.74,0.319,1.72,0.486,1,"lm.nb","XM_011542270.1:326"
"AKT1-mRNA",0.56,0.802,-1.01,2.13,1.47,0.496,4.38,0.488,1,"lm.nb","NM_005163.2:2207"
"IFI27-mRNA",-0.581,0.847,-2.24,1.08,0.669,0.212,2.11,0.495,1,"lm.nb","NM_005532.3:390"
"RASAL1-mRNA",0.418,0.61,-0.777,1.61,1.34,0.583,3.06,0.495,1,"lm.nb","NM_001193520.1:3097"
"SERPINA1-mRNA",1.47,2.15,-2.75,5.69,2.77,0.149,51.5,0.496,1,"loglinear","NM_001127702.1:963"
"HLA-DRB5-mRNA",-1.5,2.19,-5.79,2.8,0.355,0.0181,6.96,0.497,1,"loglinear","NM_002125.3:135"
"MAML2-mRNA",-0.45,0.66,-1.74,0.844,0.732,0.299,1.79,0.498,1,"lm.nb","NM_032427.1:4125"
"CXCL16-mRNA",0.651,0.961,-1.23,2.53,1.57,0.426,5.79,0.5,1,"lm.nb","NM_001100812.1:743"
"DNMT1-mRNA",0.511,0.754,-0.967,1.99,1.42,0.511,3.97,0.501,1,"lm.nb","NM_001130823.2:2500"
"NFATC2-mRNA",-0.526,0.786,-2.07,1.02,0.695,0.239,2.02,0.506,1,"lm.nb","NM_173091.2:1840"
"H2AFX-mRNA",-0.488,0.732,-1.92,0.947,0.713,0.264,1.93,0.507,1,"lm.nb","NM_002105.2:521"
"ARID1A-mRNA",-0.592,0.899,-2.35,1.17,0.663,0.196,2.25,0.513,1,"lm.nb","NM_006015.4:1670"
"TYMP-mRNA",-0.452,0.69,-1.8,0.899,0.731,0.286,1.87,0.514,1,"lm.nb","NM_001113755.2:645"
"DPP4-mRNA",0.797,1.23,-1.61,3.2,1.74,0.328,9.22,0.519,1,"lm.nb","NM_001935.3:1861"
"MAP3K7-mRNA",0.273,0.424,-0.557,1.1,1.21,0.68,2.15,0.521,1,"lm.nb","NM_003188.3:1178"
"GOT1-mRNA",0.481,0.759,-1.01,1.97,1.4,0.497,3.92,0.529,1,"lm.nb","NM_002079.2:568"
"IL12RB2-mRNA",-0.683,1.08,-2.8,1.44,0.623,0.143,2.71,0.53,1,"lm.nb","NM_001319233.1:880"
"AREG-mRNA",1.34,2.13,-2.84,5.52,2.53,0.14,45.8,0.532,1,"loglinear","NM_001657.3:717"
"IL6-mRNA",0.653,1.04,-1.39,2.69,1.57,0.382,6.47,0.532,1,"lm.nb","NM_000600.3:484"
"DAB2-mRNA",0.427,0.684,-0.914,1.77,1.34,0.531,3.41,0.534,1,"lm.nb","NM_001244871.1:2475"
"TGFB1-mRNA",0.385,0.619,-0.829,1.6,1.31,0.563,3.03,0.536,1,"lm.nb","NM_000660.4:1473"
"CCL7-mRNA",-0.543,0.874,-2.26,1.17,0.686,0.209,2.25,0.537,1,"lm.nb","NM_006273.3:588"
"F2RL1-mRNA",-0.663,1.08,-2.78,1.45,0.631,0.146,2.73,0.541,1,"lm.nb","NM_005242.4:1388"
"BATF3-mRNA",-0.456,0.745,-1.92,1,0.729,0.265,2.01,0.543,1,"lm.nb","NM_018664.2:725"
"RB1-mRNA",0.568,0.946,-1.29,2.42,1.48,0.41,5.36,0.55,1,"lm.nb","NM_000321.2:2769"
"NECTIN1-mRNA",0.389,0.65,-0.886,1.66,1.31,0.541,3.17,0.552,1,"lm.nb","NM_002855.4:357"
"TTC30A-mRNA",0.217,0.363,-0.494,0.928,1.16,0.71,1.9,0.552,1,"lm.nb","NM_152275.3:2492"
"NFKBIE-mRNA",-0.331,0.559,-1.43,0.765,0.795,0.372,1.7,0.556,1,"lm.nb","NM_004556.2:876"
"SAMD9-mRNA",-0.35,0.605,-1.54,0.836,0.784,0.345,1.78,0.565,1,"lm.nb","NM_017654.3:490"
"MYC-mRNA",-0.566,0.999,-2.52,1.39,0.675,0.174,2.62,0.573,1,"lm.nb","NM_002467.3:1615"
"RELA-mRNA",0.383,0.686,-0.962,1.73,1.3,0.513,3.31,0.579,1,"lm.nb","NM_021975.3:1990"
"RAD50-mRNA",0.549,0.984,-1.38,2.48,1.46,0.384,5.57,0.579,1,"lm.nb","NM_005732.3:1357"
"NBN-mRNA",0.53,0.951,-1.33,2.39,1.44,0.397,5.25,0.579,1,"lm.nb","NM_002485.4:1046"
"OAS3-mRNA",-0.313,0.562,-1.42,0.79,0.805,0.375,1.73,0.58,1,"lm.nb","NM_006187.3:2354"
"MS4A1-mRNA",-0.387,0.698,-1.76,0.981,0.764,0.296,1.97,0.581,1,"lm.nb","NM_021950.3:161"
"IFNGR2-mRNA",0.449,0.815,-1.15,2.05,1.37,0.452,4.13,0.583,1,"lm.nb","NM_005534.3:1963"
"ARNT2-mRNA",-0.602,1.1,-2.75,1.55,0.659,0.148,2.92,0.585,1,"lm.nb","NM_014862.3:1133"
"IRF9-mRNA",-0.334,0.619,-1.55,0.879,0.793,0.342,1.84,0.591,1,"lm.nb","NM_006084.4:723"
"STAT1-mRNA",-0.29,0.548,-1.36,0.785,0.818,0.388,1.72,0.599,1,"lm.nb","NM_007315.3:239"
"CD68-mRNA",0.333,0.635,-0.912,1.58,1.26,0.531,2.98,0.602,1,"lm.nb","NM_001251.2:1140"
"E2F3-mRNA",0.387,0.746,-1.07,1.85,1.31,0.475,3.6,0.605,1,"lm.nb","NM_001243076.2:2707"
"RPTOR-mRNA",0.361,0.725,-1.06,1.78,1.28,0.48,3.44,0.62,1,"lm.nb","NM_001163034.1:3139"
"SLC2A1-mRNA",-0.281,0.587,-1.43,0.869,0.823,0.371,1.83,0.633,1,"lm.nb","NM_006516.2:264"
"POLD1-mRNA",0.291,0.607,-0.899,1.48,1.22,0.536,2.79,0.633,1,"lm.nb","NM_001256849.1:1356"
"PC-mRNA",-0.376,0.788,-1.92,1.17,0.77,0.264,2.25,0.634,1,"lm.nb","NM_000920.3:262"
"PIK3CA-mRNA",0.31,0.66,-0.982,1.6,1.24,0.506,3.04,0.639,1,"lm.nb","NM_006218.2:3296"
"ISG15-mRNA",-0.431,0.923,-2.24,1.38,0.742,0.212,2.6,0.642,1,"lm.nb","NM_005101.3:305"
"CASP8-mRNA",0.498,1.09,-1.63,2.63,1.41,0.323,6.17,0.648,1,"lm.nb","NM_001228.4:762"
"RPL7A-mRNA",0.381,0.832,-1.25,2.01,1.3,0.42,4.03,0.649,1,"lm.nb","NM_000972.2:657"
"NECTIN2-mRNA",-0.461,1.01,-2.44,1.52,0.726,0.184,2.87,0.649,1,"lm.nb","NM_001042724.1:1120"
"LIF-mRNA",0.555,1.23,-1.85,2.96,1.47,0.278,7.76,0.652,1,"lm.nb","NM_002309.4:3740"
"CCNE1-mRNA",0.31,0.684,-1.03,1.65,1.24,0.489,3.14,0.652,1,"lm.nb","NM_001238.1:1155"
"DUSP5-mRNA",0.377,0.835,-1.26,2.01,1.3,0.418,4.04,0.653,1,"lm.nb","NM_004419.3:675"
"SREBF1-mRNA",0.472,1.06,-1.6,2.55,1.39,0.329,5.84,0.657,1,"lm.nb","NM_001005291.1:1392"
"ERBB2-mRNA",-0.388,0.887,-2.13,1.35,0.764,0.229,2.55,0.663,1,"lm.nb","NM_004448.2:2405"
"CXCL1-mRNA",0.545,1.25,-1.91,3,1.46,0.266,8.02,0.665,1,"lm.nb","NM_001511.3:743"
"RICTOR-mRNA",-0.464,1.07,-2.57,1.64,0.725,0.169,3.11,0.666,1,"lm.nb","NM_001285439.1:117"
"IL6R-mRNA",-0.239,0.56,-1.34,0.859,0.847,0.396,1.81,0.671,1,"lm.nb","NM_000565.3:846"
"MGMT-mRNA",0.304,0.714,-1.1,1.7,1.23,0.468,3.26,0.672,1,"lm.nb","NM_002412.3:323"
"PRKAA2-mRNA",0.305,0.722,-1.11,1.72,1.24,0.463,3.3,0.674,1,"lm.nb","NM_006252.3:4014"
"IL32-mRNA",0.505,1.2,-1.84,2.85,1.42,0.279,7.21,0.674,1,"lm.nb","NM_004221.4:358"
"TPI1-mRNA",0.307,0.733,-1.13,1.74,1.24,0.457,3.35,0.677,1,"lm.nb","NM_000365.5:153"
"SLC1A5-mRNA",0.344,0.824,-1.27,1.96,1.27,0.414,3.89,0.678,1,"lm.nb","NM_001145144.1:648"
"TAPBPL-mRNA",-0.335,0.808,-1.92,1.25,0.793,0.265,2.37,0.68,1,"lm.nb","NM_018009.4:1425"
"DTX4-mRNA",0.355,0.864,-1.34,2.05,1.28,0.396,4.13,0.683,1,"lm.nb","NM_015177.1:4820"
"RPL23-mRNA",0.366,0.937,-1.47,2.2,1.29,0.361,4.6,0.697,1,"lm.nb","NM_000978.3:100"
"ID4-mRNA",-0.475,1.24,-2.9,1.95,0.719,0.134,3.85,0.702,1,"lm.nb","NM_001546.3:2048"
"VHL-mRNA",-0.197,0.52,-1.22,0.822,0.872,0.43,1.77,0.706,1,"lm.nb","NM_198156.1:420"
"TNFRSF10B-mRNA",0.433,1.16,-1.84,2.71,1.35,0.279,6.54,0.711,1,"lm.nb","NM_003842.3:565"
"TCF3-mRNA",0.404,1.09,-1.73,2.54,1.32,0.302,5.8,0.712,1,"lm.nb","NM_003200.3:276"
"TGFBR2-mRNA",-0.238,0.649,-1.51,1.03,0.848,0.351,2.05,0.715,1,"lm.nb","NM_001024847.2:870"
"SMAD5-mRNA",0.157,0.433,-0.691,1.01,1.12,0.619,2.01,0.718,1,"lm.nb","NM_005903.5:5007"
"MAP3K5-mRNA",0.276,0.79,-1.27,1.82,1.21,0.414,3.54,0.728,1,"lm.nb","NM_005923.3:3371"
"IER3-mRNA",0.285,0.863,-1.41,1.98,1.22,0.377,3.94,0.742,1,"lm.nb","NM_003897.3:204"
"NF1-mRNA",0.345,1.05,-1.71,2.4,1.27,0.307,5.26,0.743,1,"lm.nb","NM_000267.3:1260"
"MMP9-mRNA",-0.25,0.766,-1.75,1.25,0.841,0.297,2.38,0.745,1,"lm.nb","NM_004994.2:2011"
"CHUK-mRNA",0.456,1.42,-2.32,3.23,1.37,0.2,9.39,0.748,1,"loglinear","NM_001278.4:3263"
"ICAM1-mRNA",0.298,0.936,-1.54,2.13,1.23,0.345,4.38,0.751,1,"lm.nb","NM_000201.2:2253"
"IFNGR1-mRNA",-0.26,0.817,-1.86,1.34,0.835,0.275,2.53,0.751,1,"lm.nb","NM_000416.2:1025"
"TNF-mRNA",0.199,0.631,-1.04,1.44,1.15,0.487,2.7,0.753,1,"lm.nb","NM_000594.3:1366"
"GPC4-mRNA",0.224,0.73,-1.21,1.66,1.17,0.433,3.15,0.76,1,"lm.nb","NM_001448.2:820"
"FZD8-mRNA",-0.181,0.592,-1.34,0.98,0.882,0.395,1.97,0.761,1,"lm.nb","NM_031866.1:890"
"NFKBIA-mRNA",-0.294,0.989,-2.23,1.64,0.816,0.213,3.13,0.767,1,"lm.nb","NM_020529.2:1361"
"CXCL2-mRNA",0.336,1.14,-1.89,2.56,1.26,0.27,5.91,0.768,1,"lm.nb","NM_002089.1:435"
"HMGB1-mRNA",-0.23,0.78,-1.76,1.3,0.852,0.295,2.46,0.769,1,"lm.nb","NM_002128.5:3400"
"PARP4-mRNA",0.128,0.452,-0.759,1.01,1.09,0.591,2.02,0.778,1,"lm.nb","NM_006437.3:1399"
"PIK3R2-mRNA",-0.169,0.605,-1.36,1.02,0.889,0.391,2.02,0.781,1,"lm.nb","NM_005027.3:344"
"FLNB-mRNA",-0.257,0.925,-2.07,1.56,0.837,0.238,2.94,0.782,1,"lm.nb","NM_001164319.1:8980"
"CENPF-mRNA",0.258,0.974,-1.65,2.17,1.2,0.318,4.49,0.792,1,"lm.nb","NM_016343.3:9260"
"IFI35-mRNA",-0.201,0.762,-1.69,1.29,0.87,0.309,2.45,0.793,1,"lm.nb","NM_005533.4:729"
"RBL2-mRNA",-0.227,0.866,-1.92,1.47,0.854,0.263,2.77,0.794,1,"lm.nb","NM_001323611.1:1085"
"DTX3L-mRNA",0.171,0.668,-1.14,1.48,1.13,0.455,2.79,0.798,1,"lm.nb","NM_138287.3:1543"
"TP53-mRNA",0.284,1.14,-1.95,2.52,1.22,0.259,5.72,0.804,1,"lm.nb","NM_000546.2:1330"
"TNKS-mRNA",-0.261,1.05,-2.32,1.8,0.834,0.2,3.48,0.805,1,"lm.nb","NM_003747.2:1948"
"BRD4-mRNA",-0.271,1.11,-2.44,1.9,0.829,0.185,3.72,0.807,1,"lm.nb","NM_001330384.1:2083"
"CD70-mRNA",0.223,0.912,-1.56,2.01,1.17,0.338,4.03,0.808,1,"lm.nb","NM_001252.3:420"
"BIRC3-mRNA",-0.168,0.689,-1.52,1.18,0.89,0.349,2.27,0.808,1,"lm.nb","NM_001165.4:6567"
"BRD3-mRNA",0.179,0.756,-1.3,1.66,1.13,0.406,3.16,0.813,1,"lm.nb","NM_007371.3:2621"
"BNIP3L-mRNA",0.233,1.01,-1.74,2.21,1.18,0.299,4.61,0.817,1,"lm.nb","NM_001330491.1:2559"
"PLA1A-mRNA",0.183,0.819,-1.42,1.79,1.14,0.373,3.45,0.824,1,"lm.nb","NM_015900.2:1250"
"PFKM-mRNA",0.0882,0.398,-0.691,0.867,1.06,0.619,1.82,0.825,1,"lm.nb","NM_000289.5:2672"
"ICOSLG-mRNA",0.161,0.771,-1.35,1.67,1.12,0.392,3.19,0.835,1,"lm.nb","NM_015259.4:1190"
"RNLS-mRNA",0.163,0.805,-1.41,1.74,1.12,0.375,3.34,0.84,1,"lm.nb","NM_001031709.2:726"
"TLR3-mRNA",-0.162,0.847,-1.82,1.5,0.894,0.283,2.82,0.849,1,"lm.nb","NM_003265.2:37"
"RIPK1-mRNA",0.151,0.808,-1.43,1.73,1.11,0.371,3.33,0.853,1,"lm.nb","NM_003804.3:1304"
"KIR2DL3-mRNA",0.152,0.824,-1.46,1.77,1.11,0.363,3.4,0.854,1,"lm.nb","NM_015868.2:145"
"CDK2-mRNA",0.131,0.718,-1.28,1.54,1.1,0.413,2.9,0.856,1,"lm.nb","NM_001290230.1:1543"
"PROM1-mRNA",-0.166,0.931,-1.99,1.66,0.891,0.251,3.16,0.859,1,"lm.nb","NM_001145847.1:596"
"SBNO2-mRNA",-0.157,0.931,-1.98,1.67,0.897,0.253,3.18,0.867,1,"lm.nb","NM_001100122.1:1686"
"ROCK1-mRNA",-0.14,0.859,-1.82,1.54,0.907,0.283,2.91,0.871,1,"lm.nb","NM_005406.2:3796"
"CCL20-mRNA",-0.268,1.8,-3.79,3.26,0.831,0.0721,9.56,0.882,1,"loglinear","NM_001130046.1:295"
"HK2-mRNA",0.0717,0.507,-0.921,1.06,1.05,0.528,2.09,0.888,1,"lm.nb","NM_000189.4:2883"
"TNFRSF10D-mRNA",-0.0879,0.695,-1.45,1.27,0.941,0.366,2.42,0.9,1,"lm.nb","NM_003840.4:838"
"PSMB10-mRNA",-0.0936,0.795,-1.65,1.46,0.937,0.318,2.76,0.907,1,"lm.nb","NM_002801.3:249"
"CTNNB1-mRNA",-0.0918,0.821,-1.7,1.52,0.938,0.307,2.86,0.911,1,"lm.nb","NM_001098209.1:1938"
"ERO1A-mRNA",0.0697,0.645,-1.19,1.33,1.05,0.437,2.52,0.914,1,"lm.nb","NM_014584.2:963"
"MRE11-mRNA",-0.0336,0.33,-0.681,0.614,0.977,0.624,1.53,0.919,1,"lm.nb","NM_001330347.1:2169"
"PRKACB-mRNA",0.107,1.06,-1.97,2.18,1.08,0.256,4.53,0.92,1,"lm.nb","NM_182948.2:805"
"CCND3-mRNA",0.0614,0.68,-1.27,1.4,1.04,0.414,2.63,0.928,1,"lm.nb","NM_001136017.2:760"
"PTEN-mRNA",-0.0721,0.878,-1.79,1.65,0.951,0.289,3.13,0.935,1,"lm.nb","NM_000314.6:6696"
"PARP9-mRNA",-0.0846,1.08,-2.21,2.04,0.943,0.216,4.12,0.938,1,"lm.nb","NM_001146103.1:1188"
"OAS1-mRNA",-0.0726,0.988,-2.01,1.86,0.951,0.248,3.64,0.942,1,"lm.nb","NM_001032409.1:805"
"DDB2-mRNA",-0.0444,0.609,-1.24,1.15,0.97,0.424,2.22,0.942,1,"lm.nb","NM_000107.2:1556"
"APC-mRNA",0.0676,0.968,-1.83,1.96,1.05,0.281,3.9,0.945,1,"lm.nb","NM_001127510.2:462"
"TICAM1-mRNA",-0.0556,0.804,-1.63,1.52,0.962,0.323,2.87,0.945,1,"lm.nb","NM_182919.3:2552"
"SLC7A5-mRNA",-0.0366,0.542,-1.1,1.02,0.975,0.467,2.03,0.946,1,"lm.nb","NM_003486.6:2011"
"HDAC11-mRNA",0.0601,0.924,-1.75,1.87,1.04,0.297,3.66,0.948,1,"lm.nb","NM_001330636.1:865"
"MSH6-mRNA",-0.0381,0.605,-1.22,1.15,0.974,0.428,2.22,0.95,1,"lm.nb","NM_000179.2:1015"
"GLUD1-mRNA",-0.0357,0.572,-1.16,1.09,0.976,0.448,2.12,0.95,1,"lm.nb","NM_005271.2:2680"
"TLR4-mRNA",-0.0506,0.817,-1.65,1.55,0.966,0.318,2.93,0.951,1,"lm.nb","NR_024168.1:2575"
"EIF2AK2-mRNA",-0.0364,0.628,-1.27,1.19,0.975,0.415,2.29,0.954,1,"lm.nb","NM_001135652.2:516"
"NFKB1-mRNA",0.0416,0.728,-1.38,1.47,1.03,0.383,2.77,0.955,1,"lm.nb","NM_003998.3:2920"
"EPCAM-mRNA",0.0624,1.16,-2.2,2.33,1.04,0.217,5.03,0.957,1,"lm.nb","NM_002354.2:499"
"THBS1-mRNA",-0.05,0.95,-1.91,1.81,0.966,0.266,3.51,0.958,1,"lm.nb","NM_003246.2:3816"
"STAT3-mRNA",0.0507,0.982,-1.87,1.97,1.04,0.273,3.93,0.959,1,"lm.nb","NM_003150.3:2936"
"ZEB1-mRNA",-0.0457,0.975,-1.96,1.87,0.969,0.258,3.64,0.963,1,"lm.nb","NM_001128128.2:2292"
"PDK1-mRNA",-0.03,0.65,-1.3,1.24,0.979,0.405,2.37,0.963,1,"lm.nb","NM_002610.3:401"
"TNFRSF1A-mRNA",0.0241,0.533,-1.02,1.07,1.02,0.493,2.1,0.964,1,"lm.nb","NM_001065.2:515"
"EIF2B4-mRNA",-0.0241,0.581,-1.16,1.11,0.983,0.447,2.17,0.967,1,"lm.nb","NM_001034116.1:1258"
"IRF3-mRNA",0.0334,0.98,-1.89,1.95,1.02,0.27,3.88,0.973,1,"lm.nb","NM_001197122.1:607"
"TLR1-mRNA",-0.0308,0.99,-1.97,1.91,0.979,0.255,3.75,0.975,1,"lm.nb","NM_003263.3:696"
"IFNAR1-mRNA",0.0149,0.553,-1.07,1.1,1.01,0.477,2.14,0.979,1,"lm.nb","NM_000629.2:461"
"CD47-mRNA",0.0186,0.803,-1.56,1.59,1.01,0.34,3.02,0.982,1,"lm.nb","NM_001777.3:901"
"CASP3-mRNA",0.00903,0.584,-1.13,1.15,1.01,0.455,2.22,0.988,1,"lm.nb","NM_032991.2:1002"
"CXCL8-mRNA",-0.00342,1.12,-2.2,2.2,0.998,0.217,4.58,0.998,1,"lm.nb","NM_000584.3:170"
"CXCL6-mRNA",-0.00116,1.02,-2,2,0.999,0.25,3.99,0.999,1,"lm.nb","NM_002993.3:308"
"PFKFB3-mRNA",1.42e-15,0.536,-1.05,1.05,1,0.483,2.07,1,1,"lm.nb","NM_004566.3:1925"
