"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"RIPK1-mRNA",-0.767,0.448,-1.65,0.111,0.587,0.32,1.08,0.0965,1,"lm.nb","NM_003804.3:1304"
"BNIP3L-mRNA",-0.682,0.4,-1.47,0.102,0.623,0.362,1.07,0.0978,1,"lm.nb","NM_001330491.1:2559"
"CXCL1-mRNA",0.732,0.431,-0.113,1.58,1.66,0.925,2.98,0.0991,1,"lm.nb","NM_001511.3:743"
"CD44-mRNA",0.896,0.531,-0.145,1.94,1.86,0.905,3.83,0.101,1,"lm.nb","NM_001001392.1:566"
"TLR2-mRNA",-0.863,0.512,-1.87,0.139,0.55,0.274,1.1,0.101,1,"lm.nb","NM_001318787.1:484"
"ICAM3-mRNA",0.564,0.337,-0.0962,1.22,1.48,0.936,2.34,0.104,1,"lm.nb","NM_002162.3:1225"
"EZH2-mRNA",0.344,0.206,-0.0595,0.747,1.27,0.96,1.68,0.104,1,"lm.nb","NM_004456.4:1596"
"ALDOC-mRNA",0.776,0.465,-0.136,1.69,1.71,0.91,3.22,0.105,1,"lm.nb","NM_005165.2:335"
"CXCL6-mRNA",0.909,0.546,-0.161,1.98,1.88,0.895,3.94,0.106,1,"lm.nb","NM_002993.3:308"
"FYN-mRNA",-0.858,0.516,-1.87,0.154,0.552,0.274,1.11,0.106,1,"lm.nb","NM_002037.5:2125"
"CHUK-mRNA",-1.88,1.13,-4.1,0.339,0.272,0.0585,1.26,0.107,1,"loglinear","NM_001278.4:3263"
"NFKB1-mRNA",-0.723,0.436,-1.58,0.132,0.606,0.335,1.1,0.107,1,"lm.nb","NM_003998.3:2920"
"DPP4-mRNA",-0.826,0.499,-1.8,0.153,0.564,0.286,1.11,0.108,1,"lm.nb","NM_001935.3:1861"
"PIAS4-mRNA",0.647,0.393,-0.123,1.42,1.57,0.918,2.67,0.109,1,"lm.nb","NM_015897.2:454"
"PLOD2-mRNA",0.346,0.21,-0.0662,0.759,1.27,0.955,1.69,0.11,1,"lm.nb","NM_182943.2:2588"
"EPM2AIP1-mRNA",-0.659,0.403,-1.45,0.13,0.633,0.366,1.09,0.112,1,"lm.nb","NM_014805.3:1322"
"ITGA6-mRNA",-0.64,0.393,-1.41,0.131,0.642,0.376,1.1,0.114,1,"lm.nb","NM_001316306.1:1982"
"ARG2-mRNA",0.433,0.268,-0.0931,0.958,1.35,0.938,1.94,0.117,1,"lm.nb","NM_001172.3:512"
"PCK2-mRNA",0.377,0.234,-0.0821,0.836,1.3,0.945,1.79,0.117,1,"lm.nb","NM_001018073.2:1307"
"TNFRSF14-mRNA",-0.522,0.329,-1.17,0.123,0.696,0.445,1.09,0.123,1,"lm.nb","NM_003820.3:503"
"OASL-mRNA",0.93,0.593,-0.232,2.09,1.91,0.852,4.26,0.127,1,"lm.nb","NM_003733.2:1570"
"MYC-mRNA",-1.02,0.653,-2.3,0.257,0.492,0.203,1.2,0.127,1,"lm.nb","NM_002467.3:1615"
"STC1-mRNA",0.675,0.436,-0.18,1.53,1.6,0.883,2.89,0.132,1,"lm.nb","NM_003155.2:2172"
"JAK1-mRNA",-0.513,0.332,-1.16,0.138,0.701,0.447,1.1,0.132,1,"lm.nb","NM_002227.1:285"
"KIF2C-mRNA",1.09,0.711,-0.299,2.49,2.13,0.813,5.6,0.134,1,"lm.nb","NM_006845.2:1020"
"BAD-mRNA",0.554,0.362,-0.155,1.26,1.47,0.898,2.4,0.136,1,"lm.nb","NM_004322.3:963"
"HEY1-mRNA",-0.678,0.443,-1.55,0.191,0.625,0.342,1.14,0.136,1,"lm.nb","NM_001040708.1:1859"
"HELLS-mRNA",0.697,0.456,-0.197,1.59,1.62,0.872,3.01,0.136,1,"lm.nb","NM_001289067.1:191"
"UBA7-mRNA",-0.379,0.248,-0.866,0.108,0.769,0.549,1.08,0.137,1,"lm.nb","NM_003335.2:580"
"FPR3-mRNA",-1.04,0.68,-2.37,0.295,0.487,0.194,1.23,0.137,1,"lm.nb","NM_002030.4:733"
"IFNGR1-mRNA",-1.46,0.96,-3.34,0.42,0.363,0.0987,1.34,0.138,1,"loglinear","NM_000416.2:1025"
"TNFRSF9-mRNA",-0.983,0.651,-2.26,0.294,0.506,0.209,1.23,0.141,1,"lm.nb","NM_001561.5:567"
"TBXAS1-mRNA",-0.567,0.38,-1.31,0.177,0.675,0.403,1.13,0.145,1,"lm.nb","NM_001061.4:709"
"ISG15-mRNA",-0.826,0.555,-1.91,0.261,0.564,0.265,1.2,0.146,1,"lm.nb","NM_005101.3:305"
"POLD1-mRNA",0.458,0.308,-0.146,1.06,1.37,0.904,2.09,0.147,1,"lm.nb","NM_001256849.1:1356"
"TTC30A-mRNA",0.287,0.193,-0.0922,0.666,1.22,0.938,1.59,0.148,1,"lm.nb","NM_152275.3:2492"
"PIK3CA-mRNA",-1.32,0.896,-3.07,0.437,0.401,0.119,1.35,0.151,1,"loglinear","NM_006218.2:3296"
"STAT3-mRNA",-0.997,0.679,-2.33,0.334,0.501,0.199,1.26,0.152,1,"lm.nb","NM_003150.3:2936"
"CXCL3-mRNA",-0.724,0.497,-1.7,0.25,0.605,0.308,1.19,0.155,1,"lm.nb","NM_002090.2:467"
"RELN-mRNA",-0.99,0.682,-2.33,0.346,0.503,0.199,1.27,0.156,1,"lm.nb","NM_005045.3:988"
"SPRY4-mRNA",-0.902,0.621,-2.12,0.316,0.535,0.23,1.24,0.156,1,"lm.nb","NM_030964.3:1900"
"TNKS-mRNA",-0.999,0.689,-2.35,0.352,0.5,0.196,1.28,0.157,1,"lm.nb","NM_003747.2:1948"
"AXIN1-mRNA",0.659,0.458,-0.239,1.56,1.58,0.847,2.94,0.16,1,"lm.nb","NM_181050.1:2742"
"RBL2-mRNA",-0.77,0.536,-1.82,0.28,0.586,0.283,1.21,0.16,1,"lm.nb","NM_001323611.1:1085"
"HERC6-mRNA",-0.754,0.529,-1.79,0.284,0.593,0.289,1.22,0.164,1,"lm.nb","NM_001165136.1:883"
"IRF5-mRNA",0.585,0.418,-0.235,1.4,1.5,0.85,2.65,0.171,1,"lm.nb","NM_002200.3:1845"
"IGF2R-mRNA",-1.73,1.24,-4.15,0.696,0.302,0.0563,1.62,0.172,1,"loglinear","NM_000876.2:7820"
"FLNB-mRNA",-0.899,0.648,-2.17,0.37,0.536,0.222,1.29,0.174,1,"lm.nb","NM_001164319.1:8980"
"THBD-mRNA",0.741,0.534,-0.306,1.79,1.67,0.809,3.45,0.175,1,"lm.nb","NM_000361.2:1674"
"HAVCR2-mRNA",-0.663,0.482,-1.61,0.282,0.632,0.328,1.22,0.179,1,"lm.nb","NM_032782.3:955"
"MAP3K7-mRNA",-0.32,0.234,-0.779,0.139,0.801,0.583,1.1,0.181,1,"lm.nb","NM_003188.3:1178"
"MKI67-mRNA",2.1,1.55,-0.947,5.14,4.27,0.519,35.2,0.187,1,"loglinear","NM_002417.2:2005"
"ENTPD1-mRNA",-0.848,0.633,-2.09,0.392,0.556,0.235,1.31,0.189,1,"lm.nb","NM_001098175.1:1418"
"PIK3CD-mRNA",0.453,0.341,-0.216,1.12,1.37,0.861,2.18,0.194,1,"lm.nb","NM_001350234.1:664"
"BMP2-mRNA",-0.341,0.262,-0.854,0.173,0.79,0.553,1.13,0.203,1,"lm.nb","NM_001200.3:1193"
"TYMS-mRNA",0.554,0.429,-0.286,1.39,1.47,0.82,2.63,0.206,1,"lm.nb","NM_001071.1:395"
"BNIP3-mRNA",0.49,0.381,-0.256,1.24,1.4,0.837,2.36,0.207,1,"lm.nb","NM_004052.3:116"
"SBNO2-mRNA",-0.832,0.657,-2.12,0.456,0.562,0.23,1.37,0.215,1,"lm.nb","NM_001100122.1:1686"
"MRE11-mRNA",-0.2,0.158,-0.51,0.111,0.871,0.702,1.08,0.216,1,"lm.nb","NM_001330347.1:2169"
"MFGE8-mRNA",-0.457,0.364,-1.17,0.257,0.728,0.444,1.2,0.219,1,"lm.nb","NM_001114614.1:328"
"EGFR-mRNA",-1.5,1.21,-3.86,0.873,0.355,0.0687,1.83,0.225,1,"loglinear","NM_005228.3:2760"
"TLR5-mRNA",0.599,0.486,-0.353,1.55,1.51,0.783,2.93,0.226,1,"lm.nb","NM_003268.5:2570"
"CDKN2A-mRNA",0.665,0.542,-0.397,1.73,1.59,0.759,3.31,0.229,1,"lm.nb","NM_000077.4:1052"
"SMAP1-mRNA",-0.435,0.359,-1.14,0.269,0.74,0.454,1.21,0.235,1,"lm.nb","NM_001044305.2:823"
"SNAI1-mRNA",0.71,0.594,-0.453,1.87,1.64,0.73,3.67,0.24,1,"lm.nb","NM_005985.3:960"
"EIF2AK2-mRNA",-0.34,0.284,-0.896,0.217,0.79,0.537,1.16,0.241,1,"lm.nb","NM_001135652.2:516"
"BBS1-mRNA",0.445,0.372,-0.285,1.17,1.36,0.821,2.26,0.241,1,"lm.nb","NM_024649.4:82"
"RB1-mRNA",-0.639,0.537,-1.69,0.414,0.642,0.31,1.33,0.243,1,"lm.nb","NM_000321.2:2769"
"VCAM1-mRNA",-0.753,0.642,-2.01,0.504,0.593,0.248,1.42,0.249,1,"lm.nb","NM_001078.3:2535"
"CDC20-mRNA",0.77,0.679,-0.561,2.1,1.7,0.678,4.29,0.265,1,"lm.nb","NM_001255.1:915"
"PPARG-mRNA",-0.628,0.554,-1.71,0.458,0.647,0.305,1.37,0.265,1,"lm.nb","NM_005037.5:434"
"ITGB2-mRNA",-0.848,0.754,-2.33,0.63,0.556,0.199,1.55,0.269,1,"lm.nb","NM_000211.3:1412"
"DNMT1-mRNA",0.472,0.421,-0.353,1.3,1.39,0.783,2.46,0.271,1,"lm.nb","NM_001130823.2:2500"
"CD70-mRNA",-0.483,0.431,-1.33,0.362,0.716,0.398,1.29,0.271,1,"lm.nb","NM_001252.3:420"
"FCGR3A/B-mRNA",-0.775,0.696,-2.14,0.589,0.584,0.227,1.5,0.274,1,"lm.nb","NM_000570.4:255"
"TNFSF10-mRNA",-0.793,0.72,-2.2,0.618,0.577,0.217,1.53,0.279,1,"lm.nb","NM_003810.3:155"
"CDKN2B-mRNA",0.464,0.424,-0.368,1.3,1.38,0.775,2.46,0.282,1,"lm.nb","NM_004936.3:906"
"CD3D-mRNA",-0.705,0.651,-1.98,0.572,0.614,0.253,1.49,0.287,1,"lm.nb","NM_000732.4:127"
"CCND3-mRNA",0.379,0.351,-0.31,1.07,1.3,0.807,2.1,0.289,1,"lm.nb","NM_001136017.2:760"
"JAK2-mRNA",-0.468,0.436,-1.32,0.386,0.723,0.4,1.31,0.291,1,"lm.nb","NM_004972.2:455"
"BCL2L1-mRNA",-0.332,0.313,-0.946,0.282,0.794,0.519,1.22,0.297,1,"lm.nb","NM_001191.3:1421"
"NFKB2-mRNA",0.231,0.221,-0.201,0.664,1.17,0.87,1.58,0.303,1,"lm.nb","NM_001077494.3:1986"
"RIPK2-mRNA",-0.406,0.388,-1.17,0.355,0.754,0.445,1.28,0.303,1,"lm.nb","NM_003821.5:1306"
"TPI1-mRNA",-0.205,0.197,-0.59,0.181,0.868,0.664,1.13,0.306,1,"lm.nb","NM_000365.5:153"
"ZC3H12A-mRNA",0.539,0.523,-0.486,1.56,1.45,0.714,2.96,0.31,1,"lm.nb","NM_025079.2:1379"
"CASP9-mRNA",0.372,0.361,-0.336,1.08,1.29,0.792,2.11,0.311,1,"lm.nb","XM_011542270.1:326"
"MET-mRNA",-0.522,0.515,-1.53,0.489,0.697,0.346,1.4,0.319,1,"lm.nb","NM_000245.2:1488"
"IRF3-mRNA",-0.574,0.575,-1.7,0.552,0.672,0.308,1.47,0.325,1,"lm.nb","NM_001197122.1:607"
"PRKCA-mRNA",-0.342,0.344,-1.02,0.331,0.789,0.495,1.26,0.327,1,"lm.nb","NM_002737.2:818"
"CDH2-mRNA",-0.35,0.356,-1.05,0.349,0.785,0.484,1.27,0.334,1,"lm.nb","NM_001792.3:3067"
"ICAM1-mRNA",-0.5,0.516,-1.51,0.512,0.707,0.351,1.43,0.34,1,"lm.nb","NM_000201.2:2253"
"BRCA2-mRNA",0.62,0.644,-0.641,1.88,1.54,0.641,3.69,0.342,1,"lm.nb","NM_000059.3:1373"
"PRKAA2-mRNA",-0.271,0.282,-0.824,0.281,0.828,0.565,1.22,0.343,1,"lm.nb","NM_006252.3:4014"
"BIRC5-mRNA",0.798,0.829,-0.828,2.42,1.74,0.563,5.36,0.343,1,"lm.nb","NM_001168.2:1215"
"TAP2-mRNA",-0.345,0.362,-1.05,0.364,0.787,0.482,1.29,0.347,1,"lm.nb","NM_018833.2:912"
"RSAD2-mRNA",0.553,0.587,-0.596,1.7,1.47,0.661,3.26,0.352,1,"lm.nb","NM_080657.4:1057"
"GPR160-mRNA",-0.646,0.688,-1.99,0.703,0.639,0.251,1.63,0.355,1,"lm.nb","NM_014373.1:760"
"PTCD2-mRNA",0.469,0.504,-0.518,1.46,1.38,0.699,2.74,0.358,1,"lm.nb","NM_001284403.1:326"
"CTNNB1-mRNA",-0.487,0.527,-1.52,0.546,0.714,0.349,1.46,0.363,1,"lm.nb","NM_001098209.1:1938"
"ITGAE-mRNA",0.32,0.349,-0.363,1,1.25,0.778,2,0.365,1,"lm.nb","NM_002208.4:3647"
"IFIT2-mRNA",-0.488,0.538,-1.54,0.566,0.713,0.344,1.48,0.371,1,"lm.nb","NM_001547.4:1995"
"FSTL3-mRNA",0.728,0.815,-0.87,2.33,1.66,0.547,5.02,0.378,1,"lm.nb","NM_005860.2:255"
"PFKM-mRNA",0.182,0.207,-0.223,0.587,1.13,0.857,1.5,0.386,1,"lm.nb","NM_000289.5:2672"
"CCND2-mRNA",-0.633,0.725,-2.05,0.788,0.645,0.241,1.73,0.389,1,"lm.nb","NM_001759.2:5825"
"TNFRSF10B-mRNA",-0.559,0.644,-1.82,0.702,0.679,0.283,1.63,0.391,1,"lm.nb","NM_003842.3:565"
"FBP1-mRNA",0.264,0.305,-0.334,0.861,1.2,0.794,1.82,0.393,1,"lm.nb","NM_001127628.1:488"
"UBE2C-mRNA",0.758,0.882,-0.97,2.49,1.69,0.51,5.6,0.396,1,"lm.nb","NM_007019.2:445"
"MICB-mRNA",0.263,0.306,-0.337,0.864,1.2,0.792,1.82,0.396,1,"lm.nb","NM_005931.3:1387"
"LAMC2-mRNA",0.682,0.796,-0.878,2.24,1.6,0.544,4.73,0.398,1,"lm.nb","NM_005562.2:1027"
"MAML2-mRNA",-0.326,0.383,-1.08,0.424,0.798,0.474,1.34,0.4,1,"lm.nb","NM_032427.1:4125"
"DUSP5-mRNA",-0.419,0.493,-1.39,0.548,0.748,0.383,1.46,0.402,1,"lm.nb","NM_004419.3:675"
"NBN-mRNA",-0.456,0.541,-1.52,0.604,0.729,0.349,1.52,0.405,1,"lm.nb","NM_002485.4:1046"
"CASP8-mRNA",-0.589,0.709,-1.98,0.8,0.665,0.254,1.74,0.412,1,"lm.nb","NM_001228.4:762"
"ERO1A-mRNA",0.268,0.323,-0.366,0.902,1.2,0.776,1.87,0.413,1,"lm.nb","NM_014584.2:963"
"RPTOR-mRNA",0.401,0.484,-0.549,1.35,1.32,0.684,2.55,0.414,1,"lm.nb","NM_001163034.1:3139"
"CDKN1A-mRNA",-0.291,0.358,-0.992,0.41,0.817,0.503,1.33,0.422,1,"lm.nb","NM_000389.2:1975"
"PDK1-mRNA",-0.314,0.392,-1.08,0.455,0.804,0.472,1.37,0.429,1,"lm.nb","NM_002610.3:401"
"CXCL16-mRNA",-0.406,0.509,-1.4,0.591,0.755,0.378,1.51,0.431,1,"lm.nb","NM_001100812.1:743"
"ANLN-mRNA",0.631,0.795,-0.927,2.19,1.55,0.526,4.56,0.433,1,"lm.nb","NM_018685.2:240"
"CCL2-mRNA",0.591,0.744,-0.868,2.05,1.51,0.548,4.14,0.433,1,"lm.nb","NM_002982.3:303"
"IER3-mRNA",-0.384,0.494,-1.35,0.584,0.766,0.392,1.5,0.443,1,"lm.nb","NM_003897.3:204"
"MSH2-mRNA",0.309,0.398,-0.471,1.09,1.24,0.722,2.13,0.443,1,"lm.nb","NM_000251.1:2514"
"CCNB1-mRNA",0.537,0.704,-0.843,1.92,1.45,0.558,3.78,0.451,1,"lm.nb","NM_031966.2:710"
"RPS6KB1-mRNA",0.161,0.212,-0.254,0.576,1.12,0.838,1.49,0.453,1,"lm.nb","NM_001272042.1:2451"
"ICOSLG-mRNA",0.242,0.322,-0.389,0.874,1.18,0.764,1.83,0.458,1,"lm.nb","NM_015259.4:1190"
"BRCA1-mRNA",0.403,0.545,-0.665,1.47,1.32,0.631,2.77,0.465,1,"lm.nb","NM_007294.3:4677"
"IRF2-mRNA",-0.185,0.251,-0.676,0.306,0.88,0.626,1.24,0.466,1,"lm.nb","NM_002199.3:1624"
"TNFRSF10D-mRNA",-0.29,0.394,-1.06,0.483,0.818,0.479,1.4,0.468,1,"lm.nb","NM_003840.4:838"
"SMAD5-mRNA",-0.166,0.226,-0.609,0.278,0.891,0.656,1.21,0.469,1,"lm.nb","NM_005903.5:5007"
"FANCA-mRNA",0.355,0.485,-0.596,1.3,1.28,0.662,2.47,0.47,1,"lm.nb","NM_001018112.1:580"
"TICAM1-mRNA",-0.36,0.5,-1.34,0.62,0.779,0.395,1.54,0.477,1,"lm.nb","NM_182919.3:2552"
"AXL-mRNA",-0.443,0.617,-1.65,0.766,0.736,0.318,1.7,0.478,1,"lm.nb","NM_001699.4:1535"
"IFNGR2-mRNA",-0.413,0.577,-1.54,0.718,0.751,0.343,1.65,0.479,1,"lm.nb","NM_005534.3:1963"
"IL10RA-mRNA",-0.437,0.613,-1.64,0.764,0.739,0.321,1.7,0.481,1,"lm.nb","NM_001558.2:150"
"TLR1-mRNA",-0.408,0.58,-1.55,0.729,0.754,0.343,1.66,0.487,1,"lm.nb","NM_003263.3:696"
"SREBF1-mRNA",-0.488,0.696,-1.85,0.877,0.713,0.277,1.84,0.489,1,"lm.nb","NM_001005291.1:1392"
"SYK-mRNA",-0.35,0.501,-1.33,0.632,0.784,0.397,1.55,0.489,1,"lm.nb","NM_003177.5:808"
"PFKFB3-mRNA",-0.198,0.284,-0.755,0.358,0.872,0.593,1.28,0.49,1,"lm.nb","NM_004566.3:1925"
"CD40-mRNA",-0.206,0.297,-0.787,0.376,0.867,0.58,1.3,0.493,1,"lm.nb","NM_001250.5:166"
"NF1-mRNA",-0.464,0.671,-1.78,0.851,0.725,0.291,1.8,0.494,1,"lm.nb","NM_000267.3:1260"
"CCND1-mRNA",-0.31,0.452,-1.2,0.576,0.807,0.436,1.49,0.498,1,"lm.nb","NM_053056.2:857"
"CEP55-mRNA",0.591,0.873,-1.12,2.3,1.51,0.46,4.93,0.503,1,"lm.nb","NM_018131.3:570"
"APC-mRNA",-0.364,0.538,-1.42,0.69,0.777,0.374,1.61,0.503,1,"lm.nb","NM_001127510.2:462"
"ITGAV-mRNA",-0.303,0.452,-1.19,0.583,0.81,0.438,1.5,0.507,1,"lm.nb","NM_001144999.2:2701"
"CENPF-mRNA",0.473,0.713,-0.924,1.87,1.39,0.527,3.65,0.512,1,"lm.nb","NM_016343.3:9260"
"IL15-mRNA",0.322,0.487,-0.633,1.28,1.25,0.645,2.42,0.514,1,"lm.nb","NM_000585.4:715"
"TLR4-mRNA",-0.342,0.535,-1.39,0.707,0.789,0.382,1.63,0.528,1,"lm.nb","NR_024168.1:2575"
"RAD50-mRNA",-0.341,0.536,-1.39,0.71,0.789,0.381,1.64,0.529,1,"lm.nb","NM_005732.3:1357"
"TNFAIP6-mRNA",0.335,0.538,-0.72,1.39,1.26,0.607,2.62,0.538,1,"lm.nb","NM_007115.3:165"
"CSF1-mRNA",0.24,0.401,-0.547,1.03,1.18,0.685,2.04,0.555,1,"lm.nb","NM_000757.5:251"
"HK2-mRNA",-0.139,0.233,-0.596,0.319,0.908,0.662,1.25,0.557,1,"lm.nb","NM_000189.4:2883"
"PIK3R2-mRNA",0.182,0.313,-0.432,0.796,1.13,0.741,1.74,0.566,1,"lm.nb","NM_005027.3:344"
"LTBP1-mRNA",0.329,0.569,-0.786,1.44,1.26,0.58,2.72,0.567,1,"lm.nb","NM_000627.3:1970"
"TRAF1-mRNA",0.206,0.366,-0.512,0.923,1.15,0.701,1.9,0.578,1,"lm.nb","NM_001190945.1:712"
"ARNT2-mRNA",-0.405,0.726,-1.83,1.02,0.755,0.282,2.03,0.581,1,"lm.nb","NM_014862.3:1133"
"NOTCH2-mRNA",-0.23,0.425,-1.06,0.603,0.853,0.479,1.52,0.592,1,"lm.nb","NM_024408.3:2842"
"SAMD9-mRNA",-0.168,0.315,-0.785,0.449,0.89,0.58,1.37,0.597,1,"lm.nb","NM_017654.3:490"
"NT5E-mRNA",0.322,0.606,-0.865,1.51,1.25,0.549,2.85,0.598,1,"lm.nb","NM_002526.3:3526"
"FADD-mRNA",0.26,0.491,-0.702,1.22,1.2,0.615,2.33,0.601,1,"lm.nb","NM_003824.3:810"
"ICAM2-mRNA",0.315,0.606,-0.873,1.5,1.24,0.546,2.83,0.607,1,"lm.nb","NM_000873.3:415"
"PC-mRNA",0.206,0.401,-0.58,0.991,1.15,0.669,1.99,0.611,1,"lm.nb","NM_000920.3:262"
"GPSM3-mRNA",-0.32,0.623,-1.54,0.902,0.801,0.343,1.87,0.611,1,"lm.nb","NM_001276501.1:915"
"ITGA2-mRNA",-0.497,1,-2.46,1.46,0.709,0.182,2.76,0.623,1,"loglinear","NM_002203.3:903"
"KRAS-mRNA",0.112,0.226,-0.331,0.554,1.08,0.795,1.47,0.624,1,"lm.nb","NM_004985.3:1790"
"NECTIN1-mRNA",0.202,0.408,-0.598,1,1.15,0.66,2,0.625,1,"lm.nb","NM_002855.4:357"
"LDHB-mRNA",-0.252,0.524,-1.28,0.774,0.839,0.412,1.71,0.633,1,"lm.nb","NM_001174097.2:1200"
"MICA-mRNA",-0.255,0.529,-1.29,0.783,0.838,0.408,1.72,0.634,1,"lm.nb","NM_000247.1:550"
"SPP1-mRNA",-0.313,0.654,-1.59,0.968,0.805,0.331,1.96,0.635,1,"lm.nb","NM_000582.2:760"
"EDN1-mRNA",-0.19,0.4,-0.974,0.594,0.877,0.509,1.51,0.638,1,"lm.nb","NM_001955.2:770"
"PMS2-mRNA",-0.275,0.59,-1.43,0.881,0.826,0.371,1.84,0.644,1,"lm.nb","NM_000535.6:894"
"IKBKB-mRNA",-0.243,0.544,-1.31,0.822,0.845,0.404,1.77,0.657,1,"lm.nb","NM_001190720.2:1891"
"E2F3-mRNA",0.183,0.436,-0.672,1.04,1.13,0.627,2.05,0.678,1,"lm.nb","NM_001243076.2:2707"
"NFATC2-mRNA",0.152,0.375,-0.584,0.887,1.11,0.667,1.85,0.688,1,"lm.nb","NM_173091.2:1840"
"AKT1-mRNA",-0.179,0.451,-1.06,0.705,0.883,0.478,1.63,0.694,1,"lm.nb","NM_005163.2:2207"
"CD47-mRNA",-0.213,0.537,-1.27,0.839,0.863,0.416,1.79,0.694,1,"lm.nb","NM_001777.3:901"
"RPL23-mRNA",-0.207,0.527,-1.24,0.826,0.867,0.424,1.77,0.697,1,"lm.nb","NM_000978.3:100"
"NRAS-mRNA",-0.12,0.309,-0.726,0.486,0.92,0.605,1.4,0.7,1,"lm.nb","NM_002524.4:2168"
"MAP3K5-mRNA",-0.122,0.328,-0.764,0.521,0.919,0.589,1.43,0.713,1,"lm.nb","NM_005923.3:3371"
"TNF-mRNA",-0.168,0.454,-1.06,0.722,0.89,0.481,1.65,0.714,1,"lm.nb","NM_000594.3:1366"
"RPL7A-mRNA",-0.144,0.396,-0.92,0.632,0.905,0.529,1.55,0.719,1,"lm.nb","NM_000972.2:657"
"IL12RB2-mRNA",-0.407,1.13,-2.63,1.81,0.754,0.162,3.51,0.721,1,"loglinear","NM_001319233.1:880"
"WNT5A-mRNA",-0.236,0.658,-1.53,1.05,0.849,0.347,2.08,0.722,1,"lm.nb","NM_003392.3:987"
"P4HA1-mRNA",-0.0664,0.188,-0.435,0.302,0.955,0.74,1.23,0.726,1,"lm.nb","NM_000917.3:805"
"OLFML2B-mRNA",-0.141,0.432,-0.988,0.705,0.907,0.504,1.63,0.746,1,"lm.nb","NM_015441.1:2920"
"SLC1A5-mRNA",-0.157,0.491,-1.12,0.806,0.897,0.46,1.75,0.751,1,"lm.nb","NM_001145144.1:648"
"CDK6-mRNA",0.21,0.667,-1.1,1.52,1.16,0.467,2.86,0.755,1,"lm.nb","NM_001145306.1:1373"
"SLC16A1-mRNA",-0.166,0.533,-1.21,0.879,0.891,0.432,1.84,0.757,1,"lm.nb","NM_003051.3:635"
"MXI1-mRNA",-0.178,0.574,-1.3,0.947,0.884,0.405,1.93,0.758,1,"lm.nb","NM_001008541.1:2037"
"GOT2-mRNA",0.1,0.326,-0.539,0.739,1.07,0.688,1.67,0.761,1,"lm.nb","NM_002080.3:674"
"API5-mRNA",-0.162,0.531,-1.2,0.879,0.894,0.434,1.84,0.762,1,"lm.nb","NM_001142930.1:1552"
"MSH6-mRNA",0.118,0.389,-0.643,0.88,1.09,0.64,1.84,0.763,1,"lm.nb","NM_000179.2:1015"
"EPCAM-mRNA",-0.177,0.583,-1.32,0.965,0.884,0.401,1.95,0.763,1,"lm.nb","NM_002354.2:499"
"HLA-DOA-mRNA",-0.158,0.527,-1.19,0.875,0.896,0.438,1.83,0.766,1,"lm.nb","NM_002119.3:3075"
"FAS-mRNA",0.119,0.403,-0.67,0.908,1.09,0.629,1.88,0.769,1,"lm.nb","NM_000043.3:90"
"MMP7-mRNA",-0.245,0.849,-1.91,1.42,0.844,0.266,2.68,0.775,1,"lm.nb","NM_002423.3:265"
"TNFRSF10C-mRNA",-0.118,0.41,-0.921,0.685,0.922,0.528,1.61,0.775,1,"lm.nb","NM_003841.3:682"
"TP53-mRNA",-0.203,0.734,-1.64,1.24,0.869,0.32,2.36,0.784,1,"lm.nb","NM_000546.2:1330"
"PDZK1IP1-mRNA",-0.185,0.68,-1.52,1.15,0.88,0.349,2.22,0.787,1,"lm.nb","NM_005764.3:229"
"ALDOA-mRNA",-0.0676,0.257,-0.571,0.435,0.954,0.673,1.35,0.794,1,"lm.nb","NM_000034.3:2049"
"S100A8-mRNA",-0.174,0.674,-1.5,1.15,0.886,0.355,2.21,0.798,1,"lm.nb","NM_002964.4:365"
"CD274-mRNA",-0.175,0.692,-1.53,1.18,0.886,0.346,2.27,0.802,1,"lm.nb","NM_014143.3:1243"
"SFXN1-mRNA",-0.0908,0.385,-0.845,0.663,0.939,0.557,1.58,0.815,1,"lm.nb","NM_001322977.1:191"
"TPSAB1/B2-mRNA",0.176,0.747,-1.29,1.64,1.13,0.41,3.12,0.815,1,"lm.nb","NM_003294.3:556"
"IRF7-mRNA",0.0907,0.401,-0.696,0.877,1.06,0.617,1.84,0.823,1,"lm.nb","NM_004029.2:1705"
"CD276-mRNA",-0.125,0.566,-1.23,0.984,0.917,0.425,1.98,0.826,1,"lm.nb","NM_001024736.1:2119"
"TNFRSF11B-mRNA",-0.088,0.421,-0.913,0.736,0.941,0.531,1.67,0.836,1,"lm.nb","NM_002546.3:572"
"CASP3-mRNA",0.0478,0.231,-0.405,0.5,1.03,0.755,1.41,0.837,1,"lm.nb","NM_032991.2:1002"
"GLS-mRNA",-0.0491,0.24,-0.52,0.421,0.967,0.698,1.34,0.839,1,"lm.nb","NM_014905.4:165"
"HIF1A-mRNA",0.129,0.632,-1.11,1.37,1.09,0.463,2.58,0.84,1,"lm.nb","NM_181054.2:930"
"HMGB1-mRNA",-0.0884,0.434,-0.939,0.762,0.941,0.521,1.7,0.84,1,"lm.nb","NM_002128.5:3400"
