"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"DTX3L-mRNA",-0.704,0.487,-1.66,0.25,0.614,0.317,1.19,0.158,1,"lm.nb","NM_138287.3:1543"
"MAP3K7-mRNA",-0.428,0.297,-1.01,0.154,0.744,0.497,1.11,0.159,1,"lm.nb","NM_003188.3:1178"
"FYN-mRNA",-0.943,0.656,-2.23,0.342,0.52,0.213,1.27,0.16,1,"lm.nb","NM_002037.5:2125"
"BRD3-mRNA",-1.5,1.04,-3.55,0.545,0.353,0.0856,1.46,0.16,1,"loglinear","NM_007371.3:2621"
"RBL2-mRNA",-0.971,0.679,-2.3,0.361,0.51,0.203,1.28,0.163,1,"lm.nb","NM_001323611.1:1085"
"LIF-mRNA",0.653,0.459,-0.246,1.55,1.57,0.843,2.93,0.164,1,"lm.nb","NM_002309.4:3740"
"ERO1A-mRNA",0.578,0.409,-0.223,1.38,1.49,0.857,2.6,0.167,1,"lm.nb","NM_014584.2:963"
"SMAP1-mRNA",-0.644,0.456,-1.54,0.249,0.64,0.345,1.19,0.167,1,"lm.nb","NM_001044305.2:823"
"F2RL1-mRNA",-1.09,0.769,-2.59,0.421,0.471,0.166,1.34,0.168,1,"lm.nb","NM_005242.4:1388"
"SPRY4-mRNA",-1.11,0.789,-2.66,0.437,0.463,0.158,1.35,0.169,1,"lm.nb","NM_030964.3:1900"
"CLEC4E-mRNA",0.994,0.709,-0.396,2.38,1.99,0.76,5.22,0.171,1,"lm.nb","NM_014358.3:1392"
"P4HA2-mRNA",0.591,0.422,-0.236,1.42,1.51,0.849,2.67,0.171,1,"lm.nb","NM_001017973.1:1748"
"IGF2R-mRNA",-2.19,1.56,-5.25,0.878,0.22,0.0263,1.84,0.172,1,"loglinear","NM_000876.2:7820"
"ZC3H12A-mRNA",0.918,0.657,-0.37,2.21,1.89,0.774,4.61,0.172,1,"lm.nb","NM_025079.2:1379"
"IFIT2-mRNA",-0.951,0.684,-2.29,0.391,0.517,0.204,1.31,0.174,1,"lm.nb","NM_001547.4:1995"
"GIMAP4-mRNA",-1.08,0.78,-2.61,0.447,0.472,0.164,1.36,0.175,1,"lm.nb","NM_018326.2:315"
"PIK3R2-mRNA",0.543,0.392,-0.226,1.31,1.46,0.855,2.48,0.176,1,"lm.nb","NM_005027.3:344"
"FAM124B-mRNA",1.2,0.882,-0.528,2.93,2.3,0.693,7.61,0.183,1,"lm.nb","NM_001122779.1:1620"
"MGMT-mRNA",-0.339,0.25,-0.829,0.151,0.791,0.563,1.11,0.185,1,"lm.nb","NM_002412.3:323"
"TAPBPL-mRNA",-0.82,0.607,-2.01,0.37,0.567,0.248,1.29,0.186,1,"lm.nb","NM_018009.4:1425"
"RELN-mRNA",-1.17,0.864,-2.86,0.527,0.445,0.138,1.44,0.186,1,"lm.nb","NM_005045.3:988"
"HAVCR2-mRNA",-0.826,0.612,-2.02,0.374,0.564,0.246,1.3,0.187,1,"lm.nb","NM_032782.3:955"
"CDKN2B-mRNA",0.707,0.533,-0.338,1.75,1.63,0.791,3.37,0.194,1,"lm.nb","NM_004936.3:906"
"CD68-mRNA",-0.505,0.381,-1.25,0.242,0.705,0.42,1.18,0.195,1,"lm.nb","NM_001251.2:1140"
"APH1B-mRNA",0.708,0.536,-0.342,1.76,1.63,0.789,3.38,0.196,1,"lm.nb","NM_001145646.1:541"
"CDH1-mRNA",-0.712,0.54,-1.77,0.347,0.61,0.293,1.27,0.197,1,"lm.nb","NM_004360.3:379"
"MFGE8-mRNA",-0.609,0.463,-1.52,0.298,0.656,0.35,1.23,0.197,1,"lm.nb","NM_001114614.1:328"
"PFKM-mRNA",0.341,0.259,-0.167,0.849,1.27,0.89,1.8,0.198,1,"lm.nb","NM_000289.5:2672"
"CD44-mRNA",0.878,0.671,-0.438,2.19,1.84,0.738,4.58,0.2,1,"lm.nb","NM_001001392.1:566"
"SMAD5-mRNA",-0.377,0.288,-0.942,0.189,0.77,0.521,1.14,0.201,1,"lm.nb","NM_005903.5:5007"
"BMP2-mRNA",-0.429,0.333,-1.08,0.223,0.743,0.473,1.17,0.206,1,"lm.nb","NM_001200.3:1193"
"ARID1A-mRNA",-0.784,0.612,-1.98,0.415,0.581,0.253,1.33,0.209,1,"lm.nb","NM_006015.4:1670"
"TGFBR1-mRNA",-0.322,0.251,-0.815,0.171,0.8,0.568,1.13,0.21,1,"lm.nb","NM_001130916.2:3011"
"FLNB-mRNA",-1.04,0.82,-2.65,0.565,0.486,0.16,1.48,0.213,1,"lm.nb","NM_001164319.1:8980"
"FCGR3A/B-mRNA",-1.11,0.882,-2.84,0.615,0.462,0.139,1.53,0.216,1,"lm.nb","NM_000570.4:255"
"TLR2-mRNA",-0.817,0.648,-2.09,0.454,0.568,0.235,1.37,0.217,1,"lm.nb","NM_001318787.1:484"
"SBNO2-mRNA",-1.04,0.835,-2.67,0.597,0.487,0.157,1.51,0.222,1,"lm.nb","NM_001100122.1:1686"
"GLS-mRNA",-0.376,0.305,-0.974,0.222,0.77,0.509,1.17,0.227,1,"lm.nb","NM_014905.4:165"
"CCNE1-mRNA",0.635,0.517,-0.378,1.65,1.55,0.769,3.13,0.229,1,"lm.nb","NM_001238.1:1155"
"TREM2-mRNA",-0.947,0.773,-2.46,0.569,0.519,0.181,1.48,0.23,1,"lm.nb","NM_018965.3:848"
"RSAD2-mRNA",0.902,0.74,-0.549,2.35,1.87,0.683,5.11,0.232,1,"lm.nb","NM_080657.4:1057"
"BNIP3-mRNA",0.582,0.481,-0.361,1.52,1.5,0.779,2.88,0.235,1,"lm.nb","NM_004052.3:116"
"RRM2-mRNA",0.803,0.666,-0.503,2.11,1.74,0.706,4.31,0.237,1,"lm.nb","NM_001034.1:490"
"CEACAM3-mRNA",0.763,0.634,-0.48,2.01,1.7,0.717,4.02,0.238,1,"lm.nb","NM_001277163.2:807"
"ICAM1-mRNA",-0.785,0.653,-2.06,0.495,0.58,0.239,1.41,0.238,1,"lm.nb","NM_000201.2:2253"
"PPARG-mRNA",-0.843,0.703,-2.22,0.535,0.557,0.215,1.45,0.239,1,"lm.nb","NM_005037.5:434"
"CCND3-mRNA",0.524,0.441,-0.341,1.39,1.44,0.79,2.62,0.243,1,"lm.nb","NM_001136017.2:760"
"NFATC2-mRNA",0.558,0.47,-0.363,1.48,1.47,0.777,2.79,0.244,1,"lm.nb","NM_173091.2:1840"
"ARNT2-mRNA",-1.09,0.923,-2.9,0.717,0.469,0.134,1.64,0.245,1,"lm.nb","NM_014862.3:1133"
"IER3-mRNA",-0.737,0.625,-1.96,0.488,0.6,0.257,1.4,0.247,1,"lm.nb","NM_003897.3:204"
"CD40-mRNA",-0.443,0.377,-1.18,0.295,0.736,0.441,1.23,0.248,1,"lm.nb","NM_001250.5:166"
"TNKS-mRNA",-1.02,0.873,-2.73,0.69,0.493,0.15,1.61,0.251,1,"lm.nb","NM_003747.2:1948"
"BNIP3L-mRNA",-0.591,0.506,-1.58,0.401,0.664,0.334,1.32,0.252,1,"lm.nb","NM_001330491.1:2559"
"NBN-mRNA",-0.799,0.685,-2.14,0.544,0.575,0.227,1.46,0.252,1,"lm.nb","NM_002485.4:1046"
"VCAM1-mRNA",-0.946,0.812,-2.54,0.644,0.519,0.172,1.56,0.252,1,"lm.nb","NM_001078.3:2535"
"BID-mRNA",0.471,0.408,-0.328,1.27,1.39,0.796,2.41,0.257,1,"lm.nb","NM_001196.3:1604"
"IL1A-mRNA",0.634,0.549,-0.442,1.71,1.55,0.736,3.27,0.257,1,"lm.nb","NM_000575.3:2001"
"EDN1-mRNA",-0.586,0.511,-1.59,0.415,0.666,0.333,1.33,0.26,1,"lm.nb","NM_001955.2:770"
"NF1-mRNA",-0.976,0.851,-2.64,0.693,0.508,0.16,1.62,0.26,1,"lm.nb","NM_000267.3:1260"
"TNFSF10-mRNA",-1.04,0.91,-2.82,0.748,0.488,0.142,1.68,0.264,1,"lm.nb","NM_003810.3:155"
"SNAI1-mRNA",0.85,0.75,-0.621,2.32,1.8,0.65,5,0.266,1,"lm.nb","NM_005985.3:960"
"OASL-mRNA",0.841,0.748,-0.626,2.31,1.79,0.648,4.95,0.27,1,"lm.nb","NM_003733.2:1570"
"CRABP2-mRNA",0.541,0.482,-0.403,1.48,1.45,0.756,2.8,0.27,1,"lm.nb","NM_001199723.1:802"
"DUSP5-mRNA",-0.695,0.624,-1.92,0.528,0.618,0.265,1.44,0.274,1,"lm.nb","NM_004419.3:675"
"BAD-mRNA",0.508,0.456,-0.386,1.4,1.42,0.765,2.64,0.274,1,"lm.nb","NM_004322.3:963"
"FPR3-mRNA",-0.952,0.861,-2.64,0.734,0.517,0.161,1.66,0.277,1,"lm.nb","NM_002030.4:733"
"AQP9-mRNA",0.943,0.867,-0.756,2.64,1.92,0.592,6.25,0.285,1,"lm.nb","NM_001320635.1:753"
"PTPN11-mRNA",0.209,0.192,-0.168,0.585,1.16,0.89,1.5,0.285,1,"lm.nb","NM_001330437.1:228"
"ADM-mRNA",-0.611,0.567,-1.72,0.5,0.655,0.303,1.41,0.289,1,"lm.nb","NM_001124.2:1413"
"BCL2L1-mRNA",-0.419,0.396,-1.2,0.358,0.748,0.437,1.28,0.299,1,"lm.nb","NM_001191.3:1421"
"CXCL1-mRNA",0.562,0.545,-0.506,1.63,1.48,0.704,3.1,0.31,1,"lm.nb","NM_001511.3:743"
"MET-mRNA",-0.668,0.652,-1.95,0.61,0.63,0.26,1.53,0.314,1,"lm.nb","NM_000245.2:1488"
"TICAM1-mRNA",-0.647,0.636,-1.89,0.6,0.639,0.269,1.52,0.317,1,"lm.nb","NM_182919.3:2552"
"TAP2-mRNA",-0.462,0.459,-1.36,0.437,0.726,0.389,1.35,0.321,1,"lm.nb","NM_018833.2:912"
"IKBKB-mRNA",-0.699,0.695,-2.06,0.662,0.616,0.24,1.58,0.322,1,"lm.nb","NM_001190720.2:1891"
"CD70-mRNA",-0.544,0.546,-1.61,0.526,0.686,0.327,1.44,0.326,1,"lm.nb","NM_001252.3:420"
"NFKBIE-mRNA",-0.415,0.418,-1.23,0.405,0.75,0.425,1.32,0.328,1,"lm.nb","NM_004556.2:876"
"FAS-mRNA",0.496,0.505,-0.494,1.49,1.41,0.71,2.8,0.334,1,"lm.nb","NM_000043.3:90"
"KRAS-mRNA",-0.282,0.288,-0.846,0.282,0.822,0.556,1.22,0.334,1,"lm.nb","NM_004985.3:1790"
"IFNGR2-mRNA",-0.712,0.731,-2.14,0.72,0.611,0.226,1.65,0.337,1,"lm.nb","NM_005534.3:1963"
"NECTIN1-mRNA",0.496,0.512,-0.508,1.5,1.41,0.703,2.83,0.34,1,"lm.nb","NM_002855.4:357"
"CXCL16-mRNA",-0.62,0.645,-1.88,0.644,0.651,0.271,1.56,0.344,1,"lm.nb","NM_001100812.1:743"
"CXCL8-mRNA",0.605,0.63,-0.63,1.84,1.52,0.646,3.58,0.344,1,"lm.nb","NM_000584.3:170"
"CXCL6-mRNA",0.66,0.69,-0.693,2.01,1.58,0.619,4.04,0.346,1,"lm.nb","NM_002993.3:308"
"ENTPD1-mRNA",-0.76,0.801,-2.33,0.809,0.591,0.199,1.75,0.35,1,"lm.nb","NM_001098175.1:1418"
"CCND2-mRNA",-0.871,0.918,-2.67,0.928,0.547,0.157,1.9,0.35,1,"lm.nb","NM_001759.2:5825"
"FANCA-mRNA",0.577,0.608,-0.615,1.77,1.49,0.653,3.41,0.35,1,"lm.nb","NM_001018112.1:580"
"H2AFX-mRNA",-0.497,0.524,-1.52,0.53,0.709,0.348,1.44,0.35,1,"lm.nb","NM_002105.2:521"
"SAMD9-mRNA",-0.377,0.4,-1.16,0.406,0.77,0.447,1.33,0.352,1,"lm.nb","NM_017654.3:490"
"CTNNB1-mRNA",-0.627,0.667,-1.93,0.68,0.648,0.262,1.6,0.354,1,"lm.nb","NM_001098209.1:1938"
"IRF3-mRNA",-0.681,0.728,-2.11,0.746,0.624,0.232,1.68,0.356,1,"lm.nb","NM_001197122.1:607"
"CCL18-mRNA",0.272,0.303,-0.323,0.866,1.21,0.8,1.82,0.377,1,"lm.nb","NM_002988.3:45"
"EGFR-mRNA",-1.36,1.53,-4.36,1.63,0.389,0.0488,3.1,0.379,1,"loglinear","NM_005228.3:2760"
"GPR160-mRNA",-0.754,0.871,-2.46,0.952,0.593,0.182,1.93,0.393,1,"lm.nb","NM_014373.1:760"
"MELK-mRNA",0.507,0.586,-0.642,1.66,1.42,0.641,3.15,0.393,1,"lm.nb","NM_014791.2:365"
"ITGAV-mRNA",-0.492,0.572,-1.61,0.629,0.711,0.327,1.55,0.396,1,"lm.nb","NM_001144999.2:2701"
"HEY1-mRNA",-0.479,0.561,-1.58,0.62,0.717,0.335,1.54,0.399,1,"lm.nb","NM_001040708.1:1859"
"RAD50-mRNA",-0.566,0.679,-1.9,0.765,0.676,0.269,1.7,0.411,1,"lm.nb","NM_005732.3:1357"
"STC1-mRNA",0.455,0.551,-0.626,1.54,1.37,0.648,2.9,0.416,1,"lm.nb","NM_003155.2:2172"
"BBC3-mRNA",-0.366,0.445,-1.24,0.507,0.776,0.424,1.42,0.417,1,"lm.nb","NM_014417.4:1310"
"MICA-mRNA",-0.551,0.676,-1.88,0.773,0.682,0.273,1.71,0.42,1,"lm.nb","NM_000247.1:550"
"LYZ-mRNA",-0.776,0.952,-2.64,1.09,0.584,0.16,2.13,0.421,1,"lm.nb","NM_000239.2:381"
"CDKN1A-mRNA",-0.367,0.453,-1.25,0.52,0.775,0.419,1.43,0.423,1,"lm.nb","NM_000389.2:1975"
"PTCD2-mRNA",0.51,0.635,-0.735,1.76,1.42,0.601,3.38,0.428,1,"lm.nb","NM_001284403.1:326"
"APC-mRNA",-0.542,0.682,-1.88,0.794,0.687,0.272,1.73,0.432,1,"lm.nb","NM_001127510.2:462"
"NFKB2-mRNA",0.221,0.279,-0.326,0.768,1.17,0.798,1.7,0.435,1,"lm.nb","NM_001077494.3:1986"
"IL10RA-mRNA",-0.611,0.777,-2.13,0.911,0.655,0.228,1.88,0.437,1,"lm.nb","NM_001558.2:150"
"PIAS4-mRNA",0.384,0.497,-0.59,1.36,1.3,0.664,2.56,0.445,1,"lm.nb","NM_015897.2:454"
"TTC30A-mRNA",0.187,0.245,-0.292,0.667,1.14,0.817,1.59,0.449,1,"lm.nb","NM_152275.3:2492"
"VEGFC-mRNA",-0.508,0.677,-1.84,0.819,0.703,0.28,1.76,0.458,1,"lm.nb","NM_005429.4:588"
"PRKCA-mRNA",-0.324,0.435,-1.18,0.529,0.799,0.442,1.44,0.462,1,"lm.nb","NM_002737.2:818"
"AKT1-mRNA",-0.421,0.571,-1.54,0.698,0.747,0.344,1.62,0.467,1,"lm.nb","NM_005163.2:2207"
"AXL-mRNA",-0.571,0.781,-2.1,0.959,0.673,0.233,1.94,0.47,1,"lm.nb","NM_001699.4:1535"
"SREBF1-mRNA",-0.643,0.881,-2.37,1.08,0.64,0.193,2.12,0.471,1,"lm.nb","NM_001005291.1:1392"
"SLC7A5-mRNA",0.278,0.385,-0.476,1.03,1.21,0.719,2.05,0.475,1,"lm.nb","NM_003486.6:2011"
"TYMS-mRNA",0.381,0.542,-0.681,1.44,1.3,0.624,2.72,0.487,1,"lm.nb","NM_001071.1:395"
"MMP7-mRNA",-0.74,1.07,-2.85,1.37,0.599,0.139,2.58,0.496,1,"lm.nb","NM_002423.3:265"
"CCND1-mRNA",-0.391,0.572,-1.51,0.73,0.763,0.351,1.66,0.499,1,"lm.nb","NM_053056.2:857"
"LDHB-mRNA",-0.453,0.663,-1.75,0.846,0.731,0.297,1.8,0.5,1,"lm.nb","NM_001174097.2:1200"
"VEGFA-mRNA",-0.341,0.502,-1.33,0.643,0.789,0.399,1.56,0.502,1,"lm.nb","NM_001171623.1:2212"
"CASP8-mRNA",-0.606,0.898,-2.37,1.15,0.657,0.194,2.23,0.505,1,"lm.nb","NM_001228.4:762"
"PARP12-mRNA",-0.505,0.753,-1.98,0.97,0.704,0.253,1.96,0.507,1,"lm.nb","NM_022750.3:1843"
"PMS2-mRNA",-0.496,0.747,-1.96,0.967,0.709,0.257,1.95,0.511,1,"lm.nb","NM_000535.6:894"
"CD47-mRNA",-0.44,0.679,-1.77,0.891,0.737,0.293,1.85,0.521,1,"lm.nb","NM_001777.3:901"
"WNT5A-mRNA",-0.536,0.834,-2.17,1.1,0.69,0.222,2.14,0.525,1,"lm.nb","NM_003392.3:987"
"NOTCH2-mRNA",-0.342,0.538,-1.4,0.712,0.789,0.38,1.64,0.529,1,"lm.nb","NM_024408.3:2842"
"HMGB1-mRNA",-0.348,0.552,-1.43,0.733,0.786,0.371,1.66,0.533,1,"lm.nb","NM_002128.5:3400"
"AREG-mRNA",-0.689,1.1,-2.83,1.46,0.62,0.14,2.75,0.534,1,"lm.nb","NM_001657.3:717"
"NRAS-mRNA",-0.245,0.391,-1.01,0.521,0.844,0.496,1.44,0.535,1,"lm.nb","NM_002524.4:2168"
"SLC1A5-mRNA",-0.387,0.622,-1.61,0.832,0.764,0.328,1.78,0.538,1,"lm.nb","NM_001145144.1:648"
"ITGA2-mRNA",-0.773,1.26,-3.25,1.71,0.585,0.105,3.26,0.546,1,"loglinear","NM_002203.3:903"
"ANGPTL4-mRNA",-0.452,0.751,-1.92,1.02,0.731,0.263,2.03,0.551,1,"lm.nb","NM_001039667.2:1088"
"MICB-mRNA",-0.231,0.391,-0.997,0.534,0.852,0.501,1.45,0.558,1,"lm.nb","NM_005931.3:1387"
"TPSAB1/B2-mRNA",0.556,0.944,-1.29,2.41,1.47,0.408,5.3,0.56,1,"lm.nb","NM_003294.3:556"
"TNFRSF10B-mRNA",-0.465,0.814,-2.06,1.13,0.725,0.24,2.19,0.572,1,"lm.nb","NM_003842.3:565"
"FSTL3-mRNA",0.58,1.03,-1.44,2.6,1.49,0.368,6.06,0.578,1,"lm.nb","NM_005860.2:255"
"EPCAM-mRNA",-0.414,0.738,-1.86,1.03,0.75,0.275,2.04,0.578,1,"lm.nb","NM_002354.2:499"
"CDH2-mRNA",-0.252,0.451,-1.14,0.631,0.84,0.455,1.55,0.58,1,"lm.nb","NM_001792.3:3067"
"LDHA-mRNA",0.189,0.342,-0.481,0.858,1.14,0.716,1.81,0.585,1,"lm.nb","NM_001135239.1:1053"
"SRP54-mRNA",-0.27,0.49,-1.23,0.69,0.829,0.426,1.61,0.585,1,"lm.nb","NM_001146282.1:951"
"KIF2C-mRNA",0.487,0.9,-1.28,2.25,1.4,0.413,4.76,0.592,1,"lm.nb","NM_006845.2:1020"
"RPL7A-mRNA",-0.27,0.501,-1.25,0.712,0.829,0.42,1.64,0.594,1,"lm.nb","NM_000972.2:657"
"ITGB2-mRNA",-0.51,0.954,-2.38,1.36,0.702,0.192,2.57,0.597,1,"lm.nb","NM_000211.3:1412"
"CD3D-mRNA",-0.434,0.823,-2.05,1.18,0.74,0.242,2.27,0.602,1,"lm.nb","NM_000732.4:127"
"EIF2B4-mRNA",0.23,0.438,-0.628,1.09,1.17,0.647,2.13,0.603,1,"lm.nb","NM_001034116.1:1258"
"MAP3K5-mRNA",-0.214,0.416,-1.03,0.6,0.862,0.49,1.52,0.61,1,"lm.nb","NM_005923.3:3371"
"IRF7-mRNA",0.26,0.505,-0.731,1.25,1.2,0.602,2.38,0.611,1,"lm.nb","NM_004029.2:1705"
"RELB-mRNA",-0.317,0.626,-1.54,0.91,0.803,0.343,1.88,0.616,1,"lm.nb","NM_006509.3:956"
"RPL23-mRNA",-0.33,0.666,-1.64,0.976,0.796,0.322,1.97,0.624,1,"lm.nb","NM_000978.3:100"
"THBD-mRNA",0.324,0.676,-1,1.65,1.25,0.5,3.14,0.635,1,"lm.nb","NM_000361.2:1674"
"SPP1-mRNA",-0.395,0.827,-2.02,1.23,0.76,0.247,2.34,0.636,1,"lm.nb","NM_000582.2:760"
"TP53-mRNA",-0.439,0.929,-2.26,1.38,0.737,0.209,2.61,0.64,1,"lm.nb","NM_000546.2:1330"
"OAS3-mRNA",-0.201,0.437,-1.06,0.656,0.87,0.48,1.58,0.649,1,"lm.nb","NM_006187.3:2354"
"CD276-mRNA",-0.327,0.716,-1.73,1.08,0.797,0.301,2.11,0.651,1,"lm.nb","NM_001024736.1:2119"
"UBE2C-mRNA",0.502,1.12,-1.68,2.69,1.42,0.311,6.44,0.656,1,"lm.nb","NM_007019.2:445"
"HK2-mRNA",0.129,0.294,-0.447,0.706,1.09,0.734,1.63,0.663,1,"lm.nb","NM_000189.4:2883"
"LTB-mRNA",0.371,0.844,-1.28,2.03,1.29,0.411,4.07,0.663,1,"lm.nb","NM_002341.1:330"
"PC-mRNA",-0.224,0.511,-1.23,0.777,0.856,0.427,1.71,0.664,1,"lm.nb","NM_000920.3:262"
"SFXN1-mRNA",-0.213,0.487,-1.17,0.741,0.863,0.445,1.67,0.665,1,"lm.nb","NM_001322977.1:191"
"RPS6KB1-mRNA",0.113,0.268,-0.412,0.638,1.08,0.752,1.56,0.675,1,"lm.nb","NM_001272042.1:2451"
"API5-mRNA",-0.282,0.672,-1.6,1.04,0.822,0.33,2.05,0.678,1,"lm.nb","NM_001142930.1:1552"
"BBS1-mRNA",0.194,0.471,-0.73,1.12,1.14,0.603,2.17,0.684,1,"lm.nb","NM_024649.4:82"
"ITPK1-mRNA",-0.0685,0.17,-0.401,0.264,0.954,0.757,1.2,0.689,1,"lm.nb","NM_001142593.2:958"
"JAK2-mRNA",-0.222,0.55,-1.3,0.857,0.858,0.406,1.81,0.69,1,"lm.nb","NM_004972.2:455"
"CDC20-mRNA",0.346,0.859,-1.34,2.03,1.27,0.396,4.08,0.69,1,"lm.nb","NM_001255.1:915"
"FOSL1-mRNA",-0.213,0.529,-1.25,0.825,0.863,0.42,1.77,0.69,1,"lm.nb","NM_005438.3:1320"
"HELLS-mRNA",0.229,0.578,-0.903,1.36,1.17,0.535,2.57,0.695,1,"lm.nb","NM_001289067.1:191"
"IRF2-mRNA",-0.123,0.317,-0.745,0.498,0.918,0.597,1.41,0.7,1,"lm.nb","NM_002199.3:1624"
"MKI67-mRNA",0.745,1.96,-3.1,4.59,1.68,0.116,24.2,0.707,1,"loglinear","NM_002417.2:2005"
"ICOSLG-mRNA",0.153,0.408,-0.646,0.952,1.11,0.639,1.93,0.71,1,"lm.nb","NM_015259.4:1190"
"SLC16A1-mRNA",0.252,0.673,-1.07,1.57,1.19,0.477,2.97,0.71,1,"lm.nb","NM_003051.3:635"
"CD274-mRNA",-0.322,0.877,-2.04,1.4,0.8,0.243,2.63,0.716,1,"lm.nb","NM_014143.3:1243"
"SIRPA-mRNA",-0.162,0.443,-1.03,0.707,0.894,0.49,1.63,0.718,1,"lm.nb","NM_001040023.1:3355"
"E2F3-mRNA",0.199,0.552,-0.882,1.28,1.15,0.543,2.43,0.72,1,"lm.nb","NM_001243076.2:2707"
"TLR1-mRNA",-0.261,0.734,-1.7,1.18,0.835,0.308,2.26,0.725,1,"lm.nb","NM_003263.3:696"
"BIRC5-mRNA",0.362,1.05,-1.69,2.42,1.28,0.309,5.35,0.733,1,"lm.nb","NM_001168.2:1215"
"OLFML2B-mRNA",-0.187,0.547,-1.26,0.885,0.878,0.418,1.85,0.734,1,"lm.nb","NM_015441.1:2920"
"HMGA1-mRNA",-0.297,0.892,-2.05,1.45,0.814,0.242,2.74,0.741,1,"lm.nb","NM_145902.2:906"
"ENO1-mRNA",-0.179,0.539,-1.24,0.877,0.883,0.425,1.84,0.742,1,"lm.nb","NM_001428.3:782"
"PDK1-mRNA",-0.16,0.496,-1.13,0.813,0.895,0.456,1.76,0.75,1,"lm.nb","NM_002610.3:401"
"TLR5-mRNA",0.198,0.616,-1.01,1.4,1.15,0.497,2.65,0.75,1,"lm.nb","NM_003268.5:2570"
"HDAC11-mRNA",0.258,0.82,-1.35,1.86,1.2,0.393,3.64,0.755,1,"lm.nb","NM_001330636.1:865"
"MTOR-mRNA",-0.176,0.564,-1.28,0.93,0.885,0.411,1.91,0.757,1,"lm.nb","NM_004958.3:3444"
"IL18-mRNA",-0.298,0.97,-2.2,1.6,0.813,0.218,3.04,0.761,1,"lm.nb","NM_001243211.1:392"
"RPTOR-mRNA",0.185,0.614,-1.02,1.39,1.14,0.494,2.62,0.765,1,"lm.nb","NM_001163034.1:3139"
"PDZK1IP1-mRNA",-0.259,0.86,-1.94,1.43,0.836,0.26,2.69,0.766,1,"lm.nb","NM_005764.3:229"
"TNFRSF10C-mRNA",-0.155,0.519,-1.17,0.862,0.898,0.444,1.82,0.768,1,"lm.nb","NM_003841.3:682"
"IL12RB2-mRNA",-0.417,1.43,-3.22,2.39,0.749,0.107,5.24,0.773,1,"loglinear","NM_001319233.1:880"
"AXIN1-mRNA",0.165,0.583,-0.978,1.31,1.12,0.508,2.48,0.779,1,"lm.nb","NM_181050.1:2742"
"TNF-mRNA",-0.161,0.574,-1.29,0.964,0.894,0.41,1.95,0.781,1,"lm.nb","NM_000594.3:1366"
"EZH2-mRNA",0.0704,0.261,-0.442,0.583,1.05,0.736,1.5,0.789,1,"lm.nb","NM_004456.4:1596"
"CASP9-mRNA",-0.124,0.462,-1.03,0.781,0.918,0.49,1.72,0.79,1,"lm.nb","XM_011542270.1:326"
"ALDOA-mRNA",0.0858,0.325,-0.55,0.722,1.06,0.683,1.65,0.793,1,"lm.nb","NM_000034.3:2049"
"NT5E-mRNA",0.2,0.767,-1.3,1.7,1.15,0.405,3.25,0.796,1,"lm.nb","NM_002526.3:3526"
"IL15-mRNA",0.154,0.617,-1.06,1.36,1.11,0.481,2.57,0.805,1,"lm.nb","NM_000585.4:715"
"MSH6-mRNA",-0.12,0.493,-1.09,0.847,0.92,0.471,1.8,0.809,1,"lm.nb","NM_000179.2:1015"
"HK1-mRNA",0.0672,0.292,-0.504,0.639,1.05,0.705,1.56,0.819,1,"lm.nb","NM_000188.2:3355"
"LAMC2-mRNA",0.232,1.01,-1.74,2.21,1.17,0.299,4.61,0.819,1,"lm.nb","NM_005562.2:1027"
"GPSM3-mRNA",0.171,0.786,-1.37,1.71,1.13,0.387,3.28,0.829,1,"lm.nb","NM_001276501.1:915"
"TLR4-mRNA",-0.141,0.676,-1.47,1.18,0.907,0.362,2.27,0.836,1,"lm.nb","NR_024168.1:2575"
"HRAS-mRNA",-0.0947,0.486,-1.05,0.858,0.936,0.484,1.81,0.847,1,"lm.nb","NM_005343.3:842"
"ITGAE-mRNA",0.0856,0.441,-0.779,0.951,1.06,0.583,1.93,0.848,1,"lm.nb","NM_002208.4:3647"
"CEP55-mRNA",0.214,1.1,-1.95,2.38,1.16,0.259,5.2,0.848,1,"lm.nb","NM_018131.3:570"
"MSH2-mRNA",0.0949,0.503,-0.892,1.08,1.07,0.539,2.12,0.852,1,"lm.nb","NM_000251.1:2514"
"CXCL2-mRNA",-0.108,0.579,-1.24,1.03,0.928,0.423,2.04,0.854,1,"lm.nb","NM_002089.1:435"
"TCF3-mRNA",-0.165,0.894,-1.92,1.59,0.892,0.265,3.01,0.855,1,"lm.nb","NM_003200.3:276"
"SYK-mRNA",0.113,0.63,-1.12,1.35,1.08,0.459,2.55,0.859,1,"lm.nb","NM_003177.5:808"
"HIF1A-mRNA",-0.142,0.8,-1.71,1.43,0.906,0.306,2.69,0.86,1,"lm.nb","NM_181054.2:930"
"ITGB3-mRNA",0.104,0.598,-1.07,1.28,1.07,0.477,2.42,0.863,1,"lm.nb","NM_000212.2:4485"
"NOTCH1-mRNA",0.0995,0.586,-1.05,1.25,1.07,0.483,2.38,0.866,1,"lm.nb","NM_017617.3:2999"
"RELA-mRNA",0.0734,0.45,-0.808,0.954,1.05,0.571,1.94,0.871,1,"lm.nb","NM_021975.3:1990"
